t,e^(-dS)
1,0.428142
2,0.782548
3,1.26074
4,1.7505
5,0.328572
6,1.17598
7,1.83089
8,5.13973
9,0.56001
10,0.751638
11,1.34891
12,0.665777
13,1.17504
14,0.273351
15,0.64365
16,0.932198
17,0.955644
18,2.02425
19,1.77837
20,2.09196
21,1.11138
22,0.885325
23,1.20768
24,0.615636
25,0.496139
26,0.461441
27,0.489633
28,0.121968
29,1.15801
30,0.970513
31,1.10694
32,1.84098
33,0.825967
34,1.14843
35,0.633687
36,0.411848
37,1.09358
38,0.861225
39,0.741411
40,0.509972
41,0.16646
42,0.64895
43,2.69204
44,0.780906
45,0.340957
46,0.233868
47,0.672738
48,0.670186
49,0.48578
50,1.09413
51,0.73352
52,1.67548
53,0.818076
54,1.31983
55,1.07723
56,1.02713
57,1.07997
58,1.78443
59,0.481716
60,1.05372
61,2.4225
62,6.24637
63,0.60242
64,1.17128
65,2.20494
66,1.24945
67,2.24948
68,2.58442
69,0.847809
70,0.911567
71,0.841558
72,1.58265
73,1.16009
74,0.469823
75,0.490662
76,3.18356
77,1.27112
78,0.465334
79,0.428313
80,1.15662
81,1.81412
82,0.463106
83,0.522464
84,0.432575
85,0.222017
86,1.91803
87,0.510993
88,0.396492
89,0.636545
90,1.00605
91,1.51346
92,1.06762
93,0.518819
94,0.282522
95,3.07714
96,0.827952
97,0.669115
98,1.22863
99,0.392861
100,2.51733
101,0.612688
102,0.88568
103,0.548428
104,0.997285
105,0.765061
106,0.404906
107,0.520066
108,1.76297
109,1.59138
110,0.768204
111,0.586079
112,0.52666
113,0.736239
114,1.23294
115,0.764678
116,0.86002
117,1.26074
118,0.631789
119,1.17668
120,0.376966
121,0.820288
122,0.31632
123,0.519234
124,0.927215
125,0.915431
126,0.712625
127,3.47641
128,0.702858
129,1.31706
130,1.7336
131,0.455072
132,0.687771
133,0.223801
134,0.922701
135,1.89819
136,0.27999
137,2.0951
138,0.37128
139,1.76174
140,0.600375
141,1.24123
142,5.2174
143,0.777556
144,0.316637
145,0.879677
146,1.67582
147,0.29523
148,1.53941
149,0.85633
150,2.41766
151,0.661398
152,0.517679
153,1.24458
154,3.53248
155,0.312235
156,1.18128
157,1.47994
158,1.11952
159,0.897448
160,2.17995
161,1.45339
162,0.52215
163,1.3868
164,0.394948
165,1.12232
166,3.1299
167,1.14145
168,1.68911
169,1.40663
170,0.564621
171,0.817095
172,0.581933
173,0.388718
174,0.704547
175,0.489535
176,0.306665
177,0.460197
178,0.905254
179,4.10005
180,1.58756
181,1.03887
182,0.512067
183,0.651681
184,0.738821
185,0.493911
186,0.179425
187,1.74735
188,0.514788
189,0.902849
190,0.350638
191,0.292585
192,1.76403
193,0.395027
194,0.547551
195,0.737566
196,0.49253
197,2.73464
198,1.52562
199,0.287941
200,0.664979
201,0.353101
202,2.15416
203,1.44152
204,1.08956
205,0.921816
206,0.517938
207,0.527292
208,0.41226
209,0.957538
210,0.695447
211,1.01996
212,0.32078
213,0.252587
214,1.6507
215,0.542536
216,3.53601
217,1.85151
218,0.848827
219,1.51983
220,0.569669
221,1.6164
222,0.885325
223,1.84246
224,0.912123
225,0.592147
226,1.17058
227,2.85765
228,0.590314
229,1.44889
230,1.80507
231,0.366777
232,0.744829
233,0.933121
234,0.714552
235,0.477496
236,1.58693
237,0.647394
238,0.92988
239,0.809369
240,0.477496
241,0.675974
242,2.17995
243,0.590964
244,1.30083
245,0.501175
246,0.412137
247,0.413706
248,0.112365
249,0.315373
250,0.816932
251,1.97151
252,0.26237
253,3.60745
254,0.110692
255,0.727457
256,0.672132
257,1.45252
258,0.136014
259,1.5608
260,0.557942
261,1.0762
262,0.288806
263,0.769049
264,0.55405
265,0.470152
266,0.704336
267,0.754047
268,0.800595
269,0.790255
270,1.31403
271,1.22544
272,0.858301
273,1.12277
274,0.536762
275,1.44138
276,0.659351
277,1.34514
278,0.583506
279,0.803482
280,1.00756
281,0.813264
282,0.416612
283,0.748788
284,0.300292
285,1.1594
286,0.40164
287,0.323356
288,1.0869
289,1.19506
290,0.451852
291,0.580016
292,0.517524
293,0.794454
294,3.28708
295,0.449779
296,1.62353
297,0.207837
298,1.06797
299,1.33964
300,1.55348
301,0.78907
302,0.497629
303,0.638202
304,0.904566
305,1.0716
306,0.466732
307,1.52379
308,0.704688
309,0.387515
310,1.71635
