MDTU,0,2,4,6,8,10
10,0.0470039,0.0475324,0.0494917,0.0501807,0.0515034,0.0516047
20,0.0495249,0.0496206,0.049864,0.0501692,0.050815,0.0511922
30,0.0465976,0.0468737,0.0509731,0.0510343,0.0514624,0.0519238
40,0.0472815,0.0475061,0.0483875,0.0486074,0.0497828,0.049858
50,0.0462193,0.0464398,0.0471466,0.047651,0.0494256,0.0494411
60,0.0476426,0.0482165,0.0497224,0.0498575,0.0503467,0.0511664
70,0.0471348,0.0484534,0.0496917,0.0501009,0.0501561,0.0506139
80,0.0455208,0.0460963,0.0489902,0.0492473,0.0506566,0.0510401
90,0.0477456,0.0480575,0.049531,0.0496665,0.0507132,0.0514788
100,0.0474765,0.0477371,0.0487915,0.0488249,0.0496618,0.0498108
110,0.0487526,0.0489584,0.0503573,0.0506055,0.0510292,0.051437
120,0.047388,0.0476023,0.0489197,0.0489953,0.0502744,0.0511742
130,0.0485066,0.0485209,0.0509137,0.0511958,0.0514636,0.0520956
140,0.043693,0.0439488,0.0461608,0.0466711,0.0476637,0.0482861
150,0.0479972,0.048134,0.0502599,0.0503739,0.0508252,0.0508995
160,0.0487628,0.0492468,0.0502838,0.0503199,0.0504978,0.0508545
170,0.0476487,0.0477291,0.0498999,0.0503216,0.0503351,0.0507685
180,0.0481346,0.0485132,0.0498646,0.0502643,0.0506708,0.0511204
190,0.0453816,0.0454783,0.0485793,0.0486312,0.0488743,0.0492486
200,0.0465304,0.0465742,0.0482179,0.0484556,0.048794,0.0488866
210,0.0483925,0.0490568,0.0499213,0.0505668,0.0506641,0.0509279
220,0.0501749,0.0505529,0.0518124,0.0519755,0.0528489,0.0529254
230,0.0476388,0.0479807,0.049468,0.0495159,0.0497231,0.0499882
240,0.0489353,0.0491239,0.0508016,0.0508857,0.051437,0.0514728
250,0.0456341,0.0467006,0.0473966,0.0481823,0.0483302,0.0487095
260,0.0510939,0.0516421,0.0516686,0.0522435,0.0527601,0.0529055
270,0.0489337,0.0490285,0.0500592,0.0503155,0.0510912,0.051238
280,0.0436125,0.0436653,0.0465386,0.0466573,0.0468739,0.0470116
290,0.0479574,0.0480061,0.0496011,0.0499562,0.0501071,0.0505818
300,0.0467745,0.0471474,0.0489185,0.0492379,0.0495205,0.0496125
310,0.047072,0.0471562,0.0495415,0.0496677,0.0496933,0.0504718
320,0.0447228,0.0450863,0.0469513,0.0474939,0.0479901,0.0480164
330,0.0498676,0.0501453,0.0509124,0.0510557,0.0516377,0.0518759
340,0.0493731,0.0497783,0.0502546,0.0502775,0.0517304,0.0519186
350,0.0479646,0.0480513,0.0498735,0.0501145,0.051557,0.0516169
360,0.0489107,0.0491037,0.0509902,0.0510911,0.0516457,0.0518073
370,0.0476715,0.047989,0.0492566,0.0499955,0.0501672,0.0504316
380,0.0476392,0.047812,0.0492572,0.0496128,0.0501347,0.0503316
390,0.0418177,0.0418568,0.0454034,0.0456308,0.0468704,0.0474643
400,0.0482493,0.0486756,0.0496714,0.0498263,0.0504448,0.0505665
410,0.046304,0.0464509,0.0473062,0.0477665,0.0496527,0.0499523
420,0.0473359,0.0478185,0.0496248,0.0499766,0.0511435,0.0516781
430,0.0428599,0.0429808,0.0447623,0.0451143,0.0451605,0.045802
440,0.0474445,0.0475519,0.049508,0.0497378,0.0510772,0.0513377
450,0.0482795,0.048695,0.0500227,0.0502607,0.051019,0.0511374
460,0.0474035,0.0475084,0.0490155,0.0491299,0.0511737,0.0515426
470,0.0465079,0.046731,0.0491021,0.0492879,0.0504099,0.0505989
480,0.0473234,0.0476244,0.0484524,0.0486416,0.0492425,0.0496942
490,0.0471123,0.0473208,0.0479342,0.0479714,0.049973,0.0503004
500,0.043532,0.0444101,0.0460166,0.0463913,0.0466027,0.0473676
510,0.0455866,0.0460016,0.0483755,0.0484606,0.0496886,0.0502456
520,0.0475444,0.0478205,0.0497425,0.0500043,0.0503199,0.0504886
530,0.0458804,0.0460329,0.0480327,0.0483855,0.0490834,0.0494199
540,0.0478867,0.048047,0.0481988,0.048818,0.0493047,0.049604
550,0.0462227,0.0467965,0.0483385,0.0490058,0.049662,0.0500599
560,0.0465016,0.0469178,0.0474,0.0476847,0.0481255,0.048274
570,0.0481663,0.0484747,0.0495793,0.049746,0.0515421,0.0522225
580,0.0483938,0.0486503,0.0506909,0.0508416,0.051013,0.051078
590,0.0480943,0.0481502,0.0493537,0.0497922,0.0498827,0.0501669
600,0.0480365,0.0480939,0.049208,0.0493261,0.0501983,0.0502665
610,0.0500226,0.050319,0.0505564,0.0510502,0.0512156,0.0516291
620,0.0501918,0.0504472,0.052371,0.0526793,0.0532508,0.0536474
630,0.0461917,0.0464349,0.0490554,0.0491454,0.0498528,0.0499642
640,0.0457492,0.0458684,0.0473939,0.0474749,0.0485388,0.0490387
650,0.0519394,0.052679,0.0531659,0.0532876,0.0537707,0.0544352
660,0.0437118,0.0439502,0.046463,0.0465831,0.0479878,0.0483864
670,0.0495343,0.0497383,0.0521466,0.0521992,0.0527735,0.0528307
680,0.0463359,0.0465282,0.0478492,0.0483689,0.0485386,0.0488804
690,0.0461498,0.0464712,0.0472263,0.0472882,0.0481112,0.0482481
700,0.0479917,0.0486098,0.0500454,0.0504077,0.0504746,0.050572
710,0.049078,0.0492896,0.0504642,0.0506435,0.0511857,0.0515698
720,0.0481922,0.0484957,0.0494358,0.0498319,0.0501176,0.0505552
730,0.0477665,0.0479102,0.0482555,0.0486983,0.0493221,0.0495224
740,0.0486194,0.0487673,0.0496731,0.0497314,0.0509074,0.0509882
750,0.0463044,0.0465011,0.048683,0.0488496,0.0489553,0.0495458
760,0.0480609,0.0488334,0.0492579,0.0503104,0.0505463,0.0510635
770,0.0441216,0.0448746,0.0473463,0.0474555,0.0493035,0.0494804
780,0.047941,0.0484044,0.049895,0.050136,0.0508908,0.050966
790,0.0510111,0.0510725,0.0525021,0.0525281,0.0530314,0.0531145
800,0.0494816,0.0497571,0.0503136,0.0506099,0.0519012,0.0519476
