t,N_f,N_g
10,45,900
20,45,900
30,45,900
40,45,900
50,45,900
60,45,900
70,45,900
80,45,900
90,45,900
100,45,900
110,45,900
120,45,900
130,45,900
140,45,900
150,45,900
160,45,900
170,45,900
180,45,900
190,45,900
200,45,900
210,45,900
220,45,900
230,45,900
240,45,900
250,45,900
260,45,900
270,45,900
280,45,900
290,45,900
300,45,900
310,45,900
320,45,900
330,45,900
340,45,900
350,45,900
360,45,900
370,45,900
380,45,900
390,45,900
400,45,900
410,45,900
420,45,900
430,45,900
440,45,900
450,45,900
460,45,900
470,45,900
480,45,900
490,45,900
500,45,900
510,45,900
520,45,900
530,45,900
540,45,900
550,45,900
560,45,900
570,45,900
580,45,900
590,45,900
600,45,900
610,45,900
620,45,900
630,45,900
640,45,900
650,45,900
660,45,900
670,45,900
680,45,900
690,45,900
700,45,900
710,45,900
720,45,900
730,45,900
740,45,900
750,45,900
760,45,900
770,45,900
780,45,900
790,45,900
800,45,900
810,45,900
820,45,900
830,45,900
840,45,900
850,45,900
860,45,900
870,45,900
880,45,900
890,45,900
900,45,900
910,45,900
920,45,900
930,45,900
940,45,900
950,45,900
960,45,900
970,45,900
980,45,900
990,45,900
1000,45,900
1010,45,900
1020,45,900
1030,45,900
1040,45,900
1050,45,900
1060,45,900
1070,45,900
1080,45,900
1090,45,900
1100,45,900
1110,45,900
1120,45,900
1130,45,900
1140,45,900
1150,45,900
1160,45,900
1170,45,900
1180,45,900
1190,45,900
1200,45,900
1210,45,900
1220,45,900
1230,45,900
1240,45,900
1250,45,900
1260,45,900
1270,45,900
1280,45,900
1290,45,900
1300,45,900
1310,45,900
1320,45,900
1330,45,900
1340,45,900
1350,45,900
1360,45,900
1370,45,900
1380,45,900
1390,45,900
1400,45,900
1410,45,900
1420,45,900
1430,45,900
1440,45,900
1450,45,900
1460,45,900
1470,45,900
1480,45,900
1490,45,900
1500,45,900
1510,45,900
1520,45,900
1530,45,900
1540,45,900
1550,45,900
1560,45,900
1570,45,900
1580,45,900
1590,45,900
1600,45,900
1610,45,900
1620,45,900
1630,45,900
1640,45,900
1650,45,900
1660,45,900
1670,45,900
1680,45,900
1690,45,900
1700,45,900
1710,45,900
1720,45,900
1730,45,900
1740,45,900
1750,45,900
1760,45,900
1770,45,900
1780,45,900
1790,45,900
1800,45,900
1810,45,900
1820,45,900
1830,45,900
1840,45,900
1850,45,900
1860,45,900
1870,45,900
1880,45,900
1890,45,900
1900,45,900
1910,45,900
1920,45,900
1930,45,900
1940,45,900
1950,45,900
1960,45,900
1970,45,900
1980,45,900
1990,45,900
2000,45,900
2010,45,900
2020,45,900
2030,45,900
2040,45,900
2050,45,900
2060,45,900
2070,45,900
2080,45,900
2090,45,900
2100,45,900
2110,45,900
2120,45,900
2130,45,900
2140,45,900
2150,45,900
2160,45,900
2170,45,900
2180,45,900
2190,45,900
2200,45,900
2210,45,900
2220,45,900
2230,45,900
2240,45,900
2250,45,900
2260,45,900
2270,45,900
2280,45,900
2290,45,900
2300,45,900
2310,45,900
2320,45,900
2330,45,900
2340,45,900
2350,45,900
2360,45,900
2370,45,900
2380,45,900
2390,45,900
2400,45,900
2410,45,900
2420,45,900
2430,45,900
2440,45,900
2450,45,900
2460,45,900
2470,45,900
2480,45,900
2490,45,900
2500,45,900
2510,45,900
2520,45,900
2530,45,900
2540,45,900
2550,45,900
2560,45,900
2570,45,900
2580,45,900
2590,45,900
2600,45,900
2610,45,900
2620,45,900
2630,45,900
2640,45,900
2650,45,900
2660,45,900
2670,45,900
2680,45,900
2690,45,900
2700,45,900
2710,45,900
2720,45,900
2730,45,900
2740,45,900
2750,45,900
2760,45,900
2770,45,900
2780,45,900
2790,45,900
2800,45,900
2810,45,900
2820,45,900
2830,45,900
2840,45,900
2850,45,900
2860,45,900
2870,45,900
2880,45,900
2890,45,900
2900,45,900
2910,45,900
2920,45,900
2930,45,900
2940,45,900
2950,45,900
2960,45,900
2970,45,900
2980,45,900
2990,45,900
3000,45,900
3010,45,900
3020,45,900
3030,45,900
3040,45,900
3050,45,900
3060,45,900
3070,45,900
3080,45,900
3090,45,900
3100,45,900
3110,45,900
3120,45,900
3130,45,900
3140,45,900
3150,45,900
3160,45,900
3170,45,900
3180,45,900
3190,45,900
3200,45,900
3210,45,900
3220,45,900
3230,45,900
3240,45,900
3250,45,900
3260,45,900
3270,45,900
3280,45,900
3290,45,900
3300,45,900
3310,45,900
3320,45,900
3330,45,900
3340,45,900
3350,45,900
3360,45,900
3370,45,900
3380,45,900
3390,45,900
3400,45,900
3410,45,900
3420,45,900
3430,45,900
3440,45,900
3450,45,900
3460,45,900
3470,45,900
3480,45,900
3490,45,900
3500,45,900
