t,e^(-dS)
1,1.31298
2,0.734034
3,1.49048
4,0.912032
5,0.472839
6,0.471328
7,1.16114
8,0.944311
9,1.38583
10,0.973176
11,1.27634
12,0.568986
13,1.54945
14,0.695308
15,0.742227
16,1.06553
17,1.54821
18,0.354517
19,1.06992
20,0.452712
21,0.4949
22,0.969543
23,0.627194
24,1.73672
25,1.05067
26,0.948181
27,0.545801
28,1.00564
29,1.33416
30,0.609571
31,0.735945
32,0.452485
33,1.62077
34,0.741634
35,0.935345
36,0.654293
37,1.59456
38,1.03529
39,0.880469
40,0.998601
41,0.995297
42,0.907756
43,0.93762
44,0.754274
45,1.24995
46,0.94931
47,0.914718
48,1.15039
49,0.845354
50,1.02539
51,1.08723
52,0.601577
53,1.73551
54,0.703069
55,0.561861
56,1.15743
57,1.21482
58,1.23491
59,1.2306
60,1.75015
61,1.02206
62,0.619031
63,0.575394
64,0.919303
65,0.442639
66,1.24483
67,1.69418
68,0.781922
69,1.12232
70,0.585318
71,0.7172
72,1.16661
73,1.6219
74,0.659219
75,0.713552
76,1.21046
77,1.39403
78,0.570239
79,2.10581
80,0.970853
81,1.44788
82,0.525135
83,0.658691
84,1.18116
85,1.01487
86,0.652333
87,1.2644
88,0.875027
89,1.78908
90,1.07657
91,1.08127
92,1.10489
93,1.0049
94,1.29343
95,1.50065
96,0.39673
97,1.21872
98,0.840969
99,0.81996
100,0.467339
101,0.982279
102,1.38044
103,1.229
104,1.3868
105,1.00128
106,0.625565
107,1.18744
108,0.946911
109,1.53296
110,2.0784
111,0.638777
112,1.37108
113,0.850101
114,0.968468
115,0.816686
116,1.20599
117,0.517575
118,1.20756
119,0.775692
120,0.619774
121,0.800595
122,0.722455
123,0.475732
124,1.89629
125,0.945917
126,0.841306
127,0.774916
128,1.07657
129,1.08542
130,1.49526
131,1.63607
132,0.605924
133,1.77678
134,1.35216
135,1.83052
136,0.573671
137,0.938915
138,0.833268
139,0.890831
140,0.649924
141,1.17292
142,0.56984
143,1.29992
144,0.811801
145,0.65279
146,0.599835
147,0.437141
148,0.647265
149,1.4362
150,0.856073
151,1.47742
152,1.24023
153,0.752616
154,0.744011
155,0.717846
156,1.61268
157,0.954794
158,0.6368
159,0.989773
160,1.13428
161,0.640056
162,1.51664
163,0.668713
164,1.00654
165,0.991631
166,0.553441
167,1.16509
168,1.29693
169,0.697607
170,0.667511
171,1.01896
172,1.34528
173,0.857101
174,1.31903
175,1.15465
176,0.744532
177,0.501777
178,1.42918
179,1.10583
180,0.838534
181,1.77695
182,1.09993
183,1.30265
184,0.391292
185,0.352396
186,0.837277
187,0.608414
188,1.60143
189,0.720435
190,0.620891
191,1.52776
192,0.989199
193,2.29768
194,1.13485
195,1.11594
196,1.69317
197,0.811152
198,1.09777
199,0.970426
200,1.21482
201,0.820124
202,1.04252
203,0.605258
204,1.14191
205,1.42419
206,1.64806
207,0.465334
208,1.36656
209,0.757751
210,1.72478
211,0.927743
212,0.787336
213,0.840045
214,0.721444
215,1.27698
216,0.773678
217,1.52151
218,0.697676
219,0.632042
220,1.76597
221,0.490711
222,0.657375
223,1.31324
224,0.964158
225,0.728404
226,0.828698
227,0.89101
228,2.12336
229,0.658889
230,0.482295
231,0.786943
232,0.809693
233,0.776157
234,1.32551
235,1.47654
236,0.958899
237,1.70438
238,2.66899
239,0.567792
240,0.915752
241,0.785606
242,0.958199
243,1.2214
244,0.707583
245,0.478356
246,0.50936
247,0.547879
248,1.5757
249,1.25307
250,0.730008
251,1.31758
252,1.77039
253,1.41114
254,0.704265
255,1.06831
256,1.09095
257,0.563888
258,1.23714
259,0.821519
260,0.693572
261,1.26884
262,0.957519
263,1.8397
264,1.30787
265,1.11728
266,1.01164
267,1.43879
268,1.03984
269,0.460427
270,1.3918
271,0.862949
272,0.501225
273,0.438717
274,0.899155
275,0.714123
276,1.04388
277,0.510074
278,0.388757
279,0.712055
280,0.574532
281,0.731542
282,0.711415
