t,|deltaS|
1,0.2723
2,0.3092
3,0.3991
4,0.09208
5,0.749
6,0.7522
7,0.1494
8,0.0573
9,0.3263
10,0.02719
11,0.244
12,0.5639
13,0.4379
14,0.3634
15,0.2981
16,0.06347
17,0.4371
18,1.037
19,0.06758
20,0.7925
21,0.7034
22,0.03093
23,0.4665
24,0.552
25,0.04943
26,0.05321
27,0.6055
28,0.005623
29,0.2883
30,0.495
31,0.3066
32,0.793
33,0.4829
34,0.2989
35,0.06684
36,0.4242
37,0.4666
38,0.03468
39,0.1273
40,0.0014
41,0.004714
42,0.09678
43,0.06441
44,0.282
45,0.2231
46,0.05202
47,0.08914
48,0.1401
49,0.168
50,0.02507
51,0.08363
52,0.5082
53,0.5513
54,0.3523
55,0.5765
56,0.1462
57,0.1946
58,0.211
59,0.2075
60,0.5597
61,0.02182
62,0.4796
63,0.5527
64,0.08414
65,0.815
66,0.219
67,0.5272
68,0.246
69,0.1154
70,0.5356
71,0.3324
72,0.1541
73,0.4836
74,0.4167
75,0.3375
76,0.191
77,0.3322
78,0.5617
79,0.7447
80,0.02958
81,0.3701
82,0.6441
83,0.4175
84,0.1665
85,0.01476
86,0.4272
87,0.2346
88,0.1335
89,0.5817
90,0.07378
91,0.07814
92,0.09975
93,0.004886
94,0.2573
95,0.4059
96,0.9245
97,0.1978
98,0.1732
99,0.1985
100,0.7607
101,0.01788
102,0.3224
103,0.2062
104,0.327
105,0.001278
106,0.4691
107,0.1718
108,0.05455
109,0.4272
110,0.7316
111,0.4482
112,0.3156
113,0.1624
114,0.03204
115,0.2025
116,0.1873
117,0.6586
118,0.1886
119,0.254
120,0.4784
121,0.2224
122,0.3251
123,0.7429
124,0.6399
125,0.0556
126,0.1728
127,0.255
128,0.07378
129,0.08197
130,0.4023
131,0.4923
132,0.501
133,0.5748
134,0.3017
135,0.6046
136,0.5557
137,0.06303
138,0.1824
139,0.1156
140,0.4309
141,0.1595
142,0.5624
143,0.2623
144,0.2085
145,0.4265
146,0.5111
147,0.8275
148,0.435
149,0.362
150,0.1554
151,0.3903
152,0.2153
153,0.2842
154,0.2957
155,0.3315
156,0.4779
157,0.04626
158,0.4513
159,0.01028
160,0.126
161,0.4462
162,0.4165
163,0.4024
164,0.006522
165,0.008404
166,0.5916
167,0.1528
168,0.26
169,0.3601
170,0.4042
171,0.01878
172,0.2966
173,0.1542
174,0.2769
175,0.1438
176,0.295
177,0.6896
178,0.3571
179,0.1006
180,0.1761
181,0.5749
182,0.09525
183,0.2644
184,0.9383
185,1.043
186,0.1776
187,0.4969
188,0.4709
189,0.3279
190,0.4766
191,0.4238
192,0.01086
193,0.8319
194,0.1265
195,0.1097
196,0.5266
197,0.2093
198,0.09328
199,0.03002
200,0.1946
201,0.1983
202,0.04164
203,0.5021
204,0.1327
205,0.3536
206,0.4996
207,0.765
208,0.3123
209,0.2774
210,0.5451
211,0.075
212,0.2391
213,0.1743
214,0.3265
215,0.2445
216,0.2566
217,0.4197
218,0.36
219,0.4588
220,0.5687
221,0.7119
222,0.4195
223,0.2725
224,0.0365
225,0.3169
226,0.1879
227,0.1154
228,0.753
229,0.4172
230,0.7292
231,0.2396
232,0.2111
233,0.2534
234,0.2818
235,0.3897
236,0.04197
237,0.5332
238,0.9817
239,0.566
240,0.08801
241,0.2413
242,0.0427
243,0.2
244,0.3459
245,0.7374
246,0.6746
247,0.6017
248,0.4547
249,0.2256
250,0.3147
251,0.2758
252,0.5712
253,0.3444
254,0.3506
255,0.06608
256,0.08705
257,0.5729
258,0.2128
259,0.1966
260,0.3659
261,0.2381
262,0.04341
263,0.6096
264,0.2684
265,0.1109
266,0.01157
267,0.3638
268,0.03907
269,0.7756
270,0.3306
271,0.1474
272,0.6907
273,0.8239
274,0.1063
275,0.3367
276,0.04294
277,0.6732
278,0.9448
279,0.3396
280,0.5542
281,0.3126
282,0.3405
283,0.2864
284,0.1233
285,0.09643
286,0.02411
287,0.4311
288,0.4628
289,0.03715
290,0.02637
291,0.6299
292,0.2669
293,0.4825
294,0.2723
295,0.1477
296,0.3107
297,0.47
298,0.5039
299,0.5981
300,0.149
301,0.02211
302,0.008005
303,0.1882
304,0.1034
305,0.5064
306,0.3524
307,0.305
308,0.06351
309,0.2172
310,0.1651
311,1.085
312,0.03715
313,0.2787
314,0.285
315,0.001441
316,0.166
317,0.2113
318,0.1693
319,0.6752
320,0.0227
321,0.02782
322,0.3252
323,0.4908
324,0.6466
325,0.4948
326,0.2851
327,0.03868
328,0.2013
329,0.0488
330,0.1878
331,0.003758
332,0.09318
333,0.7452
334,0.09667
335,0.5107
336,0.689
337,1.04
338,0.1684
339,0.532
340,0.7578
341,0.1508
342,0.1758
343,0.3902
344,0.1925
345,0.3171
346,0.1322
347,0.4679
348,0.1103
349,0.5114
350,0.04611
351,0.3553
352,0.3622
353,0.09089
354,0.4967
355,0.0323
356,0.7785
357,0.3749
358,0.01611
359,0.3323
360,0.1263
361,0.2817
362,0.2896
363,0.4021
364,0.4324
365,0.4153
366,0.1287
367,0.03808
368,1.181
369,0.2616
370,0.3331
371,0.7393
372,0.5223
373,0.8945
374,0.006674
375,0.3707
376,0.3323
377,0.8309
378,0.03506
379,0.4253
380,0.1207
381,0.2604
382,0.1924
383,0.09166
384,0.1074
385,0.2839
386,0.6478
387,0.4734
388,0.3397
389,0.09155
390,1.376
391,0.4611
392,0.4541
393,0.1972
394,0.5511
395,0.1135
396,0.05118
397,0.3079
398,0.2079
399,0.5238
400,0.2092
401,0.08839
402,0.004062
403,0.4145
404,0.2925
405,0.0604
406,0.5993
407,0.2038
408,0.4467
409,0.05031
410,0.251
411,0.002675
412,0.07257
413,0.4799
414,0.3552
415,0.07698
416,0.05427
417,0.2742
418,0.3488
419,0.107
420,0.2622
421,0.3976
422,0.4566
423,0.2497
424,0.2803
425,0.2429
426,0.6253
427,0.4634
428,0.1385
429,0.878
430,0.1798
431,0.3274
432,0.705
433,0.009164
434,0.1579
435,0.7883
436,0.3653
437,0.06215
438,0.03048
439,0.1087
440,0.07343
441,0.01468
442,0.5231
443,0.2298
444,0.3756
445,0.6617
446,0.3914
447,0.03101
448,0.1768
449,0.159
450,0.1512
451,0.3251
452,0.2982
453,0.6618
454,0.3749
455,0.1955
456,0.7684
457,0.3231
458,0.3486
459,0.3017
460,0.7362
461,0.6046
462,0.1568
463,0.3952
464,0.04589
465,0.2895
466,0.129
467,0.2789
468,0.01876
469,0.1358
470,0.2137
471,0.9616
472,0.271
473,0.08181
474,0.7397
475,0.5697
476,0.2972
477,0.1544
478,0.3742
479,0.1296
480,0.21
481,0.02195
482,0.1284
483,0.4648
484,0.008774
485,0.01046
486,0.4301
487,0.2286
488,0.06036
489,0.1235
490,0.6694
491,0.09045
492,0.2583
493,0.3485
494,0.01313
495,0.504
496,0.7046
497,0.1695
498,0.2307
499,0.1462
500,0.3277
501,0.7347
502,0.6204
503,0.08559
504,0.5322
505,0.2053
506,0.6071
507,0.09896
508,0.01488
509,0.9714
510,0.5042
511,0.925
512,0.04997
513,0.2598
514,0.05827
515,0.3092
516,0.3751
517,0.3494
518,0.08428
519,0.1754
520,0.08472
521,0.158
522,0.1678
523,0.3924
524,0.5926
525,0.3284
526,0.5305
527,0.1048
528,0.05239
529,0.466
530,0.3057
531,0.4272
532,0.05011
533,0.08516
534,0.8392
535,0.3005
536,0.4556
537,0.2155
538,0.09395
539,0.2498
540,0.05543
541,0.06182
542,0.293
543,0.2095
544,0.001651
545,0.1532
546,0.5754
547,0.4788
548,0.7955
549,0.06153
550,0.01188
551,0.4489
552,0.08983
553,0.2638
554,0.8601
555,0.04102
556,0.3232
557,0.1713
558,0.01199
559,0.08164
560,0.9084
561,0.4687
562,0.3728
563,0.8002
564,0.2958
565,0.5807
566,0.137
567,0.1913
568,0.07698
569,0.143
570,0.03656
571,0.243
572,0.4869
573,0.6681
574,0.1159
575,0.2193
576,0.2672
577,0.4305
578,0.35
579,0.3218
580,0.34
581,0.5355
582,0.2097
583,0.3902
584,0.3093
585,0.05301
586,0.3678
587,0.1365
588,0.623
589,0.5287
590,0.1597
591,0.1629
592,0.5959
593,0.3414
594,0.04152
595,0.2096
596,0.1417
597,0.1625
598,0.81
599,0.04482
600,0.01174
601,0.264
602,0.2412
603,0.3502
604,0.8196
605,0.07356
606,0.9302
607,0.2194
608,0.1941
609,0.5188
610,0.1235
611,0.6169
612,0.819
613,0.2532
614,0.01282
615,0.5197
616,0.3328
617,0.7294
618,0.4573
619,0.2774
620,0.01592
621,0.1081
622,0.1147
623,0.1621
624,0.06159
625,0.2377
626,0.6897
627,0.04882
628,0.1647
629,0.4922
630,0.2323
631,0.565
632,0.1317
633,0.4956
634,0.2423
635,0.6672
636,0.1981
637,0.7549
638,0.8132
639,0.8714
640,0.4267
641,0.1501
642,0.5933
643,0.2726
644,0.3415
645,0.1256
646,0.1451
647,0.2242
648,0.3219
649,0.1953
650,0.07969
651,0.4256
652,0.1032
653,0.1712
654,0.4028
655,0.905
656,0.2214
657,0.03972
658,0.07736
659,0.2439
660,0.6293
661,0.3408
662,0.1184
663,0.3743
664,0.8927
665,0.4479
666,0.5273
667,0.1398
668,0.194
669,0.02817
670,0.1552
671,0.4961
672,0.1585
673,0.03792
674,0.4934
675,0.4025
676,0.3344
677,0.004274
678,0.1754
679,0.00898
680,0.1389
681,0.02751
682,0.1189
683,0.2758
684,0.2333
685,0.8031
686,0.1101
687,0.1348
688,0.6147
689,0.1092
690,0.768
691,0.1892
692,0.2431
693,0.466
694,0.04136
695,0.4607
696,0.3339
697,0.5009
698,0.1056
699,0.1711
700,0.8822
701,0.3204
702,0.7192
703,0.2527
704,0.1602
705,0.3835
706,0.01092
707,0.3948
708,0.6502
709,0.3351
710,0.008729
711,0.04273
712,0.1687
713,0.244
714,0.3286
715,0.1522
716,0.6288
717,0.4305
718,0.1019
719,0.08763
720,0.2176
721,0.006574
722,0.3297
723,0.18
724,0.01527
725,0.1473
726,0.09508
727,0.01157
728,0.3678
729,0.346
730,0.08508
731,0.3189
732,0.174
733,0.3889
734,0.4614
735,0.3229
736,0.184
737,0.2283
738,0.1261
739,0.5599
740,0.6733
741,0.09886
742,0.2249
743,0.6511
744,0.5813
745,0.28
746,0.5259
747,0.01756
748,0.2031
749,0.2212
750,0.3364
751,0.001678
752,0.05028
753,0.2233
754,0.8137
755,0.3838
756,0.161
757,0.8656
758,0.249
759,0.5178
760,0.1426
761,0.1317
762,0.3901
763,0.2575
764,0.3427
765,0.2199
766,0.3344
767,0.1745
768,0.06037
769,0.5714
770,0.01737
771,0.3141
772,0.6149
773,0.4168
774,0.06125
775,0.3979
776,0.8146
777,0.06055
778,0.08972
779,0.1388
780,0.224
781,0.09651
782,0.007496
783,0.1187
784,0.08909
785,0.02449
786,0.01197
787,0.5797
788,0.4009
789,0.4493
790,0.1043
791,0.0705
792,0.6003
793,0.626
794,0.1991
795,0.07015
796,0.2979
797,0.2936
798,0.7761
799,0.02709
800,0.5349
801,0.3416
802,0.2535
803,0.09207
804,0.06761
805,0.1273
806,0.1736
807,0.6142
808,0.05256
809,0.2573
810,0.01177
811,0.2368
812,0.1329
813,0.3389
814,0.03589
815,0.2681
816,0.245
817,0.6881
818,0.6544
819,0.1737
820,0.9194
821,0.7131
822,0.1956
823,0.7813
824,0.2082
825,0.282
826,0.1353
827,0.4296
828,0.1129
829,0.1939
830,0.6799
831,0.4216
832,0.1664
833,0.817
834,0.4964
835,0.3297
836,0.1818
837,0.661
838,0.7119
839,0.4133
840,0.00383
841,0.6865
842,0.1484
843,0.3885
844,0.502
845,0.06759
846,0.2886
847,0.1307
848,0.1412
849,0.3096
850,0.3006
851,0.5079
852,0.3222
853,0.4172
854,0.4782
855,0.1039
856,0.3225
857,0.6839
858,0.1186
859,0.2267
860,0.1961
861,1.062
862,0.484
863,0.5029
864,0.4458
865,0.2838
866,0.5226
867,0.2435
868,0.3639
869,0.5532
870,0.2772
871,0.4447
872,0.01233
873,0.5466
874,0.1205
875,0.3228
876,0.1265
877,0.4867
878,0.3664
879,0.1863
