MDTU,plaq
1,0.992168
2,1.01542
3,1.02898
4,1.02103
5,1.02103
6,1.02126
7,1.02669
8,1.0152
9,0.987881
10,0.987179
11,0.995719
12,0.982503
13,0.984246
14,0.984246
15,0.985055
16,0.999783
17,1.00899
18,1.00899
19,1.01898
20,1.01711
21,1.01711
22,1.03228
23,1.0004
24,1.00525
25,1.00876
26,1.00876
27,1.00574
28,1.01011
29,1.0315
30,1.0315
31,1.02161
32,1.00417
33,1.02343
34,1.00792
35,1.01051
36,1.01051
37,1.01544
38,1.00789
39,1.01173
40,1.01748
41,1.01813
42,1.01875
43,1.02736
44,1.01242
45,1.03346
46,1.00915
47,1.01421
48,1.01206
49,1.00797
50,1.00246
51,1.00664
52,0.989643
53,0.98614
54,0.980252
55,0.980252
56,0.970553
57,0.978815
58,1.00057
59,1.00995
60,1.01339
61,1.00906
62,1.00967
63,1.01504
64,1.01316
65,1.00118
66,1.01837
67,1.02346
68,1.03241
69,1.04453
70,1.04716
71,1.03449
72,1.02042
73,1.02295
74,1.02374
75,1.01314
76,1.00948
77,1.00995
78,1.00995
79,1.05136
80,1.05244
81,1.05723
82,1.05723
83,1.03617
84,1.04559
85,1.0248
86,1.02075
87,1.01818
88,1.01055
89,1.01202
90,1.02955
91,1.02516
92,1.01583
93,1.02594
94,1.02745
95,1.02333
96,1.0154
97,1.04314
98,1.041
99,1.03658
100,1.00509
101,0.998358
102,0.999033
103,1.02257
104,1.01665
105,1.02542
106,1.01337
107,1.00972
108,0.998928
109,0.99726
110,1.0187
111,1.00838
112,1.00402
113,1.00084
114,1.00147
115,1.00046
116,1.00737
117,1.00737
118,1.00318
119,1.00173
120,0.99973
121,0.991915
122,1.0062
123,1.01036
124,1.01577
125,0.986126
126,0.991725
127,0.97853
128,0.993981
129,1.00895
130,1.00615
131,1.001
132,0.994637
133,0.987277
134,0.995692
135,1.00633
136,1.00633
137,0.998628
138,0.995673
139,1.00754
140,1.00754
141,1.02089
142,1.02089
