t,walltime
10,9.399
20,9.43
30,9.412
40,9.419
50,9.435
60,9.426
70,9.394
80,9.373
90,9.375
100,9.373
110,9.405
120,9.408
130,9.421
140,9.38
150,9.4
160,9.397
170,9.382
180,9.411
190,9.393
200,9.401
210,9.419
220,9.41
230,9.398
240,9.399
250,9.434
260,9.393
270,9.399
280,9.401
290,9.383
300,9.402
310,9.414
320,9.418
330,9.397
340,9.439
350,9.408
360,9.377
370,9.381
380,9.438
390,9.429
400,9.411
410,9.439
420,9.403
430,9.396
440,9.38
450,9.395
460,9.416
470,9.388
480,9.391
490,9.465
500,9.413
510,9.398
520,9.423
530,9.431
540,9.376
550,9.429
560,9.415
570,9.379
580,9.453
590,9.401
600,9.432
610,9.397
620,9.375
630,9.425
640,9.369
650,9.38
660,9.453
670,9.418
680,9.401
690,9.431
700,9.41
710,9.408
720,9.41
730,9.439
740,9.448
750,9.448
760,9.44
770,9.432
780,9.411
790,9.472
800,9.444
810,9.441
820,9.424
830,9.442
840,9.433
850,9.425
860,9.401
870,9.438
880,9.385
890,9.402
900,9.45
910,9.433
920,9.443
930,9.428
940,9.439
950,9.432
960,9.422
970,9.43
980,9.459
990,9.483
1000,9.441
1010,9.43
1020,9.448
1030,9.463
1040,9.405
1050,9.388
1060,9.449
1070,9.457
1080,9.437
1090,9.473
1100,9.407
1110,9.481
1120,9.462
1130,9.442
1140,9.388
1150,9.447
1160,9.41
1170,9.4
1180,9.462
1190,9.428
1200,9.448
1210,9.459
1220,9.441
1230,9.456
1240,9.507
1250,9.423
1260,9.469
1270,9.463
1280,9.428
1290,9.423
1300,9.445
1310,9.461
1320,9.393
1330,9.468
1340,9.471
1350,9.449
1360,9.47
1370,9.476
1380,9.46
1390,9.466
1400,9.432
1410,9.498
1420,9.502
1430,9.482
1440,9.498
1450,9.45
1460,9.451
1470,9.422
1480,9.473
1490,9.489
1500,9.5
1510,9.456
1520,9.473
1530,9.446
1540,9.495
1550,9.479
1560,9.48
1570,9.477
1580,9.432
1590,9.484
1600,9.545
1610,9.471
1620,9.479
1630,9.516
1640,9.479
1650,9.552
1660,9.469
1670,9.465
1680,9.492
1690,9.501
1700,9.498
1710,9.541
1720,9.491
1730,9.504
1740,9.499
1750,9.486
1760,9.541
1770,9.516
1780,9.497
1790,9.585
1800,9.486
1810,9.529
1820,9.586
1830,9.522
1840,9.566
1850,9.544
1860,9.56
1870,9.624
1880,9.53
1890,9.542
1900,9.602
1910,9.635
1920,9.539
1930,9.572
1940,9.556
1950,9.545
1960,9.638
1970,9.593
1980,9.615
1990,9.586
2000,9.629
2010,9.705
2020,9.634
2030,9.624
2040,9.646
2050,9.713
2060,9.611
2070,9.689
2080,9.607
2090,9.636
2100,9.688
2110,9.637
2120,9.656
2130,9.728
2140,9.79
2150,9.679
2160,9.679
2170,9.715
2180,9.822
2190,9.667
2200,9.691
2210,9.724
2220,9.744
2230,9.688
2240,9.735
2250,9.796
2260,9.723
2270,9.708
2280,9.739
2290,9.866
2300,9.724
2310,9.78
2320,9.763
2330,9.886
2340,9.765
2350,9.757
2360,9.818
2370,9.81
2380,9.776
2390,9.735
2400,9.916
2410,9.768
2420,9.804
2430,9.883
2440,9.821
2450,9.812
2460,9.807
2470,9.972
2480,9.83
2490,9.857
2500,10.01
2510,9.824
2520,9.835
2530,9.979
2540,9.881
2550,9.865
2560,10.03
2570,9.912
2580,9.885
2590,9.86
2600,9.968
2610,9.891
2620,9.911
2630,10.07
2640,9.912
2650,9.886
2660,10.09
2670,9.941
2680,10.11
2690,9.969
2700,9.964
2710,10.12
2720,9.964
2730,9.981
2740,10.15
2750,10.01
2760,9.978
2770,10.17
2780,9.96
2790,9.984
2800,10.19
2810,9.953
2820,10.22
2830,9.996
2840,9.992
2850,10.17
2860,9.99
2870,9.985
2880,10.18
2890,10.04
2900,10.2
2910,10.07
2920,10.05
2930,10.29
2940,10.06
2950,10.14
2960,10.11
2970,10.09
2980,10.31
2990,10.07
3000,10.14
3010,10.18
3020,10.05
3030,10.32
3040,10.12
3050,10.19
3060,10.15
3070,10.06
3080,10.38
3090,10.16
3100,10.38
3110,10.12
3120,10.15
3130,10.36
3140,10.14
3150,10.43
3160,10.2
3170,10.44
3180,10.21
3190,10.43
3200,10.19
3210,10.2
3220,10.45
3230,10.21
3240,10.49
3250,10.22
3260,10.53
3270,10.25
3280,10.53
3290,10.27
3300,10.56
3310,10.21
3320,10.58
3330,10.24
3340,10.39
3350,10.23
3360,10.39
3370,10.26
3380,10.32
3390,10.59
3400,10.37
3410,10.52
3420,10.29
3430,10.53
3440,10.34
3450,10.52
3460,10.36
3470,10.59
3480,10.34
3490,10.53
3500,10.31
