t,cg_iters
1,7305
2,7376
3,7427
4,7394
5,7400
6,7365
7,7329
8,7393
9,7398
10,7364
11,7338
12,7501
13,7345
14,7357
15,7366
16,7517
17,7443
18,7369
19,7368
20,7350
21,7376
22,7309
23,7406
24,7403
25,7362
26,7395
27,7489
28,7397
29,7403
30,7328
31,7390
32,7460
33,7368
34,7419
35,7419
36,7382
37,7373
38,7427
39,7485
40,7349
41,7363
42,7443
43,7428
44,7442
45,7480
46,7363
47,7423
48,7347
49,7438
50,7455
51,7564
52,7435
53,7425
54,7454
55,7448
56,7393
57,7312
58,7436
59,7352
60,7350
61,7350
62,7288
63,7323
64,7435
65,7405
66,7413
67,7390
68,7366
69,7344
70,7379
71,7391
72,7283
73,7353
74,7417
75,7324
76,7277
77,7430
78,7293
79,7367
80,7394
81,7391
82,7293
83,7332
84,7360
85,7285
86,7266
87,7364
88,7414
89,7354
90,7370
91,7359
92,7329
93,7340
94,7320
95,7287
96,7279
97,7320
98,7370
99,7359
100,7420
101,7442
102,7407
103,7303
104,7372
105,7384
106,7424
107,7431
108,7439
109,7305
110,7333
111,7370
112,7513
113,7547
114,7434
115,7369
116,7286
117,7305
118,7299
119,7405
120,7310
121,7389
122,7328
123,7414
124,7446
125,7379
126,7330
127,7462
128,7446
129,7353
130,7447
131,7361
132,7265
133,7473
134,7361
135,7347
136,7354
137,7335
138,7270
139,7345
140,7360
141,7343
142,7313
143,7456
144,7447
145,7428
146,7448
147,7361
148,7367
149,7387
150,7398
151,7496
152,7391
153,7369
154,7311
155,7363
156,7389
157,7263
158,7383
159,7451
160,7425
161,7293
162,7352
163,7329
164,7299
165,7358
166,7353
167,7328
168,7352
169,7426
170,7473
171,7312
172,7418
173,7478
174,7364
175,7314
176,7353
177,7335
178,7389
179,7387
180,7390
181,7405
182,7466
183,7373
184,7394
185,7414
186,7442
187,7380
188,7341
189,7361
190,7358
191,7363
192,7470
193,7462
194,7370
195,7288
196,7443
197,7385
198,7385
199,7258
200,7326
201,7481
202,7432
203,7393
204,7359
205,7413
206,7419
207,7402
208,7378
209,7324
210,7340
211,7424
212,7336
213,7322
214,7342
215,7336
216,7417
217,7542
218,7447
219,7444
220,7349
221,7261
222,7307
223,7375
224,7400
225,7464
226,7275
227,7385
228,7411
229,7351
230,7368
231,7494
232,7436
233,7365
234,7363
235,7361
236,7404
237,7326
238,7312
239,7313
240,7293
241,7416
242,7527
243,7504
244,7292
245,7448
246,7407
247,7446
248,7454
249,7432
250,7322
251,7522
252,7442
253,7365
254,7317
255,7290
256,7371
257,7424
258,7308
259,7337
260,7362
261,7259
262,7341
263,7364
264,7360
265,7375
266,7471
267,7355
268,7382
269,7448
270,7387
271,7412
272,7457
273,7382
274,7397
275,7377
276,7330
277,7321
278,7369
279,7329
280,7400
281,7376
282,7475
283,7425
284,7347
285,7372
286,7315
287,7286
288,7328
289,7285
290,7397
291,7408
292,7358
293,7377
294,7406
295,7311
296,7281
297,7256
298,7354
299,7432
300,7456
301,7386
302,7446
303,7465
304,7329
305,7327
306,7388
307,7370
308,7345
309,7386
310,7407
311,7309
312,7345
313,7478
314,7445
315,7363
316,7371
317,7308
318,7417
319,7447
320,7502
321,7280
322,7392
323,7335
324,7422
325,7375
326,7322
327,7323
328,7353
329,7430
330,7376
331,7474
332,7385
333,7400
334,7402
335,7406
336,7468
337,7422
338,7433
339,7350
340,7335
341,7331
342,7312
343,7454
344,7270
345,7430
346,7371
347,7487
348,7362
349,7441
350,7404
351,7356
352,7384
353,7418
354,7373
355,7247
356,7363
357,7282
358,7385
359,7290
360,7365
361,7323
362,7300
363,7271
364,7348
365,7449
366,7324
367,7341
368,7407
369,7391
370,7420
371,7444
372,7395
373,7488
374,7353
375,7427
376,7381
377,7481
378,7449
379,7401
380,7333
381,7509
382,7423
383,7405
384,7321
385,7380
386,7380
387,7328
388,7315
389,7402
390,7440
391,7429
392,7482
393,7304
394,7376
395,7323
396,7470
397,7399
398,7300
399,7334
400,7325
401,7325
402,7320
403,7489
404,7396
405,7477
406,7473
407,7440
408,7472
409,7423
410,7414
411,7402
412,7393
413,7385
414,7331
415,7450
416,7316
417,7404
418,7437
419,7386
420,7337
421,7285
422,7291
423,7285
424,7312
425,7381
426,7426
427,7430
428,7371
429,7376
430,7508
431,7397
432,7343
433,7301
434,7520
435,7437
436,7304
437,7383
438,7254
439,7262
440,7343
441,7337
442,7283
443,7397
444,7361
445,7398
446,7370
447,7360
448,7335
449,7391
450,7423
451,7451
452,7410
453,7368
454,7410
455,7378
456,7310
457,7292
458,7458
459,7420
460,7452
461,7332
462,7374
463,7360
464,7389
465,7410
466,7337
467,7403
468,7375
469,7332
470,7323
471,7362
472,7363
473,7351
474,7416
475,7353
476,7329
477,7317
478,7406
479,7346
480,7342
481,7389
482,7325
483,7520
484,7409
485,7530
486,7420
487,7411
488,7483
489,7384
490,7513
491,7352
492,7386
493,7392
494,7398
495,7375
496,7368
497,7361
498,7337
499,7340
500,7427
501,7348
502,7402
503,7308
504,7262
505,7387
506,7331
507,7391
508,7407
509,7382
510,7385
511,7310
512,7327
513,7457
514,7429
515,7445
516,7364
517,7283
518,7431
519,7434
520,7415
521,7364
522,7407
523,7412
524,7475
525,7457
526,7420
527,7442
528,7399
529,7309
530,7307
531,7324
532,7408
533,7426
534,7312
535,7366
536,7285
537,7218
538,7269
539,7281
540,7380
541,7369
542,7365
543,7346
544,7450
545,7634
546,7383
547,7366
548,7332
549,7329
550,7377
551,7375
552,7433
553,7407
554,7356
555,7345
556,7443
557,7363
558,7352
559,7449
560,7356
561,7365
562,7418
563,7374
564,7356
565,7336
566,7327
567,7280
568,7368
569,7330
570,7320
571,7279
572,7362
573,7444
574,7459
575,7387
576,7441
577,7443
578,7460
579,7473
580,7451
581,7350
582,7342
583,7388
584,7354
585,7384
586,7347
587,7369
588,7346
589,7411
590,7425
591,7324
592,7520
593,7297
594,7350
595,7343
596,7438
597,7408
598,7471
599,7315
600,7436
601,7363
602,7384
603,7507
604,7323
605,7294
606,7393
607,7294
608,7276
609,7321
610,7357
611,7443
612,7319
613,7372
614,7337
615,7420
616,7326
617,7325
618,7347
619,7340
620,7348
621,7399
622,7336
623,7362
624,7450
625,7461
626,7376
627,7408
628,7346
629,7376
630,7384
631,7291
632,7407
633,7347
634,7326
635,7257
636,7331
637,7404
638,7402
639,7282
640,7237
641,7343
642,7329
643,7414
644,7419
645,7363
646,7256
647,7336
648,7351
649,7306
650,7350
651,7384
652,7468
653,7523
654,7429
655,7381
656,7333
657,7459
658,7358
659,7454
660,7468
661,7442
662,7403
663,7332
664,7441
665,7411
666,7408
667,7367
668,7361
669,7272
670,7405
671,7345
672,7424
673,7426
674,7330
