MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.0193552,0.13024,8.29663e-05
2,0.0297725,-0.16033,0.000211401
3,0.127624,-0.35001,0.000119451
4,0.0565514,-0.2298,-0.000213431
5,0.0565514,-0.2298,-0.000213431
6,0.0625302,-0.24141,8.86065e-06
7,0.102604,-0.31418,0.000111841
8,0.0215466,-0.13741,2.45849e-06
9,0.0327525,0.176179,2.47708e-05
10,0.0345023,0.17985,6.99835e-05
11,0.012302,0.0965,8.25843e-05
12,0.0536209,0.223612,5.79933e-05
13,0.0458785,0.207246,7.36827e-05
14,0.0458785,0.207246,7.36827e-05
15,0.0433689,0.20026,-5.79997e-05
16,0.00545426,0.042187,2.07976e-05
17,0.00977944,-0.0699,7.96476e-05
18,0.00977944,-0.0699,7.96476e-05
19,0.0478344,-0.20344,-9.89471e-05
20,0.0395679,-0.18077,-1.95466e-05
21,0.0395679,-0.18077,-1.95468e-05
22,0.158245,-0.3891,7.64257e-05
23,0.00369027,0.038649,1.84978e-05
24,0.00421945,-0.0092,5.29645e-05
25,0.00754806,-0.0572,-3.6332e-05
26,0.00754806,-0.0572,-3.6332e-05
27,0.006182,-0.02911,-7.32206e-05
28,0.0103532,-0.08492,1.68596e-05
29,0.162777,-0.39665,4.17095e-06
30,0.162777,-0.39665,4.17095e-06
31,0.0588676,-0.23263,3.84144e-05
32,0.00345222,-0.00528,8.63534e-05
33,0.0791585,-0.27178,0.000121331
34,0.00495864,-0.05258,2.68913e-05
35,0.00838301,-0.07954,5.41766e-05
36,0.00838301,-0.07954,5.41766e-05
37,0.0283546,-0.16005,-3.82622e-05
38,0.00514526,-0.05602,-2.6621e-05
39,0.0129659,-0.10206,0.000159053
40,0.0360734,-0.18261,-0.000101643
41,0.0405392,-0.19284,-0.000166265
42,0.0401404,-0.18679,2.97373e-05
43,0.106525,-0.32042,0.000126796
44,0.0147326,-0.11204,3.1887e-05
45,0.177372,-0.41589,-0.000215027
46,0.00828014,-0.07221,-0.000135465
47,0.0238393,-0.14273,2.08574e-05
48,0.0153447,-0.1072,-3.29172e-05
49,0.00550884,-0.04858,-7.12914e-05
50,0.0040135,0.009449,-0.00017372
51,0.00624745,-0.03907,-0.000170912
52,0.0258725,0.151743,-0.000119088
53,0.0377321,0.190817,0.000141492
54,0.0618603,0.246403,-4.80776e-06
55,0.0618603,0.246403,-4.80776e-06
56,0.115519,0.338314,2.64406e-05
57,0.0688224,0.259873,-1.86929e-07
58,0.00350313,0.036936,-0.000167227
59,0.00862257,-0.08034,-0.000175495
60,0.0187254,-0.12486,1.06015e-05
61,0.00613595,-0.06315,-3.09721e-05
62,0.00870765,-0.07066,0.000285449
63,0.0226576,-0.14246,2.83378e-05
64,0.0163653,-0.11612,-1.22654e-05
65,0.0028372,0.033889,3.53693e-05
66,0.0391044,-0.19091,2.78481e-05
67,0.0710963,-0.25815,-0.000215857
68,0.168666,-0.40587,-0.000175425
69,0.383851,-0.61394,-0.000217608
70,0.446309,-0.66437,3.68552e-05
71,0.205803,-0.44929,8.67752e-05
72,0.0507275,-0.21968,0.000237945
73,0.0708328,-0.25714,-0.000161855
74,0.0751925,-0.26745,6.47454e-06
75,0.0170075,-0.11837,-0.000122213
76,0.00861209,-0.06825,-7.41142e-05
77,0.0117471,-0.08004,-0.000221296
78,0.0117471,-0.08004,-0.000221296
79,0.555561,-0.74009,-4.64281e-05
80,0.611042,-0.77327,-0.00013617
81,0.791451,-0.8824,-0.000135906
82,0.791451,-0.8824,-0.000135906
83,0.241835,-0.48478,0.000128979
84,0.42601,-0.6468,-7.64277e-06
85,0.0889741,-0.29119,-1.90654e-06
86,0.0547762,-0.22608,5.76625e-05
87,0.0427667,-0.19507,-4.06613e-05
88,0.0126237,-0.08894,4.02393e-05
89,0.0136918,-0.09908,-0.000138678
90,0.139439,-0.36651,4.67952e-05
91,0.0875806,-0.285,0.000223949
92,0.0324956,-0.15703,0.000106955
93,0.0981477,-0.30268,0.000245111
94,0.115501,-0.32626,0.00032884
95,0.0761391,-0.26152,1.54152e-05
96,0.0276967,-0.14986,3.52251e-05
97,0.36299,-0.5965,-6.62138e-05
98,0.313425,-0.55352,0.000239249
99,0.230905,-0.472,0.000275363
100,0.00231354,-0.01466,5.50013e-05
101,0.00493214,0.055007,4.3585e-05
102,0.00618479,0.05606,0.000246301
103,0.0711844,-0.25804,0.000182016
104,0.033054,-0.17065,-1.59345e-05
105,0.090128,-0.29205,5.05187e-05
106,0.0169721,-0.11279,-1.08379e-05
107,0.00882473,-0.07893,2.22583e-05
108,0.00475057,0.053636,7.08174e-05
109,0.00702009,0.069383,-0.000113733
110,0.0406387,-0.19381,-6.97907e-06
111,0.0062196,-0.06207,-2.82267e-05
112,0.00217275,-0.00261,-4.66852e-05
113,0.00319995,0.040965,9.52939e-05
114,0.00293132,0.022813,2.3621e-05
115,0.00337883,0.037122,6.20993e-05
116,0.00463932,-0.0478,-9.03939e-05
117,0.00463932,-0.0478,-9.03939e-05
118,0.00246755,0.004903,-5.05445e-05
119,0.00245124,0.026487,8.90163e-05
120,0.00464936,0.040753,-4.45801e-05
121,0.0191567,0.131423,-6.14709e-05
122,0.00499176,-0.03798,-9.49473e-05
123,0.0104418,-0.08846,-9.51489e-05
124,0.0240711,-0.14398,8.12768e-05
125,0.0402552,0.193986,0.000173666
126,0.0193092,0.128554,0.000271525
127,0.0703758,0.260858,0.000104333
128,0.0144636,0.107114,9.78572e-05
129,0.00725841,-0.07015,-5.31782e-05
130,0.00392176,-0.03264,-3.75601e-05
131,0.00308284,0.039011,9.53666e-06
132,0.011903,0.101616,-2.47066e-05
133,0.0333571,0.179434,-0.000132645
134,0.0117748,0.101214,-9.28876e-05
135,0.00308091,-0.03069,-0.000168812
136,0.00308091,-0.03069,-0.000168812
137,0.00493723,0.054313,-0.000103686
138,0.0100665,0.089621,4.91539e-05
139,0.00499848,-0.05565,3.82566e-05
140,0.00499848,-0.05565,3.82566e-05
141,0.0579018,-0.23414,-7.51494e-05
142,0.0579018,-0.23414,-7.51494e-05
143,0.0504407,-0.21783,-7.50288e-05
144,0.172095,-0.40921,5.5924e-05
145,0.0634049,-0.24303,9.28218e-05
146,0.0634049,-0.24303,9.28218e-05
147,0.0487045,-0.20916,0.000158941
148,0.00454697,0.004853,0.000129428
149,0.0101417,0.075002,0.000347414
150,0.0798961,0.278701,0.000151831
151,0.0493433,0.217462,5.43111e-05
152,0.0179943,-0.12419,-3.23264e-05
153,0.014631,0.111412,-1.97839e-05
154,0.014631,0.111412,-1.97839e-05
155,0.0027777,-0.02416,-7.16859e-05
156,0.109987,-0.32476,-2.52711e-05
157,0.0441026,-0.20041,0.000206454
158,0.0204344,-0.12265,0.00013597
159,0.00177244,-0.00341,9.80007e-06
160,0.0402228,-0.1944,6.0381e-05
161,0.0226612,-0.13596,4.76773e-05
162,0.0596852,-0.23709,-4.99712e-05
163,0.0596852,-0.23709,-4.99712e-05
164,0.041921,-0.19567,1.55804e-05
165,0.0291284,-0.15876,0.000110739
166,0.0291284,-0.15876,0.000110739
167,0.0144792,-0.10843,0.000189613
168,0.0263699,-0.14439,0.000128573
169,0.0263699,-0.14439,0.000128573
170,0.00320411,0.012784,-7.50722e-06
171,0.00348184,0.011227,-2.05083e-05
172,0.00534686,-0.0544,-4.47953e-05
173,0.00592027,0.061596,-5.00479e-06
174,0.00392091,-0.03072,3.72573e-05
175,0.0133587,-0.102,0.000102829
176,0.00487989,-0.04176,-1.56923e-05
177,0.00221163,-0.00355,5.64629e-05
178,0.0102086,-0.08456,-0.000115334
179,0.0160813,-0.10928,6.30078e-05
180,0.00242232,0.0186,3.85023e-05
181,0.0357838,-0.18205,-0.000116786
182,0.00918719,-0.08088,-6.78038e-05
183,0.0741567,-0.25859,0.000222273
184,0.0741567,-0.25859,0.000222273
185,0.0741567,-0.25859,0.000222273
186,0.0315936,-0.16141,-5.97659e-05
187,0.0139441,-0.09788,0.000111802
