MDTU,|Tr(Lx)|
1,0.122031
2,0.0868408
3,0.0497418
4,0.145326
5,0.145326
6,0.128651
7,0.297268
8,0.244161
9,0.0237997
10,0.0267862
11,0.135947
12,0.0722718
13,0.0806537
14,0.0806537
15,0.0765432
16,0.228521
17,0.172466
18,0.172466
19,0.156407
20,0.125206
21,0.125206
22,0.133119
23,0.152064
24,0.0712747
25,0.0809722
26,0.0809722
27,0.141035
28,0.147566
29,0.148141
30,0.148141
31,0.124963
32,0.0695638
33,0.132345
34,0.0370284
35,0.00935288
36,0.00935288
37,0.157055
38,0.00861392
39,0.158494
40,0.0353966
41,0.119972
42,0.223321
43,0.251266
44,0.0829264
45,0.0807603
46,0.0905564
47,0.0511199
48,0.0956468
49,0.21018
50,0.174398
51,0.0883841
52,0.02991
53,0.07146
54,0.033347
55,0.033347
56,0.0775602
57,0.119423
58,0.0897965
59,0.0124308
60,0.097624
61,0.0796387
62,0.0220633
63,0.0962481
64,0.125427
65,0.0962734
66,0.0696149
67,0.215889
68,0.0770735
69,0.0293572
70,0.149121
71,0.13675
72,0.0773742
73,0.136923
74,0.0912578
75,0.0231139
76,0.160939
77,0.0601077
78,0.0601077
79,0.159795
80,0.0589638
81,0.184846
82,0.184846
83,0.0827726
84,0.124909
85,0.0916328
86,0.0739437
87,0.189007
88,0.0610074
89,0.080046
90,0.163888
91,0.205747
92,0.148525
93,0.184019
94,0.0651392
95,0.142764
96,0.0370558
97,0.174318
98,0.148211
99,0.0774766
100,0.0101503
101,0.090266
102,0.0682003
103,0.0588337
104,0.0724023
105,0.191798
106,0.244351
107,0.111121
108,0.126288
109,0.0574645
110,0.0649215
111,0.15106
112,0.111711
113,0.0841425
114,0.0435483
115,0.120547
116,0.0848677
117,0.0848677
118,0.0533647
119,0.118897
120,0.0830945
121,0.117545
122,0.0239129
123,0.104137
124,0.116593
125,0.0443522
126,0.0316628
127,0.155871
128,0.145443
129,0.133558
130,0.106459
131,0.155832
132,0.0444522
133,0.0747577
134,0.0336734
135,0.0385497
136,0.0385497
137,0.0871408
138,0.02966
139,0.0632258
140,0.0632258
141,0.0796039
142,0.0796039
143,0.0738392
144,0.077984
145,0.118114
146,0.118114
147,0.178035
148,0.0813175
149,0.124636
150,0.00873932
151,0.0466367
152,0.162585
153,0.119973
154,0.119973
155,0.103524
156,0.101915
157,0.170379
158,0.16976
159,0.141358
160,0.041883
161,0.0643017
162,0.127658
163,0.127658
164,0.122932
165,0.108125
166,0.108125
167,0.0355259
168,0.141375
169,0.141375
170,0.0785001
171,0.10241
172,0.0589653
173,0.153872
174,0.147379
175,0.0625093
176,0.0241931
177,0.0218089
178,0.0554658
179,0.0400702
180,0.0969763
181,0.114113
182,0.145356
183,0.0300763
184,0.0300763
185,0.0300763
186,0.0413178
187,0.014222
188,0.146113
189,0.0614157
190,0.0614157
191,0.071716
192,0.0627122
193,0.0499527
194,0.0990856
195,0.210938
196,0.187722
197,0.206868
198,0.103638
199,0.0703462
200,0.104342
201,0.214194
202,0.118024
203,0.114955
204,0.071514
205,0.0342897
206,0.0605848
207,0.0605848
208,0.0760117
209,0.0386175
210,0.0622724
211,0.0758577
212,0.0442314
213,0.1012
214,0.1012
215,0.107457
216,0.109282
217,0.121484
218,0.121484
219,0.121484
220,0.0441221
221,0.0746834
222,0.220735
223,0.0490693
224,0.0360051
225,0.130417
226,0.130417
227,0.118848
228,0.222552
229,0.180061
230,0.15377
231,0.202235
232,0.162871
233,0.111575
234,0.0897681
235,0.208649
236,0.0913626
237,0.128531
238,0.0465525
239,0.0754929
240,0.0387717
241,0.106028
242,0.0368586
243,0.0269835
244,0.155512
245,0.0341425
246,0.0341425
247,0.0341425
248,0.201778
249,0.105943
250,0.178755
251,0.2051
252,0.105975
253,0.0678996
254,0.0678996
255,0.187999
256,0.184481
257,0.184481
258,0.0267608
259,0.0798875
260,0.106559
261,0.0432514
262,0.0865967
263,0.0957479
264,0.124559
265,0.190878
266,0.115724
267,0.051462
268,0.0350906
269,0.0847149
270,0.0929226
271,0.141498
272,0.141498
273,0.141498
274,0.0742176
275,0.0549123
276,0.0545072
277,0.0324355
278,0.0449472
279,0.0445003
280,0.0445003
281,0.111034
282,0.111034
283,0.0605248
284,0.0998084
285,0.070517
286,0.1333
287,0.0966151
288,0.0591214
289,0.0634134
290,0.100167
291,0.0547352
292,0.138463
293,0.0849479
294,0.0267158
