MDTU,link
1,0.999107
2,1.00985
3,1.01708
4,1.01286
5,1.01286
6,1.01295
7,1.01533
8,1.0092
9,0.997046
10,0.996223
11,0.999614
12,0.993877
13,0.995067
14,0.995067
15,0.995306
16,1.00201
17,1.00663
18,1.00663
19,1.01151
20,1.01018
21,1.01018
22,1.01766
23,1.00198
24,1.00459
25,1.00671
26,1.00671
27,1.00534
28,1.00756
29,1.01899
30,1.01899
31,1.01305
32,1.0049
33,1.01337
34,1.00698
35,1.00788
36,1.00788
37,1.0097
38,1.00615
39,1.00835
40,1.0113
41,1.01092
42,1.01145
43,1.01557
44,1.0076
45,1.01841
46,1.00615
47,1.00935
48,1.00832
49,1.00586
50,1.00337
51,1.0052
52,0.997219
53,0.994895
54,0.992781
55,0.992781
56,0.987386
57,0.99136
58,1.00231
59,1.00622
60,1.00933
61,1.00636
62,1.0068
63,1.00965
64,1.0086
65,1.00379
66,1.01146
67,1.01365
68,1.01804
69,1.02441
70,1.0255
71,1.01927
72,1.01206
73,1.01252
74,1.01447
75,1.00797
76,1.00703
77,1.00676
78,1.00676
79,1.02716
80,1.02824
81,1.03015
82,1.03015
83,1.02145
84,1.02514
85,1.01489
86,1.01282
87,1.01078
88,1.008
89,1.00925
90,1.01576
91,1.0148
92,1.01109
93,1.01536
94,1.01599
95,1.0139
96,1.0102
97,1.02413
98,1.02219
99,1.02013
100,1.00451
101,1.00098
102,1.00201
103,1.01311
104,1.00995
105,1.01417
106,1.00863
107,1.00711
108,1.00145
109,1.00256
110,1.01119
111,1.00625
112,1.00373
113,1.00239
114,1.00273
115,1.00307
116,1.00636
117,1.00636
118,1.00355
119,1.00257
120,1.00261
121,0.998213
122,1.00601
123,1.00683
124,1.00964
125,0.995418
126,0.998122
127,0.991351
128,0.99983
129,1.00592
130,1.0049
131,1.0023
132,0.999757
133,0.996768
134,1.00006
135,1.00585
136,1.00585
137,1.00149
138,1.00027
139,1.00709
140,1.00709
141,1.01245
142,1.01245
143,1.01224
144,1.01773
145,1.01338
146,1.01338
147,1.01169
148,1.00367
149,1.00039
150,0.990891
151,0.993496
152,1.00879
153,0.999507
154,0.999507
155,1.00487
156,1.01593
157,1.0123
158,1.00826
159,1.00361
160,1.0121
161,1.00989
162,1.01318
163,1.01318
164,1.01105
165,1.01103
166,1.01103
