t,cost
10,5.6394
20,5.658
30,5.6472
40,5.6514
50,5.661
60,5.6556
70,5.6364
80,5.6238
90,5.625
100,5.6238
110,5.643
120,5.6448
130,5.6526
140,5.628
150,5.64
160,5.6382
170,5.6292
180,5.6466
190,5.6358
200,5.6406
210,5.6514
220,5.646
230,5.6388
240,5.6394
250,5.6604
260,5.6358
270,5.6394
280,5.6406
290,5.6298
300,5.6412
310,5.6484
320,5.6508
330,5.6382
340,5.6634
350,5.6448
360,5.6262
370,5.6286
380,5.6628
390,5.6574
400,5.6466
410,5.6634
420,5.6418
430,5.6376
440,5.628
450,5.637
460,5.6496
470,5.6328
480,5.6346
490,5.679
500,5.6478
510,5.6388
520,5.6538
530,5.6586
540,5.6256
550,5.6574
560,5.649
570,5.6274
580,5.6718
590,5.6406
600,5.6592
610,5.6382
620,5.625
630,5.655
640,5.6214
650,5.628
660,5.6718
670,5.6508
680,5.6406
690,5.6586
700,5.646
710,5.6448
720,5.646
730,5.6634
740,5.6688
750,5.6688
760,5.664
770,5.6592
780,5.6466
790,5.6832
800,5.6664
810,5.6646
820,5.6544
830,5.6652
840,5.6598
850,5.655
860,5.6406
870,5.6628
880,5.631
890,5.6412
900,5.67
910,5.6598
920,5.6658
930,5.6568
940,5.6634
950,5.6592
960,5.6532
970,5.658
980,5.6754
990,5.6898
1000,5.6646
1010,5.658
1020,5.6688
1030,5.6778
1040,5.643
1050,5.6328
1060,5.6694
1070,5.6742
1080,5.6622
1090,5.6838
1100,5.6442
1110,5.6886
1120,5.6772
1130,5.6652
1140,5.6328
1150,5.6682
1160,5.646
1170,5.64
1180,5.6772
1190,5.6568
1200,5.6688
1210,5.6754
1220,5.6646
1230,5.6736
1240,5.7042
1250,5.6538
1260,5.6814
1270,5.6778
1280,5.6568
1290,5.6538
1300,5.667
1310,5.6766
1320,5.6358
1330,5.6808
1340,5.6826
1350,5.6694
1360,5.682
1370,5.6856
1380,5.676
1390,5.6796
1400,5.6592
1410,5.6988
1420,5.7012
1430,5.6892
1440,5.6988
1450,5.67
1460,5.6706
1470,5.6532
1480,5.6838
1490,5.6934
1500,5.7
1510,5.6736
1520,5.6838
1530,5.6676
1540,5.697
1550,5.6874
1560,5.688
1570,5.6862
1580,5.6592
1590,5.6904
1600,5.727
1610,5.6826
1620,5.6874
1630,5.7096
1640,5.6874
1650,5.7312
1660,5.6814
1670,5.679
1680,5.6952
1690,5.7006
1700,5.6988
1710,5.7246
1720,5.6946
1730,5.7024
1740,5.6994
1750,5.6916
1760,5.7246
1770,5.7096
1780,5.6982
1790,5.751
1800,5.6916
1810,5.7174
1820,5.7516
1830,5.7132
1840,5.7396
1850,5.7264
1860,5.736
1870,5.7744
1880,5.718
1890,5.7252
1900,5.7612
1910,5.781
1920,5.7234
1930,5.7432
1940,5.7336
1950,5.727
1960,5.7828
1970,5.7558
1980,5.769
1990,5.7516
2000,5.7774
2010,5.823
2020,5.7804
2030,5.7744
2040,5.7876
2050,5.8278
2060,5.7666
2070,5.8134
2080,5.7642
2090,5.7816
2100,5.8128
2110,5.7822
2120,5.7936
2130,5.8368
2140,5.874
2150,5.8074
2160,5.8074
2170,5.829
2180,5.8932
2190,5.8002
2200,5.8146
2210,5.8344
2220,5.8464
2230,5.8128
2240,5.841
2250,5.8776
2260,5.8338
2270,5.8248
2280,5.8434
2290,5.9196
2300,5.8344
2310,5.868
2320,5.8578
2330,5.9316
2340,5.859
2350,5.8542
2360,5.8908
2370,5.886
2380,5.8656
2390,5.841
2400,5.9496
2410,5.8608
2420,5.8824
2430,5.9298
2440,5.8926
2450,5.8872
2460,5.8842
2470,5.9832
2480,5.898
2490,5.9142
2500,6.006
2510,5.8944
2520,5.901
2530,5.9874
2540,5.9286
2550,5.919
2560,6.018
2570,5.9472
2580,5.931
2590,5.916
2600,5.9808
2610,5.9346
2620,5.9466
2630,6.042
2640,5.9472
2650,5.9316
2660,6.054
2670,5.9646
2680,6.066
2690,5.9814
2700,5.9784
2710,6.072
2720,5.9784
2730,5.9886
2740,6.09
2750,6.006
2760,5.9868
2770,6.102
2780,5.976
2790,5.9904
2800,6.114
2810,5.9718
2820,6.132
2830,5.9976
2840,5.9952
2850,6.102
2860,5.994
2870,5.991
2880,6.108
2890,6.024
2900,6.12
2910,6.042
2920,6.03
2930,6.174
2940,6.036
2950,6.084
2960,6.066
2970,6.054
2980,6.186
2990,6.042
3000,6.084
3010,6.108
3020,6.03
3030,6.192
3040,6.072
3050,6.114
3060,6.09
3070,6.036
3080,6.228
3090,6.096
3100,6.228
3110,6.072
3120,6.09
3130,6.216
3140,6.084
3150,6.258
3160,6.12
3170,6.264
3180,6.126
3190,6.258
3200,6.114
3210,6.12
3220,6.27
3230,6.126
3240,6.294
3250,6.132
3260,6.318
3270,6.15
3280,6.318
3290,6.162
3300,6.336
3310,6.126
3320,6.348
3330,6.144
3340,6.234
3350,6.138
3360,6.234
3370,6.156
3380,6.192
3390,6.354
3400,6.222
3410,6.312
3420,6.174
3430,6.318
3440,6.204
3450,6.312
3460,6.216
3470,6.354
3480,6.204
3490,6.318
3500,6.186
