MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,1.22032,1.06411,-0.597378
2,1.19981,1.05337,-0.574416
3,1.26894,1.10652,-0.621154
4,1.23906,1.15065,-0.459629
5,1.23906,1.15065,-0.459629
6,1.21707,1.16322,-0.358022
7,1.22804,1.06532,-0.610867
8,1.20484,1.11633,-0.453279
9,1.23224,1.18142,-0.350211
10,1.19801,1.17343,-0.241409
11,1.16121,1.13945,-0.223758
12,1.18682,1.15609,-0.268344
13,1.19941,1.1775,-0.228187
14,1.19941,1.1775,-0.228187
15,1.20416,1.15252,-0.348872
16,1.18441,1.13939,-0.32343
17,1.19949,1.16538,-0.284017
18,1.19949,1.16538,-0.284017
19,1.21566,1.19336,-0.231808
20,1.17763,1.1736,-0.0973763
21,1.17763,1.1736,-0.0973763
22,1.24183,1.24103,-0.0445679
23,1.17596,1.17344,0.077037
24,1.21062,1.20908,0.061099
25,1.22507,1.21446,0.160825
26,1.22507,1.21446,0.160825
27,1.20588,1.20481,0.0509763
28,1.21516,1.20454,0.160304
29,1.30381,1.30346,-0.0304257
30,1.30381,1.30346,-0.0304257
31,1.24193,1.24107,-0.0462641
32,1.23555,1.23248,0.0870378
33,1.19977,1.19967,0.0156696
34,1.25421,1.25409,-0.017566
35,1.24577,1.21976,-0.253224
36,1.24577,1.21976,-0.253224
37,1.20026,1.12592,-0.41585
38,1.20538,1.12764,-0.425878
39,1.22818,1.18861,-0.309226
40,1.24307,1.21196,-0.276347
41,1.19375,1.19374,0.00481976
42,1.23495,1.23343,0.0611606
43,1.22952,1.22809,0.0592136
44,1.16645,1.15484,-0.16413
45,1.23953,1.20959,-0.270801
46,1.16669,1.05932,-0.488903
47,1.21992,1.11964,-0.484351
48,1.23035,1.12079,-0.50754
49,1.19135,1.08948,-0.482039
50,1.18531,1.09495,-0.453898
51,1.18939,1.10654,-0.436152
52,1.1801,1.15501,-0.242059
53,1.14418,1.11078,-0.274457
54,1.18655,1.10167,-0.440695
55,1.18655,1.10167,-0.440695
56,1.15726,1.10646,-0.339106
57,1.15288,1.12526,-0.250846
58,1.18319,1.12685,-0.360757
59,1.15669,1.04927,-0.48679
60,1.24136,1.05169,-0.659486
61,1.19862,1.05563,-0.567744
62,1.20955,1.10265,-0.497169
63,1.21895,1.04196,-0.632572
64,1.20049,1.0735,-0.537381
65,1.25353,1.15525,-0.486563
66,1.22286,1.14442,-0.430909
67,1.22468,1.19959,-0.246639
68,1.23239,1.19168,-0.31414
69,1.28331,1.23541,-0.34735
70,1.27299,1.2122,-0.388702
71,1.23995,1.14376,-0.478852
72,1.21214,1.11174,-0.483032
73,1.16431,1.01376,-0.572634
74,1.27321,1.17707,-0.485357
75,1.17337,1.07267,-0.475581
76,1.22549,1.11225,-0.514507
77,1.19361,1.09851,-0.466885
78,1.19361,1.09851,-0.466885
79,1.25945,1.1949,-0.398024
80,1.28738,1.21806,-0.416735
81,1.26361,1.17562,-0.463292
82,1.26361,1.17562,-0.463292
