ReTr(Lx),ImTr(Lx)
0.123067,0.00902058
-0.0432203,-0.059959
0.0405712,-0.113806
0.0909058,-0.0815398
0.0909058,-0.0815398
-0.00296527,-0.0877283
-0.179158,-0.248623
-0.231414,-0.145132
-0.0236683,0.0115128
-0.0707217,0.0553812
0.00392718,0.13348
-0.00114719,0.131988
-0.0166333,0.246547
-0.0166333,0.246547
0.155528,0.118216
0.235875,0.217921
0.107372,0.284796
0.107372,0.284796
-0.00795232,0.205538
0.11761,0.0679618
0.11761,0.0679618
0.215347,0.0315924
0.157812,0.109942
-0.0554201,0.0678229
-0.0200227,-0.163497
-0.0200227,-0.163497
-0.194437,-0.0917983
-0.25217,-0.0493474
-0.177005,0.113596
-0.177005,0.113596
-0.158033,0.00105439
-0.0545889,-0.0959167
0.173435,-0.0649669
-0.0215372,-0.0157608
-0.0542002,0.014375
-0.0542002,0.014375
0.0403887,0.170368
0.0208118,0.0469827
-0.108617,0.231942
0.0690759,0.162197
0.090335,0.125307
0.0608104,-0.218322
0.173903,-0.0835917
0.141879,-0.182251
0.195499,-0.04546
0.0335014,-0.0329096
0.0538362,-0.0305707
0.13939,0.0297786
0.0704382,-0.0235976
0.243457,-0.0692855
-0.115633,-0.115429
0.00503167,-0.0703292
0.0295702,-0.0935058
0.0289884,-0.0387137
0.0289884,-0.0387137
0.0568517,0.0281322
0.13669,0.19367
-0.0313096,-0.0300839
0.0347981,-0.0413003
-0.115212,0.0435611
0.0439726,-0.0259748
0.0437321,0.0140152
0.0314201,0.094725
0.0815862,-0.153784
0.106766,-0.0780667
0.0960567,0.0218808
0.148172,-0.00621181
0.0602487,0.0106769
0.00141263,0.072318
0.137304,-0.132669
0.12665,-0.0992717
-0.0313003,-0.154282
-0.149358,-0.0765211
-0.123915,-0.0809353
0.0327658,0.014803
0.0823252,0.223718
0.00688177,0.00227874
0.00688177,0.00227874
-0.0688962,0.116765
0.039239,0.0839683
0.00474859,0.111892
0.00474859,0.111892
-0.128188,0.103365
0.0647351,0.0636177
0.10481,0.116728
-0.0223822,0.0963817
0.155749,0.171341
-0.0585387,0.0820147
-0.0348048,-0.0756628
0.110804,-0.239783
0.0632492,-0.212437
0.263949,-0.0694473
0.239603,0.019688
0.0739223,0.0666562
0.0992283,0.0983
0.0266058,0.00957283
0.0887575,0.0986558
0.0349191,-0.0061974
0.123003,0.00290573
-0.00512316,0.0165253
0.0122115,0.0970092
0.146593,-0.0756932
-0.023923,0.00275407
-0.105057,0.0621637
-0.112191,0.13126
-0.153893,0.260118
-0.198034,0.107264
-0.0436423,0.179738
-0.128146,-0.0476592
-0.140425,-0.0179151
-0.137309,0.00214283
-0.182917,-0.0686555
-0.0966475,-0.00107399
0.0448987,-0.0464854
0.00689195,-0.175597
0.0169758,-0.0788217
0.0169758,-0.0788217
-0.0619101,-0.114766
0.0170632,-0.182577
-0.0744027,0.0487656
0.0668618,0.105266
-0.08714,0.0114215
-0.183653,-0.0608453
-0.178901,0.00921092
-0.150314,0.0247707
-0.0201812,-0.0313772
0.134971,0.174253
0.201008,0.154057
0.0495852,0.165894
0.0901992,0.111152
0.196117,0.0394647
0.0766113,0.0254442
0.0724015,0.000538738
0.0484277,-0.0325804
0.0405297,0.0200972
0.0405297,0.0200972
0.178118,0.112954
-0.0198392,0.00388329
-0.0621078,0.0436102
-0.0621078,0.0436102
