t,cg_iters
1,14632
2,14666
3,14609
4,14610
5,14706
6,14731
7,14671
8,14665
9,14661
10,14474
11,14606
12,14685
13,14793
14,14742
15,14700
16,14660
17,14753
18,14616
19,14607
20,14724
21,14671
22,14633
23,14685
24,14643
25,14757
26,14697
27,14884
28,14678
29,14592
30,14644
31,14665
32,14614
33,14630
34,14636
35,14637
36,14604
37,14630
38,14800
39,14542
40,14485
41,14571
42,14690
43,14542
44,14574
45,14556
46,14571
47,14619
48,14732
49,14857
50,14683
51,14680
52,14596
53,14761
54,14747
55,14670
56,14687
57,14491
58,14577
59,14686
60,14484
61,14655
62,14631
63,14662
64,14625
65,14661
66,14651
67,14556
68,14588
69,14758
70,14562
71,14571
72,14638
73,14564
74,14710
75,14630
76,14537
77,14667
78,14599
79,14666
80,14544
81,14699
82,14614
83,14598
84,14614
85,14733
86,14528
87,14711
88,14675
89,14745
90,14534
91,14747
92,14749
93,14641
94,14614
95,14634
96,14781
97,14644
98,14617
99,14561
100,14560
101,14616
102,14645
103,14659
104,14788
105,14755
106,14721
107,14685
108,14719
109,14639
110,14696
111,14580
112,14559
113,14663
114,14654
115,14491
116,14611
117,14664
118,14497
119,14642
120,14588
121,14534
122,14754
123,14705
124,14701
125,14591
126,14632
127,14580
128,14491
129,14536
130,14776
131,14759
132,14704
133,14842
134,14864
135,14664
136,14632
137,14563
138,14674
139,14493
140,14567
141,14656
142,14595
143,14620
144,14572
145,14664
146,14690
147,14786
148,14710
149,14637
150,14513
151,14757
152,14688
153,14730
154,14648
155,14556
156,14623
157,14674
158,14757
159,14745
160,14677
161,14826
162,14636
163,14701
164,14702
165,14533
166,14668
167,14676
168,14750
169,14636
170,14558
171,14407
172,14543
173,14568
174,14598
175,14548
176,14568
177,14695
178,14824
179,14672
180,14836
181,14743
182,14686
183,14620
184,14818
185,14501
186,14592
187,14721
188,14615
189,14689
190,14569
191,14522
192,14717
193,14795
194,14760
195,14700
196,14572
197,14762
198,14542
199,14710
200,14647
201,14633
202,14659
203,14611
204,14709
205,14642
206,14696
