MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,1.24175,0.379823,1.18224
2,1.27927,0.436213,1.2026
3,1.22531,0.459416,1.13592
4,1.28474,0.50286,1.18224
5,1.35882,0.559394,1.23833
6,1.25604,0.667317,1.0641
7,1.39488,0.866495,1.09311
8,1.25844,0.971765,0.799591
9,1.28053,0.925808,0.884671
10,1.34927,0.787384,1.0957
11,1.34927,0.787384,1.0957
12,1.19557,0.664737,0.993739
13,1.29784,0.586965,1.15753
14,1.28289,0.748887,1.04163
15,1.30503,0.794785,1.03509
16,1.26968,0.969858,0.81943
17,1.31311,1.01617,0.831648
18,1.33626,1.11268,0.739956
19,1.3207,1.13531,0.674782
20,1.32165,1.09586,0.738816
21,1.28599,1.11734,0.636653
22,1.28599,1.11734,0.636653
23,1.28599,1.11734,0.636653
24,1.36954,1.17029,0.711395
25,1.27559,0.995328,0.797786
26,1.27559,0.995328,0.797786
27,1.35511,1.1041,0.785683
28,1.35511,1.1041,0.785683
29,1.29407,1.1711,0.550576
30,1.3076,1.23178,0.438801
31,1.31687,1.28604,0.283267
32,1.25411,1.24485,0.152072
33,1.25411,1.24485,0.152072
34,1.25411,1.24485,0.152072
35,1.3247,1.32459,0.0172899
36,1.3247,1.32459,0.0172899
37,1.28985,1.27654,-0.184857
38,1.28985,1.27654,-0.184857
39,1.37027,1.35424,-0.208993
40,1.297,1.28206,-0.196317
41,1.29953,1.29374,-0.122614
42,1.29953,1.29374,-0.122614
43,1.37456,1.35136,0.251469
44,1.32054,1.29519,0.257499
45,1.25926,1.2561,0.0891262
46,1.31184,1.31159,0.0257492
47,1.20714,1.2067,0.0326615
48,1.21945,1.21374,-0.117867
49,1.27345,1.27159,0.0688437
50,1.31363,1.31068,-0.0881101
51,1.31363,1.31068,-0.0881101
52,1.33851,1.32899,-0.159383
53,1.29375,1.28126,-0.179317
54,1.28213,1.27351,-0.148368
55,1.28359,1.28215,-0.060823
56,1.30668,1.3014,-0.117387
57,1.2631,1.25417,-0.149927
58,1.32474,1.30645,-0.219341
59,1.29354,1.2274,-0.40833
60,1.31621,1.25978,-0.381284
61,1.2697,1.2171,-0.361667
62,1.3964,1.244,-0.634346
63,1.31996,1.22581,-0.48958
64,1.31996,1.22581,-0.48958
65,1.28825,1.23073,-0.380665
66,1.36855,1.31534,-0.377889
67,1.30788,1.23885,-0.419282
68,1.39114,1.34486,-0.355838
69,1.29329,1.20915,-0.45886
70,1.37685,1.2634,-0.54729
71,1.27679,1.2528,-0.246353
72,1.33076,1.29954,-0.286598
73,1.3506,1.34791,-0.0852414
74,1.33547,1.32776,-0.143271
75,1.3711,1.36511,-0.128059
76,1.34136,1.33841,-0.0889122
77,1.34136,1.33841,-0.0889122
78,1.22139,1.20877,-0.175077
79,1.22139,1.20877,-0.175077
80,1.22139,1.20877,-0.175077
81,1.28845,1.28553,-0.0867665
82,1.28845,1.28553,-0.0867665
83,1.29022,1.28905,0.0550648
84,1.26911,1.24473,0.247568
85,1.41285,1.31518,0.516185
86,1.30719,1.18839,0.544498
87,1.30782,1.16319,0.597808
88,1.19479,1.09322,0.482053
89,1.27441,1.18571,0.467138
90,1.26846,1.18042,0.464338
91,1.2982,1.19231,0.513551
92,1.38693,1.28217,0.528774
93,1.38693,1.28217,0.528774
94,1.38693,1.28217,0.528774
95,1.24154,1.10838,0.559401
96,1.32331,1.17133,0.615744
97,1.27523,1.18598,0.468685
98,1.29147,1.24317,0.34986
99,1.32909,1.28705,0.331638
100,1.33551,1.31178,0.250626
101,1.33385,1.31212,-0.239813
102,1.32701,1.31287,-0.193225
103,1.30717,1.30077,-0.129245
104,1.30253,1.30239,-0.0187998
105,1.19485,1.19266,0.0722811
106,1.21503,1.21453,0.0346223
107,1.24677,1.24619,-0.037938
108,1.23287,1.23166,-0.0545157
109,1.31851,1.31356,0.114096
110,1.29512,1.29415,0.0501605
111,1.26784,1.26649,0.0584424
112,1.26784,1.26649,0.0584424
113,1.26784,1.26649,0.0584424
114,1.27567,1.27563,0.0104945
115,1.27567,1.27563,0.0104945
116,1.31139,1.30591,-0.119829
