t,cost
10,14.058
20,14.07
30,14.076
40,14.034
50,14.058
60,14.058
70,14.046
80,14.022
90,14.076
100,14.064
110,14.076
120,14.046
130,14.064
140,14.076
150,14.07
160,14.07
170,14.07
180,14.046
190,14.058
200,14.076
210,14.052
220,14.034
230,14.088
240,14.052
250,14.106
260,14.1
270,14.1
280,14.148
290,14.07
300,14.076
310,14.058
320,14.088
330,14.082
340,14.076
350,14.1
360,14.07
370,14.082
380,14.106
390,14.07
400,14.034
410,14.088
420,14.088
430,14.058
440,14.046
450,14.064
460,14.04
470,14.076
480,14.106
490,14.124
500,14.094
510,14.088
520,14.088
530,14.106
540,14.064
550,14.088
560,14.082
570,14.082
580,14.082
590,14.04
600,14.028
610,14.058
620,14.07
630,14.154
640,14.088
650,14.112
660,14.112
670,14.082
680,14.094
690,14.034
700,14.106
710,14.1
720,14.088
730,14.082
740,14.148
750,14.058
760,14.076
770,14.088
780,14.064
790,14.094
800,14.058
810,14.136
820,14.112
830,14.124
840,14.124
850,14.064
860,14.052
870,14.1
880,14.1
890,14.142
900,14.088
910,14.106
920,14.076
930,14.154
940,14.088
950,14.16
960,14.106
970,14.148
980,14.142
990,14.118
1000,14.154
1010,14.094
1020,14.094
1030,14.142
1040,14.16
1050,14.112
1060,14.112
1070,14.1
1080,14.07
1090,14.106
1100,14.106
1110,14.148
1120,14.13
1130,14.124
1140,14.118
1150,14.142
1160,14.106
1170,14.13
1180,14.124
1190,14.136
1200,14.136
1210,14.166
1220,14.094
1230,14.07
1240,14.118
1250,14.148
1260,14.136
1270,14.136
1280,14.148
1290,14.112
1300,14.118
1310,14.148
1320,14.184
1330,14.172
1340,14.088
1350,14.166
1360,14.214
1370,14.19
1380,14.112
1390,14.148
1400,14.142
1410,14.178
1420,14.202
1430,14.208
1440,14.19
1450,14.202
1460,14.184
1470,14.184
1480,14.19
1490,14.196
1500,14.184
1510,14.178
1520,14.208
1530,14.22
1540,14.184
1550,14.124
1560,14.172
1570,14.22
1580,14.166
1590,14.202
1600,14.19
1610,14.16
1620,14.238
1630,14.202
1640,14.196
1650,14.196
1660,14.244
1670,14.208
1680,14.208
1690,14.196
1700,14.19
1710,14.178
1720,14.202
1730,14.208
1740,14.226
1750,14.28
1760,14.226
1770,14.232
1780,14.244
1790,14.286
1800,14.298
1810,14.28
1820,14.25
1830,14.28
1840,14.292
1850,14.25
1860,14.298
1870,14.256
1880,14.256
1890,14.298
1900,14.322
1910,14.328
1920,14.322
1930,14.364
1940,14.334
1950,14.322
1960,14.31
1970,14.244
1980,14.352
1990,14.364
2000,14.352
2010,14.31
2020,14.34
2030,14.394
2040,14.382
2050,14.364
2060,14.37
2070,14.442
2080,14.418
2090,14.376
2100,14.4
2110,14.406
2120,14.412
2130,14.376
2140,14.382
2150,14.43
2160,14.394
2170,14.442
2180,14.556
2190,14.454
2200,14.502
2210,14.49
2220,14.502
2230,14.472
2240,14.52
2250,14.484
2260,14.508
2270,14.544
2280,14.532
2290,14.508
2300,14.532
2310,14.562
2320,14.52
2330,14.55
2340,14.568
2350,14.586
2360,14.586
2370,14.64
2380,14.622
2390,14.706
2400,14.622
2410,14.616
2420,14.64
2430,14.646
2440,14.664
2450,14.754
2460,14.664
2470,14.682
2480,14.67
2490,14.682
2500,14.652
2510,14.832
2520,14.73
2530,14.646
2540,14.7
2550,14.754
2560,14.85
2570,14.742
2580,14.754
2590,14.754
2600,14.862
2610,14.76
2620,14.826
2630,14.802
2640,14.886
2650,14.856
2660,14.85
2670,14.862
2680,14.97
2690,14.88
2700,14.862
2710,14.964
2720,14.856
2730,14.856
2740,14.922
2750,14.862
2760,14.874
2770,14.85
2780,15.012
2790,14.916
2800,14.928
2810,15.126
2820,14.982
2830,15.018
2840,15.09
2850,14.958
2860,15.078
2870,14.988
2880,15
2890,15.072
2900,15.03
2910,14.988
2920,15.18
2930,15.03
2940,15.27
2950,15.054
2960,15.162
2970,15.126
2980,15.066
2990,15.228
3000,15.072
3010,15.21
3020,15.12
3030,15.252
3040,15.132
3050,15.144
3060,15.21
3070,15.144
3080,15.264
3090,15.096
3100,15.306
3110,15.174
3120,15.354
3130,15.252
3140,15.348
3150,15.228
3160,15.42
3170,15.192
3180,15.426
3190,15.336
3200,15.354
3210,15.402
3220,15.288
3230,15.462
3240,15.3
3250,15.504
3260,15.384
3270,15.402
3280,15.408
3290,15.336
3300,15.486
3310,15.372
3320,15.534
3330,15.588
3340,15.426
3350,15.642
3360,15.606
3370,15.492
3380,15.684
3390,15.678
3400,15.552
3410,15.756
3420,15.57
3430,15.576
3440,15.594
3450,15.654
3460,15.66
3470,15.504
3480,15.648
3490,15.738
3500,15.45
