MDTU,link
1,0.998444
2,1.00099
3,0.995047
4,1.01039
5,1.00465
6,1.00725
7,1.01974
8,1.00496
9,1.00363
10,1.00802
11,1.00802
12,1.00448
13,1.01288
14,1.00587
15,1.00332
16,1.00503
17,1.01736
18,1.01313
19,1.01587
20,1.02153
21,1.01314
22,1.01314
23,1.01314
24,1.01586
25,1.00948
26,1.00948
27,1.01273
28,1.01273
29,1.01957
30,1.02092
31,1.00826
32,1.00106
33,1.00106
34,1.00106
35,1.00311
36,1.00311
37,1.00824
38,1.00824
39,1.00907
40,1.00697
41,1.00733
42,1.00733
43,1.01717
44,1.00641
45,0.999391
46,1.00363
47,0.988626
48,0.99673
49,1.00315
50,1.01031
51,1.01031
52,1.01073
53,1.00668
54,1.00494
55,1.00356
56,1.01006
57,1.00828
58,1.01401
59,1.00224
60,0.997392
61,1.00017
62,1.00959
63,1.00878
64,1.00878
65,0.995613
66,1.00241
67,1.00154
68,1.0061
69,1.00539
70,1.0123
71,1.01196
72,1.01792
73,1.01207
74,1.0121
75,1.01291
76,1.00948
77,1.00948
78,0.997097
79,0.997097
80,0.997097
81,0.999655
82,0.999655
83,1.00071
84,1.00869
85,1.01944
86,1.01355
87,1.01106
88,1.00048
89,0.993035
90,1.00704
91,1.02154
92,1.02777
93,1.02777
94,1.02777
95,1.01371
96,1.014
97,1.01145
98,1.00924
99,1.0082
100,1.01477
101,1.00981
102,1.01232
103,1.00296
104,1.00918
105,0.992758
106,0.9957
107,0.996826
108,0.988618
109,0.993609
110,0.99567
111,0.999252
112,0.999252
113,0.999252
114,1.00005
115,1.00005
116,1.00967
117,1.0115
118,1.02018
119,1.01797
120,1.02211
121,1.01027
122,1.01102
123,1.00304
124,1.01338
125,1.00869
126,1.00869
127,1.00869
128,1.00869
129,1.01306
130,1.01403
131,1.02518
132,1.02186
133,1.02186
134,1.02186
135,1.01166
136,1.01166
137,1.01549
138,1.02365
139,1.01203
140,1.01011
141,1.01425
142,1.01425
143,1.01213
144,1.01713
145,1.01181
146,1.01528
147,1.00282
148,1.01027
149,1.02153
150,1.0103
151,1.00977
152,1.00977
153,1.01195
154,1.01801
155,1.0148
156,1.00663
157,1.01665
158,1.00098
159,1.0012
160,0.99967
161,1.01308
162,1.02006
163,0.999769
164,1.00498
165,1.00607
166,1.00338
167,1.00338
168,1.00466
169,1.00466
170,0.990989
171,0.980713
172,0.990627
173,0.990627
174,0.992784
175,1.00099
176,0.999175
177,1.00134
178,0.989717
179,0.998225
180,1.00252
181,1.00177
182,1.00938
183,1.00455
184,1.00455
185,1.00455
186,1.00455
187,1.00779
188,1.00121
189,0.996249
190,0.996249
191,1.00198
192,0.999971
193,1.00595
194,1.00277
195,0.9989
196,0.9989
197,0.9989
198,1.0009
199,1.00339
200,1.00832
201,0.996953
202,0.995686
203,0.998921
204,0.992786
205,0.998137
206,1.01441
207,1.01767
208,1.00088
209,1.01429
210,1.00976
211,1.01481
212,1.00456
213,1.00156
214,1.00156
215,1.0039
216,1.00404
217,1.00045
