ReTr(Lx),ImTr(Lx)
0.331683,-0.113544
0.205895,-0.254091
0.263405,-0.209457
0.400002,-0.141192
0.25165,-0.0871867
0.404447,0.0695788
0.268931,0.230595
0.233312,0.292201
0.110247,0.312897
0.168008,0.264797
0.168008,0.264797
0.272115,0.363819
0.324938,0.274286
0.346071,0.0926142
0.301604,0.0676169
0.213581,0.256474
0.337231,0.26097
0.284043,0.194056
0.249346,0.309643
0.333697,0.355452
0.176012,0.372038
0.176012,0.372038
0.176012,0.372038
0.190993,0.293567
0.279152,0.317684
0.279152,0.317684
0.348878,0.0641849
0.348878,0.0641849
0.503333,0.0450149
0.459484,0.203984
0.347376,0.0693304
0.361321,0.0249671
0.361321,0.0249671
0.361321,0.0249671
0.268608,0.0724931
0.268608,0.0724931
0.294815,0.237764
0.294815,0.237764
0.253143,0.0332305
0.332549,0.127703
0.33629,0.123969
0.33629,0.123969
0.353065,0.0581342
0.32364,-0.0535621
0.249997,-0.200156
0.241048,-0.155981
0.210119,-0.226636
0.279688,-0.247164
0.372168,-0.089805
0.17237,-0.333908
0.17237,-0.333908
0.0560603,-0.367491
-0.0576618,-0.373965
0.059306,-0.359931
-0.165804,-0.276677
-0.26466,-0.254213
-0.404794,-0.148812
-0.309448,-0.195823
-0.128627,-0.296217
-0.114539,-0.204663
-0.0645816,-0.321026
-0.0236241,-0.254878
-0.158423,-0.312428
-0.158423,-0.312428
-0.205919,-0.185909
-0.0453814,-0.246772
-0.00952533,-0.278334
-0.134694,-0.185385
-0.336748,-0.00693529
-0.312114,0.0141277
-0.442346,0.0336062
-0.396552,0.17694
-0.164473,0.286964
-0.142772,0.329537
0.158391,0.281683
0.0859083,0.300989
0.0859083,0.300989
0.0455303,0.370793
0.0455303,0.370793
0.0455303,0.370793
0.0762406,0.277309
0.0762406,0.277309
0.181827,0.262484
0.273998,0.315555
0.182623,0.272974
0.161119,0.390892
0.178124,0.347869
-0.0729778,0.441807
-0.220289,0.125051
-0.364063,-0.0056259
-0.490582,0.0744054
-0.437762,-0.0381802
-0.437762,-0.0381802
