MDTU,S_B
1,0.991682
2,1.00309
3,0.992909
4,1.00906
5,0.993645
6,1.00273
7,1.00136
8,0.991329
9,0.998645
10,1.00469
11,1.00469
12,1.00407
13,0.996756
14,0.996355
15,1.00089
16,0.992174
17,0.998452
18,0.992341
19,1.00124
20,0.999979
21,0.996903
22,0.996903
23,0.996903
24,0.997083
25,0.993054
26,0.993054
27,1.00202
28,1.00202
29,0.997228
30,0.998169
31,0.991147
32,0.997492
33,0.997492
34,0.997492
35,0.993881
36,0.993881
37,0.991853
38,0.991853
39,0.987207
40,0.995456
41,0.992493
42,0.992493
43,0.999986
44,0.994392
45,0.989129
46,0.997162
47,0.99436
48,0.992073
49,0.999209
50,0.998272
51,0.998272
52,0.993854
53,0.993224
54,0.996436
55,0.987606
56,0.987096
57,0.989049
58,1.00769
59,0.991119
60,0.991147
61,1.00415
62,1.00995
63,1.00648
64,1.00648
65,0.992607
66,0.996431
67,0.99325
68,0.990413
69,0.995537
70,0.996979
71,0.991454
72,0.997333
73,0.9862
74,0.996965
75,1.00716
76,1.00012
77,1.00012
78,0.989804
79,0.989804
80,0.989804
81,0.993987
82,0.993987
83,0.987179
84,0.992047
85,1.00541
86,1.00421
87,1.00857
88,1.00264
89,0.989571
90,0.995821
91,0.995987
92,0.995832
93,0.995832
94,0.995832
95,0.994595
96,0.997011
97,0.989867
98,0.995239
99,0.988422
100,0.99873
101,1.00152
102,1.00471
103,0.99654
104,1.00021
105,0.989631
106,0.991992
107,1.0039
108,1.00313
109,0.999489
110,1.00705
111,1.00605
112,1.00605
113,1.00605
114,0.989791
115,0.989791
116,0.996556
117,0.997245
118,0.999172
119,0.991589
120,0.992914
121,0.991051
122,0.990251
123,0.989815
124,1.00231
125,0.995313
126,0.995313
127,0.995313
128,0.995313
129,0.997662
130,0.99433
131,0.993069
132,0.995007
133,0.995007
134,0.995007
135,1.00012
136,1.00012
137,0.996227
138,1.00037
139,0.991568
140,0.993379
141,0.992635
142,0.992635
143,0.989531
144,0.991754
145,0.994158
146,0.995889
147,0.984971
148,0.98288
149,1.00142
150,0.99587
151,0.995935
152,0.995935
153,0.999851
154,1.00073
155,0.995297
156,1.00103
157,1.00327
158,0.996685
159,1.00193
160,0.997315
161,0.997858
162,1.00535
163,1.00123
164,0.993963
165,0.991212
166,0.998907
167,0.998907
168,0.997997
169,0.997997
170,0.993285
171,0.987251
172,1.00078
173,1.00078
174,1.00103
175,1.00331
176,1.0023
177,0.998915
178,0.989346
179,0.999321
180,0.991202
181,0.985639
182,0.996265
183,0.996539
184,0.996539
185,0.996539
186,0.996539
187,1.00491
188,1.00035
189,0.998082
190,0.998082
191,0.992046
192,0.991999
193,0.994918
194,0.99595
195,0.994673
196,0.994673
197,0.994673
198,0.996779
199,0.98977
200,0.996985
201,0.997317
202,1.00633
203,1.00864
204,0.99736
205,0.989208
206,0.999201
207,1.00066
208,0.986501
209,1.0072
210,1.00522
211,1.01033
212,1.00076
213,0.988494
214,0.988494
215,0.998037
216,0.995526
217,0.995122
218,0.995122
219,0.995122
220,0.995122
221,1.00216
222,1.00699
223,1.00699
224,1.00699
225,0.994276
226,0.994276
227,0.999216
228,1.00808
229,1.00366
230,1.00366
231,1.00422
232,1.00422
233,0.994886
234,0.992666
235,0.999816
236,1.00107
237,1.0022
238,1.00335
239,1.00176
240,1.0089
241,1.00527
242,1.00563
243,1.00677
244,1.01416
245,0.997917
246,1.00558
247,1.00732
248,1.00052
249,0.991254
250,1.00059
251,1.00258
252,0.996988
253,0.992129
254,0.992129
255,1.00077
256,1.0003
257,0.996194
258,0.996194
259,0.996194
260,1.00328
261,1.00328
262,1.00328
263,1.00228
264,0.994475
265,0.994475
266,0.994475
267,0.9916
268,0.994876
269,1.00149
270,0.996887
271,0.996887
272,0.996887
273,0.996887
274,0.994768
275,0.994768
276,0.994768
277,0.991772
278,0.992701
279,0.986632
280,0.996627
281,0.991792
282,0.991792
283,0.991792
284,0.988673
285,0.997218
286,0.994283
287,0.994283
288,0.999573
289,1.00397
290,0.99648
291,0.986425
292,0.990533
293,0.990965
294,0.994423
295,0.988658
296,0.994303
297,0.998843
298,0.998604
299,1.00044
300,0.990876
301,0.990876
302,0.99103
303,0.99117
304,0.99117
305,0.990125
306,1.00047
307,1.00443
308,0.998567
309,0.991005
310,0.992478
311,0.994884
312,0.994884
313,0.994884
314,0.996505
315,0.996505
316,1.00456
317,1.00356
318,1.00356
319,1.00117
320,0.993875
321,0.996102
322,0.989072
323,1.00455
324,1.00455
325,0.996772
326,0.997178
327,0.999563
328,0.995923
329,1.0037
330,1.0037
331,0.999694
332,1.00148
333,1.00232
334,1.00132
335,0.993924
336,0.99612
337,0.99338
338,0.982206
339,0.982206
