t,cond_num
10,4.9261
20,4.93337
30,4.95668
40,4.93693
50,4.98439
60,4.87394
70,4.89914
80,4.95519
90,4.92943
100,4.94525
110,4.92313
120,4.91697
130,4.93578
140,4.93297
150,4.93479
160,4.96007
170,4.94348
180,4.99117
190,4.95544
200,4.91839
210,4.95158
220,4.9674
230,4.96614
240,5.01251
250,4.91558
260,4.99787
270,4.93716
280,4.91638
290,4.93479
300,4.9359
310,4.94698
320,4.94001
330,4.98758
340,4.92694
350,4.95599
360,4.94226
370,4.96375
380,4.94453
390,4.91738
400,4.93945
410,4.95028
420,4.9599
430,4.92869
440,4.96888
450,4.87933
460,4.95326
470,5.01081
480,4.94971
490,4.97174
500,4.97019
510,4.89679
520,4.93198
530,4.99652
540,4.92184
550,4.94612
560,4.94379
570,4.93591
580,4.9354
590,4.92753
600,4.90194
610,4.95574
620,4.95431
630,4.96142
640,4.91358
650,4.93707
660,4.90804
670,4.94254
680,4.93615
690,4.9489
700,4.95561
710,4.94222
720,4.95358
730,4.95785
740,4.95288
750,4.92957
760,4.92698
770,4.92553
780,4.94433
790,4.93809
800,4.9096
810,4.97238
820,4.95626
830,4.97925
840,4.9972
850,4.96434
860,4.90164
870,4.96463
880,4.94081
890,4.93018
900,4.96675
910,4.92331
920,4.93055
930,4.95993
940,4.91242
950,4.97255
960,4.9028
970,4.89912
980,4.94889
990,4.98284
1000,4.95632
1010,4.97179
1020,4.91709
1030,4.96683
1040,4.91652
1050,4.89912
1060,4.92907
1070,4.95352
1080,4.93531
1090,4.91487
1100,4.99182
1110,4.92301
1120,4.98629
1130,4.93965
1140,4.98031
1150,4.97854
1160,4.96075
1170,4.88311
1180,4.95281
1190,4.97138
1200,4.93625
1210,4.99395
1220,4.94082
1230,4.94136
1240,4.97056
1250,4.90446
1260,4.92796
1270,4.92978
1280,4.91758
1290,4.95338
1300,4.953
1310,4.93877
1320,4.96126
1330,4.94231
1340,4.92297
1350,4.93827
1360,4.94311
1370,4.95591
1380,4.93879
1390,4.93048
1400,4.95794
1410,4.95206
1420,4.9974
1430,4.9705
1440,4.99201
1450,4.99489
1460,4.95642
1470,4.9038
1480,4.99666
1490,4.93793
1500,4.95895
1510,4.96642
1520,4.94549
1530,4.93192
1540,4.95102
1550,4.88859
1560,4.98464
1570,4.93476
1580,4.94086
1590,4.9662
1600,4.90923
1610,4.95385
1620,4.93023
1630,4.91998
1640,4.98799
1650,4.90594
1660,4.96061
1670,4.9606
1680,4.9321
1690,4.9486
1700,4.91452
1710,4.93664
1720,4.989
1730,4.92848
1740,4.9541
1750,4.96329
1760,4.9562
1770,4.92694
1780,4.9718
1790,4.97952
1800,4.95037
1810,4.92997
1820,4.94713
1830,4.94168
1840,4.94783
1850,4.95221
1860,4.90358
1870,4.90596
1880,5.00544
1890,4.9408
1900,4.96819
1910,4.92254
1920,4.91934
1930,4.94539
1940,4.95336
1950,4.92835
1960,4.92295
1970,4.90119
1980,4.96429
1990,4.9102
2000,4.96434
2010,4.96798
2020,4.95093
2030,4.96401
2040,4.90645
2050,4.91573
2060,4.92527
2070,4.94123
2080,4.90293
2090,4.8972
2100,4.94131
2110,4.97073
2120,4.94043
2130,4.89956
2140,4.95989
2150,5.00692
2160,4.94857
2170,4.95866
2180,4.96492
2190,4.96368
2200,4.94244
2210,4.94966
2220,4.9174
2230,4.93136
2240,4.96023
2250,4.95773
2260,4.95633
2270,4.94906
2280,4.96354
2290,4.92017
2300,4.96039
2310,4.93354
2320,4.9112
2330,4.95209
2340,4.9302
2350,4.96326
2360,4.95311
2370,4.94166
2380,4.89009
2390,4.9311
2400,4.90341
2410,4.94905
2420,4.91362
2430,4.95663
2440,4.90682
2450,4.9639
2460,4.97243
2470,4.91507
2480,4.94638
2490,4.86541
2500,4.91436
2510,4.94601
2520,4.93614
2530,4.93594
2540,4.91278
2550,4.93863
2560,4.94603
2570,4.92399
2580,4.90606
2590,4.95249
2600,4.91091
2610,4.91415
2620,4.92308
2630,4.90284
2640,4.94579
2650,4.91318
2660,4.96791
2670,4.93595
2680,4.91278
2690,4.93433
2700,4.9223
2710,4.95351
2720,4.91923
2730,4.94603
2740,4.93587
2750,4.9339
2760,4.9849
2770,4.9739
2780,4.92602
2790,4.92394
2800,4.95541
2810,4.96248
2820,4.91792
2830,4.9249
2840,4.90285
2850,4.92148
2860,4.95951
2870,4.94071
2880,4.94403
2890,4.94638
2900,4.95484
2910,4.96864
2920,4.91942
2930,4.88892
2940,4.97605
2950,4.91393
2960,4.9405
2970,4.93305
2980,4.93934
2990,4.95114
3000,4.93277
3010,4.90859
3020,4.95317
3030,4.94661
3040,4.95504
3050,4.93758
3060,4.93032
3070,4.98836
3080,5.00456
3090,4.9662
3100,4.88813
3110,4.89881
3120,4.93329
3130,4.97609
3140,4.90073
3150,4.97555
3160,4.95946
3170,4.95311
3180,4.98579
3190,4.93665
3200,4.94867
3210,4.96327
3220,4.94895
3230,4.94001
3240,4.93809
3250,4.97175
3260,4.99011
3270,4.9167
3280,4.93309
3290,4.92184
3300,4.91868
3310,4.95838
3320,4.9382
3330,4.95248
3340,4.94604
3350,4.96327
3360,4.91328
3370,4.93817
3380,4.93563
3390,4.97078
3400,4.95523
3410,4.9528
3420,4.94491
3430,4.95998
3440,4.95599
3450,5.00159
3460,4.95564
3470,4.92549
3480,4.95053
3490,4.95159
3500,4.94495
