MDTU,min_ave,max_ave
1,-0.0361143,0.0280817
2,-0.0338163,0.0302753
3,-0.0376945,0.0274483
4,-0.0317784,0.0361114
5,-0.0318958,0.0313429
6,-0.0316905,0.0351214
7,-0.0269942,0.0389932
8,-0.0335784,0.0329091
9,-0.0303939,0.032376
10,-0.0319487,0.0330198
11,-0.0319487,0.0330198
12,-0.0306999,0.0316926
13,-0.0275919,0.0397124
14,-0.0346814,0.0326914
15,-0.0389726,0.0312226
16,-0.0360906,0.0317275
17,-0.0230018,0.0371988
18,-0.0256027,0.0350851
19,-0.0213169,0.0383102
20,-0.0226976,0.0410873
21,-0.025569,0.0376789
22,-0.025569,0.0376789
23,-0.025569,0.0376789
24,-0.0290301,0.0373432
25,-0.0274009,0.0359059
26,-0.0274009,0.0359059
27,-0.0340147,0.035545
28,-0.0340147,0.035545
29,-0.0247016,0.0368696
30,-0.0244139,0.0418872
31,-0.0337477,0.0349123
32,-0.0354227,0.0277798
33,-0.0354227,0.0277798
34,-0.0354227,0.0277798
35,-0.0324901,0.0288919
36,-0.0324901,0.0288919
37,-0.0314736,0.032868
38,-0.0314736,0.032868
39,-0.0305693,0.0323826
40,-0.0318075,0.0346404
41,-0.0325724,0.0309704
42,-0.0325724,0.0309704
43,-0.027157,0.0368495
44,-0.029529,0.0326033
45,-0.0318232,0.0277232
46,-0.0325334,0.0307512
47,-0.0402012,0.023531
48,-0.0344857,0.028954
49,-0.0322561,0.0366367
50,-0.0307801,0.034002
51,-0.0307801,0.034002
52,-0.0384243,0.0380219
53,-0.0323202,0.0360713
54,-0.0315938,0.0343827
55,-0.0324591,0.0270939
56,-0.0310323,0.0347559
57,-0.0318019,0.0341195
58,-0.0282137,0.0382654
59,-0.0326315,0.0313577
60,-0.0376749,0.02773
61,-0.0373515,0.0276275
62,-0.0290784,0.0320362
63,-0.0325415,0.0340225
64,-0.0325415,0.0340225
65,-0.0352869,0.0275965
66,-0.0359035,0.0334334
67,-0.0322342,0.0280312
68,-0.0326774,0.0289937
69,-0.0310142,0.0298137
70,-0.0280897,0.0375523
71,-0.0278508,0.0392992
72,-0.0285296,0.0359625
73,-0.02596,0.0354317
74,-0.0277876,0.0350823
75,-0.0298489,0.0344974
76,-0.030927,0.0343505
77,-0.030927,0.0343505
78,-0.0358071,0.0261312
79,-0.0358071,0.0261312
