t,|deltaS|
1,0.4948
2,0.122
3,0.002935
4,0.09286
5,0.08085
6,0.6251
7,0.007636
8,0.07489
9,0.1552
10,0.02569
11,0.7454
12,0.8933
13,0.7091
14,0.9458
15,0.1363
16,0.3563
17,0.07166
18,0.638
19,1.1
20,0.2437
21,0.2363
22,0.1908
23,1.301
24,0.3223
25,0.2346
26,0.3251
27,0.6592
28,0.5138
29,0.9682
30,0.2336
31,0.6421
32,0.2043
33,0.4143
34,0.5421
35,0.284
36,1.186
37,0.2062
38,0.2997
39,0.2853
40,0.3752
41,0.8372
42,0.8163
43,0.6372
44,0.07244
45,0.1239
46,0.3149
47,0.4003
48,0.1805
49,0.07788
50,0.3828
51,1.022
52,0.4983
53,0.5923
54,0.1988
55,0.07033
56,0.3831
57,0.1361
58,0.5928
59,0.03206
60,0.7884
61,0.1026
62,0.6567
63,0.5633
64,0.8172
65,0.8925
66,1.185
67,0.057
68,0.1709
69,0.2735
70,0.1481
71,0.3859
72,0.7133
73,0.1322
74,0.5373
75,0.08242
76,0.1341
77,0.1304
78,0.2311
79,0.655
80,0.336
81,0.8467
82,0.3667
83,0.9632
84,0.4076
85,0.1965
86,0.708
87,0.1666
88,0.106
89,0.004196
90,0.2592
91,0.2371
92,0.7278
93,1.563
94,0.5739
95,0.6835
96,0.6299
97,0.08366
98,0.1068
99,0.7186
100,0.8527
101,0.307
102,0.1716
103,0.4356
104,0.07624
105,0.1343
106,0.5358
107,0.082
108,0.0846
109,0.9333
110,0.04584
111,1.196
112,0.6554
113,0.6324
114,0.09142
115,0.9268
116,0.6162
117,0.05932
118,0.4106
119,0.06526
120,0.5714
121,0.1662
122,0.5087
123,0.179
124,0.8987
125,0.1621
126,0.7956
127,0.6166
128,0.532
129,0.5002
130,0.07189
131,0.1178
132,0.722
133,0.4401
134,0.1283
135,0.08608
136,0.9892
137,0.9186
138,0.2322
139,0.5693
140,0.1456
141,1.087
142,0.7079
143,0.5489
144,0.4854
145,1.383
146,0.5526
147,0.7174
148,0.56
149,0.3025
150,0.216
151,0.1026
152,0.8565
153,0.44
154,0.5393
155,0.9817
156,0.03775
157,0.3506
158,0.3034
159,0.01998
160,0.08194
161,0.9986
162,0.07297
163,0.2364
164,0.198
165,0.3028
166,0.1591
167,0.8546
168,0.4862
169,0.3175
170,0.2718
171,0.06657
172,0.2047
173,0.7933
174,0.3035
175,0.6428
176,0.739
177,0.375
178,0.0243
179,0.2031
180,0.4846
181,0.06931
182,0.2199
183,0.3743
184,0.6539
185,0.8023
186,0.4395
187,0.2258
188,0.04974
189,0.4824
190,0.729
191,0.6837
192,0.25
193,0.5275
194,0.02928
195,0.2149
196,0.9168
197,1.103
198,0.4332
199,0.2175
200,1.053
201,1.15
202,0.6741
203,0.03257
204,0.1919
205,0.3367
206,0.4711
207,0.06081
208,0.1243
209,0.4191
210,0.01484
211,0.07407
212,0.411
213,0.01828
214,0.2327
215,0.1035
216,0.1661
217,0.3278
218,0.6326
219,0.8441
220,0.2555
221,0.1944
222,1.196
223,0.591
224,0.5844
225,0.5299
226,0.4293
227,0.2661
228,0.2811
229,1.065
230,1.172
231,0.06828
232,0.5655
233,0.01156
234,0.8873
235,0.1904
236,0.1473
237,0.4714
238,0.5224
239,0.04183
240,0.1414
241,0.1282
242,0.5736
243,0.9168
244,0.2816
245,0.3586
246,0.4119
247,0.0783
248,0.2412
249,0.35
250,0.2276
251,0.4067
252,0.2015
253,0.007359
254,0.9277
255,0.1318
256,0.5561
257,0.02383
258,0.6786
259,0.7026
260,0.2923
261,0.5489
262,0.499
263,0.3819
264,0.2247
265,0.5037
266,1.331
267,0.4724
268,0.9039
269,0.09202
270,0.4779
271,0.8091
272,1.4
273,0.6356
274,0.1747
275,1.839
276,0.1487
277,1.11
278,0.1839
279,0.6227
280,0.1473
281,0.2794
282,0.1965
283,0.9451
284,0.3409
285,0.5916
286,0.01365
287,0.5372
288,0.1916
289,0.1545
290,1.175
291,0.3198
292,0.09798
293,0.1707
294,0.4823
295,0.3193
296,0.429
297,0.4838
298,0.2448
299,0.0002778
300,0.3858
301,0.5681
302,0.4191
303,0.04799
304,0.8986
305,0.08621
306,0.06016
307,0.274
308,0.2477
309,0.9797
310,0.7134
311,0.31
312,0.6548
313,0.7383
314,0.7168
315,0.08206
316,0.7408
317,0.5141
318,1.387
319,0.1792
320,0.1949
321,0.1512
322,0.4067
323,0.369
324,0.7107
325,0.01471
326,0.1251
327,0.8641
328,0.7523
329,0.2149
330,0.341
331,0.4719
332,0.4101
333,0.1456
334,0.0221
335,0.07761
336,0.147
337,0.1484
338,0.06726
339,0.7082
340,0.6133
341,0.08907
342,0.2928
343,0.389
344,1.508
345,0.7281
346,0.4131
347,0.6739
348,0.21
349,0.6812
350,0.3695
351,0.8729
352,0.5935
353,0.2262
354,0.9013
355,1.144
356,0.2344
357,0.09279
358,0.4956
359,0.4867
360,0.052
361,0.04196
362,0.3064
363,0.2667
364,0.4394
365,0.4994
366,0.247
367,0.8847
368,0.503
369,0.6329
370,0.1796
371,0.1898
372,1.035
373,0.4516
374,0.07525
375,0.1335
376,0.4011
377,0.687
378,0.3887
379,0.3691
380,0.5529
381,0.9177
382,0.5311
383,0.3083
384,0.8623
385,0.2411
386,0.3655
387,0.1165
388,0.8284
389,0.07771
390,0.2671
391,1.043
392,0.9936
393,0.04009
394,0.3037
395,0.2503
396,0.05388
397,0.5679
398,0.07021
399,0.4678
400,0.6941
401,0.5539
402,0.5658
403,0.08679
404,0.7515
405,0.2335
406,0.09193
407,0.2203
408,0.8545
409,0.9147
410,0.4136
411,0.9377
412,0.3027
413,0.05014
414,0.7812
415,0.1915
416,0.1772
417,0.04164
418,0.2356
419,0.5931
420,0.1667
421,0.6748
422,0.5246
423,0.4959
424,0.281
425,0.3607
426,0.9784
