MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.0143049,0.119001,-5.45096e-06
2,0.00689642,0.079505,-2.95982e-05
3,0.0352221,0.187212,-1.02708e-06
4,0.0298388,-0.17146,2.23312e-05
5,0.00160259,0.035849,1.8418e-05
6,0.00940607,-0.09552,1.3434e-05
7,0.162761,-0.40291,-1.13699e-05
8,0.00143487,-0.03384,-6.62355e-07
9,0.0004163,0.01085,-4.78376e-07
10,0.00436951,-0.06289,5.16368e-06
11,0.0043695,-0.06289,5.16364e-06
12,0.00307182,-0.05171,-9.09024e-08
13,0.0588154,-0.24188,-3.22364e-06
14,0.00233657,-0.04455,-1.47167e-05
15,0.00165899,0.035851,-1.35011e-05
16,0.00126726,-0.02989,8.08456e-06
17,0.148201,-0.38431,1.35902e-05
18,0.052236,-0.22747,-2.31404e-05
19,0.108514,-0.32876,-3.39318e-05
20,0.283796,-0.53197,1.25011e-05
21,0.0682919,-0.26031,-2.13756e-06
22,0.0682919,-0.26031,-2.13756e-06
23,0.0682919,-0.26031,-2.13756e-06
24,0.0824607,-0.28642,4.94394e-06
25,0.0236757,-0.15181,-8.87162e-06
26,0.0236757,-0.15181,-8.87162e-06
27,0.0387759,-0.19565,5.46024e-06
28,0.0387759,-0.19565,5.46024e-06
29,0.229147,-0.4782,-5.80438e-06
30,0.267701,-0.51655,-1.89911e-06
31,0.0086971,-0.09133,2.80091e-07
32,0.00403231,0.061784,1.2701e-05
33,0.00403231,0.061784,1.2701e-05
34,0.00403231,0.061784,1.2701e-05
35,0.00282237,0.051284,1.77521e-06
36,0.00282237,0.051284,1.77521e-06
37,0.0115983,-0.10625,7.17085e-06
38,0.0115983,-0.10625,7.17085e-06
39,0.00692119,-0.08021,2.02707e-05
40,0.00479808,-0.0667,-2.14073e-05
41,0.00580856,-0.07451,5.79874e-06
42,0.00580856,-0.07451,5.79874e-06
43,0.109337,-0.32975,4.56287e-06
44,0.00166963,-0.03754,3.11642e-06
45,0.0109977,0.10418,1.2062e-05
46,0.0011133,0.028656,7.61642e-06
47,0.093846,0.306029,7.24523e-06
48,0.0221951,0.148081,2.40004e-05
49,0.000984842,0.025829,1.93278e-05
50,0.0233934,-0.15093,5.59353e-06
51,0.0233934,-0.15093,5.59343e-06
52,0.0206067,-0.14223,1.22183e-07
53,0.00376928,-0.05723,6.3102e-06
54,0.000887365,-0.01927,1.39664e-05
55,0.000398095,0.013785,-1.09428e-06
56,0.0228235,-0.15013,-2.48794e-10
57,0.0155619,-0.12314,1.46647e-05
58,0.0692343,-0.26245,-1.06085e-05
59,0.003346,0.055557,-2.26383e-05
60,0.032498,0.179668,-6.82631e-06
61,0.00893212,0.093044,7.23177e-06
62,0.00613146,-0.07381,-2.26815e-05
63,0.011523,-0.10312,2.44054e-06
64,0.011523,-0.10312,2.44054e-06
65,0.0428477,0.205705,2.28625e-06
66,0.00984139,0.098111,1.36051e-05
67,0.00639353,0.07869,2.578e-06
68,0.000784205,0.018079,-3.11038e-06
69,0.00100619,-0.02765,2.40558e-06
70,0.0295921,-0.17074,-5.43909e-06
71,0.0521887,-0.22735,-3.35571e-06
72,0.154335,-0.39114,-4.28252e-06
73,0.0336871,-0.18275,2.53027e-07
74,0.0376063,-0.19276,-2.39152e-05
75,0.0368675,-0.19041,1.15741e-05
76,0.0124015,-0.11014,-5.4839e-06
77,0.0124015,-0.11014,-5.4839e-06
78,0.0200043,0.140798,-1.36192e-05
79,0.0200043,0.140798,-1.36192e-05
80,0.0200043,0.140798,-1.36192e-05
81,0.0133327,0.114732,-8.42118e-07
82,0.0133327,0.114732,-8.42118e-07
83,0.00858336,0.090913,-5.19224e-06
84,0.0178605,-0.13179,5.04365e-06
85,0.14328,-0.37806,-1.44287e-05
86,0.0663814,-0.257,1.88698e-05
87,0.0327169,-0.18003,-8.34206e-06
88,0.00288811,0.050459,1.80934e-06
89,0.0628647,0.250146,4.27368e-06
90,0.00807821,-0.08837,-2.99349e-06
91,0.306288,-0.55269,-2.2716e-05
92,0.545084,-0.7379,-2.06857e-05
93,0.545084,-0.7379,-2.06857e-05
94,0.545084,-0.7379,-2.06857e-05
95,0.0915996,-0.30176,-1.0607e-06
96,0.0701614,-0.26412,2.21985e-05
97,0.0438706,-0.20876,-5.40894e-06
98,0.0186176,-0.13549,3.50147e-07
99,0.0071507,-0.08267,1.98747e-06
100,0.0767438,-0.27615,1.12692e-05
101,0.0140566,-0.11753,-1.37246e-06
102,0.0427161,-0.20588,4.00634e-06
