t,cost
10,8.01
20,8.052
30,8.052
40,8.04
50,8.034
60,8.154
70,8.142
80,8.16
90,8.154
100,8.076
110,8.07
120,8.262
130,8.094
140,8.124
150,8.124
160,8.178
170,8.154
180,8.142
190,8.16
200,8.046
210,8.214
220,8.154
230,8.274
240,8.13
250,8.148
260,8.184
270,8.13
280,8.1
290,8.184
300,8.178
310,8.166
320,8.142
330,8.1
340,8.154
350,8.208
360,8.154
370,8.178
380,8.19
390,8.076
400,8.238
410,8.22
420,8.13
430,8.184
440,8.154
450,8.118
460,8.082
470,8.178
480,8.238
490,8.226
500,8.19
510,8.166
520,8.16
530,8.214
540,8.178
550,8.154
560,8.208
570,8.118
580,8.106
590,8.184
600,8.136
610,8.13
620,8.16
630,8.184
640,8.052
650,8.16
660,8.178
670,8.214
680,8.064
690,8.172
700,8.196
710,8.112
720,8.07
730,8.202
740,8.184
750,8.16
760,8.19
770,8.16
780,8.196
790,8.118
800,8.124
810,8.184
820,8.094
830,8.184
840,8.112
850,8.166
860,8.118
870,8.088
880,8.154
890,8.184
900,8.07
910,8.22
920,8.238
930,8.19
940,8.166
950,8.178
960,8.166
970,8.19
980,8.13
990,8.196
1000,8.202
1010,8.112
1020,8.214
1030,8.196
1040,8.256
1050,8.142
1060,8.154
1070,8.184
1080,8.286
1090,8.184
1100,8.118
1110,8.232
1120,8.13
1130,8.16
1140,8.28
1150,8.196
1160,8.13
1170,8.196
1180,8.226
1190,8.076
1200,8.142
1210,8.172
1220,8.238
1230,8.1
1240,8.148
1250,8.202
1260,8.13
1270,8.16
1280,8.13
1290,8.106
1300,8.268
1310,8.304
1320,8.238
1330,8.19
1340,8.166
1350,8.178
1360,8.148
1370,8.202
1380,8.256
1390,8.22
1400,8.184
1410,8.274
1420,8.238
1430,8.184
1440,8.316
1450,8.208
1460,8.142
1470,8.262
1480,8.1
1490,8.202
1500,8.208
1510,8.184
1520,8.16
1530,8.214
1540,8.238
1550,8.178
1560,8.166
1570,8.31
1580,8.244
1590,8.214
1600,8.148
1610,8.268
1620,8.226
1630,8.22
1640,8.25
1650,8.196
1660,8.214
1670,8.184
1680,8.19
1690,8.292
1700,8.214
1710,8.268
1720,8.178
1730,8.244
1740,8.322
1750,8.28
1760,8.316
1770,8.178
1780,8.268
1790,8.256
1800,8.28
1810,8.25
1820,8.316
1830,8.25
1840,8.232
1850,8.25
1860,8.28
1870,8.304
1880,8.382
1890,8.358
1900,8.412
1910,8.328
1920,8.292
1930,8.292
1940,8.19
1950,8.394
1960,8.28
1970,8.316
1980,8.334
1990,8.304
2000,8.418
2010,8.364
2020,8.292
2030,8.316
2040,8.292
2050,8.298
2060,8.334
2070,8.268
2080,8.4
2090,8.43
2100,8.346
2110,8.4
2120,8.406
2130,8.454
2140,8.292
2150,8.37
2160,8.382
2170,8.4
2180,8.4
2190,8.406
2200,8.424
2210,8.442
2220,8.478
2230,8.334
2240,8.364
2250,8.448
2260,8.412
2270,8.424
2280,8.418
2290,8.466
2300,8.406
2310,8.418
2320,8.496
2330,8.346
2340,8.424
2350,8.448
2360,8.442
2370,8.46
2380,8.436
2390,8.52
2400,8.352
2410,8.49
2420,8.508
2430,8.37
2440,8.496
2450,8.472
2460,8.52
2470,8.472
2480,8.52
2490,8.586
2500,8.532
2510,8.406
2520,8.52
2530,8.568
2540,8.598
2550,8.478
2560,8.574
2570,8.58
2580,8.52
2590,8.484
2600,8.622
2610,8.688
2620,8.712
2630,8.718
2640,8.598
2650,8.532
2660,8.688
2670,8.682
2680,8.664
2690,8.598
2700,8.508
2710,8.58
2720,8.742
2730,8.712
2740,8.676
2750,8.616
2760,8.628
2770,8.592
2780,8.688
2790,8.622
2800,8.658
2810,8.706
2820,8.658
2830,8.646
2840,8.688
2850,8.73
2860,8.79
2870,8.7
2880,8.82
2890,8.664
2900,8.73
2910,8.73
2920,8.79
2930,8.754
2940,8.772
2950,8.766
2960,8.766
2970,8.646
2980,8.808
2990,8.748
3000,8.742
3010,8.91
3020,8.826
3030,8.784
3040,8.808
3050,8.748
3060,8.754
3070,8.61
3080,8.838
3090,8.754
3100,8.802
3110,8.928
3120,8.922
3130,8.922
3140,8.928
3150,8.994
3160,8.862
3170,8.904
3180,8.862
3190,8.85
3200,8.85
3210,8.958
3220,8.964
3230,8.88
3240,8.838
3250,8.742
3260,8.826
3270,8.946
3280,8.976
3290,8.958
3300,8.952
3310,9.042
3320,8.994
3330,9.084
3340,8.82
3350,8.928
3360,9.006
3370,8.916
3380,9
3390,8.958
3400,8.916
3410,9
3420,9
3430,9.156
3440,9.12
3450,9.156
3460,9.096
3470,9.072
3480,9.084
3490,8.994
3500,9.096
