MDTU,|Tr(Lx)|
1,0.887161
2,0.887161
3,0.887161
4,0.887161
5,0.887161
6,0.887161
7,0.887161
8,0.887161
9,0.887161
10,0.887161
11,0.887161
12,0.887161
13,0.887161
14,0.887161
15,0.887161
16,0.887161
17,0.887161
18,0.887161
19,0.887161
20,0.887161
21,0.887161
22,0.887161
23,0.887161
24,0.887161
25,0.887161
26,0.887161
27,0.887161
28,0.887161
29,0.887161
30,0.887161
31,0.887161
32,0.887161
33,0.887161
34,0.887161
35,0.887161
36,0.887161
37,0.887161
38,0.887161
39,0.887161
40,0.887161
41,0.887161
42,0.887161
43,0.887161
44,0.887161
45,0.887161
46,0.887161
47,0.887161
48,0.887161
49,0.887161
50,0.868362
51,0.868361
52,0.817282
53,0.821917
54,0.856285
55,0.856285
56,0.79033
57,0.79033
58,0.787319
59,0.736694
60,0.716013
61,0.802729
62,0.786344
63,0.828045
64,0.852268
65,0.804777
66,0.860826
67,0.752683
68,0.701784
69,0.750506
70,0.753229
71,0.66603
72,0.829399
73,0.791085
74,0.769356
75,0.756736
76,0.756736
77,0.803517
78,0.818197
79,0.765403
80,0.786602
81,0.797385
82,0.764416
83,0.721782
84,0.743014
85,0.687436
86,0.807053
87,0.770288
88,0.684705
89,0.684705
90,0.803721
91,0.764749
92,0.753807
93,0.712828
94,0.712828
95,0.728584
96,0.628111
97,0.628111
98,0.730329
99,0.806824
100,0.717703
101,0.793053
102,0.759784
103,0.769023
104,0.790869
105,0.75613
106,0.692375
107,0.725434
108,0.790537
109,0.762719
110,0.757092
111,0.742813
112,0.742813
113,0.742813
114,0.661121
115,0.722196
116,0.767543
117,0.767543
118,0.83648
119,0.776161
120,0.797963
121,0.830893
122,0.739983
123,0.794908
124,0.714406
125,0.771853
126,0.771853
127,0.795408
128,0.795408
129,0.795408
130,0.801464
131,0.742478
132,0.76256
133,0.736999
134,0.737536
135,0.737536
136,0.733356
137,0.734838
138,0.719695
139,0.726617
140,0.726617
141,0.726617
142,0.726617
143,0.731418
144,0.76366
145,0.693857
146,0.718758
147,0.720142
148,0.749196
149,0.740522
150,0.840382
151,0.778146
152,0.814815
153,0.762924
154,0.745994
155,0.739951
156,0.696601
157,0.814329
158,0.765464
159,0.790831
160,0.726339
161,0.800345
162,0.832054
163,0.811934
164,0.776428
165,0.744136
166,0.766687
167,0.766687
168,0.763072
169,0.741963
170,0.787249
171,0.733197
172,0.731421
173,0.731421
174,0.702991
175,0.694226
176,0.771683
177,0.710903
178,0.775928
179,0.768338
180,0.768338
181,0.75715
182,0.685588
183,0.742725
184,0.742725
185,0.710752
186,0.801286
187,0.801286
188,0.75138
189,0.800054
190,0.680494
191,0.834473
192,0.733076
193,0.743333
194,0.668042
195,0.66524
196,0.715876
197,0.606237
198,0.748858
199,0.748858
200,0.807069
201,0.758746
202,0.810703
203,0.739936
204,0.751028
205,0.751028
206,0.751028
207,0.751028
208,0.682264
209,0.682264
210,0.776013
211,0.750369
212,0.730888
213,0.715055
214,0.715055
215,0.715055
216,0.770697
217,0.668419
218,0.677453
219,0.789587
220,0.789587
221,0.807016
222,0.838464
223,0.838464
224,0.786761
225,0.801989
226,0.757371
227,0.807009
228,0.753403
229,0.798632
230,0.723759
231,0.725064
232,0.734104
233,0.695051
234,0.813593
235,0.822788
236,0.745655
237,0.699685
238,0.722167
239,0.798794
240,0.753029
241,0.751765
242,0.747719
243,0.641992
244,0.790329
245,0.807975
246,0.807975
247,0.807975
248,0.736074
249,0.776563
250,0.777086
251,0.806597
252,0.78715
253,0.745606
254,0.775207
255,0.775207
256,0.775207
257,0.843386
258,0.758747
259,0.757548
260,0.786956
261,0.775036
262,0.775036
263,0.810655
264,0.809905
265,0.780148
266,0.672691
267,0.729854
268,0.760771
269,0.752786
270,0.752786
271,0.79148
272,0.801717
273,0.7792
274,0.73112
275,0.851952
276,0.776974
277,0.720785
278,0.804744
279,0.768025
280,0.730593
281,0.775325
282,0.775325
283,0.714833
284,0.81762
285,0.81762
286,0.81762
287,0.814548
288,0.757765
289,0.79013
290,0.731733
291,0.78491
292,0.798816
293,0.76482
294,0.789286
295,0.812944
296,0.812944
297,0.812944
298,0.786223
299,0.786223
300,0.805079
301,0.78434
302,0.758084
303,0.765453
304,0.786969
305,0.786969
306,0.744865
307,0.73332
308,0.758398
309,0.803389
310,0.786489
311,0.751601
312,0.751601
313,0.751601
314,0.744266
315,0.63876
316,0.719848
317,0.613235
318,0.639362
319,0.639362
320,0.615789
321,0.651258
322,0.735133
323,0.735133
324,0.690034
325,0.714717
326,0.671121
327,0.671121
328,0.754939
329,0.728569
330,0.728569
331,0.734825
332,0.720597
333,0.728866
334,0.775395
335,0.77472
336,0.732851
337,0.732851
338,0.743525
339,0.743525
340,0.775296
341,0.775593
342,0.769941
343,0.769941
344,0.767844
345,0.771933
346,0.781017
347,0.803987
348,0.785773
349,0.646574
350,0.73695
351,0.653613
352,0.736014
353,0.736014
354,0.697202
355,0.752361
356,0.803695
357,0.771583
358,0.810855
359,0.778094
360,0.76586
361,0.710061
362,0.733698
363,0.719419
364,0.721475
365,0.721475
366,0.756897
367,0.826336
368,0.84404
369,0.717719
370,0.829602
371,0.818492
372,0.804919
373,0.770528
374,0.770528
375,0.744324
376,0.761787
377,0.725156
378,0.809563
379,0.741191
380,0.807028
381,0.759009
382,0.793276
383,0.755697
384,0.733311
385,0.753379
386,0.785667
387,0.773701
388,0.773701
389,0.717591
390,0.786775
391,0.786775
392,0.744527
393,0.80771
394,0.765809
395,0.779697
396,0.751255
397,0.773938
398,0.773938
399,0.664436
400,0.795258
401,0.771573
402,0.771573
403,0.789808
404,0.798686
405,0.745421
406,0.745421
407,0.78422
408,0.78422
409,0.767159
410,0.756125
411,0.764018
412,0.764018
413,0.726624
414,0.746628
415,0.771179
416,0.771179
417,0.753784
418,0.772952
419,0.802872
420,0.802872
421,0.79032
422,0.760821
423,0.739724
424,0.739724
425,0.7311
426,0.7436
427,0.7436
428,0.775744
429,0.728481
430,0.759872
431,0.808066
432,0.695875
433,0.744494
434,0.739493
435,0.809091
436,0.636474
437,0.78115
438,0.741207
439,0.786289
440,0.722329
441,0.74837
442,0.767906
443,0.815163
444,0.771185
445,0.743826
446,0.71218
447,0.730772
448,0.770019
449,0.723654
450,0.686455
451,0.681118
452,0.599248
453,0.715297
454,0.715297
455,0.715297
456,0.788854
457,0.675278
458,0.668193
459,0.730109
460,0.738974
461,0.816957
462,0.765599
463,0.762302
464,0.746349
465,0.746349
466,0.751654
467,0.782019
468,0.752186
469,0.752186
470,0.837116
471,0.837116
472,0.803324
473,0.744679
474,0.808659
475,0.823739
476,0.823739
477,0.78006
478,0.776869
479,0.761352
480,0.776679
481,0.789317
482,0.789317
483,0.856404
484,0.834021
485,0.834021
486,0.834021
487,0.834021
488,0.695678
489,0.766527
490,0.766527
491,0.766527
492,0.763211
493,0.797616
494,0.701368
495,0.812651
496,0.806582
497,0.772946
498,0.817995
499,0.771803
500,0.774864
501,0.76916
502,0.76916
503,0.708992
504,0.77611
505,0.715697
506,0.691453
507,0.691453
508,0.743802
509,0.743802
510,0.716471
511,0.777793
512,0.777793
513,0.749489
514,0.729919
515,0.729919
516,0.799858
517,0.820209
518,0.820209
519,0.685345
520,0.625509
521,0.711454
522,0.721287
523,0.740261
524,0.784902
525,0.723707
526,0.74711
527,0.768956
528,0.768956
529,0.81866
530,0.766518
531,0.76458
532,0.73549
533,0.73549
534,0.779588
535,0.793481
536,0.756289
537,0.65578
538,0.711693
539,0.80963
540,0.841984
541,0.724293
542,0.724293
543,0.775071
544,0.775071
545,0.732199
546,0.794967
547,0.794967
548,0.719307
549,0.712974
550,0.702542
551,0.823291
552,0.772572
553,0.735973
554,0.797408
555,0.752851
556,0.767861
557,0.680995
558,0.714983
559,0.734197
560,0.718616
561,0.713805
562,0.72507
563,0.721019
564,0.710826
565,0.710826
566,0.710826
567,0.746566
568,0.786597
569,0.775295
570,0.813546
571,0.813546
572,0.786121
573,0.786121
574,0.80371
575,0.736837
576,0.736837
577,0.811052
578,0.734939
579,0.76955
580,0.815856
581,0.815856
582,0.778606
583,0.792453
584,0.690272
585,0.790157
586,0.734701
587,0.772335
588,0.772335
589,0.803226
590,0.789416
591,0.743625
592,0.743625
593,0.76009
594,0.778873
595,0.778873
596,0.782256
597,0.735697
598,0.75179
599,0.75179
600,0.720514
601,0.767915
602,0.767915
603,0.680528
604,0.685246
605,0.70404
606,0.773139
607,0.782093
608,0.782681
609,0.763661
610,0.800355
611,0.797587
612,0.85672
613,0.791359
614,0.836168
615,0.836168
616,0.606979
617,0.779769
618,0.755199
619,0.763425
620,0.771581
621,0.764355
622,0.764355
623,0.751409
624,0.751409
625,0.784335
626,0.778279
627,0.778279
628,0.791846
629,0.769258
630,0.725113
631,0.725113
632,0.725113
633,0.650583
634,0.668768
635,0.726832
636,0.584726
637,0.540303
638,0.684396
639,0.755632
640,0.716749
641,0.694776
642,0.629824
643,0.670917
644,0.661037
645,0.713511
646,0.703228
647,0.781632
648,0.805132
649,0.777358
650,0.754566
651,0.732047
652,0.670396
653,0.670396
654,0.719354
655,0.750053
656,0.769207
657,0.746143
658,0.793527
659,0.794053
660,0.713385
661,0.782363
662,0.772607
663,0.77459
664,0.825383
665,0.796704
666,0.796704
667,0.798795
668,0.810171
669,0.702309
670,0.810761
671,0.7826
672,0.777032
673,0.760652
674,0.788908
675,0.728559
676,0.823439
677,0.784829
678,0.784829
679,0.753042
680,0.714799
681,0.711871
682,0.757331
683,0.710369
684,0.753447
685,0.750962
686,0.750962
687,0.801894
688,0.778139
689,0.793611
690,0.793611
691,0.808894
692,0.808687
693,0.769318
694,0.783688
695,0.797229
696,0.82209
697,0.707676
698,0.627613
699,0.638247
700,0.799054
701,0.799054
702,0.743042
703,0.752675
704,0.773416
705,0.775674
706,0.751419
707,0.635971
708,0.789714
709,0.738769
710,0.736326
711,0.703196
712,0.740005
713,0.739753
714,0.739753
715,0.739753
716,0.624549
717,0.689794
718,0.664095
719,0.685942
720,0.816408
721,0.740341
722,0.721558
723,0.721558
724,0.838337
725,0.790323
726,0.790323
727,0.815989
728,0.737087
729,0.767035
730,0.767035
731,0.767035
732,0.762087
733,0.789638
734,0.707732
735,0.707732
736,0.735119
737,0.735119
738,0.797308
739,0.797308
740,0.699843
741,0.807414
742,0.759077
743,0.739551
744,0.769027
745,0.781205
746,0.702506
747,0.702506
748,0.724243
749,0.763145
750,0.676688
751,0.676688
752,0.734711
753,0.803185
754,0.849516
755,0.788591
756,0.743071
757,0.815363
758,0.816306
759,0.783937
760,0.770959
761,0.647976
762,0.736695
763,0.713175
764,0.713175
765,0.713175
766,0.716068
767,0.716068
768,0.798903
769,0.783971
770,0.665091
771,0.76507
772,0.746798
773,0.798438
774,0.766625
775,0.804246
776,0.780012
777,0.783871
778,0.73956
779,0.739187
780,0.779735
781,0.733839
782,0.725357
783,0.789632
784,0.737425
785,0.72233
786,0.72233
787,0.704054
788,0.704054
789,0.688732
790,0.730303
791,0.814191
792,0.706134
793,0.735779
794,0.763275
795,0.790682
796,0.727709
797,0.742645
798,0.804935
799,0.75923
800,0.745843
801,0.788251
802,0.767131
803,0.732396
804,0.810225
805,0.802651
806,0.764767
807,0.694368
808,0.815245
809,0.741951
810,0.718231
811,0.771242
812,0.771242
813,0.771242
814,0.751665
815,0.751757
816,0.730902
817,0.775245
818,0.775245
819,0.775753
820,0.792984
821,0.76887
822,0.769765
823,0.816596
824,0.693105
825,0.756908
826,0.704843
827,0.734982
828,0.730361
829,0.771097
830,0.740715
831,0.788358
832,0.730525
833,0.795537
834,0.795537
835,0.710485
836,0.768689
837,0.81303
838,0.774758
839,0.800887
840,0.710746
841,0.731447
842,0.824006
843,0.722584
844,0.722584
845,0.842915
846,0.781007
847,0.835379
848,0.722362
849,0.697979
850,0.705686
851,0.659987
852,0.659987
853,0.746948
854,0.781873
855,0.764394
856,0.672294
857,0.733708
858,0.733708
859,0.718076
860,0.729104
861,0.760305
862,0.750572
863,0.694079
864,0.696592
865,0.711249
866,0.701846
867,0.738967
868,0.738967
869,0.708676
870,0.688493
871,0.726776
872,0.739144
873,0.739144
874,0.818947
875,0.818947
876,0.697722
877,0.697722
878,0.722233
879,0.775706
880,0.787233
881,0.787137
882,0.796823
883,0.75
884,0.804527
885,0.769722
886,0.792288
887,0.773406
888,0.690579
889,0.690579
890,0.710835
891,0.745253
892,0.72444
893,0.647378
894,0.67128
895,0.64155
896,0.594889
897,0.71148
898,0.75894
899,0.736891
900,0.644277
901,0.763941
902,0.763941
903,0.797567
904,0.771672
905,0.651026
906,0.72572
907,0.843257
908,0.812727
909,0.812727
910,0.812727
911,0.778458
912,0.778458
913,0.789453
914,0.747248
915,0.747248
916,0.807673
917,0.800574
918,0.767508
919,0.730539
920,0.764901
921,0.792929
922,0.753875
923,0.804462
924,0.796058
925,0.823699
926,0.823699
927,0.698635
928,0.759603
929,0.789007
930,0.715303
931,0.729231
932,0.769811
933,0.751756
934,0.675197
935,0.755785
936,0.662996
937,0.792205
938,0.78787
939,0.779152
940,0.779152
941,0.772837
942,0.778548
943,0.737571
944,0.805974
945,0.737847
946,0.743913
947,0.742969
948,0.702477
949,0.804464
950,0.755078
951,0.754617
952,0.771958
953,0.825663
954,0.759805
955,0.755617
956,0.683155
957,0.788452
958,0.781526
959,0.767191
960,0.667882
961,0.669705
962,0.764757
963,0.764757
964,0.712597
965,0.76408
966,0.663838
967,0.722408
968,0.722408
969,0.724942
970,0.717251
971,0.733205
972,0.823823
973,0.727753
974,0.727753
975,0.727753
976,0.727753
977,0.687996
978,0.772895
979,0.743786
980,0.76416
981,0.789539
982,0.80233
983,0.82254
984,0.82254
985,0.745165
986,0.705236
987,0.755912
988,0.755912
989,0.801223
990,0.73282
991,0.802281
992,0.848663
993,0.770697
994,0.796478
995,0.788358
996,0.702979
997,0.692829
998,0.760139
999,0.732672
1000,0.732672
1001,0.763856
1002,0.661186
1003,0.700395
1004,0.721689
1005,0.657367
1006,0.657367
1007,0.569999
1008,0.640298
1009,0.621215
1010,0.621215
1011,0.621215
1012,0.693719
1013,0.706778
1014,0.706778
1015,0.650046
1016,0.707227
1017,0.795034
1018,0.795034
1019,0.697628
1020,0.799538
1021,0.811435
1022,0.811435
1023,0.780718
1024,0.767309
1025,0.794895
1026,0.662895
1027,0.773217
1028,0.789485
1029,0.725218
1030,0.773467
1031,0.748499
1032,0.763034
1033,0.763034
1034,0.705897
1035,0.726764
1036,0.767709
1037,0.774162
1038,0.734807
1039,0.748042
1040,0.748042
1041,0.748042
1042,0.748042
1043,0.6331
1044,0.754914
1045,0.754914
1046,0.754914
1047,0.815922
1048,0.815922
1049,0.733633
1050,0.740162
1051,0.687217
1052,0.765547
1053,0.725346
1054,0.781949
1055,0.68375
1056,0.738434
1057,0.699303
1058,0.68994
1059,0.77444
1060,0.817683
1061,0.738476
1062,0.754208
1063,0.789749
1064,0.789749
1065,0.775207
1066,0.782667
1067,0.853526
1068,0.730234
1069,0.78656
1070,0.815583
1071,0.738033
1072,0.797145
1073,0.756024
1074,0.809728
1075,0.840913
1076,0.801339
1077,0.811658
1078,0.723595
1079,0.723595
1080,0.786666
1081,0.803097
1082,0.757795
1083,0.757795
1084,0.757795
1085,0.772911
1086,0.666556
1087,0.695817
1088,0.717443
1089,0.756705
1090,0.712614
1091,0.698215
1092,0.724251
1093,0.682716
1094,0.767282
1095,0.767282
1096,0.785594
1097,0.785594
1098,0.744335
1099,0.758282
1100,0.66856
1101,0.714324
1102,0.758355
1103,0.790066
1104,0.815499
1105,0.815499
1106,0.815499
1107,0.79719
1108,0.814391
1109,0.740497
1110,0.711088
1111,0.705029
1112,0.705029
1113,0.751747
1114,0.699327
1115,0.716815
1116,0.774328
1117,0.778019
1118,0.778019
1119,0.765691
1120,0.752297
1121,0.811892
1122,0.811892
1123,0.801169
1124,0.760194
1125,0.760194
1126,0.818781
1127,0.767693
1128,0.790858
1129,0.664392
1130,0.745374
1131,0.809446
1132,0.714561
1133,0.773638
1134,0.773638
1135,0.819823
1136,0.71202
1137,0.725445
1138,0.725445
1139,0.725445
1140,0.754068
1141,0.734789
1142,0.771794
1143,0.698769
1144,0.705407
1145,0.705407
1146,0.794655
1147,0.714855
1148,0.784191
1149,0.784191
1150,0.761938
1151,0.629029
1152,0.764482
1153,0.703043
1154,0.773066
1155,0.773066
1156,0.763722
1157,0.712556
1158,0.754404
1159,0.754404
1160,0.722594
1161,0.78643
1162,0.821959
1163,0.756897
1164,0.779021
1165,0.733925
1166,0.737871
1167,0.793127
1168,0.735918
1169,0.696669
1170,0.763282
1171,0.763282
1172,0.7372
1173,0.806102
1174,0.788128
1175,0.763555
1176,0.703529
1177,0.756351
1178,0.818626
1179,0.807698
