MDTU,|Tr(Lx)|
1,39.1427
2,39.1427
3,39.1427
4,39.1427
5,39.1427
6,39.1427
7,39.1427
8,39.1427
9,39.1427
10,39.1427
11,39.1427
12,39.1427
13,39.1427
14,39.1427
15,39.1427
16,39.1427
17,39.1427
18,39.1427
19,39.1427
20,39.1427
21,39.1427
22,39.1427
23,39.1427
24,39.1427
25,39.1427
26,39.1427
27,39.1427
28,39.1427
29,39.1427
30,39.1427
31,39.1427
32,39.1427
33,39.1427
34,39.1427
35,39.1427
36,39.1427
37,39.1427
38,39.1427
39,39.1427
40,39.1427
41,39.1427
42,39.1427
43,39.1427
44,39.1427
45,39.1427
46,39.1427
47,39.1427
48,39.1427
49,39.1427
50,18.1797
51,18.1797
52,9.31338
53,4.52678
54,3.92768
55,3.92768
56,2.47833
57,2.47833
58,2.55484
59,2.06155
60,1.50964
61,1.35092
62,1.14044
63,1.14166
64,1.25869
65,1.04817
66,1.11025
67,0.810435
68,0.982089
69,0.813456
70,1.00804
71,0.730867
72,1.02469
73,0.762954
74,0.826516
75,0.64549
76,0.64549
77,0.910437
78,0.935266
79,0.68052
80,0.838621
81,0.788149
82,0.750294
83,0.642462
84,0.620993
85,0.403007
86,0.593007
87,0.568238
88,0.473795
89,0.473795
90,0.623987
91,0.509017
92,0.571715
93,0.416314
94,0.416314
95,0.562535
96,0.511125
97,0.511125
98,0.518904
99,0.601397
100,0.592075
101,0.471763
102,0.493222
103,0.415136
104,0.470232
105,0.501879
106,0.509515
107,0.371184
108,0.483433
109,0.387588
110,0.384711
111,0.491116
112,0.491116
113,0.491116
114,0.433568
115,0.484205
116,0.618993
117,0.618993
118,0.664041
119,0.702372
120,0.606159
121,0.661646
122,0.575271
123,0.677563
124,0.477878
125,0.567086
126,0.567086
127,0.603367
128,0.603367
129,0.603367
130,0.686711
131,0.501167
132,0.562463
133,0.415645
134,0.518374
135,0.518374
136,0.572321
137,0.643904
138,0.589326
139,0.560951
140,0.560951
141,0.560951
142,0.560951
143,0.559663
144,0.621092
145,0.40885
146,0.541107
147,0.5683
148,0.519184
149,0.54797
150,0.581538
151,0.725879
152,0.638915
153,0.592844
154,0.453112
155,0.468604
156,0.577999
157,0.607056
158,0.608012
159,0.533355
160,0.654618
161,0.627058
162,0.801696
163,0.714032
164,0.685433
165,0.564057
166,0.607485
167,0.607485
168,0.443541
169,0.590624
170,0.538228
171,0.610619
172,0.560536
173,0.560536
174,0.494458
175,0.543103
176,0.566413
177,0.556018
178,0.628263
179,0.717021
180,0.717021
181,0.585205
182,0.652902
183,0.642908
184,0.642908
185,0.603069
186,0.730727
187,0.730727
188,0.755076
189,0.890414
190,0.605821
191,0.82042
192,0.687521
193,0.652008
194,0.573683
195,0.434732
196,0.597221
197,0.476414
198,0.545963
199,0.545963
200,0.571301
201,0.640849
202,0.68932
203,0.665765
204,0.685166
205,0.685166
206,0.685166
207,0.685166
208,0.607243
209,0.607243
210,0.617306
211,0.581213
212,0.601968
213,0.548582
214,0.548582
215,0.548582
216,0.720996
217,0.529178
218,0.590179
219,0.574932
220,0.574932
221,0.79878
222,0.896614
223,0.896614
224,0.803275
225,0.855411
226,0.645987
227,0.782082
228,0.614485
229,0.548783
230,0.765806
231,0.501674
232,0.589245
233,0.553892
234,0.591491
235,0.594851
236,0.532304
237,0.552545
238,0.57041
239,0.580595
240,0.628847
241,0.562002
242,0.532298
243,0.455647
244,0.64435
245,0.711919
246,0.711919
247,0.711919
248,0.587317
249,0.636616
250,0.79758
251,0.827987
252,0.851225
253,0.723091
254,0.824918
255,0.824918
256,0.824918
257,0.601825
258,0.703389
259,0.577413
260,0.80031
261,0.645963
262,0.645963
263,0.803718
264,0.637145
265,0.48409
266,0.424293
267,0.574782
268,0.62924
269,0.584943
270,0.584943
271,0.647627
272,0.724398
273,0.596856
274,0.678386
275,0.716767
276,0.661306
277,0.689783
278,0.576405
279,0.595767
280,0.458248
281,0.500594
282,0.500594
