MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.984787,0.980067,-0.0963075
2,0.984787,0.980067,-0.0963075
3,0.984787,0.980067,-0.0963075
4,0.984787,0.980067,-0.0963075
5,0.984787,0.980067,-0.0963075
6,0.984787,0.980067,-0.0963075
7,0.984787,0.980067,-0.0963075
8,0.984787,0.980067,-0.0963075
9,0.984787,0.980067,-0.0963075
10,0.984787,0.980067,-0.0963075
11,0.984787,0.980067,-0.0963075
12,0.984787,0.980067,-0.0963075
13,0.984787,0.980067,-0.0963075
14,0.984787,0.980067,-0.0963075
15,0.984787,0.980067,-0.0963075
16,0.984787,0.980067,-0.0963075
17,0.984787,0.980067,-0.0963075
18,0.984787,0.980067,-0.0963075
19,0.984787,0.980067,-0.0963075
20,0.984787,0.980067,-0.0963075
21,0.984787,0.980067,-0.0963075
22,0.984787,0.980067,-0.0963075
23,0.984787,0.980067,-0.0963075
24,0.984787,0.980067,-0.0963075
25,0.984787,0.980067,-0.0963075
26,0.984787,0.980067,-0.0963075
27,0.984787,0.980067,-0.0963075
28,0.984787,0.980067,-0.0963075
29,0.984787,0.980067,-0.0963075
30,0.984787,0.980067,-0.0963075
31,0.984787,0.980067,-0.0963075
32,0.984787,0.980067,-0.0963075
33,0.984787,0.980067,-0.0963075
34,0.984787,0.980067,-0.0963075
35,0.984787,0.980067,-0.0963075
36,0.984787,0.980067,-0.0963075
37,0.984787,0.980067,-0.0963075
38,0.984787,0.980067,-0.0963075
39,0.984787,0.980067,-0.0963075
40,0.984787,0.980067,-0.0963075
41,0.984787,0.980067,-0.0963075
42,0.984787,0.980067,-0.0963075
43,0.984787,0.980067,-0.0963075
44,0.984787,0.980067,-0.0963075
45,0.984787,0.980067,-0.0963075
46,0.984787,0.980067,-0.0963075
47,0.984787,0.980067,-0.0963075
48,0.984787,0.980067,-0.0963075
49,0.984787,0.980067,-0.0963075
50,0.981928,0.972925,0.132662
51,0.981928,0.972925,0.132662
52,0.980145,0.970975,0.133761
53,0.978116,0.978,0.0150428
54,0.967756,0.966358,-0.051988
55,0.967756,0.966358,-0.051988
56,0.978211,0.956817,-0.203467
57,0.978211,0.956817,-0.203467
58,0.978803,0.919658,-0.335087
59,0.969913,0.888408,-0.38918
60,0.975378,0.855642,-0.468231
61,0.978534,0.871058,-0.445855
62,0.973191,0.896108,-0.379593
63,0.968059,0.886092,-0.389846
64,0.966484,0.863517,-0.434087
65,0.969212,0.878117,-0.410222
66,0.969146,0.865833,-0.435404
67,0.980206,0.797055,-0.570532
68,0.972256,0.780788,-0.579355
69,0.979653,0.848025,-0.490482
70,0.973712,0.906583,-0.355276
71,0.977586,0.8866,-0.411844
72,0.973,0.813528,-0.533762
73,0.976938,0.834508,-0.507941
74,0.967209,0.779088,-0.573163
75,0.97254,0.679124,-0.696149
76,0.97254,0.679124,-0.696149
77,0.97578,0.764457,-0.606426
78,0.982039,0.768077,-0.61193
