MDTU,min_width,max_width
1,0.0391938,0.0320197
2,0.0325284,0.0275722
3,0.0204861,0.0270451
4,0.0321311,0.030464
5,0.0321311,0.030464
6,0.036465,0.0319564
7,0.0422046,0.0327131
8,0.0250033,0.0260194
9,0.0354892,0.0305041
10,0.0422595,0.0355117
11,0.0422595,0.0355117
12,0.0396541,0.0270351
13,0.0424402,0.0350367
14,0.0204883,0.023149
15,0.0306766,0.0295355
16,0.0312494,0.0293899
17,0.0312494,0.0293899
18,0.0279626,0.0203701
19,0.0321818,0.0238667
20,0.0270213,0.0203701
21,0.0305538,0.0202507
22,0.0396387,0.0309547
23,0.0280913,0.0241864
24,0.040273,0.0326088
25,0.0295288,0.0184241
26,0.0316902,0.0271634
27,0.03874,0.0317874
28,0.03874,0.0317874
29,0.03874,0.0317874
30,0.0323335,0.0254915
31,0.0314704,0.0286983
32,0.0394298,0.031095
33,0.0413352,0.0314589
34,0.0333979,0.0298957
35,0.0358499,0.0314514
36,0.0358499,0.0314514
37,0.0318777,0.0338815
38,0.0318777,0.0338815
39,0.0353087,0.0344099
40,0.0316623,0.0296172
41,0.0342012,0.0253711
42,0.0342012,0.0253711
43,0.0300944,0.0273254
44,0.0326928,0.0314289
45,0.0384141,0.0294577
46,0.040992,0.0352185
47,0.0347362,0.0370139
48,0.0346066,0.0265739
49,0.0544062,0.0384586
50,0.0426383,0.0315211
51,0.0356312,0.0379478
52,0.0301522,0.0200048
53,0.0343456,0.0328863
54,0.0337584,0.0309887
55,0.0385797,0.0306413
56,0.0333643,0.0280891
57,0.0333643,0.0280891
58,0.0337977,0.026473
59,0.028799,0.0272908
60,0.030934,0.0263552
61,0.0270549,0.0223781
62,0.0286603,0.0273678
63,0.0286603,0.0273678
64,0.0312684,0.0340991
65,0.041336,0.0302978
66,0.0330995,0.0324926
67,0.0443907,0.0399961
68,0.0325392,0.0277199
69,0.0449979,0.0309903
70,0.0380817,0.033212
71,0.0349727,0.0300381
72,0.0385583,0.0309989
73,0.0272405,0.0241649
74,0.0425566,0.0272142
75,0.0375207,0.0281907
76,0.0292855,0.024457
77,0.0377256,0.0311265
78,0.0377616,0.0364875
79,0.0317004,0.0304599
80,0.0353293,0.0346647
81,0.0281082,0.0278726
82,0.0281082,0.0278726
83,0.0441639,0.0351842
84,0.0294647,0.0230382
85,0.0331732,0.0257869
86,0.0329898,0.0288225
87,0.0329898,0.0288225
88,0.0329898,0.0288225
89,0.0278968,0.0216452
90,0.0331343,0.0285282
91,0.0305319,0.0334391
92,0.0275694,0.0198099
93,0.029762,0.0305295
94,0.029762,0.0305295
95,0.0209704,0.0248753
96,0.0274437,0.0314
97,0.0248338,0.0147175
98,0.0371987,0.0264966
99,0.0371987,0.0264966
100,0.0331173,0.0300029
101,0.036069,0.0288193
102,0.036069,0.0288193
103,0.0314191,0.0250446
104,0.0323937,0.0264065
