ReTr(L),ImTr(L)
-0.962042,-0.187006
-0.960783,-0.197587
-0.945883,-0.251194
-0.97995,-0.0357902
-0.97995,-0.0357902
-0.96695,0.156808
-0.979325,-0.00568073
-0.974933,0.0544588
-0.9716,0.0818678
-0.974983,0.062749
-0.974983,0.062749
-0.979308,0.0361816
-0.970375,-0.158441
-0.9827,-0.0106012
-0.974117,0.0809497
-0.975217,-0.0144639
-0.975217,-0.0144639
-0.979175,-0.0400665
-0.980808,-0.0189606
-0.979183,0.00748788
-0.981742,-0.00310672
-0.977242,-0.0302508
-0.971933,-0.101992
-0.960817,-0.202141
-0.935708,-0.29752
-0.906025,-0.369802
-0.912775,-0.34585
-0.912775,-0.34585
-0.912775,-0.34585
-0.920117,-0.341241
-0.902333,-0.374281
-0.890517,-0.40227
-0.881717,-0.419259
-0.787106,-0.585255
-0.777987,-0.595944
-0.777987,-0.595944
-0.659204,-0.72547
-0.659204,-0.72547
-0.5496,-0.814226
-0.43824,-0.877008
-0.42114,-0.887517
-0.42114,-0.887517
-0.450244,-0.868517
-0.408937,-0.886867
-0.330007,-0.921683
-0.416479,-0.888483
-0.454138,-0.865692
-0.541724,-0.811044
-0.522763,-0.825935
-0.570428,-0.793509
-0.56331,-0.800187
-0.590979,-0.780977
-0.538971,-0.819483
-0.686943,-0.698873
-0.744034,-0.634777
-0.766741,-0.612147
-0.766741,-0.612147
-0.765637,-0.613705
-0.795078,-0.574002
-0.788133,-0.583042
-0.754622,-0.620672
-0.634013,-0.744142
-0.634013,-0.744142
-0.619376,-0.760267
-0.555075,-0.812734
-0.401029,-0.895025
-0.313866,-0.925017
-0.341521,-0.917208
-0.353458,-0.911858
-0.304439,-0.929842
-0.339563,-0.917333
-0.209287,-0.956467
-0.0848042,-0.975917
0.0698272,-0.978717
0.033966,-0.981692
-0.0119372,-0.978917
0.0993892,-0.975358
0.238441,-0.951242
0.113135,-0.972825
0.144778,-0.967408
0.0639998,-0.979283
0.0639998,-0.979283
0.0734631,-0.972333
0.0658793,-0.975817
-0.0828467,-0.976008
-0.0949292,-0.974167
-0.0949292,-0.974167
-0.0949292,-0.974167
0.0209641,-0.977392
0.052887,-0.977292
0.238906,-0.948592
0.0337447,-0.979342
0.0132328,-0.984608
0.0132328,-0.984608
-0.0676182,-0.976392
-0.0553659,-0.9783
-0.181754,-0.96235
-0.397315,-0.89675
-0.397315,-0.89675
-0.446469,-0.875333
-0.379072,-0.906275
-0.379072,-0.906275
-0.375533,-0.907275
-0.415037,-0.889108
-0.444319,-0.872133
-0.517927,-0.828456
-0.441547,-0.877867
-0.499898,-0.842092
-0.619471,-0.753741
-0.792891,-0.571639
-0.842917,-0.504092
-0.842917,-0.504092
-0.842917,-0.504092
-0.861758,-0.46996
-0.864208,-0.450609
-0.893875,-0.398556
-0.859492,-0.469026
-0.86425,-0.46339
-0.893833,-0.393824
-0.885083,-0.412487
-0.910483,-0.354684
-0.9304,-0.308035
-0.895408,-0.389086
-0.900308,-0.386769
-0.852625,-0.484004
-0.852625,-0.484004
-0.855833,-0.475251
-0.9213,-0.339666
-0.9213,-0.339666
-0.9213,-0.339666
-0.870075,-0.44783
-0.811111,-0.548423
-0.811111,-0.548423
-0.710802,-0.675535
-0.710802,-0.675535
-0.710802,-0.675535
-0.796102,-0.568192
-0.692586,-0.685999
-0.70185,-0.681002
-0.70185,-0.681002
-0.70185,-0.681002
-0.751755,-0.626833
-0.788975,-0.577821
-0.692196,-0.698747
-0.742548,-0.643677
-0.742548,-0.643677
-0.785058,-0.593109
-0.784252,-0.590948
-0.784252,-0.590948
-0.641909,-0.743125
-0.570441,-0.801534
-0.501105,-0.841892
-0.336212,-0.91775
-0.336212,-0.91775
-0.335933,-0.920808
-0.45892,-0.865925
-0.539192,-0.817116
-0.569012,-0.792924
-0.697943,-0.692614
-0.702067,-0.686321
-0.588731,-0.785884
-0.556883,-0.809506
-0.578742,-0.790808
-0.600216,-0.776115
-0.508026,-0.841658
-0.466768,-0.859417
-0.466768,-0.859417
-0.55756,-0.80746
-0.618843,-0.760358
-0.617677,-0.759833
-0.674935,-0.709164
-0.728209,-0.65507
-0.728209,-0.65507
-0.809967,-0.549653
-0.76467,-0.618038
-0.816643,-0.538497
-0.805753,-0.563109
-0.721696,-0.664119
-0.583232,-0.784422
-0.469142,-0.8592
-0.355516,-0.913217
-0.328305,-0.921225
-0.314378,-0.930225
-0.314378,-0.930225
-0.323023,-0.924333
-0.310648,-0.931958
-0.404737,-0.895058
-0.522065,-0.825592
-0.619836,-0.761093
-0.749868,-0.63303
-0.810003,-0.543793
-0.805549,-0.551657
-0.838458,-0.506388
-0.893383,-0.402552
-0.838025,-0.511119
-0.82072,-0.536674
-0.685984,-0.701838
-0.562734,-0.80725
-0.505169,-0.839617
-0.582962,-0.788027
-0.53365,-0.817514
-0.780993,-0.595184
-0.77581,-0.598892
-0.755345,-0.625565
-0.755345,-0.625565
-0.715922,-0.671263
-0.715922,-0.671263
-0.769722,-0.600067
-0.769722,-0.600067
-0.748061,-0.634968
-0.65883,-0.72878
-0.740003,-0.641914
-0.634007,-0.743324
-0.634007,-0.743324
-0.634007,-0.743324
-0.627052,-0.75884
-0.706768,-0.680884
-0.666677,-0.717213
-0.666677,-0.717213
-0.666677,-0.717213
-0.759515,-0.618817
-0.783297,-0.588627
-0.783297,-0.588627
-0.783297,-0.588627
-0.790598,-0.574348
-0.790598,-0.574348
-0.748761,-0.632064
-0.731603,-0.646144
-0.683517,-0.697547
-0.572524,-0.789992
-0.569425,-0.794861
-0.569425,-0.794861
-0.582627,-0.787221
-0.66117,-0.720232
-0.702502,-0.686864
-0.672772,-0.713247
-0.704474,-0.680442
-0.573933,-0.798412
-0.537113,-0.822705
-0.586857,-0.787183
-0.534804,-0.821668
-0.604402,-0.774632
-0.641284,-0.742527
-0.655875,-0.725493
-0.809814,-0.555297
-0.809814,-0.555297
-0.809814,-0.555297
-0.696627,-0.690034
-0.678462,-0.704147
-0.7508,-0.631063
-0.733052,-0.650111
-0.646115,-0.735772
-0.663521,-0.721692
-0.663521,-0.721692
-0.633875,-0.75015
-0.633875,-0.75015
-0.728063,-0.654679
-0.704862,-0.674256
-0.742796,-0.638362
-0.751274,-0.626783
-0.751274,-0.626783
-0.779685,-0.596783
-0.677228,-0.710039
-0.785744,-0.584445
-0.785744,-0.584445
-0.730896,-0.652633
-0.752834,-0.632799
-0.774784,-0.60307
-0.774784,-0.60307
-0.774784,-0.60307
-0.67541,-0.712629
-0.67541,-0.712629
-0.748205,-0.630341
-0.700763,-0.685377
-0.664292,-0.717781
-0.58184,-0.788648
-0.652336,-0.734622
-0.717212,-0.666298
-0.706262,-0.675578
-0.758817,-0.613858
-0.707621,-0.674075
-0.724115,-0.657218
-0.724115,-0.657218
-0.707399,-0.672883
-0.64285,-0.737311
-0.64285,-0.737311
-0.676377,-0.708785
-0.738276,-0.646998
-0.766566,-0.604087
-0.730295,-0.658081
-0.845908,-0.493995
-0.758977,-0.616795
-0.719138,-0.668094
-0.75649,-0.622965
-0.76752,-0.609938
-0.771882,-0.603471
-0.772682,-0.593077
-0.666898,-0.712637
-0.583754,-0.788981
-0.75493,-0.628648
-0.75493,-0.628648
-0.61875,-0.762836
-0.61875,-0.762836
-0.658808,-0.725383
-0.704102,-0.681146
-0.830035,-0.518497
-0.830035,-0.518497
-0.792848,-0.580136
-0.720317,-0.663755
-0.662013,-0.722712
-0.70247,-0.680406
-0.70247,-0.680406
-0.70247,-0.680406
-0.723572,-0.660922
-0.723572,-0.660922
-0.709037,-0.677774
-0.628428,-0.752977
-0.628428,-0.752977
-0.628428,-0.752977
-0.638425,-0.742677
-0.732853,-0.653323
-0.645628,-0.735375
-0.645628,-0.735375
-0.645628,-0.735375
-0.671992,-0.708122
-0.727913,-0.656839
-0.727913,-0.656839
-0.670286,-0.719066
-0.795943,-0.56822
-0.795943,-0.56822
-0.797225,-0.570742
-0.850075,-0.494123
-0.850075,-0.494123
-0.720133,-0.664894
-0.770742,-0.600187
-0.826373,-0.528376
-0.826373,-0.528376
-0.772131,-0.606228
-0.842983,-0.499955
-0.840592,-0.498448
-0.840592,-0.498448
-0.865483,-0.45037
-0.865483,-0.45037
-0.917258,-0.335282
-0.904958,-0.377456
-0.928575,-0.305894
-0.903917,-0.375988
-0.903917,-0.375988
-0.839433,-0.507272
-0.846917,-0.489568
-0.842825,-0.502792
-0.871183,-0.45537
-0.871183,-0.45537
-0.910583,-0.355671
-0.878433,-0.432368
-0.787048,-0.585032
-0.866242,-0.462792
-0.89835,-0.398581
-0.911933,-0.359369
-0.864008,-0.462601
-0.898283,-0.391413
-0.9542,-0.202199
-0.9542,-0.202199
-0.906392,-0.375428
-0.906392,-0.375428
-0.892283,-0.415943
-0.924658,-0.323958
-0.948658,-0.252313
-0.95025,-0.226049
-0.9799,-0.0495202
-0.981725,-0.0133547
-0.974875,-0.0563143
-0.973208,-0.126523
-0.973208,-0.126523
-0.971817,-0.131373
-0.9763,-0.0369158
-0.974375,0.0884475
-0.974375,0.0884475
-0.965758,0.153553
-0.971425,0.124787
-0.974583,0.0982958
-0.970925,0.140107
-0.976217,-0.0734263
-0.976217,-0.0734263
-0.976942,-0.0627303
-0.976942,-0.0627303
-0.976942,-0.0627303
-0.9817,0.0482137
-0.976233,0.104047
-0.976275,0.10384
-0.9637,0.200497
-0.955325,0.240267
-0.936483,0.293957
-0.956592,0.217316
-0.934775,0.285654
-0.920392,0.338192
-0.936217,0.303239
-0.936217,0.303239
-0.954917,0.236835
-0.953833,0.21545
-0.932333,0.293764
-0.93285,0.298588
-0.968217,0.139547
-0.976575,0.0844108
-0.980667,-0.0713133
-0.980667,-0.0713133
-0.979992,-0.0510465
-0.974333,-0.129096
-0.978108,-0.0945042
-0.976842,-0.0939683
-0.976367,0.0758533
-0.976367,0.0758533
-0.982742,-0.0158788
-0.979733,-0.0854625
-0.95475,-0.219383
-0.935075,-0.288026
-0.954042,-0.223589
-0.948842,-0.242824
-0.916633,-0.342382
-0.968308,-0.167132
-0.97115,-0.151842
-0.966,-0.172672
-0.976217,-0.0789537
-0.976217,-0.0789537
-0.968475,-0.136212
-0.971675,-0.118512
-0.971675,-0.118512
-0.966833,-0.154065
-0.948142,-0.231496
-0.934917,-0.294264
-0.879508,-0.431311
-0.870925,-0.44841
-0.930867,-0.317072
-0.929442,-0.322208
-0.964558,-0.162537
-0.979283,0.00244099
-0.976842,0.00361865
-0.980625,0.0455486
-0.9804,0.0154842
-0.976133,0.117123
-0.96995,0.151556
-0.945942,0.266714
-0.96425,0.169347
-0.965658,0.160388
-0.967308,0.147045
-0.967308,0.147045
-0.967308,0.147045
-0.967308,0.147045
-0.967308,0.147045
-0.975717,0.0663567
-0.959875,0.197173
-0.971025,0.110382
-0.971533,0.155427
-0.937167,0.275537
-0.937167,0.275537
-0.88795,0.416692
-0.910242,0.369227
-0.921025,0.344971
-0.921025,0.344971
-0.932125,0.306485
-0.909592,0.373729
-0.887983,0.414962
-0.887983,0.414962
-0.879375,0.433637
-0.879375,0.433637
-0.815131,0.543186
-0.758695,0.620549
-0.802381,0.568203
-0.802381,0.568203
-0.732228,0.645872
-0.787369,0.585808
-0.691272,0.689402
-0.532376,0.821315
-0.500818,0.840658
-0.531316,0.818374
-0.531316,0.818374
-0.576668,0.788181
-0.576668,0.788181
-0.498085,0.844942
-0.541765,0.817732
-0.578052,0.791993
-0.578052,0.791993
-0.597016,0.781651
-0.590646,0.781979
-0.512308,0.835542
-0.512308,0.835542
-0.512308,0.835542
-0.474281,0.863142
-0.474281,0.863142
-0.388924,0.902667
-0.420207,0.888292
-0.420207,0.888292
-0.461753,0.867058
-0.375622,0.903908
-0.409869,0.887967
-0.261111,0.94285
-0.115123,0.970575
-0.0797842,0.980725
0.157332,0.968717
0.0461381,0.980917
-0.0235562,0.9781
-0.0420496,0.972667
-0.073539,0.97635
-0.157644,0.966617
-0.170122,0.962517
-0.259778,0.941825
-0.259778,0.941825
-0.259778,0.941825
-0.259778,0.941825
-0.334924,0.92135
-0.17722,0.960817
-0.17722,0.960817
-0.162838,0.964058
-0.225701,0.952858
-0.225701,0.952858
-0.300818,0.931775
-0.300818,0.931775
-0.366468,0.910983
-0.372417,0.909358
-0.348947,0.918283
-0.348947,0.918283
-0.417022,0.887725
-0.380872,0.904733
-0.510542,0.837675
-0.510542,0.837675
-0.564564,0.802065
-0.441328,0.876075
-0.458443,0.866333
-0.458443,0.866333
-0.458443,0.866333
-0.466589,0.859225
-0.595145,0.778141
-0.590387,0.786538
-0.566607,0.797392
-0.577363,0.791842
-0.583695,0.788981
-0.619189,0.759214
-0.705822,0.683941
-0.652133,0.729486
-0.66823,0.71761
-0.717223,0.671301
-0.663748,0.722608
-0.630532,0.752432
-0.581987,0.78849
-0.509831,0.8372
-0.558326,0.807568
-0.550876,0.807871
-0.496882,0.841467
-0.496882,0.841467
-0.539341,0.822423
-0.581767,0.784688
-0.550292,0.809601
-0.641488,0.739407
-0.578965,0.791333
-0.59359,0.781884
-0.609389,0.766652
-0.61301,0.763794
-0.607625,0.771505
-0.609774,0.768665
-0.609774,0.768665
-0.518778,0.8338
-0.685932,0.704226
-0.648432,0.730945
-0.730793,0.647659
-0.730793,0.647659
-0.648189,0.730513
-0.594442,0.778961
-0.68324,0.703102
-0.673403,0.71241
-0.671483,0.711164
-0.671483,0.711164
-0.699083,0.685249
-0.729302,0.649883
-0.726756,0.658248
-0.715634,0.670472
-0.715634,0.670472
-0.651022,0.728678
-0.699996,0.682272
-0.762714,0.615203
-0.748032,0.62805
-0.748032,0.62805
-0.861583,0.464845
-0.861583,0.464845
-0.888183,0.415152
-0.888183,0.415152
-0.888183,0.415152
-0.928375,0.318375
-0.90175,0.385211
-0.952383,0.247715
-0.95655,0.208448
-0.951367,0.23095
-0.951367,0.23095
-0.934075,0.302325
-0.934075,0.302325
-0.959083,0.1879
-0.959083,0.1879
-0.978133,0.0771924
-0.979683,-0.0258176
-0.979683,-0.0258176
-0.961392,0.186823
-0.979792,0.0654037
-0.982067,-0.0251154
-0.977275,-0.0941658
-0.975317,-0.0867583
-0.974825,-0.112588
-0.960467,-0.200374
-0.956942,-0.199932
-0.980433,-0.0740133
-0.980433,-0.0740133
-0.980433,-0.0740133
-0.975133,-0.115633
-0.972225,-0.117951
-0.964058,-0.170432
-0.977292,-0.0785075
-0.977292,-0.0785075
-0.977292,-0.0785075
-0.978125,-0.0751308
-0.979125,0.0105843
-0.980042,0.0443988
-0.979592,-0.0583716
-0.97925,-0.0250187
-0.982608,0.0341468
-0.976533,0.0560305
-0.976533,0.0560305
-0.977058,-0.00856533
-0.975025,-0.100131
-0.975025,-0.100131
-0.975025,-0.100131
-0.978767,-0.00960325
-0.974675,-0.0969692
-0.983867,-0.0482503
-0.970708,-0.136532
-0.9484,-0.237495
-0.952558,-0.203625
-0.952558,-0.203625
-0.9649,-0.165469
-0.960225,-0.17706
-0.899742,-0.381237
-0.916417,-0.354261
-0.958758,-0.198043
-0.971083,-0.128128
-0.971083,-0.128128
-0.95065,-0.226143
-0.951967,-0.235824
-0.951633,-0.235551
-0.952792,-0.232416
-0.963808,-0.177837
-0.9686,-0.159213
-0.895083,-0.396557
-0.926225,-0.306123
-0.947192,-0.24902
-0.926958,-0.316106
-0.973025,-0.110852
-0.983117,-0.0115157
-0.971683,-0.138189
-0.979417,0.0285762
-0.978833,-0.0239299
-0.977783,0.00666387
-0.972917,-0.108319
-0.961592,-0.174563
-0.969075,-0.123572
-0.975992,-0.0718277
-0.957383,-0.167345
-0.964808,-0.143147
-0.959442,-0.184039
-0.927442,-0.322782
-0.948825,-0.247501
-0.955842,-0.201857
-0.9742,-0.0983142
-0.975775,-0.0878108
-0.973217,-0.103163
-0.977092,-0.0929075
-0.977558,0.00298727
-0.979292,0.061306
-0.973967,0.0182889
-0.957858,0.187727
-0.957858,0.187727
-0.957858,0.187727
-0.965125,0.169665
-0.948033,0.246295
-0.92825,0.306211
-0.92825,0.306211
-0.937642,0.282282
-0.944142,0.265847
-0.953933,0.219493
-0.953933,0.219493
-0.9745,0.133038
-0.9745,0.133038
-0.977767,0.0419895
-0.980425,-0.0226377
-0.981408,0.00209896
-0.977192,-0.0708247
-0.977192,-0.0708247
-0.949633,-0.240081
-0.956275,-0.200526
-0.978592,-0.0701039
-0.974617,0.0436774
-0.975433,0.0303306
-0.962833,0.1526
-0.974158,0.0783413
-0.974158,0.0783413
-0.976625,0.0579513
-0.960875,0.188114
-0.974258,0.076309
-0.980958,0.0345902
-0.978792,-0.0270188
-0.975508,0.0754458
-0.975508,0.0754458
-0.975625,-0.0811072
-0.967975,-0.142695
-0.962258,-0.172597
-0.939883,-0.274873
-0.958217,-0.200353
-0.968083,-0.145448
-0.968083,-0.145448
-0.975892,0.0262604
-0.977275,0.0723565
-0.971992,-0.120114
-0.976633,-0.0291396
-0.979108,-0.0118552
-0.975083,-0.0848
-0.983717,-0.0106902
-0.983717,-0.0106902
-0.979367,-0.0850158
-0.98295,-0.00125964
-0.98295,-0.00125964
-0.982558,-0.0205652
-0.977817,0.0703891
-0.976083,0.0763267
-0.976083,0.0763267
-0.976083,0.0763267
-0.979592,0.0485694
-0.9633,0.143398
-0.950108,0.239875
-0.955425,0.222427
-0.9746,0.140111
-0.943925,0.248483
-0.978767,0.0747503
-0.978767,0.0747503
-0.966342,0.169158
-0.952408,0.232793
-0.950325,0.25157
-0.966333,0.181593
-0.950992,0.245636
-0.950992,0.245636
-0.902958,0.38574
-0.950442,0.245954
-0.970533,0.164354
-0.978433,-0.0685547
-0.978433,-0.0685547
-0.978433,-0.0685547
-0.975558,0.00303808
-0.9787,-0.00423831
-0.976142,-0.0708912
-0.961392,-0.199932
-0.961392,-0.199932
-0.961392,-0.199932
-0.957175,-0.228008
-0.956375,-0.20925
-0.924117,-0.32151
-0.961517,-0.197824
-0.945367,-0.260839
-0.945367,-0.260839
-0.945367,-0.260839
-0.907583,-0.366085
-0.874533,-0.438642
-0.854183,-0.48443
-0.781491,-0.591724
-0.752505,-0.62781
-0.735502,-0.645817
-0.652333,-0.727809
-0.651754,-0.726812
-0.651754,-0.726812
-0.604665,-0.768117
-0.604665,-0.768117
-0.651531,-0.724127
-0.598762,-0.77292
-0.538278,-0.817212
-0.429123,-0.882342
-0.40968,-0.891908
-0.420499,-0.881492
-0.435671,-0.876975
-0.471627,-0.861858
-0.476989,-0.859
-0.407446,-0.893942
-0.416222,-0.8885
-0.484806,-0.853767
-0.484806,-0.853767
-0.452483,-0.869225
-0.429534,-0.884633
-0.278907,-0.939008
-0.278907,-0.939008
-0.264109,-0.944858
-0.177337,-0.966908
-0.282657,-0.935375
-0.281925,-0.93925
-0.126426,-0.966542
-0.126426,-0.966542
-0.137548,-0.97125
-0.137548,-0.97125
-0.130852,-0.971908
-0.1593,-0.966992
-0.0901092,-0.975175
-0.248893,-0.945425
-0.286048,-0.932183
-0.215098,-0.952492
-0.215098,-0.952492
-0.129567,-0.969333
-0.223102,-0.9582
-0.200065,-0.960017
-0.282152,-0.940175
-0.337003,-0.919575
-0.337003,-0.919575
-0.337003,-0.919575
-0.124038,-0.975058
-0.113567,-0.971292
-0.113567,-0.971292
-0.0971217,-0.973775
