MDTU,susyTrans,Im(bilin)
10,-0.00671594,3.34612e-05
20,0.00743148,-3.66512e-05
30,0.00509468,-4.1564e-05
40,-0.00418132,5.6518e-05
50,0.0336025,-0.000101718
60,0.00724054,5.93226e-05
70,-0.00168549,4.34441e-06
80,-0.00264339,1.9804e-05
90,-0.00548918,2.02323e-07
100,-0.0226622,8.54731e-05
110,-0.00461313,-5.93787e-05
120,-0.0024607,-0.000109231
130,0.0114461,-6.05314e-05
140,0.00957364,-7.89228e-06
150,0.0100728,5.13642e-05
160,-0.018297,-5.19875e-05
170,-0.0136323,-4.23142e-05
180,-0.0290121,-1.23711e-05
190,0.00111386,3.24002e-05
200,-0.00809733,-1.14974e-05
210,-0.0199425,-3.43902e-05
220,-0.0056852,0.000197262
230,0.00462236,2.40339e-05
240,0.00474114,-0.000103691
250,0.007782,6.93789e-05
260,0.0214443,9.97708e-05
270,0.0128127,8.09724e-05
280,0.00888057,4.48089e-05
290,-0.00508171,-6.45008e-05
300,-0.0078008,-3.65242e-05
310,0.00449274,-0.000102746
320,0.0206765,-2.70169e-05
330,0.00970484,0.000110005
340,-0.00416866,5.78584e-05
350,-0.0133578,4.06847e-05
360,0.00774977,-2.18874e-05
370,-0.00108469,4.42529e-05
380,0.00943407,-0.000144148
390,0.00899409,4.66178e-05
400,-0.00709277,5.12364e-05
410,-0.00826266,3.44049e-05
420,-0.00666865,6.48246e-05
430,-0.0107366,-0.000119785
440,0.0164478,0.000121368
450,-0.0085359,7.22952e-05
460,-0.00479763,4.21316e-05
470,0.0211273,-3.66475e-05
480,-0.0119017,0.00020337
490,0.0169765,4.69597e-05
500,0.00494851,-0.000111986
510,0.00351615,2.99482e-05
520,-0.00368639,4.07234e-05
530,-0.0240664,-1.86532e-05
540,-0.00275356,-2.40732e-05
550,-0.00399497,4.04012e-05
560,-0.0148065,-3.13014e-05
570,-0.0151333,-0.000104994
580,0.0136042,-6.69316e-05
590,0.0184066,0.000125569
600,0.00423323,2.00856e-05
610,0.0167305,6.15967e-05
620,-0.0197311,2.70174e-05
630,-0.0134073,-6.71883e-05
640,-0.0115527,3.41514e-05
650,0.0107297,4.929e-05
660,0.0214461,-0.000121772
670,-0.0064923,3.9038e-05
680,-9.00416e-05,-3.51713e-05
690,0.0225617,-5.68012e-05
700,-0.00555724,3.00863e-05
710,-0.00591815,-3.89137e-05
720,0.00335268,1.67876e-05
730,-0.0156655,0.000179596
740,0.0118865,9.22025e-06
750,-0.0107129,-3.39387e-05
760,-0.0110491,-0.000165196
770,0.0114452,-0.000115461
780,-0.00410647,-4.33787e-05
790,0.0106094,9.43519e-05
800,-0.00911259,-7.76348e-05
810,-0.013444,0.000152295
820,0.00697299,-1.71508e-05
830,-0.0113949,-9.38539e-06
840,-0.00849531,-3.93693e-05
850,-0.0210628,-8.02421e-05
860,0.00466088,2.20222e-05
870,0.00819772,-9.18849e-05
880,0.00906779,9.29656e-05
890,-0.00767815,-9.64405e-06
900,-0.00468413,3.47389e-05
910,-0.00849969,-4.75844e-05
920,0.000328568,-0.00017662
930,-0.000874809,5.59812e-05
940,-0.0149828,-3.4895e-05
950,0.00765375,2.50379e-05
960,0.00360344,7.09073e-06
970,-0.00778756,-7.23676e-05
980,-0.00874651,0.000153936
990,-0.00720776,0.000110865
1000,-0.0182961,-0.000143849
1010,0.00255738,-5.32706e-06
1020,-0.0280724,-3.97445e-05
1030,-0.000629456,5.56734e-05
1040,-0.0202961,0.000150618
1050,-0.00782921,0.00014486
1060,0.0141926,-1.83942e-05
1070,0.00281861,-3.38074e-05
1080,0.0190901,1.77753e-05
1090,-0.00473036,-4.5427e-05
1100,-0.00301726,3.83008e-05
1110,-0.0135837,-0.00023384
1120,0.0042481,2.27881e-06
1130,-0.00107305,4.64352e-05
1140,0.0062766,4.94037e-05
1150,-0.00527811,3.93825e-05
1160,-0.00255103,2.06309e-06
1170,-0.00270331,5.89808e-05
1180,0.0164344,-1.28076e-05
1190,0.0142917,-0.00012693
1200,0.0142129,-5.04943e-05
1210,-0.0250184,3.34868e-05
1220,-0.00240558,0.000104815
1230,-0.0013984,-4.84078e-05
1240,-0.00927273,7.00036e-05
1250,0.00588835,4.75746e-05
1260,0.00395391,4.186e-05
1270,0.00136902,-4.39829e-05
1280,-0.00961552,-1.37285e-05
1290,-0.00810226,-0.00012112
1300,0.0158226,-5.55143e-05
1310,0.00650006,0.0002678
1320,0.00363438,1.93458e-05
1330,0.0076453,8.94217e-05
1340,-0.0021473,6.40095e-06
1350,0.00331291,3.82392e-05
1360,0.00689896,-2.82285e-05
1370,-0.0289578,-3.74139e-05
1380,-0.00126403,-9.6846e-05
1390,-0.0141806,-3.09709e-05
1400,0.0231342,-6.00976e-05
1410,-0.0303977,-2.32943e-05
1420,-0.010072,-0.000123224
1430,0.00599554,0.000123182
1440,-0.0135131,-3.96885e-05
1450,-0.0167252,-8.14887e-05
1460,-0.00861691,-3.45515e-05
1470,-0.0258134,-0.000176189
1480,-0.0234184,1.71878e-05
1490,-0.00999691,-1.42523e-05
1500,-0.00424712,7.12772e-05
1510,0.000275046,-6.9041e-05
1520,-0.00828872,-0.000135033
1530,-0.010752,2.36254e-05
1540,0.00692736,-1.11835e-05
1550,0.00928671,2.93642e-05
1560,-0.015921,-1.97866e-05
1570,0.013066,-6.52213e-05
1580,0.00514864,3.87779e-05
1590,-0.00816365,3.43031e-05
1600,0.0127548,-9.56127e-05
1610,-0.00411724,3.54561e-05
1620,0.00744688,-1.63003e-05
1630,0.00599876,-6.96155e-05
1640,0.0312896,1.05993e-05
1650,-0.00612428,1.45139e-05
1660,0.00396567,7.00921e-05
1670,0.0140578,-1.36404e-05
1680,0.0156207,-5.09125e-05
1690,0.00254229,3.26742e-05
1700,0.00601143,6.37013e-05
1710,-0.0206391,3.58615e-05
1720,-0.0178738,-1.58118e-05
1730,-0.00178034,2.84694e-05
1740,0.0071447,-0.000213058
1750,0.00589105,0.000100284
1760,0.00114595,-0.00013848
1770,-0.00812881,5.74519e-05
1780,-0.0162593,-0.000106381
1790,0.000320531,-3.67459e-05
1800,0.00593108,2.37046e-05
1810,0.0145061,-2.02747e-05
1820,0.00785957,-7.26574e-05
1830,0.00684514,-7.63966e-05
1840,-0.00293778,1.469e-05
1850,0.0100659,9.4531e-06
1860,0.00336473,-4.92846e-05
1870,-0.0249769,5.57934e-05
1880,0.00722622,-2.25374e-05
1890,0.00791496,-1.33669e-06
1900,-0.0268325,0.000142974
1910,-0.0103215,1.88635e-06
1920,0.00377892,0.000137123
1930,0.00578296,4.15922e-05
1940,0.00741657,4.65542e-05
1950,-0.01406,-8.18247e-05
1960,0.00688138,-1.71527e-05
1970,0.00959694,9.67382e-06
1980,-0.0046988,-9.59159e-05
1990,-0.0011552,-0.000109828
2000,0.00574697,-8.80767e-05
2010,-0.0208873,9.29787e-05
2020,0.0105565,-2.47692e-05
2030,0.0136007,-1.35342e-05
2040,0.0158191,3.94576e-05
2050,0.0206282,-3.72274e-05
2060,-0.0058461,-3.94573e-06
2070,0.00474789,0.000161215
2080,-0.00163215,-1.9013e-05
