MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.0178027,0.123702,7.2605e-05
2,0.0143701,0.107248,0.000182791
3,0.0306028,-0.16263,-1.99969e-05
4,0.0796305,-0.27319,-0.000160928
5,0.0796305,-0.27319,-0.000160928
6,0.00846396,-0.04905,9.69953e-06
7,0.00573814,0.030803,-6.29546e-05
8,0.0106944,0.081604,7.37521e-05
9,0.0122235,0.096555,-0.000272714
10,0.096103,0.30769,-1.36755e-05
11,0.096103,0.30769,-1.36755e-05
12,0.0300936,0.167324,4.85539e-05
13,0.0818749,0.282738,-8.58086e-05
14,0.00789989,-0.06487,7.59002e-05
15,0.112391,-0.32703,-3.13081e-05
16,0.143301,-0.369,-1.53942e-05
17,0.143301,-0.369,-1.53942e-05
18,0.00829419,0.076169,0.000170243
19,0.0141368,0.107329,7.83724e-05
20,0.0137353,-0.0933,-3.79611e-05
21,0.0144302,-0.09124,-0.000306407
22,0.00600698,-0.03025,-8.83074e-05
23,0.0188975,0.127968,-0.00012552
24,0.0193888,0.129361,3.04264e-05
25,0.0161821,0.119457,2.50707e-05
26,0.00532357,0.003692,-0.000168786
27,0.0105879,-0.05367,-0.000453199
28,0.0105879,-0.05367,-0.000453199
29,0.0105879,-0.05367,-0.000453199
30,0.00634004,0.026932,-0.000275317
31,0.0173351,0.111621,-0.000213795
32,0.0575421,0.235434,3.64956e-05
33,0.138229,0.368168,-3.50506e-05
34,0.125902,0.352546,-3.64076e-05
35,0.160589,0.3987,6.44548e-05
36,0.160589,0.3987,6.44548e-05
37,0.0394474,0.190707,-0.00016374
38,0.0394474,0.190707,-0.00016374
39,0.045532,0.206435,-0.000140843
40,0.039661,0.193033,8.68244e-05
41,0.0271029,0.157992,0.000105681
42,0.0271029,0.157992,0.000105681
43,0.0332776,0.176738,5.18141e-05
44,0.0331715,0.177464,-2.66403e-05
45,0.0899273,0.297856,3.66244e-05
46,0.0785631,0.276749,-1.37098e-05
47,0.156976,0.394827,-1.33722e-05
48,0.0641206,0.250535,1.55894e-05
49,0.0992214,0.312791,-6.12077e-05
50,0.0330872,0.175606,0.000184223
51,0.00853102,0.057621,0.000113595
52,0.00704292,0.063994,4.87e-05
53,0.0136905,0.103765,7.41427e-05
54,0.0242162,0.146468,-0.00026055
55,0.0369069,0.182736,-0.000173533
56,0.0101735,-0.06921,0.000174725
57,0.0101735,-0.06921,0.000174725
58,0.0059345,-0.03248,0.000109528
59,0.0187235,-0.10978,2.48403e-05
60,0.117499,-0.33283,1.49917e-05
61,0.270744,-0.51398,-0.00011668
62,0.121939,-0.34051,7.59695e-05
63,0.121939,-0.34051,7.59695e-05
64,0.0570669,-0.22985,-3.88685e-05
65,0.0104894,-0.07899,0.000189544
66,0.0445447,-0.1982,-5.54573e-05
67,0.0162513,-0.09858,-5.08534e-06
68,0.00403687,0.002462,-2.46089e-06
69,0.00847982,0.071274,6.23031e-05
70,0.0086309,0.069268,1.01043e-05
71,0.0252911,-0.13825,0.000239391
72,0.0390585,-0.17797,0.000310993
73,0.0871857,-0.27762,0.000219678
74,0.00910354,-0.05832,8.80767e-05
75,0.0275603,-0.14502,0.000228574
76,0.069113,-0.24943,-0.000100082
77,0.0557279,-0.21792,-2.02531e-05
78,0.0271015,-0.13859,-6.02111e-05
79,0.0603372,-0.2196,3.50919e-05
80,0.297948,-0.52403,8.30417e-05
81,0.103082,-0.30614,0.000260258
82,0.103082,-0.30614,0.000260258
83,0.00621608,-0.02262,0.00025809
84,0.00926718,0.022648,0.000497527
85,0.0169407,0.101992,0.000574215
86,0.010586,0.008384,0.000356963
87,0.010586,0.008384,0.000356963
88,0.010586,0.008384,0.000356963
89,0.0279787,0.150872,0.000114221
90,0.0062305,-0.02222,0.00022738
91,0.0891259,-0.27712,0.000216379
92,0.330958,-0.55982,3.03133e-05
93,0.132289,-0.35503,-4.07252e-05
94,0.132289,-0.35503,-4.07252e-05
95,0.0557595,-0.2227,0.000337766
96,0.183731,-0.41856,-2.07418e-05
97,0.323703,-0.55825,-0.000413703
98,0.184262,-0.41775,-0.000365796
99,0.184262,-0.41775,-0.000365796
100,0.069907,-0.25239,-0.000432349
101,0.259776,-0.50095,5.27093e-05
102,0.259776,-0.50095,5.27093e-05
103,0.0656335,-0.24573,0.000143552
104,0.22049,-0.46311,7.4373e-05
105,0.451533,-0.66492,-0.000286768
106,0.33421,-0.57084,0.000162785
107,0.28239,-0.52404,-4.01075e-05
108,0.00723228,-0.06639,-0.000151034
109,0.00378903,0.000776,-3.7773e-05
110,0.00796197,0.069448,2.17406e-05
111,0.0807953,-0.27381,0.000153411
112,0.0807953,-0.27381,0.000153411
113,0.0807953,-0.27381,0.000153411
114,0.00351234,0.01254,-0.000179096
115,0.0607325,0.242788,-1.17824e-05
116,0.00512101,0.05531,5.00743e-05
117,0.00954952,-0.08362,-9.55663e-05
118,0.0609602,-0.23533,-8.81863e-05
119,0.0929745,-0.29718,0.00016969
120,0.0354646,-0.16983,-0.000268243
121,0.0154278,-0.09935,0.00015281
122,0.00565149,-0.02402,0.000102436
123,0.00389888,-0.00999,-0.000138207
124,0.0084183,0.07629,-0.000134025
125,0.00572956,0.021638,-0.000342353
126,0.00572956,0.021638,-0.000342353
127,0.0151105,0.107423,-3.40397e-05
128,0.021818,-0.11687,-0.000103598
129,0.021818,-0.11687,-0.000103598
130,0.021818,-0.11687,-0.000103598
131,0.0280358,0.155206,-0.000185289
132,0.0119219,0.096181,-9.13054e-05
133,0.0119219,0.096181,-9.13054e-05
134,0.00437039,0.037478,-9.32516e-05
135,0.00437039,0.037478,-9.32516e-05
136,0.00437039,0.037478,-9.32516e-05
137,0.0746923,-0.25424,-0.00017463
138,0.184269,-0.41969,-6.53127e-05
139,0.0733752,-0.26017,-0.000230884
140,0.0733752,-0.26017,-0.000230884
141,0.0733752,-0.26017,-0.000230884
