MDTU,link
1,0.999268
2,0.99994
3,1.01033
4,1.01497
5,1.01497
6,1.00659
7,1.00413
8,1.00071
9,1.00016
10,0.990076
11,0.990076
12,0.996833
13,0.991768
14,1.00631
15,1.01595
16,1.01765
17,1.01765
18,1.00074
19,0.999691
20,1.0075
21,1.00749
22,1.00582
23,0.99816
24,0.999594
25,0.998552
26,1.004
27,1.00702
28,1.00702
29,1.00702
30,1.00289
31,0.999378
32,0.993575
33,0.986088
34,0.986531
35,0.984289
36,0.984289
37,0.996009
38,0.996009
39,0.995663
40,0.99553
41,0.997483
42,0.997483
43,0.996101
44,0.996273
45,0.990541
46,0.992228
47,0.984461
48,0.992675
49,0.991004
50,0.997196
51,1.00308
52,1.00091
53,1.00035
54,0.998239
55,0.996191
56,1.00713
57,1.00713
58,1.00576
59,1.00868
60,1.01619
61,1.0214
62,1.01633
63,1.01633
64,1.01358
65,1.00859
66,1.01206
67,1.0098
68,1.00395
69,1.00215
70,1.0018
71,1.01006
72,1.01185
73,1.01391
74,1.00737
75,1.01026
76,1.01333
77,1.01303
78,1.01028
79,1.01252
80,1.02263
81,1.01583
82,1.01583
83,1.00652
84,1.00304
85,0.999951
86,1.00391
87,1.00391
88,1.00391
89,0.996573
90,1.00524
91,1.01482
92,1.02265
93,1.01721
94,1.01721
95,1.01214
96,1.01923
97,1.02198
98,1.01982
99,1.01982
100,1.01395
101,1.02177
102,1.02177
103,1.01332
104,1.02025
105,1.02565
106,1.02322
107,1.0216
108,1.00651
109,1.00453
110,1.00231
111,1.01482
112,1.01482
113,1.01482
114,1.00398
115,0.993794
116,1.00216
117,1.00811
118,1.01319
119,1.01514
120,1.01086
121,1.00836
122,1.00743
123,1.00417
124,1.00321
125,1.00334
126,1.00334
127,1.00089
128,1.00905
129,1.00905
130,1.00905
131,0.997473
132,0.999616
133,0.999616
134,1.00356
135,1.00356
136,1.00356
137,1.01387
138,1.0192
139,1.01454
140,1.01454
141,1.01454
142,1.01897
143,1.01101
144,1.0228
145,1.01871
146,1.01871
147,1.01271
148,1.00944
149,1.00944
150,1.00782
151,1.00542
152,1.00082
153,1.01078
154,1.01078
155,1.01059
156,1.00106
157,1.00214
158,1.00142
159,1.00803
160,1.00756
161,1.00361
162,1.007
163,1.00718
164,1.00324
165,1.01723
166,1.01852
167,1.01852
168,1.00823
169,1.00906
170,1.01516
171,1.00959
172,1.0094
173,1.0094
174,1.00162
175,1.00694
176,1.01594
177,1.01195
178,1.00709
179,1.00526
180,1.01287
181,1.0275
182,1.02411
183,1.01751
184,1.01751
185,1.02983
186,1.02443
187,1.01654
188,1.02293
189,1.01271
190,1.00872
191,1.01631
192,1.0143
193,1.02116
194,1.01895
195,1.00772
196,1.01221
197,1.00795
198,1.00488
199,1.00433
200,0.998768
201,0.998657
202,0.991577
203,0.992172
204,1.00198
205,1.00198
206,1.00625
207,1.00625
208,1.00282
209,1.00282
210,1.0064
211,0.992802
212,0.988053
213,0.990084
214,0.990084
215,0.990084
216,0.996712
217,1.0017
218,1.00878
219,1.00878
220,1.00878
221,1.02092
222,1.01199
223,1.01199
224,1.01199
225,1.0039
226,1.0039
227,0.99234
228,1.00016
229,1.01016
230,1.00302
231,1.00521
232,1.00521
233,1.00455
234,1.00687
235,1.00226
236,1.01
237,1.01443
238,1.02584
239,1.02228
240,1.0119
241,1.01318
242,1.01927
243,1.00525
244,1.00299
245,1.00724
246,1.00724
247,1.00724
248,1.00054
249,0.991021
250,0.992082
251,1.00747
