MDTU,min_min,min_max,max_min,max_max5
1,-0.122494,-0.0165831,0.0120412,0.0985173
2,-0.118223,-0.0231997,0.0198456,0.0986316
3,-0.0964544,-0.0234077,0.0237839,0.0981786
4,-0.102883,-0.0145967,0.0226742,0.101933
5,-0.102883,-0.0145967,0.0226742,0.101933
6,-0.118099,-0.00583477,0.0110248,0.100404
7,-0.118931,-0.00822541,0.0115793,0.101397
8,-0.102421,-0.0254399,0.0214587,0.0978274
9,-0.116756,-0.0159635,0.0128274,0.0967414
10,-0.125273,-0.0115386,0.00076595,0.0976034
11,-0.125273,-0.0115386,0.000765947,0.0976034
12,-0.119793,-0.0139888,0.018378,0.0907714
13,-0.129505,-0.018408,0.00429558,0.101567
14,-0.100446,-0.0316269,0.0350366,0.101524
15,-0.0978177,-0.00767144,0.0244974,0.10703
16,-0.0989787,-0.00888475,0.0228063,0.106226
17,-0.0989787,-0.00888475,0.0228063,0.106226
18,-0.107298,-0.0249505,0.0286732,0.09181
19,-0.106067,-0.0200701,0.0234352,0.0971094
20,-0.105519,-0.0241849,0.0256889,0.0927472
21,-0.109896,-0.0177735,0.0329608,0.0964818
22,-0.119881,-0.0144515,0.0184451,0.106045
23,-0.114358,-0.0269126,0.0192489,0.087714
24,-0.121638,-0.0123635,0.0122629,0.103991
25,-0.114568,-0.0271341,0.0289025,0.0880456
26,-0.106116,-0.0144225,0.018922,0.0927188
27,-0.114838,-0.0109007,0.0154574,0.101109
28,-0.114838,-0.0109007,0.0154574,0.101109
29,-0.114838,-0.0109007,0.0154574,0.101109
30,-0.110136,-0.0200249,0.0241995,0.096067
31,-0.121384,-0.0210652,0.0194794,0.0988287
32,-0.124729,-0.0167476,0.00806042,0.0923216
33,-0.131445,-0.0227315,0.0083925,0.0969079
34,-0.118746,-0.0266739,0.0126667,0.101607
35,-0.127616,-0.030056,0.00472662,0.0976213
36,-0.127616,-0.030056,0.00472662,0.0976213
37,-0.115086,-0.0251974,0.0121449,0.101948
38,-0.115086,-0.0251974,0.0121449,0.101948
39,-0.120452,-0.0230489,0.0126496,0.101416
40,-0.116536,-0.0248665,0.0180508,0.0956641
41,-0.118688,-0.0219475,0.0241324,0.0966121
42,-0.118688,-0.0219475,0.0241324,0.0966121
43,-0.105665,-0.0236294,0.0156883,0.0935634
44,-0.118837,-0.022691,0.0150192,0.0985047
45,-0.121672,-0.0202507,0.0120288,0.0942488
46,-0.125034,-0.0127015,0.00814411,0.107159
47,-0.12941,-0.0261785,0.00408494,0.108225
48,-0.11536,-0.0179505,0.0121591,0.0911158
49,-0.142161,-0.00892962,-0.000510095,0.0999668
50,-0.120007,-0.00743349,0.0131307,0.100077
51,-0.116327,-0.01574,0.00644464,0.108522
52,-0.111084,-0.0267055,0.0266037,0.0909064
53,-0.115547,-0.0175164,0.00721671,0.0951383
54,-0.118421,-0.0237197,0.0190077,0.105831
55,-0.131549,-0.0192416,0.0132685,0.0982612
56,-0.107148,-0.0156648,0.0205829,0.0970274
57,-0.107148,-0.0156648,0.0205829,0.0970274
58,-0.110078,-0.0149315,0.0238092,0.0989628
59,-0.102801,-0.0190527,0.0214008,0.104719
60,-0.101362,-0.0146121,0.0266543,0.104022
61,-0.10066,-0.0160983,0.0325464,0.0980181
62,-0.0946103,-0.0131017,0.0236096,0.097174
63,-0.0946103,-0.0131017,0.0236096,0.097174
64,-0.107736,-0.0173827,0.0196607,0.106276
65,-0.128174,-0.0136635,0.0222479,0.106275
66,-0.0978459,-0.0109548,0.0195708,0.108124
67,-0.116066,-0.00454709,0.00961613,0.116105
68,-0.105681,-0.0117655,0.0189995,0.0984642
69,-0.130489,-0.0087741,0.0163371,0.101132
70,-0.121119,-0.0187568,0.01108,0.101098
71,-0.107873,-0.0117397,0.0231929,0.109997
72,-0.121727,-0.0123936,0.0153351,0.107373
73,-0.0984802,-0.0121163,0.0234719,0.0959074
74,-0.13141,-0.00912287,0.0190483,0.0956412
75,-0.128758,-0.0124455,0.0259897,0.102095
76,-0.102827,-0.0145179,0.0272018,0.0980096
77,-0.106526,-0.00818955,0.019606,0.109876
78,-0.109099,-0.00706139,0.014662,0.111039
79,-0.102953,-0.0104827,0.0208698,0.10545
80,-0.10478,-0.00712918,0.0254363,0.117045
81,-0.100814,-0.0173994,0.0304359,0.106193
82,-0.100814,-0.0173994,0.0304359,0.106193
83,-0.124143,-0.00769899,0.0190692,0.110958
84,-0.115557,-0.024684,0.0243179,0.0907114
85,-0.118378,-0.0231198,0.0193019,0.0916685
86,-0.106644,-0.0207373,0.0192425,0.104323
87,-0.106644,-0.0207373,0.0192425,0.104323
88,-0.106644,-0.0207373,0.0192425,0.104323
89,-0.105506,-0.0245198,0.0207124,0.0858759
90,-0.103976,-0.0163283,0.0193378,0.0994207
91,-0.10423,-0.0119003,0.0182516,0.105128
92,-0.100873,-0.0187296,0.0382947,0.0956308
93,-0.103919,-0.0136378,0.0284876,0.107186
94,-0.103919,-0.0136378,0.0284876,0.107186
95,-0.0939495,-0.0266481,0.0190467,0.0951427
96,-0.0999544,-0.0149529,0.0197575,0.110101
97,-0.0898784,-0.0180951,0.0426388,0.0901721
98,-0.10859,-0.00362383,0.0322481,0.113612
99,-0.10859,-0.00362383,0.0322481,0.113612
100,-0.115296,-0.0139428,0.0180703,0.102933
101,-0.106452,-0.00657553,0.0307519,0.111452
102,-0.106452,-0.00657553,0.0307519,0.111452
103,-0.102899,-0.0141313,0.0257594,0.100183
104,-0.108072,-0.010468,0.0316958,0.106954
105,-0.0947524,-0.00848999,0.0321438,0.107348
106,-0.102809,-0.0048295,0.0274966,0.105842
107,-0.0956738,-0.00622291,0.0299733,0.103932
108,-0.111725,-0.0111191,0.0223014,0.0983102
109,-0.10661,-0.0132234,0.0123096,0.0966066
110,-0.127684,-0.00738592,0.017532,0.0955617
111,-0.0974965,-0.00837959,0.0179697,0.106573
112,-0.0974965,-0.00837959,0.0179697,0.106573
113,-0.0974965,-0.00837959,0.0179697,0.106573
114,-0.11824,-0.0143433,0.0171862,0.100021
