MDTU,S_B
1,0.994019
2,0.994884
3,0.996589
4,1.00362
5,1.00362
6,0.997812
7,0.99539
8,0.994112
9,1.0004
10,0.991298
11,0.991298
12,1.00225
13,0.993234
14,0.997636
15,1.00438
16,0.99582
17,0.99582
18,0.996197
19,0.992026
20,0.997698
21,0.99369
22,0.996788
23,0.990693
24,0.993045
25,0.993189
26,0.989023
27,0.9952
28,0.9952
29,0.9952
30,0.98906
31,0.994267
32,0.986811
33,0.980442
34,0.988024
35,0.98755
36,0.98755
37,1.00702
38,1.00702
39,1.00004
40,0.99847
41,0.991931
42,0.991931
43,0.995997
44,0.999829
45,0.994255
46,0.997146
47,0.996374
48,0.996506
49,0.996599
50,1.00377
51,1.0079
52,1.00261
53,0.997486
54,1.00011
55,0.995744
56,1.00086
57,1.00086
58,1.00161
59,0.998807
60,1.00525
61,0.998914
62,0.990297
63,0.990297
64,0.984865
65,0.993754
66,0.99954
67,0.998091
68,0.999472
69,0.991946
70,0.988473
71,0.984869
72,0.994657
73,0.989383
74,0.987556
75,1.00072
76,1.00162
77,1.00179
78,0.990778
79,0.989142
80,0.9961
81,1.00686
82,1.00686
83,0.992784
84,0.985765
85,0.983607
86,0.99796
87,0.99796
88,0.99796
89,0.986504
90,0.990723
91,1.0005
92,1.00105
93,0.99763
94,0.99763
95,1.00218
96,0.997777
97,1.00186
98,1.00013
99,1.00013
100,0.996324
101,1.0013
102,1.0013
103,0.992954
104,0.997629
105,0.990409
106,0.993122
107,0.988243
108,0.991532
109,0.986576
110,0.997436
111,1.00373
112,1.00373
113,1.00373
114,0.994477
115,0.991376
116,0.999567
117,1.00635
118,1.01056
119,0.995087
120,0.995251
121,0.998909
122,0.992683
123,0.999475
124,0.998337
125,0.996472
126,0.996472
127,0.983903
128,0.997993
129,0.997993
130,0.997993
131,0.992127
132,1.00166
133,1.00166
134,0.998723
135,0.998723
136,0.998723
137,0.992353
138,0.995998
139,1.00894
140,1.00894
141,1.00894
142,1.00981
143,0.996096
144,1.00488
145,0.998422
146,0.998422
147,0.991223
148,0.990693
149,0.990693
150,0.988977
151,0.996119
152,0.989481
153,1.00542
154,1.00542
155,0.996629
156,0.983858
157,0.990384
158,0.989792
159,0.995657
160,0.99615
161,0.998052
162,1.00028
163,0.998013
164,0.996456
165,0.99165
166,1.00007
167,1.00007
168,0.990982
169,0.986669
170,0.994659
171,0.99496
172,1.00186
173,1.00186
174,0.995043
175,0.996127
176,1.00589
177,0.989428
178,0.98747
179,0.990281
180,0.985464
181,0.994252
182,0.995313
183,0.98232
184,0.98232
185,0.99667
186,0.99725
187,0.997692
188,0.988351
189,0.982675
190,0.986187
191,0.992013
192,0.99421
193,0.99406
194,0.998616
195,0.996245
196,0.993041
197,0.984599
198,0.983467
199,0.994773
200,0.998094
201,1.00552
202,1.00465
203,0.999084
204,0.995715
205,0.995715
206,1.00334
207,1.00334
208,0.992112
209,0.992112
210,0.999865
211,0.993981
212,0.996128
213,0.999975
214,0.999975
215,0.999975
216,0.994457
217,0.99953
218,0.992548
219,0.992548
220,0.992548
221,0.999443
222,0.992741
223,0.992741
224,0.992741
225,0.990642
226,0.990642
227,0.988691
228,1.00687
229,1.00357
230,0.988027
231,0.995912
232,0.995912
233,0.993488
234,0.98326
235,0.973252
236,0.984402
237,0.985237
238,0.993898
239,0.987149
240,0.992573
241,0.999728
242,1.00339
243,0.995243
244,1.00694
245,1.00249
246,1.00249
247,1.00249
248,0.997871
249,0.991371
250,0.997024
251,0.994755
252,0.992247
253,0.990494
254,0.990494
255,0.987614
256,0.987614
257,1.00236
258,1.0002
259,0.989094
260,1.00336
261,1.00336
262,1.00076
263,0.998392
264,0.988871
265,0.988871
266,0.997051
267,1.00212
268,0.995537
269,0.995537
270,0.995537
271,0.998085
272,0.998085
273,1.00501
274,0.991666
275,0.999251
276,1.00332
277,0.998775
278,1.00868
279,1.00236
280,1.00552
281,0.994045
282,0.99262
283,0.99262
284,0.99476
285,0.995909
286,0.995909
287,0.996257
288,0.9934
289,0.997426
290,1.00167
291,1.00011
292,0.996811
293,1.00045
294,0.994481
295,0.993894
296,1.00234
297,0.991489
298,0.998829
299,1.00469
300,1.00095
301,1.00095
302,1.00173
303,1.00173
304,0.996954
305,0.997608
306,1.00271
307,1.00271
308,1.00045
309,0.997233
310,1.00216
311,1.0059
312,1.0059
313,1.0059
314,1.00059
315,1.00059
316,0.990237
317,0.998752
318,0.998752
319,0.998752
320,1.00076
321,1.00267
322,0.997423
323,0.997423
324,0.997423
325,0.99626
326,0.999606
327,0.999606
328,1.00113
329,0.999101
330,0.999101
331,0.991937
332,1.00221
333,1.00221
334,0.991829
335,0.993625
336,0.990035
337,0.990035
338,0.987212
339,0.994659
340,0.996182
341,0.996182
342,0.993131
343,0.993131
344,0.997431
345,0.997651
346,0.997122
347,0.994737
348,0.994737
349,0.992732
350,0.988187
351,0.999617
352,0.998789
353,0.998789
354,0.993182
355,0.997579
356,0.997585
357,1.00435
358,0.998278
359,1.0001
360,0.990661
361,0.9903
362,0.999509
363,0.999509
364,0.99923
365,0.99923
366,0.999409
367,0.995679
368,0.99453
369,1.00595
370,1.00367
371,1.00242
372,1.00578
373,1.00188
374,1.00188
375,1.00447
376,0.996605
377,0.995711
378,0.995711
379,1.00738
380,0.990676
381,0.996515
382,1.00006
383,1.00091
384,1.00091
385,0.994848
386,0.994848
387,0.994848
388,0.99776
389,0.990341
390,0.996548
391,0.994807
392,1.00093
393,0.980626
394,0.989311
395,0.986072
396,0.993209
397,0.992054
398,0.992054
399,0.99206
400,0.99643
401,0.992684
402,0.994869
403,0.994584
404,0.996733
405,0.991448
406,0.991448
407,0.999026
408,1.00452
409,1.0006
410,0.995632
411,1.00403
412,1.00403
413,0.996648
414,0.988627
415,0.998837
416,0.996096
417,0.995706
418,1.00477
419,0.998221
420,1.00706
421,1.00691
422,0.998748
423,0.997261
424,0.997261
425,0.993991
426,0.994989
427,0.994989
428,0.996805
429,0.990736
430,0.992578
431,0.986644
432,0.990951
433,0.990388
434,1.00149
435,0.991971
436,0.992149
437,1.00254
438,0.99885
439,0.997019
440,0.996344
441,0.997657
442,0.989186
443,0.993414
444,0.991669
445,0.99591
446,0.99591
447,0.99591
448,0.99591
449,0.99591
450,0.989178
451,0.990694
452,0.993222
453,0.993451
454,0.984119
455,0.984119
456,0.989904
457,0.977156
458,0.986657
459,0.986657
460,1.00277
461,0.997599
462,0.994833
463,0.994833
464,1.00199
465,1.00199
466,1.0016
467,0.998426
468,0.993303
469,0.993303
470,0.993794
471,0.993683
472,0.995113
473,0.998584
474,1.00648
475,0.998158
476,0.998158
477,0.999803
478,0.999803
479,0.998442
480,0.989993
481,0.996484
482,0.996484
483,0.993961
484,0.992729
485,0.997674
486,0.997674
487,0.997674
488,1.0084
489,1.0084
490,0.9984
491,0.992985
492,0.992985
493,1.00235
494,0.992299
495,1.00098
496,1.00172
497,0.987679
498,0.985776
499,0.999892
500,0.990667
501,0.9828
502,0.99748
503,1.00069
504,1.005
505,1.00019
506,0.991701
507,0.991701
508,0.991701
509,0.991701
510,0.98988
511,0.99167
512,0.99167
513,0.995166
514,0.991991
515,0.991991
516,1.00896
517,1.00896
518,1.00164
519,1.00225
520,0.999378
521,0.999378
522,0.993666
523,0.996426
524,1.00093
525,1.00093
526,0.998489
527,0.994243
528,0.993431
529,0.993431
530,0.993431
531,0.993547
532,0.997227
533,0.996878
534,1.0004
535,1.00226
536,0.992112
537,1.00612
538,0.993628
539,0.991123
540,0.991725
541,0.995788
542,1.00188
543,1.00486
544,1.00616
545,1.01042
546,1.00319
547,1.00568
548,0.995833
549,0.995833
550,0.999071
551,0.986962
552,0.986011
553,0.997732
554,0.998273
555,0.986771
556,0.988226
557,0.991893
558,0.985906
559,0.997261
560,0.997261
561,0.996933
562,1.00082
563,1.00048
564,1.00585
565,1.00585
566,0.997967
567,1.00237
568,1.00015
569,0.993866
570,0.99473
571,0.99473
572,0.992251
573,0.993874
574,0.999335
575,1.00109
576,1.00109
577,0.996306
578,0.991979
579,0.999487
580,0.990579
581,0.990579
582,0.994402
583,0.994402
584,1.00534
585,1.00534
586,1.00534
587,0.998096
588,0.997132
589,1.00103
590,1.00563
591,1.00014
592,1.00014
593,0.998769
594,0.998769
595,0.996533
596,0.996533
597,1.01514
598,1.00116
599,1.00116
600,0.999804
601,0.996465
602,0.99497
603,0.99827
604,0.995331
605,0.992006
606,0.997979
607,1.00332
608,1.00531
609,1.00531
610,1.00531
611,0.998754
612,0.990869
613,0.990761
614,0.99234
615,0.99234
616,0.99234
617,0.992173
618,0.998408
619,1.00357
620,0.987249
621,0.99839
622,1.001
623,1.00303
624,1.00303
625,1.00889
626,0.994839
627,0.994839
628,0.994839
629,1.00148
630,0.994408
631,0.996642
632,0.998989
633,1.00502
634,1.01049
635,1.01049
636,0.998798
637,1.00433
638,1.00441
639,0.998189
640,1.00591
641,0.995615
642,0.995615
643,0.995484
644,0.997489
645,0.99857
646,1.00313
647,0.995233
648,0.992304
649,0.995053
650,0.999787
651,1.00264
652,0.995538
653,1.00893
654,0.996573
655,1.00283
656,1.00165
657,0.993488
658,0.997043
659,0.998167
660,1.00583
661,0.998075
662,1
663,0.996203
664,0.996607
665,0.994303
666,0.99481
667,0.999106
668,0.996901
669,0.990561
670,0.987098
671,0.986759
672,0.988239
673,0.987736
674,0.998984
675,0.994847
676,0.994505
677,0.994505
678,0.994505
679,0.995296
680,1.00086
681,0.995667
682,0.995667
683,0.990314
684,0.987513
685,0.995794
686,0.995794
687,0.996583
688,0.996583
689,1.00037
690,1.0011
691,0.998169
692,0.996135
693,0.996135
694,1.0071
695,0.999886
696,0.996786
697,0.989948
698,0.990102
699,0.993395
700,1.00367
701,1.00367
702,0.991576
703,0.991864
704,0.99922
705,0.982362
706,0.989857
707,0.99806
708,0.99806
709,0.997053
710,0.993473
711,1.004
712,1.00074
713,0.997047
714,0.98813
715,0.98813
716,0.984349
717,0.994994
718,0.988484
719,0.991259
720,0.987302
721,0.982949
722,0.992262
723,0.992262
724,0.996347
725,0.999086
726,0.999086
727,0.998911
728,0.997228
729,0.992695
730,0.992695
731,0.992695
732,0.987806
733,0.999208
734,0.995192
735,0.992842
