t,|deltaS|
1,0.164
2,0.1714
3,0.1577
4,0.1891
5,0.2757
6,0.18
7,0.01902
8,0.1041
9,0.2414
10,0.2244
11,0.3944
12,0.04511
13,1.006
14,0.8747
15,0.4993
16,0.07974
17,0.3807
18,0.5018
19,0.238
20,0.3433
21,0.4552
22,0.2387
23,0.4024
24,0.2883
25,0.4638
26,0.1825
27,0.632
28,0.6092
29,0.3443
30,0.1605
31,0.8553
32,0.9922
33,0.4753
34,0.3348
35,0.5199
36,0.6457
37,0.4475
38,0.1671
39,0.4847
40,0.3635
41,1.105
42,0.7228
43,0.1893
44,0.9366
45,0.08381
46,0.4499
47,0.4426
48,0.7743
49,0.1665
50,0.6595
51,0.003926
52,0.3489
53,0.3352
54,0.2263
55,0.3923
56,0.07881
57,0.8632
58,0.4012
59,0.3619
60,0.4501
61,0.1919
62,0.6784
63,0.7981
64,0.3599
65,0.1551
66,0.09267
67,0.2657
68,0.5084
69,0.7709
70,0.4485
71,0.005341
72,0.4217
73,0.323
74,0.2543
75,0.4912
76,0.4128
77,0.3479
78,0.06932
79,0.6722
80,0.5473
81,0.03489
82,1.427
83,0.3816
84,0.111
85,0.7577
86,0.7448
87,0.6231
88,0.3133
89,0.3033
90,0.07767
91,0.3019
92,0.008204
93,0.0534
94,0.2837
95,0.06681
96,0.1448
97,0.947
98,0.6695
99,0.4315
100,0.1175
101,0.3859
102,0.6112
103,0.2942
104,0.0428
105,0.7054
106,0.01979
107,0.8988
108,0.3203
109,0.5275
110,0.1954
111,0.00109
112,0.6921
113,0.2847
114,0.4642
115,0.211
116,0.6544
117,0.3962
118,0.4171
119,0.01865
120,0.9899
121,0.646
122,0.214
123,0.2883
124,0.6471
125,0.9041
126,0.3277
127,0.4895
128,0.4824
129,0.1253
130,0.5331
131,0.2349
132,0.3048
133,0.6222
134,0.1529
135,0.6591
136,0.5234
137,0.1403
138,0.1661
139,0.3276
140,0.2184
141,0.4745
142,0.859
143,0.6946
144,0.3033
145,0.7897
146,1.377
147,0.1821
148,1
149,0.5259
150,0.4692
151,0.6242
152,0.5867
153,0.5943
154,0.2776
155,0.07177
156,0.1494
157,0.402
158,0.2613
159,0.2147
160,0.6871
161,0.1942
162,0.714
163,0.6794
164,0.1307
165,0.04879
166,0.01062
167,0.4709
168,0.5185
169,0.4759
170,0.3266
171,0.5699
172,0.512
173,1.418
174,0.8516
175,0.6217
176,0.7233
177,0.05091
178,0.5171
179,0.8725
180,1.009
181,0.1531
182,0.08326
183,0.4718
184,0.5471
185,0.132
186,0.1511
187,0.7712
188,0.3618
189,0.4993
190,0.1796
191,0.1588
192,0.6596
193,0.9277
194,0.2175
195,0.9471
196,0.5224
197,0.04499
198,0.82
199,0.08994
200,0.0589
201,0.1942
202,0.1318
203,0.4476
204,0.05976
205,0.1962
206,0.1091
207,0.718
208,0.3026
209,0.6067
210,0.4634
211,0.3452
212,0.4926
213,0.08319
214,0.1891
215,0.476
216,0.2586
217,0.3274
218,0.1251
219,0.9168
220,0.4838
221,0.7925
222,0.7734
223,0.5528
224,0.5641
225,0.8284
226,0.698
227,0.08042
228,0.6066
229,0.5433
230,0.6191
231,0.004112
232,0.8782
233,0.7655
234,0.4283
235,0.4825
236,0.7883
237,0.1855
238,0.1846
239,0.004611
240,0.5738
241,1.362
242,0.01486
243,0.3269
244,0.5452
245,0.07325
246,0.9817
247,0.6054
248,0.5075
249,0.5646
250,0.135
251,0.3583
252,0.4616
253,0.06035
254,0.1516
255,0.356
256,0.2844
257,0.02269
258,0.067
259,0.6324
260,0.2955
261,0.5508
262,0.2776
263,0.1792
264,0.291
265,0.3789
266,0.04374
267,0.3089
268,0.2461
269,1.423
270,0.4121
271,0.1664
272,0.7895
273,0.261
274,0.1881
275,0.04167
276,0.1711
277,0.1967
278,0.05508
279,0.3784
280,0.3023
281,0.08815
282,0.2667
283,0.763
284,0.3539
285,0.7506
286,0.5598
287,0.4308
288,0.6323
289,0.02
290,0.6945
291,0.791
292,0.6083
293,0.2363
294,0.1091
295,0.01584
296,0.5994
297,0.6252
298,0.01811
299,0.1845
300,0.1847
301,1.342
302,0.00494
303,0.6093
304,0.4607
305,0.03345
306,0.1395
307,0.2662
308,0.7277
309,0.4842
310,0.03812
311,0.09394
312,0.6883
313,1.03
314,0.05929
315,0.09807
316,0.4535
317,0.3666
318,1.461
319,0.09431
320,0.2148
321,0.486
322,0.3279
323,0.3778
324,1.205
325,0.3127
326,0.3226
327,0.2
328,0.1775
329,0.7413
330,0.7178
331,0.3471
332,0.0004362
333,1.031
334,0.8411
335,0.2978
336,0.09786
337,1.217
338,0.7005
339,0.01331
340,0.0991
341,0.416
342,0.5856
343,1.027
344,0.2771
345,0.4743
346,0.6996
347,0.04914
348,1.219
349,0.311
350,0.1311
351,0.489
352,0.7033
353,0.1968
354,0.9309
355,0.7801
356,0.2183
357,0.03484
358,0.1112
359,0.321
360,0.3385
361,0.4742
362,0.1054
363,0.6643
364,0.5724
365,0.6208
366,0.1046
367,0.254
368,1.079
369,0.01685
370,0.0169
371,0.2339
372,0.1036
373,0.09605
374,0.05652
375,0.06325
376,0.116
377,0.005479
378,1.232
379,0.403
380,0.4542
381,0.2216
382,0.1904
383,0.09652
384,0.2779
385,0.09204
386,0.7515
387,0.5374
388,0.0547
389,0.2517
390,0.2775
391,0.1246
392,0.08764
393,0.5009
394,0.3683
395,0.4306
396,0.1659
397,0.3571
398,0.4404
399,0.5302
400,0.2836
401,0.1381
402,0.182
403,0.2287
404,0.2111
405,0.247
406,1.232
407,0.8768
408,0.3807
409,0.2773
410,0.2202
411,0.5375
412,1.43
413,0.3114
414,0.2659
415,0.2764
416,0.2047
417,0.2765
418,0.06313
419,0.002165
420,0.2377
421,0.1299
422,0.2788
423,0.167
424,0.7242
425,0.1732
426,0.2718
427,0.3052
428,0.4048
429,1.127
430,0.1748
431,0.06948
432,0.3311
433,0.1927
434,0.4818
435,0.4425
436,0.3363
437,0.1288
438,0.1591
