t,cost
10,4.8702
20,4.8594
30,4.854
40,4.8534
50,4.8684
60,4.8312
70,4.8534
80,4.8546
90,4.8708
100,4.8642
110,4.8576
120,4.8762
130,4.8564
140,4.8666
150,4.842
160,4.8678
170,4.8498
180,4.854
190,4.8696
200,4.8588
210,4.8582
220,4.8588
230,4.8666
240,4.8432
250,4.8612
260,4.854
270,4.827
280,4.86
290,4.8384
300,4.8444
310,4.8402
320,4.8384
330,4.8588
340,4.8636
350,4.8738
360,4.866
370,4.8636
380,4.8612
390,4.8606
400,4.8462
410,4.8414
420,4.8468
430,4.8588
440,4.8534
450,4.8564
460,4.86
470,4.8462
480,4.8756
490,4.8396
500,4.8606
510,4.8702
520,4.8732
530,4.8576
540,4.869
550,4.8606
560,4.8444
570,4.8828
580,4.8636
590,4.872
600,4.8822
610,4.851
620,4.8612
630,4.8786
640,4.8948
650,4.8834
660,4.8786
670,4.8816
680,4.8696
690,4.8552
700,4.8876
710,4.8534
720,4.8702
730,4.8678
740,4.8804
750,4.8756
760,4.8552
770,4.8666
780,4.8672
790,4.848
800,4.8864
810,4.8762
820,4.881
830,4.8864
840,4.9008
850,4.8822
860,4.8648
870,4.8738
880,4.8864
890,4.875
900,4.8708
910,4.8756
920,4.8762
930,4.875
940,4.8624
950,4.8642
960,4.872
970,4.8546
980,4.8684
990,4.8528
1000,4.8492
1010,4.8822
1020,4.8678
1030,4.8636
1040,4.8792
1050,4.8672
1060,4.8864
1070,4.8738
1080,4.8864
1090,4.8918
1100,4.866
1110,4.884
1120,4.8954
1130,4.887
1140,4.8876
1150,4.8948
1160,4.8774
1170,4.8834
1180,4.8924
1190,4.866
1200,4.8936
1210,4.872
1220,4.8972
1230,4.8654
1240,4.8888
1250,4.8642
1260,4.8774
1270,4.8864
1280,4.8912
1290,4.8876
1300,4.8786
1310,4.8918
1320,4.8852
1330,4.9074
1340,4.8678
1350,4.875
1360,4.881
1370,4.9008
1380,4.8834
1390,4.8498
1400,4.8984
1410,4.896
1420,4.8786
1430,4.8846
1440,4.8822
1450,4.9188
1460,4.905
1470,4.8822
1480,4.9014
1490,4.887
1500,4.884
1510,4.8978
1520,4.8954
1530,4.8804
1540,4.8846
1550,4.8852
1560,4.914
1570,4.9134
1580,4.902
1590,4.9026
1600,4.932
1610,4.9272
1620,4.8972
1630,4.896
1640,4.9176
1650,4.9008
1660,4.8792
1670,4.9224
1680,4.9416
1690,4.9308
1700,4.908
1710,4.9224
1720,4.9314
1730,4.9212
1740,4.893
1750,4.9344
1760,4.9446
1770,4.9194
1780,4.9062
1790,4.914
1800,4.9374
1810,4.9374
1820,4.9056
1830,4.926
1840,4.95
1850,4.9188
1860,4.9038
1870,4.9662
1880,4.9572
1890,4.9476
1900,4.923
1910,4.9836
1920,4.9746
1930,4.9578
1940,4.9164
1950,4.9758
1960,4.986
1970,4.9806
1980,4.962
1990,4.9572
2000,4.9794
2010,4.9932
2020,4.9974
2030,4.947
2040,4.983
2050,5.0196
2060,4.9902
2070,4.9884
2080,4.9518
2090,5.004
2100,5.0238
2110,5.0088
2120,4.9872
2130,4.9398
2140,5.0064
2150,4.9938
2160,5.0232
2170,4.977
2180,5.022
2190,5.025
2200,5.0238
2210,5.0214
2220,4.9992
2230,5.0514
2240,5.0484
2250,5.0238
2260,5.0658
2270,5.0856
2280,5.01
2290,5.0634
2300,5.0556
2310,5.0928
2320,5.0652
2330,5.0028
2340,5.0466
2350,5.07
2360,5.0718
2370,5.076
2380,5.0796
2390,5.0196
2400,5.079
2410,5.1
2420,5.1
2430,5.0856
2440,5.1036
2450,5.0274
2460,5.118
2470,5.1462
2480,5.1258
2490,5.1276
2500,5.1384
2510,5.1468
2520,5.055
2530,5.133
2540,5.1342
2550,5.1462
2560,5.1372
2570,5.1402
2580,5.1786
2590,5.1516
2600,5.0658
2610,5.1738
2620,5.1588
2630,5.145
2640,5.1276
2650,5.1432
2660,5.1534
2670,5.1492
2680,5.1048
2690,5.2008
2700,5.1954
2710,5.2206
2720,5.1972
2730,5.208
2740,5.2026
2750,5.1996
2760,5.202
2770,5.1408
2780,5.1
2790,5.1948
2800,5.196
2810,5.2158
2820,5.2074
2830,5.2056
2840,5.193
2850,5.217
2860,5.2056
2870,5.082
2880,5.2152
2890,5.2572
2900,5.2602
2910,5.2656
2920,5.2506
2930,5.2728
2940,5.2764
2950,5.2434
2960,5.2692
2970,5.2482
2980,5.268
2990,5.2614
3000,5.2956
3010,5.1984
3020,5.1528
3030,5.2704
3040,5.2662
3050,5.2908
3060,5.2734
3070,5.2776
3080,5.2998
3090,5.2848
3100,5.3052
3110,5.3154
3120,5.2944
3130,5.3562
3140,5.334
3150,5.3274
3160,5.3364
3170,5.361
3180,5.3748
3190,5.3544
3200,5.3508
3210,5.3538
3220,5.352
3230,5.3712
3240,5.3856
3250,5.3448
3260,5.3436
3270,5.3742
3280,5.3844
3290,5.391
3300,5.3802
3310,5.3892
3320,5.385
3330,5.3778
3340,5.3916
3350,5.409
3360,5.3862
3370,5.3652
3380,5.3538
3390,5.355
3400,5.3712
3410,5.4132
3420,5.445
3430,5.4234
3440,5.442
3450,5.4612
3460,5.4408
3470,5.4468
3480,5.4294
3490,5.4462
3500,5.4678
