MDTU,min_ave,max_ave
1,-0.0661843,0.0546999
2,-0.0658271,0.0581884
3,-0.0622688,0.0635134
4,-0.0584161,0.0625878
5,-0.0584161,0.0625878
6,-0.0615196,0.0572587
7,-0.0620618,0.0585905
8,-0.0646604,0.0584501
9,-0.0636207,0.0542596
10,-0.0682997,0.0512902
11,-0.0682997,0.0512902
12,-0.0658065,0.0545948
13,-0.0716463,0.0525526
14,-0.0655345,0.0684476
15,-0.0511587,0.0628319
16,-0.0550663,0.0649419
17,-0.0550663,0.0649419
18,-0.0631344,0.0591891
19,-0.0628791,0.0579041
20,-0.0647153,0.0588251
21,-0.0613216,0.0623029
22,-0.0638986,0.0608309
23,-0.0660871,0.0536569
24,-0.0661081,0.0576645
25,-0.0669186,0.0591303
26,-0.0578879,0.0569909
27,-0.0616954,0.0591424
28,-0.0616954,0.0591424
29,-0.0616954,0.0591424
30,-0.0632802,0.0583215
31,-0.0682743,0.0588948
32,-0.0686918,0.0510471
33,-0.074952,0.0511485
34,-0.0716849,0.0528409
35,-0.077017,0.0537138
36,-0.077017,0.0537138
37,-0.0705323,0.0556768
38,-0.0705323,0.0556768
39,-0.0700571,0.0569612
40,-0.0680842,0.0561916
41,-0.0674877,0.0593749
42,-0.0674877,0.0593749
43,-0.064259,0.05328
44,-0.0662284,0.0560969
45,-0.0719246,0.055338
46,-0.0690103,0.054806
47,-0.0742415,0.0555404
48,-0.069544,0.0518886
49,-0.0736636,0.051024
50,-0.0654321,0.0568903
51,-0.0634215,0.0579215
52,-0.0673196,0.058132
53,-0.0677825,0.0530584
54,-0.0676821,0.0603619
55,-0.0675397,0.054116
56,-0.0598676,0.0580595
57,-0.0598676,0.0580595
58,-0.0596285,0.0610648
59,-0.0633803,0.0641132
60,-0.0562098,0.0657764
61,-0.0549482,0.064733
62,-0.0528015,0.0609799
63,-0.0528015,0.0609799
64,-0.0596006,0.0630953
65,-0.0668839,0.0634215
66,-0.0543832,0.0625861
67,-0.0601522,0.0597212
68,-0.0567657,0.056734
