t,cg_iters
1,6464
2,6424
3,6430
4,6415
5,6395
6,6362
7,6380
8,6486
9,6453
10,6367
11,6455
12,6417
13,6328
14,6376
15,6427
16,6408
17,6406
18,6375
19,6391
20,6405
21,6460
22,6402
23,6367
24,6383
25,6353
26,6397
27,6464
28,6502
29,6293
30,6356
31,6423
32,6368
33,6436
34,6432
35,6350
36,6345
37,6402
38,6426
39,6334
40,6273
41,6335
42,6334
43,6490
44,6448
45,6352
46,6388
47,6409
48,6442
49,6359
50,6361
51,6399
52,6362
53,6404
54,6351
55,6360
56,6331
57,6294
58,6278
59,6373
60,6376
61,6462
62,6430
63,6425
64,6368
65,6336
66,6278
67,6343
68,6364
69,6387
70,6418
71,6318
72,6426
73,6413
74,6327
75,6351
76,6357
77,6377
78,6430
79,6394
80,6412
81,6409
82,6331
83,6442
84,6446
85,6353
86,6376
87,6449
88,6450
89,6488
90,6421
91,6370
92,6358
93,6419
94,6340
95,6518
96,6434
97,6382
98,6411
99,6427
100,6416
101,6339
102,6373
103,6377
104,6446
105,6379
106,6411
107,6398
108,6309
109,6402
110,6495
111,6418
112,6452
113,6388
114,6369
115,6414
116,6396
117,6318
118,6391
119,6443
120,6482
121,6459
122,6385
123,6469
124,6348
125,6322
126,6344
127,6353
128,6327
129,6468
130,6422
131,6362
132,6449
133,6397
134,6336
135,6423
136,6412
137,6375
138,6472
139,6460
140,6468
141,6315
142,6419
143,6414
144,6289
145,6303
146,6318
147,6335
148,6310
149,6367
150,6404
151,6370
152,6387
153,6435
154,6387
155,6429
156,6497
157,6419
158,6461
159,6328
160,6369
161,6341
162,6338
163,6323
164,6337
165,6372
166,6434
167,6407
168,6470
169,6422
170,6417
171,6403
172,6356
173,6387
174,6453
175,6379
176,6347
177,6361
178,6315
179,6452
180,6412
181,6334
182,6354
183,6525
184,6376
185,6342
186,6340
187,6439
188,6436
189,6452
190,6438
191,6340
192,6493
193,6513
194,6383
195,6375
196,6386
197,6401
198,6307
199,6341
200,6396
201,6458
202,6431
203,6357
204,6456
205,6368
206,6371
207,6347
208,6421
209,6356
210,6402
211,6346
212,6286
213,6374
214,6469
215,6421
216,6409
217,6354
218,6392
219,6400
220,6399
221,6438
222,6431
223,6460
224,6355
225,6381
226,6475
227,6367
228,6336
229,6506
230,6451
231,6368
232,6367
233,6434
234,6381
235,6359
236,6324
237,6359
238,6398
239,6331
240,6388
241,6420
242,6363
243,6361
244,6392
245,6373
246,6340
247,6356
248,6387
249,6486
250,6447
251,6301
252,6352
253,6368
254,6360
255,6295
256,6391
257,6343
258,6453
259,6453
260,6389
261,6370
262,6399
263,6253
264,6349
265,6374
266,6366
267,6314
268,6311
269,6361
270,6285
271,6359
272,6339
273,6331
274,6395
275,6372
276,6420
277,6349
278,6441
279,6403
280,6479
281,6364
282,6371
283,6405
284,6385
285,6347
286,6344
287,6344
288,6355
289,6277
290,6360
291,6394
292,6381
293,6316
294,6298
295,6284
296,6380
297,6443
298,6408
299,6335
300,6333
301,6395
302,6347
303,6275
304,6307
305,6370
306,6433
307,6415
308,6354
309,6285
310,6453
311,6344
312,6414
313,6400
314,6353
315,6308
316,6374
317,6340
318,6414
319,6356
320,6326
321,6378
322,6416
323,6377
324,6418
325,6461
326,6288
327,6336
328,6347
329,6363
330,6384
331,6420
332,6380
333,6322
334,6518
335,6509
336,6439
337,6353
338,6381
339,6380
340,6370
341,6424
342,6535
343,6483
344,6514
345,6427
346,6375
347,6470
348,6280
349,6463
350,6365
351,6390
352,6440
353,6359
354,6424
355,6455
356,6432
357,6376
358,6338
359,6324
360,6475
361,6309
362,6544
363,6481
364,6346
365,6412
366,6322
367,6321
368,6391
369,6386
370,6374
371,6361
372,6382
373,6445
374,6421
375,6313
376,6400
377,6395
378,6348
379,6419
380,6434
381,6425
382,6287
383,6469
384,6374
385,6430
386,6393
387,6397
388,6404
389,6465
390,6350
391,6298
392,6313
393,6295
394,6377
395,6529
396,6458
397,6320
398,6410
399,6388
400,6359
401,6360
402,6372
403,6347
404,6376
405,6280
406,6326
407,6240
408,6373
409,6300
410,6499
411,6420
412,6395
413,6341
414,6264
415,6313
416,6429
417,6410
418,6387
419,6365
420,6397
421,6272
422,6351
423,6365
424,6409
425,6361
426,6384
427,6379
428,6383
429,6456
430,6478
431,6363
432,6344
433,6238
434,6249
435,6384
436,6430
437,6418
438,6396
439,6415
440,6357
441,6356
442,6406
443,6405
444,6373
445,6368
446,6475
447,6301
448,6316
449,6374
450,6451
451,6386
452,6348
453,6366
454,6397
455,6503
456,6388
457,6331
458,6407
459,6406
460,6332
461,6301
462,6358
463,6398
464,6414
465,6373
466,6416
467,6356
468,6381
469,6260
470,6374
471,6397
472,6396
473,6403
474,6404
475,6421
476,6524
477,6475
478,6388
479,6383
480,6378
481,6428
482,6388
483,6420
484,6351
485,6380
486,6338
487,6357
