t,walltime
10,8.117
20,8.099
30,8.09
40,8.089
50,8.114
60,8.052
70,8.089
80,8.091
90,8.118
100,8.107
110,8.096
120,8.127
130,8.094
140,8.111
150,8.07
160,8.113
170,8.083
180,8.09
190,8.116
200,8.098
210,8.097
220,8.098
230,8.111
240,8.072
250,8.102
260,8.09
270,8.045
280,8.1
290,8.064
300,8.074
310,8.067
320,8.064
330,8.098
340,8.106
350,8.123
360,8.11
370,8.106
380,8.102
390,8.101
400,8.077
410,8.069
420,8.078
430,8.098
440,8.089
450,8.094
460,8.1
470,8.077
480,8.126
490,8.066
500,8.101
510,8.117
520,8.122
530,8.096
540,8.115
550,8.101
560,8.074
570,8.138
580,8.106
590,8.12
600,8.137
610,8.085
620,8.102
630,8.131
640,8.158
650,8.139
660,8.131
670,8.136
680,8.116
690,8.092
700,8.146
710,8.089
720,8.117
730,8.113
740,8.134
750,8.126
760,8.092
770,8.111
780,8.112
790,8.08
800,8.144
810,8.127
820,8.135
830,8.144
840,8.168
850,8.137
860,8.108
870,8.123
880,8.144
890,8.125
900,8.118
910,8.126
920,8.127
930,8.125
940,8.104
950,8.107
960,8.12
970,8.091
980,8.114
990,8.088
1000,8.082
1010,8.137
1020,8.113
1030,8.106
1040,8.132
1050,8.112
1060,8.144
1070,8.123
1080,8.144
1090,8.153
1100,8.11
1110,8.14
1120,8.159
1130,8.145
1140,8.146
1150,8.158
1160,8.129
1170,8.139
1180,8.154
1190,8.11
1200,8.156
1210,8.12
1220,8.162
1230,8.109
1240,8.148
1250,8.107
1260,8.129
1270,8.144
1280,8.152
1290,8.146
1300,8.131
1310,8.153
1320,8.142
1330,8.179
1340,8.113
1350,8.125
1360,8.135
1370,8.168
1380,8.139
1390,8.083
1400,8.164
1410,8.16
1420,8.131
1430,8.141
1440,8.137
1450,8.198
1460,8.175
1470,8.137
1480,8.169
1490,8.145
1500,8.14
1510,8.163
1520,8.159
1530,8.134
1540,8.141
1550,8.142
1560,8.19
1570,8.189
1580,8.17
1590,8.171
1600,8.22
1610,8.212
1620,8.162
1630,8.16
1640,8.196
1650,8.168
1660,8.132
1670,8.204
1680,8.236
1690,8.218
1700,8.18
1710,8.204
1720,8.219
1730,8.202
1740,8.155
1750,8.224
1760,8.241
1770,8.199
1780,8.177
1790,8.19
1800,8.229
1810,8.229
1820,8.176
1830,8.21
1840,8.25
1850,8.198
1860,8.173
1870,8.277
1880,8.262
1890,8.246
1900,8.205
1910,8.306
1920,8.291
1930,8.263
1940,8.194
1950,8.293
1960,8.31
1970,8.301
1980,8.27
1990,8.262
2000,8.299
2010,8.322
2020,8.329
2030,8.245
2040,8.305
2050,8.366
2060,8.317
2070,8.314
2080,8.253
2090,8.34
2100,8.373
2110,8.348
2120,8.312
2130,8.233
2140,8.344
2150,8.323
2160,8.372
2170,8.295
2180,8.37
2190,8.375
2200,8.373
2210,8.369
2220,8.332
2230,8.419
2240,8.414
2250,8.373
2260,8.443
2270,8.476
2280,8.35
2290,8.439
2300,8.426
2310,8.488
2320,8.442
2330,8.338
2340,8.411
2350,8.45
2360,8.453
2370,8.46
2380,8.466
2390,8.366
2400,8.465
2410,8.5
2420,8.5
2430,8.476
2440,8.506
2450,8.379
2460,8.53
2470,8.577
2480,8.543
2490,8.546
2500,8.564
2510,8.578
2520,8.425
2530,8.555
2540,8.557
2550,8.577
2560,8.562
2570,8.567
2580,8.631
2590,8.586
2600,8.443
2610,8.623
2620,8.598
2630,8.575
2640,8.546
2650,8.572
2660,8.589
2670,8.582
2680,8.508
2690,8.668
2700,8.659
2710,8.701
2720,8.662
2730,8.68
2740,8.671
2750,8.666
2760,8.67
2770,8.568
2780,8.5
2790,8.658
2800,8.66
2810,8.693
2820,8.679
2830,8.676
2840,8.655
2850,8.695
2860,8.676
2870,8.47
2880,8.692
2890,8.762
2900,8.767
2910,8.776
2920,8.751
2930,8.788
2940,8.794
2950,8.739
2960,8.782
2970,8.747
2980,8.78
2990,8.769
3000,8.826
3010,8.664
3020,8.588
3030,8.784
3040,8.777
3050,8.818
3060,8.789
3070,8.796
3080,8.833
3090,8.808
3100,8.842
3110,8.859
3120,8.824
3130,8.927
3140,8.89
3150,8.879
3160,8.894
3170,8.935
3180,8.958
3190,8.924
3200,8.918
3210,8.923
3220,8.92
3230,8.952
3240,8.976
3250,8.908
3260,8.906
3270,8.957
3280,8.974
3290,8.985
3300,8.967
3310,8.982
3320,8.975
3330,8.963
3340,8.986
3350,9.015
3360,8.977
3370,8.942
3380,8.923
3390,8.925
3400,8.952
3410,9.022
3420,9.075
3430,9.039
3440,9.07
3450,9.102
3460,9.068
3470,9.078
3480,9.049
3490,9.077
3500,9.113
