MDTU,min_ave,max_ave
1,0.0606345,0.150708
2,0.0395829,0.137529
3,0.0362524,0.128744
4,0.0362524,0.128744
5,0.0362524,0.128744
6,0.0227079,0.119287
7,0.0163267,0.111962
8,0.0163267,0.111962
9,0.00815127,0.096973
10,0.00815127,0.096973
11,0.00815127,0.096973
12,-0.00689008,0.0888095
13,-0.0069403,0.0926794
14,-0.0069403,0.0926794
15,-0.0069403,0.0926794
16,-0.00856758,0.0893146
17,-0.00856758,0.0893146
18,-0.022352,0.0784445
19,-0.0272602,0.0713067
20,-0.0352116,0.0654895
21,-0.0419033,0.0608688
22,-0.0419033,0.0608688
23,-0.0401585,0.054419
24,-0.0377226,0.0629993
25,-0.0443238,0.0662172
26,-0.0411148,0.0586462
27,-0.0459333,0.0541768
28,-0.0459333,0.0541768
29,-0.0495283,0.0519854
30,-0.0495283,0.0519854
31,-0.0485839,0.0484725
32,-0.0556615,0.0461561
33,-0.0625249,0.0484231
34,-0.0516966,0.0496283
35,-0.0520694,0.0494464
36,-0.0520694,0.0494464
37,-0.0445565,0.0491569
38,-0.0445565,0.0491569
39,-0.0451869,0.0501188
40,-0.0450641,0.0504493
41,-0.0450641,0.0504493
42,-0.0450641,0.0504493
43,-0.0550581,0.0445123
44,-0.0539622,0.0489977
45,-0.0410096,0.060057
46,-0.0410096,0.060057
47,-0.0499495,0.0535905
48,-0.0488091,0.0546449
49,-0.0413735,0.0548685
50,-0.0476242,0.0581419
51,-0.0476242,0.0581419
52,-0.0462492,0.0546112
53,-0.0413261,0.054795
54,-0.0442833,0.0541881
55,-0.0510154,0.0575819
56,-0.0427247,0.0530585
57,-0.0462714,0.0542899
58,-0.04824,0.0532405
59,-0.0384755,0.0570754
60,-0.0420652,0.0551838
61,-0.0466422,0.0542727
62,-0.0528757,0.0485385
63,-0.0534753,0.0473571
64,-0.0467124,0.0477594
65,-0.0524205,0.0505632
66,-0.0524514,0.0447736
67,-0.0524514,0.0447736
68,-0.0507203,0.0536374
69,-0.0544322,0.0493043
70,-0.0548009,0.0469347
71,-0.0519187,0.0458329
72,-0.0534719,0.0385844
73,-0.0534719,0.0385844
74,-0.0516186,0.0471147
75,-0.0587309,0.0423325
76,-0.0584775,0.0512446
77,-0.0584775,0.0512446
78,-0.0584775,0.0512446
79,-0.048205,0.0461652
80,-0.0548418,0.0494196
81,-0.0478178,0.0545273
82,-0.0529814,0.0467741
83,-0.0544356,0.0455265
84,-0.0536834,0.0502909
