MDTU,plaq,Re(det),Im(det),link
1,0.0337505,3.56348,2.75529,0.0843954
2,0.0503895,2.62457,1.28726,0.0714128
3,0.0404923,1.60613,0.953542,0.0929
4,0.0404923,1.60613,0.953542,0.0929
5,0.0404923,1.60613,0.953542,0.0929
6,0.0330442,0.895057,0.615977,0.0912055
7,0.0396368,0.686238,0.41005,0.0910216
8,0.0396368,0.686238,0.41005,0.0910216
9,0.0495896,0.548519,0.253905,0.108337
10,0.0495896,0.548519,0.253905,0.108337
11,0.0495895,0.548519,0.253905,0.108337
12,0.0481838,0.300665,0.147546,0.0964814
13,0.0440766,0.266323,0.142705,0.0661467
14,0.0440766,0.266323,0.142705,0.0661467
15,0.0440766,0.266323,0.142705,0.0661467
16,0.0510684,0.302917,0.123698,0.108253
17,0.0510684,0.302917,0.123698,0.108253
18,0.0548649,0.193476,0.0850068,0.085531
19,0.0440941,0.122973,0.0549561,0.115872
20,0.0403183,0.0793404,0.0412595,0.110149
21,0.0456996,0.0766941,0.0345929,0.113544
22,0.0456996,0.0766941,0.0345929,0.113544
23,0.038047,0.049205,0.0298523,0.102785
24,0.0423095,0.0757102,0.0395306,0.125093
25,0.0393399,0.0667691,0.0356667,0.0965646
26,0.0434633,0.0675022,0.0294317,0.0934276
27,0.0473378,0.0595858,0.0255712,0.10764
28,0.0473378,0.0595858,0.0255712,0.10764
29,0.0360082,0.0373249,0.0245279,0.107984
30,0.0360082,0.0373249,0.0245279,0.107984
31,0.0323187,0.0339069,0.0249568,0.115053
32,0.0490554,0.0438138,0.0181214,0.103113
33,0.0497613,0.0445969,0.0191771,0.120077
34,0.0309333,0.0310072,0.0191528,0.10652
35,0.0590569,0.060699,0.0216996,0.119896
36,0.0590569,0.060699,0.0216996,0.119896
37,0.0580168,0.0688039,0.025508,0.111374
38,0.0580168,0.0688039,0.025508,0.111374
39,0.0421656,0.0517187,0.0268811,0.112386
40,0.0380892,0.0472297,0.0240142,0.114488
41,0.0380892,0.0472297,0.0240142,0.114488
42,0.0380892,0.0472297,0.0240142,0.114488
43,0.0444885,0.0388398,0.0171284,0.122668
44,0.0301697,0.0295307,0.0220345,0.118814
45,0.043856,0.057937,0.029177,0.112585
46,0.043856,0.057937,0.029177,0.112585
47,0.0309568,0.0348862,0.0224802,0.110015
48,0.0403795,0.0489589,0.0232381,0.127016
49,0.045868,0.0664704,0.0306118,0.108332
50,0.0340254,0.0439893,0.0262232,0.12124
51,0.0340254,0.0439893,0.0262232,0.12124
52,0.0428891,0.0538885,0.0303021,0.120223
53,0.039632,0.0556108,0.0308804,0.106645
54,0.0537097,0.0654696,0.0283409,0.118789
55,0.0312796,0.0363296,0.0261112,0.116644
56,0.0313983,0.0404189,0.0278009,0.121785
57,0.0373395,0.0447684,0.0240388,0.120659
58,0.0414068,0.0558836,0.0248794,0.127862
59,0.0333064,0.0496899,0.0350157,0.127413
60,0.0345008,0.0476521,0.028319,0.114941
61,0.0486644,0.0636773,0.0281324,0.128251
62,0.0548382,0.0493413,0.0178885,0.151851
63,0.052557,0.0475039,0.0200098,0.142396
64,0.0356477,0.0384853,0.0219788,0.130306
65,0.0533937,0.0519072,0.0215908,0.101337
66,0.0531089,0.0456632,0.0161944,0.122483
67,0.0531089,0.0456632,0.0161944,0.122483
68,0.0727215,0.0764546,0.0222029,0.112895
69,0.045201,0.0414844,0.0184051,0.108988
70,0.0557806,0.0469875,0.0175844,0.13602
71,0.0463521,0.0400932,0.0189598,0.117051
72,0.0678745,0.0523054,0.0173589,0.130423
73,0.0678745,0.0523054,0.0173589,0.130423
74,0.0575347,0.0513966,0.0200271,0.143154
75,0.047864,0.0331958,0.0125373,0.151307
76,0.0440278,0.0378614,0.0146296,0.15411
77,0.0440278,0.0378614,0.0146296,0.15411
78,0.0440278,0.0378614,0.0146296,0.15411
79,0.0474689,0.0486235,0.0206114,0.122972
80,0.0346863,0.0344437,0.0203509,0.135003
81,0.0380371,0.0421411,0.0241013,0.13698
82,0.071757,0.0600435,0.0167193,0.119308
83,0.0299953,0.0275596,0.0183544,0.11363
84,0.0381771,0.0389486,0.0243312,0.12137
85,0.0481224,0.0540577,0.0216904,0.123114
86,0.0356002,0.0358102,0.0193322,0.115287
87,0.0411819,0.0293757,0.0152252,0.125784
88,0.0411819,0.0293757,0.0152252,0.125784
89,0.0317622,0.0205493,0.0136127,0.122605
90,0.0314834,0.0313264,0.0218581,0.12294
91,0.0375605,0.042237,0.0246582,0.119309
92,0.0391085,0.0398939,0.022292,0.135552
93,0.0401631,0.0330984,0.015636,0.112366
94,0.0401631,0.0330984,0.015636,0.112366
95,0.0402382,0.039542,0.0184131,0.114213
96,0.0342063,0.0300969,0.0179512,0.122387
97,0.0287384,0.026087,0.0194073,0.114041
98,0.0359426,0.0250409,0.0138817,0.101548
99,0.0286124,0.0195399,0.0132064,0.130395
100,0.0609904,0.0445654,0.0134123,0.133289
101,0.045509,0.0239326,0.0103839,0.10908
102,0.0343051,0.0260995,0.0145973,0.121196
103,0.0333799,0.0189079,0.011312,0.131816
104,0.0281474,0.0203598,0.0146588,0.133017
105,0.0281474,0.0203598,0.0146588,0.133017
106,0.0282413,0.0241882,0.0180848,0.105995
107,0.0396273,0.0355196,0.0186913,0.108662
108,0.0345644,0.0250777,0.0171409,0.115295
109,0.0325526,0.0172181,0.010333,0.127473
110,0.0348283,0.0219384,0.0120321,0.13211
111,0.0315975,0.0226246,0.0134463,0.152824
112,0.036077,0.0217,0.0108501,0.120552
113,0.036077,0.0217,0.0108501,0.120552
114,0.031813,0.0187656,0.012633,0.134318
115,0.0415501,0.019027,0.00927494,0.147421
116,0.0367818,0.0199476,0.0111698,0.139421
117,0.0367818,0.0199476,0.0111698,0.139421
118,0.0276682,0.0144894,0.00974703,0.143636
