MDTU,link
1,1.24236
2,1.2025
3,1.18597
4,1.18597
5,1.18597
6,1.16678
7,1.14387
8,1.14387
9,1.12108
10,1.12108
11,1.12108
12,1.09347
13,1.09013
14,1.09013
15,1.09013
16,1.09093
17,1.09093
18,1.06587
19,1.05466
20,1.03846
21,1.03194
22,1.03194
23,1.01962
24,1.03519
25,1.03136
26,1.0258
27,1.01969
28,1.01969
29,1.01107
30,1.01107
31,1.01039
32,1.00236
33,1.00388
34,1.00923
35,1.01098
36,1.01098
37,1.01568
38,1.01568
39,1.01626
40,1.01658
41,1.01658
42,1.01658
43,1.00299
44,1.00798
45,1.02091
46,1.02091
47,1.01349
48,1.02026
49,1.02478
50,1.02191
51,1.02191
52,1.01807
53,1.02362
54,1.0193
55,1.01592
56,1.02118
57,1.01705
58,1.02149
59,1.02829
60,1.02142
61,1.0224
62,1.00921
63,1.00816
64,1.01213
65,1.0068
66,1.00163
67,1.00163
68,1.01105
69,1.00464
70,1.00328
71,1.00223
72,0.999119
73,0.999119
74,1.00641
75,0.995148
76,1.00506
77,1.00506
78,1.00506
79,1.00931
80,1.00958
81,1.01647
82,1.00194
83,1.00257
84,1.01277
85,1.01367
86,1.00929
87,0.995628
88,0.995628
89,0.990474
90,1.00804
91,1.01235
92,1.01311
93,0.997924
94,0.997924
95,1.00534
96,1.00293
97,1.00522
98,0.988775
99,0.993725
100,0.996996
101,0.979899
102,0.995846
103,0.985214
104,0.996775
105,0.996775
106,0.999884
107,1.00256
108,0.994465
109,0.982498
110,0.988964
111,0.996924
112,0.986603
113,0.986603
114,0.988938
115,0.979576
116,0.984143
117,0.984143
118,0.981427
119,0.983896
120,0.991615
121,0.990472
122,0.989903
123,0.983352
124,0.983659
125,0.985685
126,0.985685
127,0.990321
128,0.998664
129,0.998664
130,1.00895
131,1.00819
132,1.015
133,1.0076
134,1.00988
135,1.00988
136,0.995339
137,1.00342
138,0.999645
139,1.01228
140,1.01228
141,1.01228
142,1.00975
143,1.01948
144,1.01654
145,1.02249
146,1.00242
147,1.00318
148,1.00119
149,1.00119
150,1.00307
151,0.994125
152,1.00576
153,0.999599
154,0.992876
155,1.00714
156,1.01784
157,1.01601
158,1.00417
159,1.01261
160,1.01205
161,1.01546
162,1.01194
163,1.00463
164,1.00877
165,0.996844
166,0.993165
167,0.996691
168,1.00507
169,0.997126
170,0.991691
171,0.995366
172,0.991352
173,0.994125
174,0.998357
175,0.997554
176,1.00386
177,1.01494
178,1.01114
179,1.0056
180,1.00679
181,1.01491
182,1.01438
183,1.01932
184,1.01165
185,1.01447
186,1.01447
187,1.01907
188,1.02903
189,1.01239
190,1.0115
191,1.01334
192,1.01363
193,1.01365
194,1.00393
195,1.00414
196,1.01292
197,1.00215
198,1.00423
199,0.989013
200,0.993472
201,0.989261
202,0.996994
203,1.00336
204,0.997613
205,0.997613
206,1.00104
207,0.9956
208,1.00857
209,0.991058
210,1.00237
211,1.0038
212,0.991922
213,0.998825
214,0.996543
215,0.988379
216,0.988951
217,0.975172
218,0.974111
219,0.976369
220,0.982486
221,0.97998
222,0.983618
223,0.991853
224,0.993231
225,0.996174
226,0.996174
227,1.00511
228,1.0042
229,1.01404
230,1.00454
231,0.998835
232,0.996556
233,0.998926
234,0.990927
235,0.992421
236,0.98768
237,0.997654
238,0.992921
239,1.00082
240,0.998405
241,0.996214
242,0.996214
243,0.98634
244,0.990621
245,0.978989
246,0.982587
247,0.983371
248,0.988711
249,0.985437
250,0.995259
251,0.978687
252,0.983324
253,0.988448
254,0.992494
255,1.00645
256,1.00195
257,1.00644
258,1.01483
259,1.01233
260,0.999607
261,1.00082
262,1.00082
263,1.00536
264,0.994393
265,0.994393
266,1.00519
267,0.99878
268,0.99878
269,1.00086
270,1.00086
271,0.995276
272,0.995276
273,1.00069
274,1.0074
275,1.00385
276,1.00385
277,1.00109
278,0.988659
279,0.991804
280,0.990219
281,0.99291
282,0.99291
283,0.982209
284,0.976996
285,0.979059
286,0.98147
287,0.986803
288,0.98976
289,0.99615
290,0.992201
291,0.983558
292,0.993551
293,0.997006
294,0.991406
295,1.00231
296,1.00153
297,1.01309
