MDTU,0,2,4,6,8,10
10,0.0591466,0.0591692,0.0608073,0.0608499,0.0616497,0.0617956
20,0.0542503,0.0548316,0.0564216,0.056463,0.0574961,0.0575876
30,0.054112,0.05442,0.0560261,0.0560385,0.0565988,0.0566862
40,0.0545121,0.0545545,0.0561342,0.0563959,0.057584,0.0576491
50,0.0581103,0.0582536,0.0599969,0.0600277,0.0604342,0.0606481
60,0.0571673,0.0574561,0.0580849,0.0581256,0.0594256,0.0597429
70,0.053978,0.0541315,0.0556986,0.0558989,0.0567046,0.0567739
80,0.0554345,0.0554537,0.0567799,0.0569865,0.0576542,0.0580192
90,0.0553542,0.0556093,0.0578404,0.0578733,0.0579913,0.0585272
100,0.0543711,0.0544872,0.0557052,0.0557631,0.057626,0.0581461
110,0.054854,0.0549133,0.056417,0.0566451,0.0571147,0.0572513
120,0.0574504,0.0575168,0.0597517,0.0598585,0.0603363,0.0608078
130,0.0528365,0.0530379,0.0551364,0.0552513,0.0564501,0.0565271
140,0.0573351,0.0575659,0.0582958,0.0584308,0.0589584,0.0591503
150,0.0573459,0.0576628,0.0595045,0.0595837,0.0598754,0.060192
160,0.0568975,0.0570193,0.059115,0.0593113,0.0602046,0.0604865
170,0.0544802,0.0547593,0.05553,0.0556166,0.0571532,0.0575075
180,0.0600073,0.0603506,0.0606473,0.0608104,0.0614912,0.0615268
190,0.0537318,0.0537587,0.0563006,0.0563682,0.0585484,0.0589291
200,0.0531219,0.0538033,0.0550225,0.0554359,0.0556415,0.0560422
210,0.0565734,0.0565889,0.0582448,0.0584596,0.0591981,0.0593686
220,0.053325,0.0533471,0.0551383,0.0552086,0.0558711,0.0558815
230,0.0544091,0.0544386,0.0563687,0.05643,0.0571257,0.057363
240,0.0551156,0.0555677,0.0556801,0.05591,0.0567287,0.0570289
250,0.0586142,0.058709,0.0596175,0.0596854,0.0600342,0.0604527
260,0.0507884,0.0509595,0.0532072,0.0536525,0.0542422,0.054345
270,0.0547494,0.0548045,0.0563774,0.0565494,0.0569366,0.0572553
280,0.0532106,0.0533713,0.0543227,0.0545979,0.0559534,0.0560187
290,0.0508149,0.0513234,0.0534357,0.0537806,0.0548829,0.055204
300,0.0514816,0.0517148,0.0541945,0.054373,0.0550081,0.0550457
310,0.0560276,0.0561648,0.05782,0.0578677,0.0582094,0.0582486
320,0.052579,0.0526454,0.055644,0.0557943,0.0559845,0.0561626
330,0.0527913,0.0528426,0.0542038,0.0542118,0.0554861,0.0555998
340,0.056437,0.05656,0.0581386,0.058277,0.0587775,0.0588081
