ReTr(Lx),ImTr(Lx)
-0.166879,-3.7987
-0.884875,-3.70355
0.0306393,-2.03466
0.0306393,-2.03466
0.0306393,-2.03466
0.0582662,-1.70608
0.4556,-1.01016
0.4556,-1.01016
0.396457,-0.633149
0.396457,-0.633149
0.396457,-0.633149
0.574562,-0.158202
0.719607,-0.429074
0.719607,-0.429074
0.719607,-0.429074
0.478684,-0.0116108
0.478684,-0.0116108
0.390365,0.0847308
0.232483,0.0407173
0.115115,0.0687489
0.151237,0.0118713
0.151237,0.0118713
0.0863208,-0.0359113
-0.0544374,-0.077544
0.0647055,-0.11605
-0.019165,0.0180628
0.0511383,0.0134597
0.0511383,0.0134597
-0.0426803,-0.00917892
-0.0426803,-0.00917892
0.0067541,-0.0332791
-0.0989842,-0.0483985
-0.0582852,-0.012883
-0.0396409,-0.00393147
-0.0223273,0.0231316
-0.0223273,0.0231316
-0.0179047,0.0316661
-0.0179047,0.0316661
-0.0159347,-0.0116773
0.0169718,0.0534612
0.0169718,0.0534612
0.0169718,0.0534612
0.0193417,0.0106249
-0.0507401,0.0529792
-0.094275,0.108018
-0.094275,0.108018
-0.0356972,0.127391
-0.0688716,0.0440467
-0.0780327,0.0138979
0.0131682,-0.0461018
0.0131682,-0.0461018
-0.0387338,-0.00471094
-0.0289429,0.120563
-0.0466326,0.0112685
-0.00581153,0.0112884
0.030323,-0.00429176
0.0122418,0.000895142
-0.0387167,-0.0777885
0.0521161,-0.00741426
0.0379171,0.0301055
0.0635825,-0.0149884
-0.00342709,0.0515475
-0.0418562,0.0524644
0.0149377,0.0690313
-0.0456429,0.136174
-0.047479,0.101715
-0.047479,0.101715
-0.0541204,0.114613
-0.0468858,0.124594
0.0124883,0.0698099
0.0131493,0.0410503
-0.00892808,0.00324682
-0.00892808,0.00324682
-0.0363347,-0.0104043
-0.0153621,0.0125546
-0.00295237,-0.0289543
-0.00295237,-0.0289543
-0.00295237,-0.0289543
-0.0095455,-0.0303108
-0.0478337,-0.0107672
-0.0514207,-0.0238248
-0.0214059,-0.017795
-0.0259087,0.02518
-0.0318213,0.000286892
-0.016933,-0.0229123
-0.0268242,-0.0308228
-0.026773,-0.0193513
-0.026773,-0.0193513
-0.0329267,0.00751219
-0.0171783,-0.0122403
0.00117659,0.00345283
0.0134568,0.00688358
0.0526922,0.0177048
0.0526922,0.0177048
0.0104906,0.0186499
0.0637776,0.0450722
0.0159241,0.00144005
-0.0282172,-0.0602721
-0.0322477,0.0146744
-0.0531047,0.0121471
-0.0037838,0.00290753
0.0374659,0.0170308
-0.0146453,0.0253474
-0.0330268,-0.0317399
-0.0330268,-0.0317399
-0.0283931,0.0168993
-0.0290779,-0.0456615
0.00423857,-0.00421933
0.00978717,-0.0354688
0.0131765,-0.0252372
-0.00453034,-0.0363872
-0.032971,-0.0357776
-0.032971,-0.0357776
0.0324712,-0.0239027
0.00859175,0.0288211
-0.0300189,0.0292249
-0.0300189,0.0292249
-0.0173608,0.0220708
0.00477031,-0.0162768
0.00453814,-0.00965817
-0.0280022,0.0321582
-0.0338327,0.0417764
-0.0340753,-0.00145871
-0.015517,-0.0089515
-0.076332,0.011126
-0.076332,0.011126
-0.0424821,0.00473798
-0.0503792,-0.0496692
-0.0503792,-0.0496692
-0.0934008,-0.104941
-0.0170012,-0.0668556
-0.000159553,-0.00704473
0.0240456,0.0234273
0.00854275,0.0094635
0.00854275,0.0094635
-0.0260722,0.00558484
-0.032533,-0.0455848
0.00941808,-0.104617
-0.0365381,-0.0151731
-0.0365381,-0.0151731
-0.0365381,-0.0151731
0.0135612,-0.0667764
-0.00786728,0.0338603
0.0176871,0.000586327
0.0215326,0.038343
0.0290647,0.0253371
0.0344665,0.0473911
0.0227486,0.0268606
0.0227486,0.0268606
0.0958025,0.0280964
0.172221,-0.0205908
0.0494837,0.0188599
0.0335699,0.0197642
0.0278441,0.008743
0.007286,0.0608754
0.132777,0.108324
-0.0499887,0.0731761
0.00858075,0.0583979
0.0274272,0.0731025
-0.049819,0.0792223
0.0100808,0.0776355
-0.0366346,0.071253
-0.00988325,-0.0182518
0.0430638,0.0203792
0.00510248,0.0443209
-0.0243965,-0.0127795
-0.0323451,0.0213575
-0.0410672,0.0695419
0.0133706,0.0645146
-0.00139588,0.0323725
-0.00227184,0.0482485
-0.0188243,0.022224
-0.00827381,0.00500464
0.000594563,-0.0110006
0.0693343,0.0500772
0.0615649,0.0132945
0.0692976,0.045068
0.047346,0.00174738
0.0563036,-0.0450639
0.0102581,-0.00686169
0.0384115,-0.0420088
-0.0465965,-0.0477705
-0.0906292,-0.0118628
-0.00186262,-0.0310815
0.023126,-0.0554397
0.023126,-0.0554397
0.0592133,-0.00629637
0.0525485,-0.0325118
-0.0010774,0.0301585
-0.0689196,-0.0677976
-0.00856617,-0.0542508
0.0114069,0.0174136
0.0262583,0.00443883
-0.0210453,0.0415948
0.058716,0.0186626
0.0291531,-0.0114096
0.11767,-0.0125276
