MDTU,S_F
1,0.945794
2,1.01128
3,1.00392
4,1.00148
5,0.993839
6,1.00907
7,1.00637
8,0.996378
9,1.00594
10,0.999707
11,1.00247
12,1.00979
13,0.994048
14,1.00114
15,1.005
16,0.998731
17,1.00538
18,1.00176
19,1.00202
20,1.00976
21,0.998756
22,0.99867
23,1.00286
24,1.00024
25,0.998351
26,1.00348
27,1.00384
28,0.999049
29,1.00423
30,1.00097
31,0.99814
32,0.999632
33,0.99514
34,0.998086
35,0.997501
36,0.999483
37,0.997552
38,1.00336
39,1.00108
40,1.0019
41,0.995531
42,1.00377
43,0.998267
44,0.998636
45,0.995427
46,0.991777
47,0.999593
48,1.00427
49,1.00113
50,1.00143
51,1.00095
52,1.00133
53,0.997807
54,0.994639
55,1.0016
56,1.0025
57,0.999009
58,1.00106
59,1.00054
60,0.999469
61,1.00557
62,1.0052
63,1.00333
64,1.00147
65,0.997027
66,1.00356
67,1.00087
68,1.00224
69,1.0016
70,0.997693
71,0.999148
72,1.00455
73,0.999258
74,0.999829
75,1.00655
76,1.00003
77,0.998623
78,0.999706
79,1.00302
80,1.00491
81,0.995343
82,1.00178
83,1.00091
84,0.993073
85,0.999554
86,1.00703
87,1.0001
88,0.999126
89,0.996091
90,0.992543
91,1.00751
92,1.00138
93,0.998223
94,1.00216
95,0.996713
96,1.00008
97,1.00061
98,1.00029
99,0.992645
100,0.998792
101,1.0085
102,0.999561
103,1.00016
104,1.00087
105,0.997876
106,1.00179
107,1.00214
108,1.00197
109,1.00205
110,0.996998
111,1.00613
112,0.997648
113,1.00228
114,0.996141
115,0.994971
116,1.00068
117,1.00184
118,0.999789
119,1.00289
120,0.99757
121,1.0001
122,1.00151
123,0.999369
124,1.00128
125,0.999003
126,0.996486
127,0.999773
128,1.00582
129,1.00375
130,1.00411
131,1.00072
132,0.998951
133,1.00215
134,0.9985
135,1.00007
136,1.00109
137,1.00103
138,0.998937
139,0.999069
140,0.99755
141,0.992428
142,0.996195
143,0.996097
144,1.0027
145,1.00169
146,0.995615
147,0.995037
148,0.993923
149,0.998531
150,0.999036
151,0.997961
152,1.00237
153,1.0019
154,1.00723
155,1.00416
156,0.998553
157,1.00117
158,1.00235
159,0.99862
160,1.00646
161,1.00124
162,1.00112
163,0.995067
164,0.996945
165,1.00338
166,0.996656
167,0.999866
168,0.999888
169,1.00309
170,0.996799
171,0.998658
172,1.00506
173,0.995434
174,0.996751
175,1.00304
176,1.00045
177,0.996655
178,0.995211
179,1.00089
180,0.999787
181,1.00088
182,1.00511
183,0.996692
184,1.00576
185,1.00649
186,0.996322
187,1.00284
188,1.00396
189,0.997617
190,0.992032
191,1.00597
192,0.997946
193,1.00422
194,1.00233
195,1.00084
196,1.00489
197,0.999315
198,0.999451
199,1.00084
200,0.998641
201,0.99493
202,0.999992
203,0.999861
204,1.00541
205,0.999169
206,1.00502
207,1.00063
208,0.998379
209,1.00474
210,0.994137
211,0.999415
212,1.00202
213,0.996172
214,1.00317
215,1.00656
216,0.998451
217,0.998433
218,1.00188
219,0.998084
220,0.996535
221,1.00265
222,1.00297
223,0.994611
224,0.997384
225,0.995836
226,0.997918
227,0.996215
228,0.999917
229,1.00248
230,0.997165
231,1.00367
232,0.996048
233,0.999039
234,0.999464
235,1.00043
236,1.00371
237,1.00105
238,1.00416
239,0.99769
240,1.00395
241,1.00572
242,1.00234
243,0.99938
244,1.00272
245,1.00366
246,0.996571
247,0.99431
248,0.996922
249,1.00202
250,0.998136
251,0.999997
252,1.00234
253,0.999681
254,0.998559
255,1.00527
256,1.00102
257,1.00107
258,1.00144
259,1.00209
260,1.00156
261,0.999028
262,0.995694
263,1.00113
264,1.0039
265,0.994343
266,0.997433
267,1.00071
268,1.00407
269,0.997218
270,0.998577
271,1.0012
272,1.00388
273,1.0014
274,0.993879
275,1.00105
276,1.00546
277,0.995678
278,1.00012
279,0.995918
280,1.00122
281,0.998161
282,1.00098
283,1.00188
284,1.00445
285,0.996134
286,0.997804
287,0.997081
288,1.00536
289,1.00052
290,1.00522
291,1.00287
292,0.999273
293,0.999781
294,1.00294
295,0.998086
296,0.991352
297,0.997447
298,1.00138
299,1.00195
300,1.00478
301,1.00213
302,0.999585
303,1.0025
304,0.995853
305,0.997029
306,0.995766
307,0.998676
308,0.997798
309,1.00503
310,1.00163
311,1.00223
312,0.99595
313,1.00058
314,1.00291
315,0.999778
316,0.999494
317,1.00356
318,0.99858
319,0.996344
320,1.00055
321,1.00033
322,1.00427
323,0.996965
324,1.0044
325,0.990441
326,0.99796
327,1.00316
328,1.00113
329,1.00132
330,0.998058
331,0.993114
332,0.997545
333,0.998557
334,1.00118
335,1.00092
336,1.00315
337,0.992098
338,0.997528
339,0.998699
340,1.00139
341,0.995977
342,1.00186
343,0.987365
344,1.00475
345,0.998866
346,1.00338
347,1.0018
348,1.00282
349,0.996419
350,0.999615
351,0.999632
352,1.00151
353,0.997375
354,0.994285
355,0.998951
356,1.00172
357,0.998318
358,0.995141
359,1.00037
360,0.992994
361,1.00065
362,0.996421
363,1.00027
364,1.00407
365,1.00147
366,1.00829
367,0.997333
368,1.00353
369,0.998439
370,1.00469
371,0.998752
372,1.00489
373,1.0038
374,0.997105
375,1.00551
