MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.992575,0.824616,-0.552462
2,0.990641,0.836175,-0.531207
3,0.988004,0.747907,-0.645591
4,0.988004,0.747907,-0.645591
5,0.988004,0.747907,-0.645591
6,0.988149,0.739556,-0.655359
7,0.987691,0.757468,-0.633858
8,0.987691,0.757468,-0.633858
9,0.985577,0.698387,-0.695427
10,0.985577,0.698387,-0.695427
11,0.985577,0.698387,-0.695427
12,0.985581,0.807071,-0.565691
13,0.985183,0.8369,-0.519792
14,0.985183,0.8369,-0.519792
15,0.985183,0.8369,-0.519792
16,0.986205,0.857867,-0.486483
17,0.986205,0.857867,-0.486483
18,0.990066,0.9375,-0.318314
19,0.986523,0.933142,-0.320117
20,0.985153,0.95625,-0.236881
21,0.98428,0.945442,-0.273766
22,0.98428,0.945442,-0.273766
23,0.986761,0.957792,-0.237344
24,0.989762,0.986117,-0.0848733
25,0.989962,0.987933,-0.0633504
26,0.987707,0.9849,-0.0744086
27,0.989625,0.989292,-0.0256806
28,0.989625,0.989292,-0.0256806
29,0.986781,0.982908,-0.0873433
30,0.986781,0.982908,-0.0873433
31,0.988583,0.988408,0.0185687
32,0.98594,0.9818,0.0902567
33,0.987754,0.979717,-0.12575
34,0.987752,0.935342,-0.317473
35,0.988236,0.918242,-0.365297
36,0.988236,0.918242,-0.365297
37,0.987206,0.926108,-0.341906
38,0.987206,0.926108,-0.341906
39,0.985531,0.955458,-0.241598
40,0.986704,0.952892,-0.256092
41,0.986704,0.952892,-0.256092
42,0.986704,0.952892,-0.256092
43,0.989114,0.946733,-0.286432
44,0.990609,0.959283,-0.247147
45,0.991364,0.9698,-0.205645
46,0.991364,0.9698,-0.205645
47,0.990419,0.9891,-0.0510931
48,0.989792,0.989792,0.00102343
49,0.989011,0.976308,0.158001
50,0.989457,0.940725,0.306695
51,0.989457,0.940725,0.306695
52,0.988669,0.951158,0.269749
53,0.987553,0.9764,0.147998
54,0.987628,0.971808,0.176064
55,0.989209,0.97965,0.137184
56,0.988818,0.969775,0.193124
57,0.98592,0.961375,0.218623
58,0.986945,0.912608,0.375775
59,0.988062,0.927233,0.341328
60,0.988232,0.952725,0.262521
61,0.987968,0.92545,0.345866
62,0.987804,0.975975,0.15241
63,0.987507,0.967742,0.196588
64,0.985706,0.979467,0.110727
65,0.984367,0.982792,0.0556728
66,0.985478,0.973358,0.154082
67,0.985478,0.973358,0.154082
68,0.987841,0.98395,0.0875967
69,0.986828,0.986625,0.0200008
70,0.98563,0.978425,-0.118955
71,0.987162,0.986267,-0.0420343
72,0.988866,0.978933,-0.139804
73,0.988866,0.978933,-0.139804
74,0.988307,0.988283,-0.00683739
75,0.988739,0.988008,0.0379926
76,0.989836,0.989683,-0.0173771
77,0.989836,0.989683,-0.0173771
78,0.989836,0.989683,-0.0173771
79,0.987625,0.986917,0.03741
80,0.986375,0.986292,0.0128577
81,0.989557,0.976892,0.157814
82,0.987705,0.977767,0.139766
83,0.986225,0.984417,0.0596916
84,0.988793,0.970833,0.187601
85,0.988237,0.934442,0.321608
86,0.987784,0.847042,0.508171
87,0.988697,0.805887,0.572773
88,0.988697,0.805887,0.572773
89,0.988248,0.856367,0.493223
90,0.987407,0.881883,0.444133
91,0.98968,0.925042,0.351803
92,0.98622,0.931967,0.322597
93,0.987482,0.8997,0.407014
94,0.987482,0.8997,0.407014
95,0.985384,0.956075,0.238541
96,0.987912,0.895467,0.417265
97,0.987799,0.884325,0.440132
98,0.986951,0.934517,0.317414
99,0.988593,0.939583,0.307408
100,0.985937,0.941308,0.293275
101,0.986963,0.94375,0.288846
102,0.986662,0.896542,0.411964
103,0.986496,0.883267,0.439333
104,0.986903,0.915258,0.36916
105,0.986903,0.915258,0.36916
106,0.986998,0.796439,0.582966
107,0.989153,0.786021,0.600495
108,0.987044,0.785527,0.597665
109,0.985759,0.783146,0.598668
110,0.987038,0.73767,0.655811
111,0.985479,0.733672,0.657947
112,0.988347,0.662297,0.733615
113,0.988347,0.662297,0.733615
114,0.985859,0.567107,0.806417
115,0.989658,0.523509,0.839858
116,0.989317,0.498561,0.854508
117,0.989317,0.498561,0.854508
