MDTU,min_min,min_max,max_min,max_max5
1,0.014088,0.106723,0.111116,0.188775
2,-0.00376264,0.0816032,0.108687,0.166289
3,-0.0140476,0.084495,0.0833644,0.173389
4,-0.0140476,0.084495,0.0833644,0.173389
5,-0.0140476,0.084495,0.0833644,0.173389
6,-0.034469,0.0770994,0.0789461,0.16133
7,-0.0386987,0.0683233,0.0652177,0.156577
8,-0.0386987,0.0683233,0.0652177,0.156577
9,-0.0557402,0.0650691,0.0409168,0.153291
10,-0.0557402,0.0650691,0.0409168,0.153291
11,-0.0557402,0.0650691,0.0409168,0.153291
12,-0.0675232,0.0506031,0.0413181,0.132945
13,-0.0498903,0.0334212,0.0516233,0.135694
14,-0.0498903,0.0334212,0.0516233,0.135694
15,-0.0498903,0.0334212,0.0516233,0.135694
16,-0.0687599,0.050388,0.0319358,0.148061
17,-0.0687599,0.050388,0.0319358,0.148061
18,-0.0821738,0.0297048,0.0303998,0.12781
19,-0.096764,0.0432942,0.0115453,0.129705
20,-0.105716,0.0331075,0.00676394,0.122392
21,-0.115011,0.0276255,0.00264125,0.117106
22,-0.115011,0.0276255,0.00264125,0.117106
23,-0.100992,0.0191253,-0.0064605,0.117721
24,-0.108773,0.0364892,-0.00288989,0.131169
25,-0.101185,0.0145988,0.0123092,0.120655
26,-0.108852,0.0227708,0.00868079,0.109482
27,-0.108625,0.0150525,-0.00790464,0.120602
28,-0.108625,0.0150525,-0.00790464,0.120602
29,-0.122879,0.0178396,-0.00593579,0.109013
30,-0.122879,0.0178396,-0.00593579,0.109013
31,-0.122967,0.0181455,-0.0181167,0.113611
32,-0.117959,0.00502401,-0.0132413,0.109341
33,-0.136468,0.00981501,-0.0167242,0.11284
34,-0.119168,0.0173456,-0.00838342,0.107627
35,-0.129083,0.0180865,-0.0170345,0.111298
36,-0.129083,0.0180865,-0.0170345,0.111298
37,-0.117629,0.0199039,-0.0124953,0.109751
38,-0.117629,0.0199039,-0.0124953,0.109751
39,-0.109407,0.0196583,-0.00814124,0.111448
40,-0.122852,0.0232707,-0.0119015,0.1125
41,-0.122852,0.0232707,-0.0119015,0.1125
42,-0.122852,0.0232707,-0.0119015,0.1125
43,-0.135951,0.0225144,-0.021772,0.108961
44,-0.13119,0.0210836,-0.0153184,0.113097
45,-0.113184,0.0277371,-0.00110316,0.114526
46,-0.113184,0.0277371,-0.00110316,0.114526
47,-0.116744,0.0215063,-0.00651425,0.114092
48,-0.133004,0.0314919,-0.014088,0.123129
49,-0.110829,0.0260715,-0.00388552,0.111437
50,-0.12917,0.0269491,-0.00349281,0.11657
51,-0.12917,0.0269491,-0.00349281,0.11657
52,-0.121677,0.0269104,-0.010763,0.119824
53,-0.109208,0.0240805,-0.00537458,0.110126
54,-0.116002,0.0239417,-0.0151941,0.117416
55,-0.123416,0.0184532,-0.000556219,0.115795
56,-0.116507,0.0272556,-0.0115261,0.117383
57,-0.120666,0.0286685,-0.0151067,0.123169
58,-0.13259,0.0351514,-0.0118356,0.117602
59,-0.11632,0.03902,-0.00474247,0.118675
60,-0.1181,0.0302227,-0.00337704,0.114255
61,-0.124382,0.0263378,-0.0193939,0.125024
62,-0.145673,0.0396181,-0.0306828,0.124624
63,-0.142509,0.0353553,-0.0280783,0.119481
64,-0.126677,0.0295753,-0.0219396,0.113974
65,-0.120124,0.0126127,-0.00598421,0.103885
66,-0.128145,0.0214253,-0.0196279,0.109112
67,-0.128145,0.0214253,-0.0196279,0.109112
68,-0.124206,0.0194095,-0.0065875,0.114037
69,-0.125914,0.0146558,-0.0120465,0.109502
70,-0.138738,0.026821,-0.0245217,0.12051
71,-0.127348,0.0164164,-0.0218217,0.11455
72,-0.134839,0.0229175,-0.0330835,0.10909
73,-0.134839,0.0229175,-0.0330835,0.10909
74,-0.142866,0.0348782,-0.0255246,0.119209
75,-0.155116,0.0344756,-0.0386933,0.125413
76,-0.154276,0.0335471,-0.0371111,0.136577
77,-0.154276,0.0335471,-0.0371111,0.136577
78,-0.154276,0.0335471,-0.0371111,0.136577
79,-0.124314,0.0237512,-0.0267943,0.117141
80,-0.142419,0.0310511,-0.0235251,0.12147
81,-0.125858,0.0297514,-0.0212042,0.130155
82,-0.128743,0.0195673,-0.0206903,0.116703
83,-0.12973,0.0166009,-0.019388,0.109745
84,-0.142352,0.0298161,-0.0125382,0.113266
85,-0.128569,0.0284617,-0.0144681,0.114282
86,-0.125975,0.016163,-0.00836652,0.109987
87,-0.139261,0.0207578,-0.0255487,0.109676
88,-0.139261,0.0207578,-0.0255487,0.109676
89,-0.141841,0.0160199,-0.0282892,0.101177
90,-0.127251,0.0231315,-0.0239457,0.115014
91,-0.12511,0.0236605,-0.0166304,0.116628
92,-0.131835,0.029784,-0.0256782,0.12589
93,-0.120928,0.0138984,-0.0201558,0.100824
94,-0.120928,0.0138984,-0.0201558,0.100824
95,-0.132101,0.0160849,-0.0183948,0.110529
96,-0.128181,0.0193355,-0.0208684,0.112342
97,-0.120414,0.0155046,-0.0176415,0.109145
98,-0.152845,0.00551523,-0.0154774,0.0950187
99,-0.137369,0.0103867,-0.0334017,0.115973
100,-0.137875,0.0214657,-0.0275323,0.117486
101,-0.138166,0.00298029,-0.0268256,0.096886
102,-0.130629,0.0162338,-0.0241381,0.105088
103,-0.160811,0.022266,-0.0424124,0.116729
104,-0.153793,0.0171607,-0.0297084,0.116181
105,-0.153793,0.0171607,-0.0297084,0.116181
106,-0.132702,0.00886663,-0.0190115,0.107356
107,-0.125024,0.0150235,-0.0153242,0.101458
108,-0.13246,0.0154132,-0.0170138,0.1026
109,-0.151896,0.0141414,-0.0279175,0.10181
110,-0.144879,0.017985,-0.0347485,0.113444
111,-0.148494,0.0319039,-0.0449325,0.119229
112,-0.141448,0.0167456,-0.0353704,0.100566
113,-0.141448,0.0167456,-0.0353704,0.100566
114,-0.157062,0.022664,-0.0324851,0.108587
115,-0.167941,0.0215976,-0.0393936,0.11389
116,-0.153567,0.0237583,-0.0390379,0.106217
117,-0.153567,0.0237583,-0.0390379,0.106217
118,-0.161085,0.0189765,-0.0473413,0.113163
119,-0.145076,0.0160084,-0.0308021,0.104912
120,-0.139026,0.0226812,-0.0363521,0.113
121,-0.147332,0.0137611,-0.0284349,0.10169
122,-0.152261,0.014288,-0.0328524,0.108396
123,-0.160228,0.0242018,-0.041357,0.114653
124,-0.136372,0.00234505,-0.0280087,0.106685
125,-0.137343,0.00346779,-0.0205295,0.103075
126,-0.137343,0.00346779,-0.0205295,0.103075
127,-0.140505,0.0142565,-0.0316843,0.116673
128,-0.127903,0.0125507,-0.0142128,0.107455
129,-0.127903,0.0125507,-0.0142128,0.107455
130,-0.122923,0.0177347,-0.0169044,0.124454
131,-0.115913,0.00821152,-0.012885,0.109027
132,-0.124393,0.0318281,-0.0246903,0.116352
133,-0.119088,0.0213533,-0.0111736,0.104794
134,-0.126677,0.023572,-0.0208876,0.111475
135,-0.126677,0.023572,-0.0208876,0.111475
136,-0.137853,0.0184675,-0.0329973,0.112503
137,-0.133138,0.0171819,-0.0173831,0.114948
138,-0.11483,0.00781798,-0.00811066,0.0964321
139,-0.123059,0.0189536,-0.008977,0.109926
140,-0.123059,0.0189536,-0.008977,0.109926
141,-0.123059,0.0189536,-0.008977,0.109926
142,-0.116637,0.0150046,-0.00866994,0.104336
143,-0.132545,0.0381958,-0.0252794,0.129304
144,-0.121298,0.0282928,-0.01972,0.121972
145,-0.121951,0.0392011,-0.0233654,0.131583
146,-0.127822,0.019655,-0.0277353,0.109804
147,-0.132404,0.0166627,-0.0285052,0.113974
148,-0.129626,0.0208717,-0.0182237,0.110563
149,-0.129626,0.0208717,-0.0182237,0.110563
150,-0.132151,0.020639,-0.0185672,0.113994
151,-0.13532,0.00591415,-0.00808798,0.10607
152,-0.136842,0.0296399,-0.0267868,0.121141
153,-0.14375,0.0233112,-0.0260851,0.120206
154,-0.134498,0.0151426,-0.02546,0.104305
155,-0.136751,0.028434,-0.0261973,0.112501
156,-0.10186,0.0171133,0.00293216,0.103934
157,-0.118711,0.0267845,-0.0126373,0.114875
158,-0.122559,0.016269,-0.0179741,0.111441
159,-0.114259,0.0187708,-0.00988838,0.116279
160,-0.133006,0.0268479,-0.0181509,0.116621
161,-0.121724,0.0196116,-0.00678002,0.111905
162,-0.13318,0.0281224,-0.02219,0.122453
163,-0.123379,0.0239826,-0.026784,0.117495
164,-0.120092,0.0130287,-0.00987012,0.107177
165,-0.13337,0.00455203,-0.0145365,0.101926
166,-0.12122,0.00121494,-0.00919679,0.096984
167,-0.131052,0.0180561,-0.0130359,0.10297
168,-0.136119,0.0270433,-0.00967048,0.120668
169,-0.12453,0.0129145,-0.0156297,0.101658
170,-0.141827,0.0120633,-0.0241884,0.114313
171,-0.122963,0.00754187,-0.0191134,0.102726
172,-0.153131,0.0206234,-0.0375869,0.113814
173,-0.152216,0.0276399,-0.0379888,0.116115
174,-0.157271,0.0355515,-0.0419864,0.124851
175,-0.125813,0.0176573,-0.0127698,0.102895
176,-0.130217,0.0109384,-0.0187282,0.109865
177,-0.124843,0.0294211,-0.021956,0.111282
178,-0.126768,0.0306142,-0.0198647,0.118178
179,-0.121787,0.0111357,-0.0145955,0.109622
180,-0.132017,0.0277314,-0.0295207,0.115654
181,-0.125106,0.0290094,-0.0198591,0.120879
182,-0.116388,0.0232523,-0.0136696,0.115704
183,-0.112753,0.0193574,-0.00304367,0.113467
184,-0.10917,0.01131,-0.00681244,0.110138
185,-0.1199,0.0301682,-0.0166727,0.122247
186,-0.1199,0.0301682,-0.0166727,0.122247
187,-0.117794,0.0270111,-0.00666847,0.116019
188,-0.103903,0.0338544,-0.000410119,0.115623
189,-0.106015,0.0145169,-0.00314802,0.105671
190,-0.113695,0.0132701,-0.0051793,0.103273
191,-0.112527,0.0140216,0.00277291,0.107522
192,-0.105356,0.0166634,-0.0103914,0.111121
193,-0.131789,0.0264207,-0.0155102,0.117788
194,-0.132711,0.0191026,-0.0189567,0.110704
195,-0.141713,0.0251202,-0.0315109,0.122484
196,-0.147234,0.0399963,-0.0236862,0.134779
197,-0.142507,0.0278634,-0.0173744,0.118952
198,-0.147833,0.0265506,-0.0296919,0.117479
199,-0.149033,0.0137417,-0.0300039,0.116221
200,-0.13025,0.0123032,-0.0192622,0.108012
201,-0.134891,0.0159659,-0.0265203,0.101827
202,-0.145815,0.0129131,-0.023307,0.107804
203,-0.139528,0.0247253,-0.0211214,0.115748
204,-0.130167,0.0156877,-0.0198116,0.107174
205,-0.130167,0.0156877,-0.0198116,0.107174
206,-0.129359,0.00841455,-0.0178878,0.105096
207,-0.12677,0.0113209,-0.0217063,0.108334
208,-0.129016,0.0272743,-0.0155707,0.112269
209,-0.133133,0.00544807,-0.0220305,0.105251
210,-0.149361,0.0267075,-0.0313888,0.127081
211,-0.137407,0.0262679,-0.0177673,0.123433
212,-0.165663,0.0328223,-0.0413707,0.12058
213,-0.162824,0.0301102,-0.02434,0.120317
214,-0.136834,0.0170283,-0.0231305,0.103883
215,-0.144127,0.0193054,-0.039617,0.112505
216,-0.14563,0.023252,-0.0374691,0.10937
217,-0.148106,0.00910845,-0.0434664,0.104995
218,-0.144785,0.0120524,-0.0442389,0.102702
219,-0.153989,0.0184579,-0.0488267,0.107215
220,-0.14951,0.0168256,-0.0410908,0.10668
221,-0.162376,0.0230048,-0.053148,0.111905
