t,deltaS
297,-0.7029
298,0.2308
299,0.8546
300,0.1842
301,0.1279
302,-0.6531
303,-0.03524
304,-0.009505
305,-0.5127
306,-0.005252
307,0.312
308,0.0161
309,0.4256
310,1.016
311,0.5062
312,0.2579
313,0.4656
314,0.4211
315,-0.5137
316,-0.5579
317,0.001642
318,0.2559
319,0.6097
320,-0.01747
321,-0.8008
322,-0.2216
323,0.3083
324,0.02571
325,-0.9011
326,0.1273
327,-0.2297
328,1.06
329,-0.142
330,0.3251
331,0.7466
332,0.3651
333,-0.264
334,0.5147
335,-0.1459
336,0.1683
337,-0.1369
338,0.4006
339,0.05089
340,0.1424
341,0.08307
342,0.2107
343,0.111
344,0.2331
345,1.344
346,0.09328
347,-0.8978
348,-0.1124
349,0.2378
350,-0.1313
351,0.1386
352,-0.477
353,0.3183
354,0.6195
355,0.516
356,0.3593
357,0.6115
358,0.1972
359,-0.1317
360,0.1799
361,0.5749
362,0.2812
363,-0.5539
364,-0.43
365,0.1323
366,0.3393
367,0.1428
368,0.2276
369,0.3972
370,-0.1503
371,0.5659
372,-0.571
373,-0.6185
374,0.4848
375,1.141
376,0.6949
377,-0.4005
378,-0.3346
379,0.2286
380,0.2424
381,-0.2285
382,-0.07228
383,-0.4777
384,0.04752
385,0.1291
386,0.2086
387,0.3088
388,-0.3224
389,-0.6853
390,0.1679
391,0.2918
392,-0.03181
393,0.4403
394,0.1964
395,0.1187
396,-0.213
397,0.004613
398,0.496
399,0.4556
400,-0.4775
401,0.4055
402,-0.1078
403,-0.332
404,-0.2149
405,0.1019
406,0.0645
407,1.18
408,-0.1197
409,0.1387
410,0.4841
411,0.06381
412,-0.1077
413,1.021
414,0.08282
415,-0.09935
416,-0.0506
417,-0.5271
418,0.4485
419,0.08131
420,-0.08075
421,-0.8281
422,0.2853
423,-0.4959
424,0.03608
425,0.3846
426,0.4339
427,-0.5936
428,0.0979
429,0.32
430,0.3243
431,-0.387
432,0.5372
433,0.2984
434,0.4985
435,-0.1147
436,0.2812
437,0.7284
438,0.1371
439,0.3351
440,-0.2913
441,0.4073
442,-0.7406
443,-0.0221
444,-0.05778
445,0.3619
446,0.8192
447,0.258
448,-0.1041
449,-0.5669
450,-0.16
451,-0.5471
452,-0.004369
453,0.5752
454,0.2397
455,-0.3777
456,0.7446
457,0.1285
458,-0.3902
459,0.2996
460,0.04952
461,0.302
462,-0.3287
463,-0.02324
464,-0.2098
465,-0.1855
466,0.1098
467,0.3479
468,-0.7124
469,0.3044
470,0.1965
471,0.2663
472,0.5992
473,0.2063
474,0.5707
475,0.1005
476,-0.5007
477,-0.08286
478,-0.3719
479,0.1239
480,-1.193
481,0.3461
482,0.2197
483,-0.1868
484,-0.1313
485,-0.1567
486,0.4198
487,0.3848
488,-0.2745
489,0.6447
490,0.5428
491,-0.2905
492,0.2511
493,0.1958
494,0.7869
495,-0.1559
496,0.002481
497,0.8281
498,0.3368
499,0.4029
500,0.305
501,-0.2486
502,-0.2083
503,-0.2161
504,-0.1847
505,0.82
506,-0.3015
507,0.04311
508,0.0593
509,0.4708
510,0.5173
511,0.6063
512,-0.2651
513,0.1378
514,-0.4587
515,0.06333
516,0.4072
517,0.1324
518,-0.3982
519,0.4706
520,0.2103
521,0.6073
522,0.05462
523,-0.5087
524,-0.01464
525,-0.2654
526,0.1289
527,-0.02085
528,-0.118
529,0.4639
530,-0.1861
531,0.5474
532,-0.1907
533,0.4748
534,0.2651
535,0.06264
536,-0.2894
537,0.1598
538,-0.2274
539,0.2488
540,0.01187
541,-0.1776
542,0.2396
543,0.4714
544,0.5397
545,-0.229
546,-0.294
547,0.4948
548,0.325
549,-0.1794
550,-0.2496
551,-0.2021
552,-0.1875
553,0.2389
554,0.07912
555,-0.5111
556,0.269
557,-0.2374
558,-0.1392
559,-0.02501
560,-0.2064
561,-0.1497
562,-0.1345
563,-0.2078
564,0.09417
565,0.277
566,-0.08134
567,0.137
568,0.7263
569,0.008951
570,0.4261
571,0.1178
572,0.1356
573,-0.1262
574,0.01208
575,0.2576
576,-0.351
577,-0.4433
578,-0.5384
579,0.2393
580,0.3052
581,0.0003066
582,-0.07584
583,0.4137
584,0.4526
585,0.1628
586,0.08751
587,-0.5669
588,0.3921
589,0.2001
590,0.4449
591,-0.3256
592,-0.2463
593,-0.2664
594,-0.4355
595,-0.2532
596,0.1814
597,-0.09299
598,0.564
599,0.04479
600,0.425
601,-0.06885
602,-0.493
603,1.3
604,-0.6589
605,-0.1218
606,-0.3775
607,-1.057
608,0.159
609,0.1809
610,-0.009458
611,0.5333
612,-0.1549
613,-0.1709
614,-0.3482
615,0.6711
616,-0.2103
617,-0.008184
618,0.1284
619,-0.02373
620,0.4037
621,-0.1364
622,0.788
623,0.4342
624,0.4633
625,-0.02731
626,0.2113
627,-0.424
628,-0.1227
629,-0.2292
630,0.05417
631,-0.004317
632,0.8616
633,-0.4062
634,-0.5891
635,-0.4731
636,0.3716
637,0.01621
638,0.074
639,-0.1316
640,-0.166
641,0.4769
642,0.01323
643,0.006564
644,0.7762
645,0.2895
646,-0.1397
647,0.2848
648,0.2866
649,0.06018
650,0.1815
651,-0.5786
652,0.6143
653,-0.3834
654,-0.035
655,0.7108
656,0.467
657,0.2265
658,0.008089
659,0.2902
660,0.08258
661,0.02661
662,0.0627
663,0.1726
664,0.3925
665,-0.2394
666,-0.04857
667,-0.3984
668,0.6065
669,0.7032
670,-0.3328
671,-0.3715
672,-0.4034
673,-0.001471
674,0.2085
675,0.7139
676,-0.1287
677,0.3011
678,0.2127
679,0.1574
680,0.4125
681,0.09707
682,-0.3239
683,-0.1144
684,0.0132
685,-0.04304
686,-0.01188
687,0.3248
688,-0.3654
689,0.3349
690,-0.01818
691,-0.9463
692,-0.1574
693,0.4651
694,-0.1694
695,-0.01534
696,-0.6118
697,0.1795
698,0.1334
699,0.2365
700,-0.08839
701,-0.4951
702,0.1936
703,-0.2827
704,0.6909
705,-0.7235
706,0.08229
707,0.04393
708,0.07006
709,0.3213
710,-0.1752
711,0.03417
712,-0.2193
713,0.007112
714,0.6672
715,-0.5533
716,0.6206
717,0.05144
718,0.2705
719,0.7969
720,-0.3411
721,0.8164
722,0.5888
723,-0.6775
724,-0.7903
725,0.1512
726,0.4175
727,0.1998
728,0.4662
729,-0.06418
730,-0.6177
731,0.2408
732,0.1039
733,0.3957
734,-0.1599
735,0.2917
736,0.1865
737,0.1016
738,-0.2966
739,0.008537
740,-0.2189
741,-0.202
742,-0.2682
743,0.003874
744,0.3276
745,-0.04851
746,-0.1028
747,-0.3269
748,0.1364
749,-0.1124
750,0.1481
751,-0.3725
752,-0.3457
753,-0.12
754,0.5625
755,-0.3089
756,-0.03152
757,0.4676
758,-0.0433
759,-0.006822
760,0.4239
761,-0.4868
762,0.555
763,-0.5296
764,0.5069
765,-0.03027
766,-0.02681
767,0.09802
768,-0.08835
769,0.2614
770,0.07388
771,-0.2882
772,0.633
773,-0.429
774,0.9592
775,0.1161
776,-0.08759
777,0.5209
778,0.3579
779,0.07517
780,-0.07942
781,0.02251
782,0.2381
783,0.1057
784,-0.05638
785,-0.2964
786,0.4509
787,0.827
788,-0.01099
789,0.395
790,0.5097
791,0.08524
792,-0.02081
793,-0.4787
794,0.5831
795,-1.109
796,0.5495
797,-0.09415
798,-0.3644
799,0.07559
800,0.0439
801,-0.04984
802,-0.3596
803,0.2523
804,0.2588
805,0.1951
806,0.1378
807,-0.3273
808,0.3666
809,0.3131
810,-0.5422
811,0.09348
812,0.1752
813,0.3999
814,0.3711
815,-0.1711
816,-0.1554
817,-0.09153
818,0.2235
819,0.41
820,-0.08489
821,-0.6136
822,0.2571
823,-0.1433
824,-0.05832
825,-0.3261
826,-0.05898
827,0.2987
828,-0.1724
829,-0.112
830,0.3894
831,0.3593
832,-0.1923
833,0.2656
834,-0.3599
835,0.3206
836,0.9228
837,0.07153
838,-0.6243
839,-0.6049
840,0.09066
841,0.6186
842,-0.07419
843,-0.07184
844,0.4917
845,0.4366
846,-0.4128
847,-0.08657
848,-0.4114
849,0.01514
850,-0.6606
851,0.2005
852,0.7661
853,-0.3588
854,0.2186
855,-0.2499
856,0.09671
857,0.3728
858,0.5059
859,-0.3974
860,0.442
861,-0.07471
862,0.4389
863,0.6005
864,0.6893
865,0.2309
866,0.2694
867,-0.3193
868,0.09294
869,0.3945
870,-0.1042
871,-0.1034
872,-0.159
873,-0.2711
874,0.4038
875,0.1493
876,0.0459
877,0.1248
878,-0.5961
879,0.197
880,-0.6065
881,-0.2614
882,-0.2157
883,0.721
884,-0.02587
885,-0.3199
886,0.1635
887,0.0846
888,-0.2056
889,0.146
890,0.05569
891,0.03372
892,0.1603
893,0.0489
894,-0.4502
895,-0.4729
896,0.3949
897,-0.2716
898,-0.2703
899,0.2648
900,-0.3237
901,-0.2806
902,0.06617
903,0.3627
904,-0.0465
905,0.2344
906,0.3854
907,-0.1784
908,0.6641
909,0.7906
910,0.1799
911,0.4958
912,0.04061
913,0.4048
914,0.8098
915,0.1031
916,0.7451
917,0.2033
918,-0.2849
919,-0.9023
920,0.9506
921,0.1121
922,0.2016
923,-0.01581
924,-0.05947
925,0.2763
926,-0.1744
927,0.1648
928,-0.6379
929,-0.3006
930,0.3459
931,-0.5501
932,-0.05045
933,0.3848
934,0.4828
935,-1.102
936,0.2849
937,0.3596
938,-0.3423
939,-0.2114
940,0.121
941,0.1678
942,-0.116
943,-0.02107
944,-0.5072
945,0.5844
946,-0.1885
947,-0.006777
948,0.07197
949,0.06098
950,-0.08665
951,-0.4958
952,-0.1737
953,0.2247
954,-0.6457
955,1.199
956,0.1422
957,0.2762
958,0.3944
959,-0.1554
960,0.1029
961,0.1509
962,0.1036
963,-1.037
964,-0.23
965,0.4527
966,-0.2612
967,0.2549
968,-0.2423
969,-0.01967
970,0.08083
971,-0.3639
972,0.6027
973,0.194
974,0.5218
975,0.4553
976,-0.3362
977,-0.5504
978,0.4615
979,0.3565
980,-0.8541
981,0.7046
982,-0.5843
983,0.1131
984,-0.08694
985,-0.2979
986,-0.4002
987,0.7832
988,0.1475
989,0.07476
990,-0.06496
991,-0.23
992,-0.05875
993,-0.3209
994,-0.5308
995,0.6236
996,-0.02703
997,0.1525
998,0.4727
999,-0.03038
1000,-1.042
1001,-0.5331
1002,0.4386
1003,0.2479
1004,0.7066
1005,0.576
1006,-0.26
1007,-0.02651
1008,0.3489
1009,-0.2541
1010,0.3385
1011,0.5606
1012,0.09682
1013,-0.2006
1014,0.4963
1015,0.1104
1016,0.2427
1017,0.1511
1018,0.3941
1019,0.2307
1020,0.2473
1021,0.7424
1022,-0.2952
1023,0.3037
1024,-0.6953
1025,0.2757
1026,-0.4137
1027,-1.02
1028,-0.161
1029,-0.7006
1030,0.02663
1031,0.4722
1032,-0.3537
1033,0.1772
1034,-0.3668
1035,0.1437
1036,-0.1223
1037,0.2747
1038,0.2427
1039,-0.306
1040,-0.5574
1041,0.006324
1042,0.239
1043,-0.2157
1044,0.1725
1045,0.5294
1046,0.1777
1047,-0.03048
1048,0.1905
1049,-0.1162
1050,0.6592
1051,0.3031
1052,-0.03377
1053,0.7937
1054,-0.172
1055,-0.1177
1056,-0.2858
1057,0.4752
1058,-0.1354
1059,0.4481
1060,-0.0864
1061,0.3636
1062,0.4147
1063,0.1686
1064,0.3775
1065,0.1803
1066,-0.5303
1067,-0.2346
1068,0.2329
1069,0.3104
1070,0.3838
1071,0.325
1072,-0.4972
1073,-0.3951
1074,-0.1225
1075,0.1184
1076,-0.3974
1077,-0.1408
1078,-0.3797
1079,-0.4693
1080,-0.04589
1081,-0.2015
1082,0.3413
1083,0.09083
1084,0.4318
1085,0.2694
1086,0.2521
1087,0.4827
1088,-0.2653
1089,-0.009553
1090,0.2082
1091,0.603
1092,0.5531
1093,-0.4896
1094,0.0894
1095,0.3899
1096,0.05617
1097,-0.2857
1098,0.1679
1099,0.2885
1100,0.044
1101,0.07162
1102,-0.1062
1103,0.3886
1104,0.235
1105,0.4637
1106,-0.2866
1107,0.1549
1108,-0.1494
1109,0.06581
1110,-0.156
1111,0.4355
1112,-0.1255
1113,0.6513
1114,-0.1688
1115,0.2469
1116,-0.02541
1117,-0.07121
1118,-0.1978
1119,0.04845
1120,-0.5598
1121,-0.3088
1122,0.8538
1123,0.03229
1124,-0.2087
1125,-0.2045
1126,-0.2194
1127,0.2743
1128,0.123
1129,-0.0538
1130,0.1964
1131,0.7457
1132,-0.5616
1133,0.5382
1134,-0.03359
1135,0.7438
1136,-0.2663
1137,0.1012
1138,1.075
1139,0.03389
1140,0.09711
1141,0.09693
1142,0.4479
1143,0.1515
1144,0.7241
1145,0.1995
1146,-0.1339
1147,-0.4833
1148,-0.03895
1149,0.5148
1150,-0.4092
1151,-0.6841
1152,-0.4274
1153,-0.1736
1154,-0.06071
1155,-0.3038
1156,-0.2878
1157,0.2799
1158,0.4326
1159,0.1676
1160,0.1309
1161,0.1694
1162,0.06671
1163,-0.1666
1164,-0.04362
1165,-0.07887
1166,-0.5435
1167,0.7977
1168,0.06582
1169,0.3562
1170,-0.5552
1171,0.01578
1172,-0.6402
1173,0.8328
1174,0.7593
1175,-0.06753
1176,0.04932
1177,0.3079
1178,-0.3622
1179,0.4822
1180,0.03221
1181,0.1959
1182,0.3686
1183,-0.4976
1184,0.2486
1185,0.1535
1186,-0.05322
1187,-0.3812
1188,0.006148
1189,-0.1079
1190,0.3415
1191,0.04767
1192,-0.04226
1193,0.1742
1194,0.4406
1195,0.08631
1196,0.3211
1197,0.03801
1198,-0.2183
1199,0.3086
1200,-0.245
1201,0.4123
1202,0.04594
1203,0.2269
1204,-0.1766
1205,-0.5493
1206,-0.2228
1207,0.03336
1208,-0.07041
1209,0.3625
1210,0.007899
1211,0.3725
1212,-0.7615
1213,-0.1622
1214,-0.7497
1215,-0.1461
1216,0.1369
1217,0.4376
1218,0.6677
1219,0.4544
1220,0.2986
1221,-0.4949
1222,0.2952
1223,0.2644
1224,0.1324
1225,0.2084
1226,-0.35
1227,0.09035
1228,0.1809
1229,0.2119
1230,0.3375
1231,0.5832
1232,0.5722
1233,0.06835
1234,-0.04044
1235,0.2568
1236,-0.7543
1237,0.4025
1238,0.01371
1239,0.03963
1240,0.2176
1241,0.05241
1242,0.479
1243,0.8078
1244,0.3774
1245,-0.4131
1246,0.1386
1247,-0.09971
1248,0.4163
1249,0.2316
1250,0.3865
1251,0.5044
1252,-0.283
1253,0.01989
1254,0.009256
1255,0.7363
1256,-0.2056
1257,-0.02556
1258,-0.5317
1259,0.481
1260,0.2218
1261,-0.4709
1262,0.2627
1263,-0.201
1264,0.1134
1265,-0.4856
1266,0.06694
1267,-0.09534
1268,0.2846
1269,0.6318
1270,0.8653
1271,0.1639
1272,-0.2901
1273,0.1564
1274,-0.3335
1275,0.5404
1276,0.3872
1277,0.2654
1278,-0.2196
1279,0.1879
1280,-0.1585
1281,0.09122
1282,0.02746
1283,0.144
1284,-0.5146
1285,0.7067
1286,0.5322
1287,-0.1848
1288,0.0131
1289,0.1805
1290,-0.7768
1291,-0.2967
1292,-0.07023
1293,0.5116
1294,0.686
1295,0.7397
1296,-0.5099
1297,0.5225
1298,-0.06073
1299,-0.4124
1300,0.001901
1301,0.3471
1302,-0.1543
1303,0.1431
1304,-0.6146
1305,0.0916
1306,-0.4257
1307,-0.2161
1308,0.4544
1309,0.3439
1310,-0.2223
1311,0.2008
1312,-0.02732
1313,-0.4606
1314,0.3111
1315,0.9322
1316,0.2974
1317,-0.05314
1318,0.3139
1319,0.933
1320,0.558
1321,-0.109
1322,0.2325
1323,-0.008784
1324,0.08363
1325,0.07035
1326,0.1868
1327,0.6417
1328,0.4713
1329,0.4687
1330,0.414
1331,-0.08305
1332,0.1539
1333,-0.4392
1334,0.2005
1335,-0.06128
1336,-0.423
1337,0.165
1338,-0.1418
1339,-0.4958
1340,-0.2093
1341,0.1332
1342,0.1768
1343,0.1174
1344,0.2226
1345,0.4379
1346,0.3958
1347,0.4451
1348,-0.3381
1349,-0.5231
1350,-0.08616
1351,0.3239
1352,0.5757
1353,-0.0459
1354,-0.261
1355,0.1605
1356,-0.4662
1357,0.5357
1358,0.5098
1359,0.1205
1360,0.5744
1361,0.07749
1362,0.2515
1363,-0.1136
1364,-0.3291
1365,-0.009647
1366,-0.3219
1367,0.314
1368,0.5361
1369,0.146
1370,-0.7042
1371,-0.1819
1372,-0.09468
1373,-0.02767
1374,-0.1666
1375,-0.3143
1376,0.379
1377,-0.06856
1378,-0.05617
1379,0.3657
1380,0.08576
1381,-0.2362
1382,-0.6213
1383,0.01439
1384,-0.5102
1385,0.3045
1386,-0.2658
1387,-0.01574
1388,0.02392
1389,-0.188
1390,0.2487
1391,-0.1301
1392,0.1581
1393,-0.05376
1394,-0.03554
1395,0.3649
1396,0.8227
1397,0.1707
1398,-0.01721
1399,-0.2653
1400,-0.5769
1401,0.2096
1402,0.07582
1403,0.1829
1404,0.429
1405,0.2267
1406,-1.169
1407,0.3464
1408,-0.1177
1409,0.5058
1410,0.319
1411,-0.204
1412,0.3743
1413,-0.408
1414,0.2007
1415,0.1207
1416,0.02753
1417,-0.1517
1418,-0.209
1419,0.308
1420,0.4008
1421,0.3552
1422,0.4878
1423,0.06383
1424,0.2897
1425,0.2563
1426,0.1657
1427,-0.01581
1428,0.4686
1429,-0.5124
1430,-0.05753
1431,-0.1499
1432,0.3126
1433,0.5097
1434,-0.03678
1435,-0.1957
1436,-0.1681
1437,1.289
1438,-0.08731
1439,0.5118
1440,0.3178
1441,0.3169
1442,-0.299
1443,0.1898
1444,-0.257
1445,-0.1527
1446,0.1334
1447,0.1892
1448,0.2504
1449,0.2621
1450,0.1709
1451,0.02074
1452,0.0187
1453,0.3821
1454,-0.4586
1455,0.1801
1456,0.3217
1457,0.2725
1458,0.1499
1459,0.3175
1460,-0.2786
1461,-0.1447
1462,-0.09917
1463,0.1815
1464,-0.09847
1465,0.3763
1466,0.1547
1467,-0.06588
1468,-0.2325
1469,0.2135
1470,-0.3192
1471,-0.5231
1472,-0.2258
1473,0.1383
1474,-0.09892
1475,0.07367
1476,0.349
1477,0.4024
1478,0.01376
1479,0.1601
1480,-0.1158
1481,0.03416
1482,0.1256
1483,-0.182
1484,-0.03939
1485,0.1076
1486,0.3062
1487,-0.2169
1488,0.6902
1489,-0.1602
1490,0.03604
1491,-0.4775
1492,0.2074
1493,-0.1618
1494,0.3003
1495,-0.1374
1496,0.1826
1497,0.004197
1498,-0.1565
1499,0.1998
1500,0.5206
1501,0.0004983
1502,0.2132
1503,0.3426
1504,0.2128
1505,-0.4154
1506,-0.1596
1507,-0.0855
1508,-0.3903
1509,-0.2848
1510,0.4833
1511,0.1938
1512,0.2457
1513,0.3292
1514,-0.1654
1515,0.03258
1516,-0.007156
1517,0.184
1518,0.5631
1519,0.3925
1520,0.1531
1521,0.07478
1522,0.2177
1523,-0.4256
1524,-0.361
1525,0.09466
1526,0.04579
1527,-0.01386
1528,0.1135
1529,0.435
1530,0.06092
1531,-0.3776
1532,0.4506
1533,-0.2754
1534,-0.1119
1535,0.6265
1536,-0.386
1537,0.6446
1538,0.681
1539,-0.1028
1540,0.09514
1541,-0.122
1542,0.0901
1543,0.05511
1544,0.1638
1545,0.2171
1546,-0.2528
1547,-0.2735
1548,0.4376
1549,-0.1239
1550,-0.1934
1551,-0.3168
1552,0.2509
1553,0.4209
1554,0.5614
1555,0.09308
1556,-0.01014
1557,0.413
1558,0.1533
1559,0.001827
1560,0.03974
1561,0.7667
1562,0.0626
1563,-0.2258
1564,0.1618
1565,-0.1993
1566,0.2984
1567,-0.1689
1568,0.4288
1569,0.01164
1570,-0.1668
1571,-0.4833
1572,0.06064
1573,0.2535
1574,0.492
1575,0.3639
1576,0.1412
1577,0.1747
1578,0.7457
1579,-0.1013
1580,0.3903
1581,0.2918
1582,0.05606
1583,-0.007954
1584,-0.2249
1585,0.4162
1586,0.9363
1587,0.3418
1588,-0.01011
1589,0.1315
1590,-0.4091
1591,-0.128
1592,0.218
1593,-0.05527
1594,-0.2801
1595,-0.255
1596,0.8704
1597,-0.2648
1598,0.0997
1599,-0.6744
1600,-0.2764
1601,0.1059
1602,-0.06153
1603,0.3228
1604,0.6119
1605,-0.02284
1606,-0.4736
1607,0.4338
1608,0.5026
1609,-0.4825
1610,0.06745
1611,0.03583
1612,0.01928
1613,-0.000984
1614,-0.04125
1615,-0.6069
1616,-0.3032
1617,0.2904
1618,0.08851
1619,-0.02814
1620,-0.1172
1621,-0.3338
1622,0.6042
1623,-0.1695
1624,-0.6375
1625,0.0344
1626,0.1319
1627,0.1192
1628,-0.3692
1629,0.07769
1630,0.3998
1631,0.08257
1632,0.4256
1633,0.178
1634,0.3112
1635,0.01672
1636,0.4006
1637,-0.4197
1638,-0.09954
1639,0.2076
1640,0.2809
1641,0.498
1642,-0.2662
1643,0.04984
1644,-0.1564
1645,-0.6168
1646,-0.111
1647,0.4518
1648,0.7374
1649,0.1139
1650,0.3477
1651,-0.0219
1652,-0.5111
1653,-0.2059
1654,0.5386
1655,0.2699
1656,-0.1833
1657,0.4728
1658,0.03152
1659,0.3218
1660,0.2682
1661,-0.4406
1662,0.6568
1663,0.09097
1664,0.1284
1665,0.3344
1666,0.1881
1667,0.7143
1668,0.3588
1669,-0.8924
1670,0.4456
1671,-0.08199
1672,-0.1719
1673,-0.05776
1674,-0.1065
1675,0.522
1676,0.6353
1677,-0.1813
1678,0.354
1679,-0.08856
1680,0.2726
1681,0.46
1682,0.122
1683,-0.09957
1684,0.3339
1685,0.4314
1686,-0.1158
1687,-0.7157
1688,-0.6283
1689,0.2692
1690,-0.4861
1691,0.3929
1692,0.09928
1693,-0.627
1694,-0.206
1695,-0.1611
1696,-0.3558
1697,0.3367
1698,-0.5328
1699,0.2177
1700,-0.07709
1701,-0.1666
1702,0.1169
1703,0.2487
1704,0.4297
1705,-0.04535
1706,-0.4162
1707,0.4944
1708,0.08245
1709,-0.1752
1710,0.03533
1711,-0.2217
1712,0.5366
1713,-0.2307
1714,0.2813
1715,-0.1737
1716,0.6224
1717,-0.4427
1718,0.2275
1719,-0.1733
1720,0.2587
1721,-0.05809
1722,0.4466
1723,0.172
1724,0.5394
1725,0.3686
1726,0.6701
1727,-0.1915
1728,-0.3471
1729,0.6946
1730,0.03895
1731,-0.01523
1732,-0.1247
1733,0.4012
1734,0.2301
1735,0.5996
1736,0.03497
1737,0.07737
1738,0.1868
1739,0.1844
1740,0.5003
1741,-0.4812
1742,-0.1434
1743,-0.05283
1744,0.2329
1745,-0.2674
1746,0.3274
1747,0.5997
1748,0.05298
1749,0.1174
1750,-0.05248
1751,-0.4092
1752,0.004935
1753,0.2243
1754,0.03683
1755,0.1525
1756,-0.09004
1757,0.09301
1758,0.2009
1759,0.2616
1760,-0.3362
1761,0.3095
1762,-0.4771
1763,0.3175
1764,-0.8006
1765,0.2083
1766,0.1377
1767,-0.1942
1768,0.1163
1769,-0.191
1770,0.149
1771,0.1806
1772,-0.04075
1773,-0.3464
1774,-0.1303
1775,-0.4188
1776,0.3543
1777,0.2063
1778,0.6971
1779,-0.3868
1780,0.4068
1781,0.1142
1782,0.1312
1783,-0.1869
1784,0.05674
1785,-0.6055
1786,0.8341
1787,0.1205
1788,0.4476
1789,0.1754
1790,-0.0009119
1791,0.02896
1792,0.171
1793,0.7122
1794,0.5676
1795,-0.04962
1796,0.7844
1797,0.07332
1798,0.4692
1799,0.1304
1800,0.06409
