ReTr(L),ImTr(L)
0.824616,-0.552462
0.836175,-0.531207
0.747907,-0.645591
0.747907,-0.645591
0.747907,-0.645591
0.739556,-0.655359
0.757468,-0.633858
0.757468,-0.633858
0.698387,-0.695427
0.698387,-0.695427
0.698387,-0.695427
0.807071,-0.565691
0.8369,-0.519792
0.8369,-0.519792
0.8369,-0.519792
0.857867,-0.486483
0.857867,-0.486483
0.9375,-0.318314
0.933142,-0.320117
0.95625,-0.236881
0.945442,-0.273766
0.945442,-0.273766
0.957792,-0.237344
0.986117,-0.0848733
0.987933,-0.0633504
0.9849,-0.0744086
0.989292,-0.0256806
0.989292,-0.0256806
0.982908,-0.0873433
0.982908,-0.0873433
0.988408,0.0185687
0.9818,0.0902567
0.979717,-0.12575
0.935342,-0.317473
0.918242,-0.365297
0.918242,-0.365297
0.926108,-0.341906
0.926108,-0.341906
0.955458,-0.241598
0.952892,-0.256092
0.952892,-0.256092
0.952892,-0.256092
0.946733,-0.286432
0.959283,-0.247147
0.9698,-0.205645
0.9698,-0.205645
0.9891,-0.0510931
0.989792,0.00102343
0.976308,0.158001
0.940725,0.306695
0.940725,0.306695
0.951158,0.269749
0.9764,0.147998
0.971808,0.176064
0.97965,0.137184
0.969775,0.193124
0.961375,0.218623
0.912608,0.375775
0.927233,0.341328
0.952725,0.262521
0.92545,0.345866
0.975975,0.15241
0.967742,0.196588
0.979467,0.110727
0.982792,0.0556728
0.973358,0.154082
0.973358,0.154082
0.98395,0.0875967
0.986625,0.0200008
0.978425,-0.118955
0.986267,-0.0420343
0.978933,-0.139804
0.978933,-0.139804
0.988283,-0.00683739
0.988008,0.0379926
0.989683,-0.0173771
0.989683,-0.0173771
0.989683,-0.0173771
0.986917,0.03741
0.986292,0.0128577
0.976892,0.157814
0.977767,0.139766
0.984417,0.0596916
0.970833,0.187601
0.934442,0.321608
0.847042,0.508171
0.805887,0.572773
0.805887,0.572773
0.856367,0.493223
0.881883,0.444133
0.925042,0.351803
0.931967,0.322597
0.8997,0.407014
0.8997,0.407014
0.956075,0.238541
0.895467,0.417265
0.884325,0.440132
0.934517,0.317414
0.939583,0.307408
0.941308,0.293275
0.94375,0.288846
0.896542,0.411964
0.883267,0.439333
0.915258,0.36916
0.915258,0.36916
0.796439,0.582966
0.786021,0.600495
0.785527,0.597665
0.783146,0.598668
0.73767,0.655811
0.733672,0.657947
0.662297,0.733615
0.662297,0.733615
0.567107,0.806417
0.523509,0.839858
0.498561,0.854508
0.498561,0.854508
0.563899,0.811514
0.507591,0.847008
0.466601,0.873417
0.442901,0.881825
