t,cg_iters
1,14793
2,14752
3,14838
4,14883
5,14999
6,14806
7,14819
8,14828
9,14842
10,14684
11,14817
12,14957
13,14835
14,14719
15,14807
16,14852
17,14875
18,14746
19,14862
20,14867
21,15003
22,14965
23,14838
24,14864
25,15002
26,14951
27,14951
28,14920
29,14987
30,14942
31,15075
32,14909
33,14943
34,14894
35,14739
36,14854
37,14944
38,15042
39,14963
40,14883
41,14920
42,14742
43,14844
44,14948
45,14844
46,14810
47,14983
48,14795
49,15029
50,14769
51,14826
52,14919
53,14801
54,14739
55,14702
56,14939
57,14811
58,14819
59,14719
60,14668
61,14862
62,14851
63,14928
64,14809
65,14966
66,14785
67,14834
68,14857
69,14865
70,14994
71,14885
72,14852
73,14729
74,14753
75,14902
76,14805
77,14810
78,14889
79,14722
80,14870
81,14941
82,14842
83,14779
84,14878
85,14943
86,14761
87,14823
88,14649
89,14799
90,14743
91,14910
92,14793
93,15042
94,14734
95,14845
96,14731
97,14672
98,14775
99,14864
100,14718
101,14707
102,14817
103,14865
104,14831
105,14921
106,14775
107,14895
108,14797
109,14724
110,14691
111,14897
112,14852
113,14764
114,14813
115,14891
116,14692
117,14911
118,14760
119,14897
120,14792
121,14862
122,14974
123,14795
124,14638
125,14874
126,14832
127,14923
128,14919
129,14808
130,14896
131,14993
132,14892
133,14919
134,14790
135,14864
136,14868
137,14979
138,14746
139,14856
140,14759
141,14798
142,14856
143,15012
144,14783
145,14897
146,14880
147,14783
148,14842
149,14807
150,14642
151,14747
152,14727
153,14803
154,14811
155,14837
156,14977
157,14803
158,15057
159,14885
160,14922
161,14913
162,14947
163,15037
164,14808
165,14853
166,15001
167,14825
168,14783
169,14814
170,14951
171,14887
172,14778
173,14848
174,14820
175,14926
176,14874
177,15036
178,14990
179,14958
180,14961
181,14934
182,14965
183,15159
184,15000
185,15033
186,14806
187,14885
188,14670
189,14947
190,14883
191,14887
192,14959
193,14644
194,14620
195,14978
196,14728
197,14710
198,14772
199,14907
200,14860
201,14971
202,14882
203,14887
204,14833
205,14782
206,14867
207,14883
208,14832
209,14929
210,14798
211,14826
212,14788
213,14690
214,14730
215,14753
216,14737
217,14787
218,14699
219,14744
220,14578
221,14769
222,14571
223,14699
224,14721
225,14697
226,14809
227,14840
228,15021
229,14916
230,14735
231,14906
232,14806
233,14939
234,14943
235,14898
236,14789
237,14755
238,14870
239,14763
240,14937
241,14914
242,14755
243,14922
244,14997
245,14983
246,14951
247,14719
248,14834
249,14643
250,14766
251,14946
252,14811
253,14916
254,15069
255,14820
256,14797
257,14776
258,14890
259,14831
260,14756
261,14955
262,14782
263,14723
264,14856
265,14852
266,14878
267,14858
268,14718
269,14823
270,14765
271,14701
272,14798
273,14988
274,15007
275,15133
276,14949
277,15032
278,14897
279,14745
280,14947
281,14986
282,14906
283,14884
284,14946
285,14847
286,14882
287,14810
288,14754
289,14912
290,14651
291,14702
292,14735
293,14753
294,14614
295,14813
296,14922
297,14887
298,14826
299,15048
300,14868
301,14799
302,14893
303,14732
304,14775
305,14755
306,14900
307,14908
308,14750
309,14896
310,14924
311,14817
312,14929
313,14741
314,14793
315,14806
316,14566
317,14709
318,14663
319,14801
320,14817
321,14782
322,14767
323,14821
324,14703
325,15005
326,14949
327,14702
328,14798
329,14790
330,14739
331,14806
332,14758
333,14855
334,14774
335,14880
336,14811
337,14810
338,14822
339,14902
340,14763
341,14662
342,14733
343,14699
344,14822
345,14745
346,14669
347,14817
348,14663
349,14738
350,14829
351,14720
352,14804
353,14856
354,14903
355,14834
356,14931
357,15100
358,14920
359,14869
360,14730
361,14710
362,14840
363,15045
364,14867
365,14785
366,14710
367,14889
368,14741
369,14772
370,14793
371,14743
372,14814
373,14845
374,14732
375,14830
376,14774
377,14945
378,14930
379,14952
380,14702
381,14872
382,15099
383,14741
384,14776
385,14856
386,14819
387,14895
388,14958
389,14925
390,15020
391,14988
392,14632
393,14782
394,14869
395,14870
396,14981
397,14831
398,14780
399,14751
400,14720
401,14771
402,14815
403,14822
404,14806
405,14860
406,15053
407,14868
408,14685
409,14690
410,14777
411,14799
412,14798
413,14853
414,14910
415,14779
416,14753
417,14665
418,14753
419,14922
420,14754
421,14742
422,14799
423,14819
424,14841
425,14637
426,14787
427,14835
428,14765
429,14622
430,14878
431,14754
432,14877
433,14835
434,14813
435,14833
436,14708
437,14903
438,14709
439,14814
440,14899
441,14842
442,14953
443,14903
444,14758
445,14740
446,14857
447,14766
448,14665
449,14813
450,15023
451,14836
452,14934
453,14966
454,14827
455,14736
456,14803
457,14901
458,14944
459,14914
460,14929
461,14929
462,14833
463,14912
464,14921
465,14820
466,14962
467,14797
468,14917
469,14881
470,14798
471,14830
472,14888
473,14873
474,14806
475,14645
476,14657
477,14823
478,14884
479,14853
480,14909
481,14972
482,14788
483,14846
484,14792
485,14610
486,14699
487,14730
488,14735
489,14634
490,14755
491,14860
492,14904
493,14934
494,15096
495,14835
496,15017
497,14952
498,14844
499,14778
500,14791
501,14670
502,14887
503,14829
504,14919
505,14945
506,14761
507,14730
508,14821
509,14745
510,14855
511,14797
512,15033
513,14864
514,14817
515,14984
516,14813
517,14771
518,14873
519,14888
520,14833
521,14713
522,14710
523,14794
524,14897
525,14871
526,14895
527,14822
528,14666
529,14979
530,14797
531,14790
532,14889
533,14755
534,14804
535,14826
536,14973
537,15080
538,14885
539,14904
540,14743
541,14764
542,14913
543,14968
544,14790
545,14918
546,14825
547,14763
548,14910
549,15010
550,14937
551,14941
552,15069
553,15067
554,14929
555,14931
556,14760
557,14866
558,14790
559,14792
560,14980
561,14785
562,14817
563,14829
564,14877
565,14786
566,14762
567,14735
568,14894
569,14693
570,15031
571,14958
572,14811
573,14846
574,14712
575,14792
576,14821
577,14839
578,14848
579,14820
580,14657
581,14972
582,14831
583,14848
584,14782
585,14882
586,14718
587,14680
588,14824
589,14835
590,14843
591,14925
592,14909
593,14965
594,14958
595,15031
596,14948
597,14798
598,14740
599,14819
600,14839
601,14752
602,14825
603,14884
604,14743
605,14787
606,14709
607,14766
608,14843
609,14845
610,14583
611,14955
612,14756
613,14996
614,14996
615,14904
616,14754
617,14562
618,14930
619,14853
620,14794
621,14790
622,14835
623,14871
624,14810
625,14806
626,14672
627,14836
628,14661
629,14664
630,14908
631,14783
632,14882
633,14820
634,14887
635,14810
636,14620
637,14664
638,14724
639,14879
640,14837
641,14764
642,14710
643,14741
644,14762
645,14891
646,14887
647,14910
648,15089
649,14968
650,15076
651,14869
652,14916
653,14858
654,14812
655,14775
656,14860
657,14757
658,14742
659,14890
660,14975
661,14956
662,14880
663,14728
664,14743
665,14828
666,14701
667,14731
668,14780
669,14788
670,14706
671,14751
672,14881
673,14907
674,14788
675,14736
676,14868
677,14893
678,14839
679,14717
680,14846
681,14901
682,14860
683,14712
684,14699
685,14745
686,14788
687,14895
688,14877
689,14765
690,14720
691,14783
692,14819
693,14653
694,14941
695,14818
696,14808
697,14781
698,14958
699,14928
700,14878
701,14846
702,15028
703,14877
704,14811
705,14736
706,14794
707,14868
708,14859
709,15101
710,14884
711,14835
712,14727
713,14918
714,14909
715,14896
716,14841
717,14902
718,14692
719,14802
720,14819
721,14920
722,14814
723,14973
724,15021
725,14843
726,14813
727,14981
728,14898
729,14829
730,14868
731,14885
732,14725
733,14986
734,14889
735,14922
736,14717
737,14791
738,14951
739,14949
740,14967
741,14819
742,14945
743,14933
744,14836
745,14824
746,14827
747,14964
748,14704
749,14828
750,14733
751,14806
752,14851
753,14882
754,14764
755,14825
756,15026
757,14741
758,14665
759,14869
760,14898
761,14995
