t,cost
10,14.112
20,14.106
30,14.178
40,14.166
50,14.142
60,14.088
70,14.136
80,14.13
90,14.136
100,14.124
110,14.118
120,14.118
130,14.136
140,14.136
150,14.124
160,14.148
170,14.172
180,14.154
190,14.172
200,14.118
210,14.154
220,14.076
230,14.082
240,14.142
250,14.16
260,14.136
270,14.124
280,14.16
290,14.142
300,14.13
310,14.106
320,14.094
330,14.118
340,14.124
350,14.094
360,14.13
370,14.106
380,14.136
390,14.148
400,14.112
410,14.118
420,14.106
430,14.1
440,14.124
450,14.136
460,14.166
470,14.172
480,14.124
490,14.094
500,14.166
510,14.112
520,14.154
530,14.124
540,14.148
550,14.196
560,14.16
570,14.13
580,14.13
590,14.13
600,14.166
610,14.112
620,14.154
630,14.106
640,14.118
650,14.184
660,14.154
670,14.13
680,14.136
690,14.136
700,14.148
710,14.178
720,14.142
730,14.172
740,14.166
750,14.172
760,14.142
770,14.16
780,14.178
790,14.154
800,14.16
810,14.148
820,14.13
830,14.13
840,14.196
850,14.184
860,14.16
870,14.142
880,14.16
890,14.142
900,14.148
910,14.178
920,14.154
930,14.154
940,14.19
950,14.136
960,14.226
970,14.16
980,14.172
990,14.154
1000,14.178
1010,14.13
1020,14.178
1030,14.118
1040,14.142
1050,14.13
1060,14.19
1070,14.142
1080,14.172
1090,14.16
1100,14.178
1110,14.202
1120,14.148
1130,14.172
1140,14.184
1150,14.232
1160,14.22
1170,14.154
1180,14.148
1190,14.226
1200,14.178
1210,14.13
1220,14.166
1230,14.214
1240,14.202
1250,14.196
1260,14.172
1270,14.202
1280,14.208
1290,14.196
1300,14.232
1310,14.196
1320,14.178
1330,14.19
1340,14.214
1350,14.196
1360,14.214
1370,14.208
1380,14.25
1390,14.22
1400,14.226
1410,14.202
1420,14.172
1430,14.172
1440,14.214
1450,14.256
1460,14.244
1470,14.226
1480,14.19
1490,14.208
1500,14.244
1510,14.274
1520,14.202
1530,14.19
1540,14.226
1550,14.232
1560,14.244
1570,14.208
1580,14.238
1590,14.172
1600,14.232
1610,14.226
1620,14.22
1630,14.262
1640,14.214
1650,14.244
1660,14.232
1670,14.268
1680,14.274
1690,14.28
1700,14.28
1710,14.298
1720,14.292
1730,14.268
1740,14.322
1750,14.274
1760,14.238
1770,14.322
1780,14.322
1790,14.328
1800,14.28
1810,14.316
1820,14.292
1830,14.316
1840,14.316
1850,14.31
1860,14.388
1870,14.316
1880,14.328
1890,14.328
1900,14.328
1910,14.37
1920,14.382
1930,14.358
1940,14.376
1950,14.352
1960,14.334
1970,14.37
1980,14.424
1990,14.412
2000,14.388
2010,14.424
2020,14.46
2030,14.436
2040,14.442
2050,14.448
2060,14.436
2070,14.436
2080,14.502
2090,14.43
2100,14.466
2110,14.478
2120,14.466
2130,14.43
2140,14.472
2150,14.508
2160,14.484
2170,14.478
2180,14.502
2190,14.544
2200,14.49
2210,14.49
2220,14.556
2230,14.55
2240,14.616
2250,14.574
2260,14.562
2270,14.628
2280,14.61
2290,14.664
2300,14.64
2310,14.67
2320,14.598
2330,14.622
2340,14.634
2350,14.616
2360,14.658
2370,14.676
2380,14.682
2390,14.688
2400,14.652
2410,14.67
2420,14.646
2430,14.658
2440,14.784
2450,14.724
2460,14.688
2470,14.694
2480,14.73
2490,14.844
2500,14.79
2510,14.802
2520,14.79
2530,14.892
2540,14.832
2550,14.772
2560,14.802
2570,14.91
2580,14.808
2590,14.832
2600,14.838
2610,14.958
2620,14.868
2630,14.808
2640,14.844
2650,14.97
2660,14.856
2670,14.88
2680,14.982
2690,14.826
2700,14.892
2710,14.892
2720,15.018
2730,14.946
2740,15.012
2750,14.934
2760,14.97
2770,15.06
2780,14.922
2790,15.006
2800,15.072
2810,14.982
2820,14.976
2830,15.006
2840,14.964
2850,15.024
2860,15.138
2870,15.03
2880,15.042
2890,15.144
2900,15.096
2910,15.234
2920,15.108
2930,15.174
2940,15.066
2950,15.09
2960,15.276
2970,15.132
2980,15.264
2990,15.108
3000,15.288
3010,15.168
3020,15.318
3030,15.204
3040,15.306
3050,15.234
3060,15.324
3070,15.204
3080,15.354
3090,15.18
3100,15.396
3110,15.3
3120,15.402
3130,15.24
3140,15.39
3150,15.228
3160,15.402
3170,15.3
3180,15.468
3190,15.432
3200,15.348
3210,15.438
3220,15.384
3230,15.522
3240,15.414
3250,15.492
3260,15.51
3270,15.348
3280,15.516
3290,15.45
3300,15.366
3310,15.456
3320,15.378
3330,15.594
3340,15.63
3350,15.45
3360,15.654
3370,15.648
3380,15.462
3390,15.648
3400,15.702
3410,15.45
3420,15.702
3430,15.732
3440,15.552
3450,15.768
3460,15.726
3470,15.774
3480,15.576
3490,15.804
3500,15.792
