t,walltime
10,23.52
20,23.51
30,23.63
40,23.61
50,23.57
60,23.48
70,23.56
80,23.55
90,23.56
100,23.54
110,23.53
120,23.53
130,23.56
140,23.56
150,23.54
160,23.58
170,23.62
180,23.59
190,23.62
200,23.53
210,23.59
220,23.46
230,23.47
240,23.57
250,23.6
260,23.56
270,23.54
280,23.6
290,23.57
300,23.55
310,23.51
320,23.49
330,23.53
340,23.54
350,23.49
360,23.55
370,23.51
380,23.56
390,23.58
400,23.52
410,23.53
420,23.51
430,23.5
440,23.54
450,23.56
460,23.61
470,23.62
480,23.54
490,23.49
500,23.61
510,23.52
520,23.59
530,23.54
540,23.58
550,23.66
560,23.6
570,23.55
580,23.55
590,23.55
600,23.61
610,23.52
620,23.59
630,23.51
640,23.53
650,23.64
660,23.59
670,23.55
680,23.56
690,23.56
700,23.58
710,23.63
720,23.57
730,23.62
740,23.61
750,23.62
760,23.57
770,23.6
780,23.63
790,23.59
800,23.6
810,23.58
820,23.55
830,23.55
840,23.66
850,23.64
860,23.6
870,23.57
880,23.6
890,23.57
900,23.58
910,23.63
920,23.59
930,23.59
940,23.65
950,23.56
960,23.71
970,23.6
980,23.62
990,23.59
1000,23.63
1010,23.55
1020,23.63
1030,23.53
1040,23.57
1050,23.55
1060,23.65
1070,23.57
1080,23.62
1090,23.6
1100,23.63
1110,23.67
1120,23.58
1130,23.62
1140,23.64
1150,23.72
1160,23.7
1170,23.59
1180,23.58
1190,23.71
1200,23.63
1210,23.55
1220,23.61
1230,23.69
1240,23.67
1250,23.66
1260,23.62
1270,23.67
1280,23.68
1290,23.66
1300,23.72
1310,23.66
1320,23.63
1330,23.65
1340,23.69
1350,23.66
1360,23.69
1370,23.68
1380,23.75
1390,23.7
1400,23.71
1410,23.67
1420,23.62
1430,23.62
1440,23.69
1450,23.76
1460,23.74
1470,23.71
1480,23.65
1490,23.68
1500,23.74
1510,23.79
1520,23.67
1530,23.65
1540,23.71
1550,23.72
1560,23.74
1570,23.68
1580,23.73
1590,23.62
1600,23.72
1610,23.71
1620,23.7
1630,23.77
1640,23.69
1650,23.74
1660,23.72
1670,23.78
1680,23.79
1690,23.8
1700,23.8
1710,23.83
1720,23.82
1730,23.78
1740,23.87
1750,23.79
1760,23.73
1770,23.87
1780,23.87
1790,23.88
1800,23.8
1810,23.86
1820,23.82
1830,23.86
1840,23.86
1850,23.85
1860,23.98
1870,23.86
1880,23.88
1890,23.88
1900,23.88
1910,23.95
1920,23.97
1930,23.93
1940,23.96
1950,23.92
1960,23.89
1970,23.95
1980,24.04
1990,24.02
2000,23.98
2010,24.04
2020,24.1
2030,24.06
2040,24.07
2050,24.08
2060,24.06
2070,24.06
2080,24.17
2090,24.05
2100,24.11
2110,24.13
2120,24.11
2130,24.05
2140,24.12
2150,24.18
2160,24.14
2170,24.13
2180,24.17
2190,24.24
2200,24.15
2210,24.15
2220,24.26
2230,24.25
2240,24.36
2250,24.29
2260,24.27
2270,24.38
2280,24.35
2290,24.44
2300,24.4
2310,24.45
2320,24.33
2330,24.37
2340,24.39
2350,24.36
2360,24.43
2370,24.46
2380,24.47
2390,24.48
2400,24.42
2410,24.45
2420,24.41
2430,24.43
2440,24.64
2450,24.54
2460,24.48
2470,24.49
2480,24.55
2490,24.74
2500,24.65
2510,24.67
2520,24.65
2530,24.82
2540,24.72
2550,24.62
2560,24.67
2570,24.85
2580,24.68
2590,24.72
2600,24.73
2610,24.93
2620,24.78
2630,24.68
2640,24.74
2650,24.95
2660,24.76
2670,24.8
2680,24.97
2690,24.71
2700,24.82
2710,24.82
2720,25.03
2730,24.91
2740,25.02
2750,24.89
2760,24.95
2770,25.1
2780,24.87
2790,25.01
2800,25.12
2810,24.97
2820,24.96
2830,25.01
2840,24.94
2850,25.04
2860,25.23
2870,25.05
2880,25.07
2890,25.24
2900,25.16
2910,25.39
2920,25.18
2930,25.29
2940,25.11
2950,25.15
2960,25.46
2970,25.22
2980,25.44
2990,25.18
3000,25.48
3010,25.28
3020,25.53
3030,25.34
3040,25.51
3050,25.39
3060,25.54
3070,25.34
3080,25.59
3090,25.3
3100,25.66
3110,25.5
3120,25.67
3130,25.4
3140,25.65
3150,25.38
3160,25.67
3170,25.5
3180,25.78
3190,25.72
3200,25.58
3210,25.73
3220,25.64
3230,25.87
3240,25.69
3250,25.82
3260,25.85
3270,25.58
3280,25.86
3290,25.75
3300,25.61
3310,25.76
3320,25.63
3330,25.99
3340,26.05
3350,25.75
3360,26.09
3370,26.08
3380,25.77
3390,26.08
3400,26.17
3410,25.75
3420,26.17
3430,26.22
3440,25.92
3450,26.28
3460,26.21
3470,26.29
3480,25.96
3490,26.34
3500,26.32
