MDTU,S_B
1,0.991482
2,0.997737
3,0.992769
4,0.992769
5,0.995436
6,1.00561
7,1.00561
8,1.00561
9,0.99969
10,0.99969
11,0.99969
12,0.999322
13,0.993918
14,0.997652
15,0.997652
16,0.993505
17,0.996633
18,0.996185
19,0.995801
20,0.992957
21,0.994635
22,0.994635
23,0.994049
24,1.00653
25,1.00207
26,1.00207
27,1.00266
28,0.990163
29,0.990163
30,0.990163
31,1.00176
32,1.00711
33,0.996551
34,0.996551
35,1.00423
36,1.0034
37,0.998722
38,0.998722
39,0.992248
40,0.997206
41,0.997206
42,0.997206
43,0.995051
44,0.985907
45,0.987041
46,0.989113
47,0.990978
48,0.990978
49,0.990978
50,0.99832
51,0.99832
52,0.995005
53,0.995775
54,0.994245
55,0.994245
56,1.00489
57,1.00489
58,1.00968
59,1.00755
60,0.995413
61,0.997345
62,0.999212
63,0.997375
64,0.987738
65,0.994138
66,0.992715
67,0.992715
68,0.992715
69,0.992433
70,0.99626
71,0.991759
72,1.00705
73,1.00384
74,1.00615
75,1.01023
76,1.01023
77,1.01023
78,0.998792
79,1.00247
80,1.01077
81,0.999491
82,0.9959
83,1.0028
84,0.997546
85,1.00322
86,1.00774
87,1.00337
88,1.00337
89,0.993236
90,1.00281
91,1.0053
92,1.00559
93,1.00206
94,1.00206
95,0.993588
96,0.993588
97,0.994189
98,0.991821
99,0.990753
100,0.994749
101,1.00158
102,1.00158
103,0.989935
104,1.0039
105,0.9939
106,0.996022
107,1.00964
108,1.00244
109,0.999111
110,0.999613
111,0.998529
112,0.993767
113,0.986986
114,1.00169
115,1.00169
116,1.00169
117,1.00242
118,1.00489
119,0.992315
120,0.994107
121,0.999112
122,0.995863
123,0.999053
124,1.00777
125,1.00216
126,0.997806
127,0.995455
128,1.00484
129,1.00091
130,1.00481
131,1.00592
132,1.00074
133,0.997291
134,0.999015
135,0.996805
136,0.995829
137,0.993585
138,0.995763
139,0.995755
140,0.986827
141,0.98844
142,0.989731
143,0.99525
144,1.00036
145,0.995889
146,0.988957
147,0.99263
148,0.987689
149,0.996986
150,0.996986
151,1.00487
152,0.997498
153,0.98852
154,0.98852
155,0.995122
156,0.984737
157,0.99337
158,0.989502
159,0.989502
160,0.992972
161,0.990434
162,0.991042
163,0.990869
164,0.985512
165,0.995769
166,1.00036
167,1.00036
168,1.00191
169,0.994498
170,0.998494
171,0.989515
172,0.996591
173,1.00184
174,0.991957
175,0.994631
176,0.990527
177,0.996258
178,0.991583
179,0.997376
180,0.997376
181,1.00006
182,1.00356
183,0.98923
184,0.996893
185,1.00676
186,1.00264
187,1.00264
188,0.99685
189,1.00003
190,1.00003
191,1.00003
192,0.999905
193,1.00894
194,0.997298
195,0.996595
196,0.999305
197,0.992532
198,0.996134
199,0.98728
200,0.995492
201,0.997449
202,0.992121
203,0.988961
204,0.99796
205,0.993443
206,0.993443
207,0.993443
208,0.991117
209,0.988981
210,0.999388
211,1.00751
212,0.994404
213,0.993112
214,0.993112
215,0.998648
216,0.991579
217,0.986944
218,0.990014
219,0.990712
220,0.990712
221,0.990712
222,0.992279
223,0.992279
224,0.998996
225,0.9906
226,0.999019
227,0.995719
228,0.9922
229,0.989818
230,0.990548
231,0.98718
232,0.98718
233,0.988349
234,0.992023
235,0.989539
236,0.9857
237,0.992546
238,0.987911
239,0.997883
240,0.992657
241,1.00261
242,1.00261
243,1.00452
244,1.01281
245,1.00254
246,0.988415
247,1.00021
248,1.00198
249,0.992696
250,0.990944
251,0.990273
252,1.00414
