t,e^(-dS)
1,1.73152
2,1.27481
3,2.16063
4,0.301496
5,0.913867
6,1.42704
7,0.364948
8,0.648496
9,0.779112
10,0.756691
11,0.710632
12,1.31036
13,0.571781
14,0.974569
15,0.560515
16,0.742821
17,2.67862
18,1.10661
19,0.325954
20,0.637947
21,0.917521
22,0.450859
23,0.468415
24,0.667377
25,1.90009
26,0.570638
27,0.864158
28,0.932534
29,0.585669
30,0.464126
31,1.90656
32,0.98113
33,3.39397
34,0.455573
35,1.34932
36,2.38882
37,1.20214
38,0.867534
39,1.23146
40,1.43634
41,0.640312
42,0.650379
43,1.30996
44,0.981042
45,0.680791
46,1.0078
47,1.46609
48,0.935785
49,0.618103
50,0.840045
51,0.641145
52,2.11785
53,0.766209
54,0.864331
55,0.650639
56,1.47211
57,0.292293
58,0.691287
59,0.294346
60,3.40417
61,1.68388
62,0.9357
63,1.2981
64,0.886743
65,0.333204
66,1.02547
67,0.421009
68,0.283371
69,0.701173
70,0.646876
71,0.840633
72,0.994545
73,0.949016
74,0.734842
75,0.643264
76,0.486363
77,0.639096
78,0.681949
79,1.93673
80,1.81013
81,0.534139
82,1.19961
83,0.755255
84,0.521368
85,0.536387
86,1.67146
87,0.734842
88,0.585259
89,0.834686
90,1.26833
91,1.63542
92,0.718205
93,0.556215
94,0.719571
95,0.525765
96,0.170845
97,1.50245
98,0.861052
99,0.958908
100,0.740818
101,0.70321
102,0.719787
103,1.28364
104,1.31732
105,1.6048
106,1.2933
107,0.666577
108,2.44367
109,0.873366
110,0.956399
111,0.889229
112,0.840885
113,0.870924
114,1.18685
115,0.367879
116,0.339256
117,1.13417
118,1.5702
119,0.587664
120,0.434961
121,0.977937
122,0.873629
123,0.965374
124,1.62954
125,0.480802
126,1.37534
127,0.571095
128,0.93747
129,1.18483
130,1.63804
131,3.22199
132,3.13303
133,1.19578
134,1.00588
135,1.40214
136,1.79912
137,0.311923
138,1.36206
139,0.815707
140,1.33589
141,1.02674
142,0.833685
143,0.611953
144,2.08256
145,1.18898
146,0.910802
147,0.79255
148,1.28044
149,1.6232
150,0.26955
151,1.06667
152,1.01117
153,0.803081
154,0.440211
155,0.610547
156,0.809936
157,0.243412
158,0.485585
159,0.575452
160,1.13304
161,0.523876
162,2.70229
163,1.69401
164,0.743118
165,1.13951
166,1.18022
167,0.277204
168,1.54064
169,1.29408
170,1.77944
