ReTr(Lx),ImTr(Lx)
-0.11123,0.405681
0.112907,0.527616
-0.0992325,0.51888
-0.0992325,0.51888
-0.138282,0.47732
-0.0824393,0.493584
-0.0824393,0.493584
-0.0824393,0.493584
-0.364565,0.36337
-0.364565,0.36337
-0.364565,0.36337
-0.269877,0.400479
-0.322311,0.221135
-0.468835,0.0138741
-0.468835,0.0138741
-0.486408,0.259736
-0.551281,0.0832614
-0.615777,-0.0542972
-0.462297,-0.0442985
-0.552164,0.248982
-0.387314,0.348416
-0.387314,0.348416
-0.0208019,0.642254
-0.139265,0.506593
0.12024,0.608142
0.12024,0.608142
-0.0013368,0.454929
0.312085,0.351602
0.312085,0.351602
0.312085,0.351602
0.133428,0.406657
0.167364,0.52232
0.0765675,0.489041
0.0765675,0.489041
0.196468,0.388873
0.402898,0.103624
0.503248,0.0685012
0.503248,0.0685012
0.369377,0.315874
0.386205,0.110552
0.386205,0.110552
0.386205,0.110552
0.527486,0.242749
0.624659,-0.0461963
0.437088,0.161837
0.439353,-0.250866
0.110515,-0.403719
0.110515,-0.403719
0.110515,-0.403719
0.0845825,-0.489413
0.0845825,-0.489413
-0.0762928,-0.406702
-0.159363,-0.318833
-0.291568,-0.22016
-0.291568,-0.22016
-0.431447,-0.176608
-0.431447,-0.176608
-0.487143,0.0290008
-0.462838,-0.0413544
-0.346467,-0.0913342
-0.634714,-0.0803413
-0.517868,0.0931475
-0.309757,-0.29505
-0.131463,-0.519375
-0.128795,-0.433219
-0.0287409,-0.438603
-0.0287409,-0.438603
-0.0287409,-0.438603
-0.164582,-0.460192
-0.610962,-0.235251
-0.350126,-0.275094
-0.339423,-0.418144
-0.145363,-0.424223
-0.447033,-0.135552
-0.495527,0.0499267
-0.495527,0.0499267
-0.495527,0.0499267
-0.447298,0.185051
-0.377241,0.305522
-0.47945,0.0467769
-0.488942,0.225792
-0.491848,0.145887
-0.497552,-0.00236278
-0.564977,0.135517
-0.467257,0.124237
-0.470431,0.119346
-0.386114,0.29443
-0.386114,0.29443
-0.29727,0.176972
-0.396879,0.182045
-0.318905,0.33865
-0.259435,0.361595
-0.355795,0.644468
-0.355795,0.644468
-0.145005,0.329698
-0.145005,0.329698
0.264398,0.57524
-0.0515118,0.411609
-0.163473,0.442372
-0.237838,0.349263
-0.181067,0.411007
-0.181067,0.411007
-0.0177791,0.338746
-0.0168174,0.498192
-0.206987,0.392069
-0.199357,0.353504
-0.074584,0.454253
0.0420777,0.392385
-0.0946833,0.46502
-0.203732,0.357637
-0.183032,0.4957
-0.431175,0.310831
-0.368245,0.363146
-0.343128,0.387213
