ReTr(L),ImTr(L)
-0.84351,-1.00899
-0.746544,-0.921176
-0.797164,-0.962224
-0.797164,-0.962224
-0.826705,-0.933413
-0.846293,-0.86738
-0.846293,-0.86738
-0.846293,-0.86738
-0.868679,-0.825498
-0.868679,-0.825498
-0.868679,-0.825498
-0.858743,-0.838668
-1.03435,-0.739953
-0.987562,-0.716506
-0.987562,-0.716506
-0.998281,-0.685808
-1.06236,-0.648869
-1.03119,-0.570955
-1.13744,-0.520961
-1.01819,-0.640698
-1.13001,-0.47159
-1.13001,-0.47159
-1.07488,-0.492958
-1.09372,-0.667232
-0.934729,-0.703195
-0.934729,-0.703195
-1.04098,-0.787349
-0.884332,-0.781004
-0.884332,-0.781004
-0.884332,-0.781004
-0.929742,-0.873052
-0.876081,-0.826213
-1.009,-0.602649
-1.009,-0.602649
-0.957447,-0.689214
-0.979475,-0.686133
-0.927478,-0.62005
-0.927478,-0.62005
-0.906088,-0.694522
-1.04032,-0.740458
-1.04032,-0.740458
-1.04032,-0.740458
-0.871524,-0.78973
-0.930093,-0.736947
-0.942218,-0.758829
-0.876624,-0.766621
-1.01689,-0.643942
-1.01689,-0.643942
-1.01689,-0.643942
-0.961657,-0.693358
-0.961657,-0.693358
-0.940297,-0.77344
-1.02317,-0.759882
-0.923816,-0.797736
-0.923816,-0.797736
-0.839147,-0.904901
-0.839147,-0.904901
-0.917355,-0.875016
-0.821538,-0.927733
-0.70009,-1.09262
-0.532705,-1.05477
-0.675297,-1.06236
-0.738827,-1.00813
-0.695135,-0.993995
-0.672988,-1.06022
-0.641576,-1.09441
-0.641576,-1.09441
-0.641576,-1.09441
-0.722119,-0.939813
-0.578541,-0.982294
-0.734925,-0.947051
-0.656588,-0.994456
-0.784162,-0.89253
-0.836837,-0.857554
-0.785561,-0.902875
-0.785561,-0.902875
-0.785561,-0.902875
-0.715692,-0.946006
-0.83338,-0.903124
-0.821039,-0.966938
-0.658534,-0.990929
-0.713478,-0.998003
-0.681964,-1.07024
-0.635044,-1.06112
-0.749844,-1.04336
-0.737949,-1.01964
-0.803772,-0.927874
-0.803772,-0.927874
-0.680854,-1.02441
-0.671662,-1.01762
-0.726723,-1.01671
-0.728539,-1.10791
-0.479942,-1.10318
-0.479942,-1.10318
-0.39629,-1.2695
-0.39629,-1.2695
-0.343287,-1.14856
-0.486334,-1.14387
-0.380135,-1.08562
-0.388183,-1.14948
-0.228262,-1.20701
-0.228262,-1.20701
-0.206981,-1.21728
-0.110211,-1.16599
-0.262661,-1.16951
-0.096661,-1.13612
-0.258021,-1.17626
-0.379764,-1.17429
-0.314744,-1.14307
-0.385685,-1.21965
-0.620101,-1.07561
-0.710533,-1.04292
-0.606294,-1.06159
-0.634694,-1.05175
-0.634694,-1.05175
-0.634694,-1.05175
-0.695975,-1.00447
-0.672393,-0.929157
-0.626147,-1.00409
-0.601098,-1.03424
-0.612444,-0.997762
-0.436196,-1.08998
-0.408437,-1.0266
-0.406391,-1.21284
-0.278517,-1.0502
-0.318728,-1.18465
-0.366221,-1.06655
-0.349016,-1.13371
-0.297589,-1.16258
-0.396215,-1.09696
-0.348732,-1.1373
-0.356784,-1.16186
-0.263156,-1.21484
-0.141192,-1.17721
-0.111607,-1.20001
0.204956,-1.20671
0.264014,-1.21654
0.178328,-1.24382
0.367493,-1.23259
0.218549,-1.20284
0.180469,-1.2068
0.258615,-1.19804
0.183704,-1.18331
0.205932,-1.21703
0.172358,-1.25413
-0.0315378,-1.22552
-0.0570869,-1.25602
-0.0950996,-1.25499
-0.483539,-1.13541
-0.483539,-1.13541
-0.698825,-1.02049
-0.680414,-0.981758
-0.495324,-1.08411
-0.495324,-1.08411
-0.251546,-1.15164
-0.22241,-1.18395
-0.289042,-1.17272
