MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.0702028,-0.26386,4.23343e-07
2,0.00508425,-0.06863,-1.03436e-05
3,0.12484,-0.35182,3.7224e-05
4,0.12484,-0.35182,3.7224e-05
5,0.0348017,-0.18463,1.14573e-06
6,0.0143307,-0.11733,-2.96166e-06
7,0.0143307,-0.11733,-2.96166e-06
8,0.0143307,-0.11733,-2.96166e-06
9,0.0144007,-0.11743,5.10656e-06
10,0.0144007,-0.11743,5.10656e-06
11,0.0144007,-0.11743,5.10652e-06
12,0.00627673,-0.07294,-1.25931e-05
13,0.00155046,-0.03416,-2.68435e-06
14,0.00372654,-0.05831,-1.77143e-05
15,0.00372654,-0.05831,-1.77143e-05
16,0.0438814,-0.20835,3.65926e-06
17,0.131912,-0.36229,1.34215e-05
18,0.0378543,-0.19322,8.62148e-06
19,0.0336045,-0.182,5.83962e-06
20,0.0998024,-0.31499,2.32597e-05
21,0.0683949,-0.26035,7.00694e-06
22,0.0683949,-0.26035,7.00694e-06
23,0.0866739,-0.29352,1.48105e-06
24,0.251328,-0.50084,9.32287e-06
25,0.0637039,-0.25133,1.55815e-05
26,0.0637039,-0.25133,1.55815e-05
27,0.144182,-0.37876,-2.76809e-05
28,0.00156341,0.035938,-1.58379e-05
29,0.00156341,0.035938,-1.58379e-05
30,0.00156341,0.035938,-1.58379e-05
31,0.0184387,-0.13476,-3.4315e-06
32,0.0439349,-0.20902,1.81337e-06
33,0.0138716,0.116842,-7.88558e-07
34,0.0138716,0.116842,-7.88558e-07
35,0.00863283,0.091498,5.81255e-07
36,0.00851295,0.089698,4.10574e-07
37,0.0277,0.165505,3.12545e-06
38,0.0277,0.165505,3.12545e-06
39,0.0299889,0.172404,-1.29014e-05
40,0.00424857,-0.06145,-1.49056e-05
41,0.00424857,-0.06145,-1.49056e-05
42,0.00424857,-0.06145,-1.49056e-05
43,0.04462,-0.21033,6.4695e-06
44,0.0845067,-0.28985,1.25461e-05
45,0.00782644,-0.08729,-1.43198e-06
46,0.00349811,0.057171,8.55701e-06
47,0.00094673,0.027342,1.32693e-05
48,0.00094673,0.027342,1.32693e-05
49,0.00094673,0.027342,1.32693e-05
50,0.00328941,-0.05438,-4.21053e-06
51,0.00328941,-0.05438,-4.2105e-06
52,0.00388604,0.060447,-1.24682e-05
53,0.00365829,-0.0576,-1.34256e-05
54,0.0257146,0.159895,-8.92098e-06
55,0.0257146,0.159895,-8.92098e-06
56,0.0399764,-0.19819,-8.64253e-06
57,0.0399764,-0.19819,-8.64253e-06
58,0.105633,-0.32421,-7.07532e-06
59,0.0476316,-0.21659,-2.16106e-05
60,0.0137068,-0.11562,-1.5086e-05
61,0.0760383,-0.27498,-2.00752e-05
62,0.144241,-0.37894,-3.12283e-05
63,0.0272594,-0.16356,6.53367e-06
64,0.0572876,-0.23699,-1.21902e-05
65,0.0468497,-0.21509,-2.0604e-06
66,0.0592954,-0.24216,-6.59857e-06
67,0.0592954,-0.24216,-6.59857e-06
68,0.0592954,-0.24216,-6.59857e-06
69,0.000535502,-0.00409,-7.22623e-06
70,0.0119369,-0.10761,-1.73829e-05
71,0.000544508,0.017272,-1.35924e-06
72,0.0125793,-0.11065,1.40539e-05
73,0.013264,0.114148,1.30929e-05
74,0.00041323,0.00383,1.13996e-05
75,0.00450439,-0.06492,-4.10461e-06
76,0.00450439,-0.06492,-4.10461e-06
77,0.00450439,-0.06492,-4.10461e-06
78,0.000875346,0.024466,-1.34336e-05
79,0.0223486,-0.14816,4.77473e-06
80,0.102606,-0.31978,1.71364e-06
81,0.0106461,-0.10172,2.45763e-05
82,0.0429914,-0.20655,-2.22623e-05
83,0.114777,-0.33794,2.73448e-05
84,0.226296,-0.47477,1.38774e-05
85,0.175962,-0.41875,-3.28114e-06
86,0.126957,-0.35538,1.59455e-05
87,0.0163182,-0.12627,6.24638e-06
88,0.0163182,-0.12627,6.24638e-06
89,0.0198438,0.140102,-9.34604e-07
90,0.000294142,-0.00454,-1.5651e-06
91,0.0370807,-0.19084,-9.37632e-06
92,0.170768,-0.41265,-2.05953e-05
93,0.240001,-0.4892,-5.00436e-06
94,0.240001,-0.4892,-5.00436e-06
95,0.0827236,-0.28664,-3.80215e-06
96,0.0827236,-0.28664,-3.80215e-06
97,0.161975,-0.40195,4.37004e-07
98,0.00524319,-0.07059,-2.17897e-05
99,0.0123662,0.109733,8.71328e-06
100,0.00248232,0.047303,-2.53655e-06
101,0.0036599,-0.05254,-2.21812e-05
102,0.0036599,-0.05254,-2.21812e-05
103,0.0169393,0.129213,-8.04538e-06
104,0.00139767,0.031545,-1.05831e-05
105,0.00506477,0.069254,1.49851e-05
106,0.0627729,0.250301,8.97026e-06
107,0.00733368,-0.08209,6.53625e-07
108,0.000687102,-0.01262,1.4095e-06
109,0.0177553,-0.13052,2.08763e-05
110,0.0554444,-0.23403,2.1813e-05
111,0.0917668,-0.30191,8.23612e-06
112,0.11918,-0.34455,4.03063e-06
113,0.0436396,-0.20818,6.39871e-06
114,0.0898405,-0.29895,-1.14259e-05
115,0.0898405,-0.29895,-1.14259e-05
116,0.0898405,-0.29895,-1.14259e-05
117,0.00697985,-0.08168,-6.54312e-06
118,0.00593058,0.075468,-1.16421e-05
119,0.0157239,0.12425,-8.84024e-06
120,0.0353433,0.187542,1.23375e-06
121,0.0522105,0.228131,2.86881e-07
122,0.00779149,0.087164,-7.22672e-06
123,0.0213308,0.145329,1.44882e-05
124,0.00952826,0.096237,9.69289e-06
125,0.118276,0.343695,-2.5471e-06
126,0.100815,0.317331,-1.92831e-06
127,0.0487239,0.220456,4.21753e-06
128,0.084791,-0.29008,1.67509e-05
129,0.000616077,-0.01945,8.46637e-06
130,0.0463604,-0.21399,8.43715e-06
131,0.087425,-0.29441,3.2957e-05
132,0.06299,-0.24937,1.43312e-05
133,0.0959578,-0.30882,-4.03453e-06
134,0.0445315,-0.21029,2.38056e-06
135,0.0114209,-0.10433,-3.5209e-06
136,0.00876268,-0.0915,1.31696e-05
137,0.0271544,-0.16329,1.40279e-05
138,0.105636,-0.3245,2.32793e-06
139,0.0432177,-0.20691,-2.0103e-07
140,0.000512564,-0.00816,2.49778e-05
141,0.0289543,-0.16856,2.28444e-05
142,0.000430203,-0.00544,-1.75911e-06
143,0.0469094,-0.21497,1.98494e-05
144,0.0614051,-0.24671,-1.3342e-05
145,0.03129,-0.17561,6.66586e-06
146,0.00860997,-0.08811,2.49713e-05
147,0.186925,-0.43108,1.83987e-05
148,0.0690033,-0.26104,-2.53185e-06
149,0.19842,-0.44475,6.50474e-06
150,0.19842,-0.44475,6.50474e-06
151,0.0912461,-0.30057,2.16102e-05
152,0.0018328,-0.03849,1.24812e-05
153,0.000251577,0.00668,-4.63129e-06
154,0.000251577,0.00668,-4.63129e-06
155,0.0512131,-0.22555,1.27135e-05
156,0.0865989,-0.2935,6.74439e-06
