MDTU,min_min,min_max,max_min,max_max5
1,-0.0719127,0.0141946,-0.00429242,0.0785472
2,-0.0626551,-0.000916069,0.00743335,0.0616668
3,-0.0568769,0.00391361,0.00462475,0.0700478
4,-0.0568769,0.00391361,0.00462475,0.0700478
5,-0.0651648,0.00748995,0.000729984,0.0698659
6,-0.0699739,0.00655984,0.0031923,0.0642319
7,-0.0699739,0.00655984,0.0031923,0.0642319
8,-0.0699739,0.00655984,0.0031923,0.0642319
9,-0.0675516,0.00671546,0.00184399,0.0600586
10,-0.0675516,0.00671546,0.00184399,0.0600586
11,-0.0675517,0.00671546,0.00184399,0.0600586
12,-0.0666699,0.00741823,0.000909935,0.0593595
13,-0.079087,0.00894702,-0.0112735,0.0732661
14,-0.0745534,0.00642008,0.000455992,0.0667242
15,-0.0745534,0.00642008,0.000455992,0.0667242
16,-0.0723404,0.00219206,0.00503733,0.069089
17,-0.061805,0.00452628,0.00731558,0.0720328
18,-0.0678768,-0.00336124,0.0113386,0.0640309
19,-0.0662548,0.00827699,0.000335443,0.0716773
20,-0.0574567,0.00268646,0.00713813,0.0671147
21,-0.0624275,0.00964681,0.00497007,0.0682204
22,-0.0624275,0.00964681,0.00497007,0.0682204
23,-0.0687402,0.00460145,0.0115814,0.0581956
24,-0.0579172,0.0146229,0.00257087,0.0775917
25,-0.0519164,-0.00250427,0.00798918,0.0665116
26,-0.0519164,-0.00250427,0.00798918,0.0665116
27,-0.0698309,0.0205491,-0.000497921,0.0768396
28,-0.0684229,0.00172014,-0.00277358,0.0648208
29,-0.0684229,0.00172014,-0.00277358,0.0648208
30,-0.0684229,0.00172014,-0.00277358,0.0648208
31,-0.0718504,0.00373943,-0.00362639,0.0761012
32,-0.0685005,0.0051807,0.00926292,0.0606904
33,-0.0801754,-0.000673312,0.0101309,0.0620077
34,-0.0801754,-0.000673312,0.0101309,0.0620077
35,-0.07217,0.00205609,-0.0049328,0.0648844
36,-0.0693051,-0.000320206,-0.00921508,0.0686283
37,-0.0634258,-0.00980435,0.000104843,0.0516282
38,-0.0634258,-0.00980435,0.000104843,0.0516282
39,-0.0650766,-0.00611982,-0.00238798,0.0553065
40,-0.0713387,0.00770849,-0.00440091,0.0810808
41,-0.0713387,0.00770848,-0.00440091,0.0810808
42,-0.0713387,0.00770848,-0.00440091,0.0810808
43,-0.0518114,-0.00557675,0.00552163,0.0640617
44,-0.0541869,-0.00157232,0.0171662,0.0698983
45,-0.0665017,0.0069827,-0.00276756,0.0665077
46,-0.0673086,-0.000662445,0.00150382,0.0568443
47,-0.0663162,0.008046,-0.00447443,0.0656067
48,-0.0663162,0.008046,-0.00447443,0.0656067
49,-0.0663162,0.008046,-0.00447443,0.0656067
50,-0.0702292,0.00276232,0.00464311,0.0632476
51,-0.0702292,0.00276233,0.00464311,0.0632476
52,-0.0767896,0.00134551,-0.00718317,0.0682598
53,-0.0728152,0.0131595,-0.0145203,0.0734251
54,-0.0748027,0.00567347,-0.0149723,0.0701858
55,-0.0748027,0.00567347,-0.0149723,0.0701858
