MDTU,plaq,Re(det),Im(det),link
1,0.018104,0.0215029,0.0108682,0.0827357
2,0.0162492,0.0169887,0.00925783,0.054102
3,0.0234412,0.030647,0.0111642,0.0623266
4,0.0234412,0.030647,0.0111642,0.0623266
5,0.021206,0.0250191,0.00925943,0.0672893
6,0.0202539,0.0221774,0.0085774,0.0597151
7,0.0202539,0.0221774,0.0085774,0.0597151
8,0.0202539,0.0221774,0.0085774,0.0597151
9,0.0209331,0.0234244,0.00788172,0.0562979
10,0.0209331,0.0234244,0.00788172,0.0562979
11,0.0209331,0.0234244,0.00788172,0.0562979
12,0.027253,0.0298199,0.00818013,0.0585245
13,0.0165801,0.0174006,0.00898179,0.078973
14,0.0149249,0.015547,0.0092073,0.0644735
15,0.0149249,0.015547,0.0092073,0.0644735
16,0.0164007,0.0196497,0.00929721,0.0562842
17,0.0171088,0.0227871,0.0116103,0.0608207
18,0.0167386,0.0205627,0.00997254,0.0477631
19,0.0165815,0.0194051,0.0101938,0.0685601
20,0.016263,0.0210726,0.0117776,0.0508557
21,0.0178392,0.0225196,0.0102777,0.0589495
22,0.0178392,0.0225196,0.0102777,0.0589495
23,0.0156453,0.0199046,0.011009,0.0464332
24,0.0127205,0.0187856,0.0116662,0.0670892
25,0.0168953,0.0207754,0.0102673,0.043566
26,0.0168953,0.0207754,0.0102673,0.043566
27,0.0182797,0.0245543,0.0110882,0.0767565
28,0.0150922,0.0143979,0.00803573,0.0570313
29,0.0150922,0.0143979,0.00803573,0.0570313
30,0.0150922,0.0143979,0.00803573,0.0570313
31,0.0130089,0.0144276,0.00844379,0.0760258
32,0.0103682,0.0121998,0.00981364,0.0547657
33,0.014058,0.0129702,0.00715728,0.0584405
34,0.014058,0.0129702,0.00715728,0.0584405
35,0.0152396,0.0141913,0.00772257,0.0588659
36,0.0219019,0.0203568,0.0072672,0.0632519
37,0.0196546,0.0164408,0.00615415,0.0436847
38,0.0196546,0.0164408,0.00615415,0.0436847
39,0.0171935,0.0144829,0.00747723,0.05162
40,0.0183374,0.0197967,0.00899896,0.0786559
41,0.0183374,0.0197967,0.00899896,0.0786559
42,0.0183374,0.0197967,0.00899896,0.0786559
43,0.013951,0.0167071,0.0100108,0.0461236
44,0.0155289,0.0195568,0.0104101,0.0465571
45,0.0111714,0.0115864,0.00849174,0.060934
46,0.01362,0.013147,0.00753065,0.0538724
47,0.0119339,0.0117522,0.00781128,0.0637821
48,0.0119339,0.0117522,0.00781128,0.0637821
49,0.0119339,0.0117522,0.00781128,0.0637821
50,0.0151897,0.0159492,0.00882168,0.0544863
51,0.0151897,0.0159492,0.00882168,0.0544863
52,0.0141919,0.0133356,0.00737379,0.0678707
53,0.0148302,0.0158469,0.00948396,0.0786321
54,0.0115604,0.00983641,0.00716624,0.0734188
55,0.0115604,0.00983641,0.00716624,0.0734188
56,0.0210633,0.0241175,0.010783,0.0635643
57,0.0210633,0.0241175,0.010783,0.0635643
58,0.0149888,0.019523,0.0117197,0.0677202
59,0.0207504,0.024711,0.0104467,0.0636665
60,0.014589,0.0158535,0.00936342,0.0830582
61,0.0143153,0.0175095,0.0108438,0.0459364
62,0.0166044,0.0224985,0.0116689,0.0646704
63,0.0182911,0.020559,0.00922769,0.0688433
64,0.0266035,0.0320537,0.00975631,0.0561661
65,0.0180482,0.0218433,0.010359,0.0684234
66,0.0193702,0.0236067,0.00990711,0.0714596
67,0.0193702,0.0236067,0.00990711,0.0714596
68,0.0193702,0.0236067,0.00990711,0.0714596
69,0.0210518,0.0213126,0.00803347,0.056813
70,0.0146496,0.0162891,0.00961981,0.0394654
71,0.0139111,0.0135626,0.00789003,0.0610904
72,0.0138088,0.0155231,0.00969199,0.053847
73,0.0149049,0.0135712,0.00706783,0.0615061
74,0.0185409,0.0184748,0.00756593,0.0601785
75,0.0137806,0.0147021,0.00859234,0.0570374
76,0.0137806,0.0147021,0.00859234,0.0570374
77,0.0137806,0.0147021,0.00859234,0.0570374
78,0.0148517,0.0143707,0.00838098,0.0579771
79,0.0149711,0.0172988,0.00991298,0.0632789
80,0.011076,0.0146318,0.0116464,0.0687146
81,0.0134023,0.0146572,0.00914405,0.0542561
82,0.0123484,0.0153468,0.00966006,0.060925
83,0.0159126,0.0212492,0.0110141,0.0679597
84,0.0191753,0.0273065,0.0121045,0.0562001
85,0.0157667,0.022047,0.0110355,0.0700471
