MDTU,plaq
1,1.02116
2,1.00724
3,1.02711
4,1.02711
5,1.01544
6,1.01064
7,1.01064
8,1.01064
9,1.01068
10,1.01068
11,1.01068
12,1.0073
13,1.00413
14,1.00619
15,1.00619
16,1.01747
17,1.02766
18,1.01661
19,1.01556
20,1.02436
21,1.02095
22,1.02095
23,1.02284
24,1.03559
25,1.02017
26,1.02017
27,1.02849
28,0.99842
29,0.99842
30,0.99842
31,1.01288
32,1.01745
33,0.991734
34,0.991734
35,0.993355
36,0.993274
37,0.985998
38,0.985998
39,0.985657
40,1.00666
41,1.00666
42,1.00666
43,1.0176
44,1.02308
45,1.00837
46,0.996382
47,0.998966
48,0.998966
49,0.998966
50,1.00576
51,1.00576
52,0.996651
53,1.00566
54,0.987081
55,0.987081
56,1.01634
57,1.01634
58,1.02532
59,1.01801
60,1.01059
61,1.02177
62,1.02864
63,1.0138
64,1.019
65,1.01789
66,1.01954
67,1.01954
68,1.01954
69,1.00182
70,1.01025
71,0.99997
72,1.01022
73,0.991547
74,1.00091
75,1.00678
76,1.00678
77,1.00678
78,0.999355
79,1.01315
80,1.0247
81,1.00963
82,1.01752
83,1.02594
84,1.03414
85,1.03099
86,1.02674
87,1.01144
88,1.01144
89,0.988671
90,1.00154
91,1.01601
92,1.03062
93,1.03576
94,1.03576
95,1.02236
96,1.02236
97,1.02974
98,1.00694
99,0.991353
100,0.997641
101,1.00553
102,1.00553
103,0.989766
104,0.998889
105,0.995783
106,0.977661
107,1.00807
108,1.00226
109,1.01192
110,1.01899
111,1.02368
112,1.02708
113,1.01733
114,1.02323
115,1.02323
116,1.02323
117,1.00778
118,0.994839
119,0.990278
120,0.984011
121,0.979951
122,0.993779
123,0.988524
124,0.992821
125,0.967388
126,0.97049
127,0.980932
128,1.02347
129,1.00357
130,1.01794
131,1.02282
132,1.02002
133,1.02422
134,1.01746
135,1.0095
136,1.00869
137,1.01472
138,1.02505
139,1.01715
140,1.00192
141,1.01422
142,1.00169
143,1.01755
144,1.02007
145,1.01492
146,1.00853
147,1.03157
148,1.02043
149,1.03238
150,1.03238
151,1.02344
152,1.00439
153,1.00088
154,1.00088
155,1.01848
156,1.02259
157,1.02321
158,1.01968
159,1.01968
160,1.02741
161,1.02807
162,1.0262
163,1.02982
164,1.03333
165,1.03508
166,1.01425
167,1.01425
168,1.00824
169,1.03432
170,1.0322
171,1.01806
172,1.01829
173,1.03014
174,1.027
175,1.01469
176,1.01117
177,1.01797
178,1.01061
179,1.01265
180,1.01265
181,1.00935
182,1.02133
183,0.999939
184,1.00554
185,1.0289
186,1.02342
187,1.02342
188,1.0267
189,1.03047
190,1.03047
191,1.03047
192,1.00753
193,1.01205
194,1.02377
195,1.01338
196,1.03513
197,1.03278
198,1.05062
199,1.02699
200,1.03618
201,1.04638
202,1.03119
203,1.03076
204,1.04389
205,1.04557
206,1.04557
207,1.04557
208,1.01969
209,1.01813
210,1.02283
211,1.02518
212,1.01454
213,0.993951
214,0.993951
215,1.0083
216,0.993986
217,0.993407
218,1.00427
219,1.02315
220,1.02315
221,1.02315
222,1.03211
223,1.03211
224,1.04209
225,1.04412
226,1.03333
227,1.03051
228,1.03778
229,1.03737
230,1.04059
231,1.02783
232,1.02783
233,1.03565
234,1.04159
235,1.05069
236,1.03901
237,1.02828
238,1.03301
239,1.04678
240,1.03201
241,1.01677
242,1.01677
243,1.03625
244,1.03858
245,1.02595
246,0.997215
247,1.01214
248,1.0139
249,1.01143
250,0.993836
251,0.992603
252,1.02505
253,1.02244
254,1.02244
255,1.02244
256,1.02276
257,1.01378
258,1.00599
259,1.00789
260,1.01407
261,1.01774
262,0.988164
263,1.01218
264,1.02319
265,1.02319
266,1.02319
267,1.01725
268,1.00879
269,1.00419
270,1.00419
271,1.00519
272,1.01035
273,1.01962
274,1.02432
275,1.02679
276,1.03211
277,1.03906
278,1.01925
279,1.01085
280,1.01803
281,1.02278
282,1.02278
283,1.03123
284,1.03123
285,1.02233
286,1.02233
287,1.04556
288,1.04872
289,1.03295
290,1.02941
291,1.02941
292,1.02429
293,1.02941
294,1.03094
295,1.0295
296,1.0295
297,1.0295
298,1.03233
299,1.03233
300,1.04551
301,1.04551
302,1.01144
303,1.01144
304,1.01679
305,1.02025
306,1.04039
307,1.04039
308,1.03592
309,1.04347
310,1.0261
311,1.00464
312,0.991205
313,1.00792
314,1.02425
315,1.02425
316,1.0218
317,1.0061
318,0.996252
319,1.02003
320,1.03674
321,1.04588
322,1.06631
323,1.04876
324,1.05227
325,1.05306
326,1.04359
327,1.03222
328,1.03222
329,1.02809
330,1.02809
331,1.02809
332,1.01485
333,1.0034
334,0.994978
335,1.00928
336,1.01529
337,0.98378
338,0.983151
339,0.988252
340,0.996682
341,0.996682
342,1.01113
343,0.998029
344,0.998029
345,1.00119
346,1.00385
347,1.00385
348,1.0124
349,1.0001
350,1.02351
351,1.0268
352,1.01632
353,1.01266
354,1.00881
355,1.0091
356,1.0091
357,1.01657
358,1.01657
359,1.00131
360,0.978243
361,0.99602
362,0.998335
363,0.997579
364,1.0056
365,1.0056
366,0.997575
367,1.00139
368,1.00621
369,1.02378
370,1.02378
371,1.02606
372,1.02606
373,1.01049
374,1.01049
375,1.02313
376,1.00881
377,1.0276
378,1.01053
379,1.00751
380,0.998654
381,0.98583
382,0.983236
383,0.993793
384,0.993793
385,1.01163
386,1.01668
387,1.01668
388,1.02467
389,1.02322
390,1.03133
391,1.01432
392,1.03476
393,1.01664
394,1.01664
395,1.00972
396,1.02406
397,1.01497
398,1.01497
399,1.01497
400,1.00169
401,1.00475
402,1.00475
403,1.00462
404,1.00445
405,1.01058
406,1.01597
407,1.01304
408,1.02007
409,1.01702
410,1.01702
411,1.01499
412,1.00636
413,1.00131
414,1.00103
415,1.00103
