MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.993169,-0.636882,-0.76208
2,0.994188,-0.627125,-0.771443
3,0.994072,-0.633883,-0.765748
4,0.994072,-0.633883,-0.765748
5,0.993028,-0.659475,-0.742427
6,0.994636,-0.695148,-0.711385
7,0.994636,-0.695148,-0.711385
8,0.994636,-0.695148,-0.711385
9,0.994086,-0.721085,-0.684283
10,0.994086,-0.721085,-0.684283
11,0.994086,-0.721085,-0.684283
12,0.994276,-0.711634,-0.694379
13,0.993901,-0.80755,-0.579398
14,0.993364,-0.803673,-0.58385
15,0.993364,-0.803673,-0.58385
16,0.993894,-0.819286,-0.562669
17,0.993848,-0.848392,-0.517653
18,0.993481,-0.868575,-0.482268
19,0.993336,-0.903075,-0.41373
20,0.994426,-0.84195,-0.529153
21,0.992929,-0.9163,-0.382496
22,0.992929,-0.9163,-0.382496
23,0.992664,-0.901508,-0.415529
24,0.993415,-0.847092,-0.518951
25,0.992959,-0.795237,-0.594615
26,0.992959,-0.795237,-0.594615
27,0.994053,-0.792588,-0.599955
28,0.992421,-0.744063,-0.656711
29,0.992421,-0.744063,-0.656711
30,0.992421,-0.744063,-0.656711
31,0.993666,-0.723316,-0.681312
32,0.993695,-0.722026,-0.682721
33,0.994501,-0.853033,-0.511239
34,0.994501,-0.853033,-0.511239
35,0.994394,-0.807368,-0.580496
36,0.993711,-0.814369,-0.569442
37,0.993911,-0.825917,-0.552919
38,0.993911,-0.825917,-0.552919
39,0.993786,-0.787354,-0.606369
40,0.993985,-0.809871,-0.576294
41,0.993985,-0.809871,-0.576294
42,0.993985,-0.809871,-0.576294
43,0.993692,-0.73666,-0.6669
44,0.994285,-0.778122,-0.618975
45,0.992855,-0.773242,-0.622783
46,0.992555,-0.745953,-0.654766
47,0.992478,-0.838108,-0.531588
48,0.992478,-0.838108,-0.531588
49,0.992478,-0.838108,-0.531588
50,0.994553,-0.807625,-0.580412
51,0.994553,-0.807625,-0.580412
52,0.994215,-0.767231,-0.632314
53,0.995026,-0.797723,-0.594738
54,0.99311,-0.752362,-0.648242
55,0.99311,-0.752362,-0.648242
56,0.993799,-0.678753,-0.7259
57,0.993799,-0.678753,-0.7259
58,0.995142,-0.719493,-0.687486
59,0.995044,-0.65951,-0.74509
60,0.993581,-0.536253,-0.836442
61,0.994462,-0.448267,-0.8877
62,0.99316,-0.533502,-0.8377
63,0.994358,-0.587842,-0.801991
64,0.993949,-0.569818,-0.814397
65,0.993558,-0.533158,-0.838392
66,0.994092,-0.503032,-0.857425
67,0.994092,-0.503032,-0.857425
68,0.994092,-0.503032,-0.857425
69,0.992849,-0.603908,-0.788063
70,0.994783,-0.504326,-0.857467
71,0.993378,-0.609152,-0.784687
72,0.99491,-0.546821,-0.831163
73,0.995122,-0.657233,-0.747203
74,0.994724,-0.696224,-0.710456
75,0.993196,-0.65229,-0.74897
76,0.993196,-0.65229,-0.74897
77,0.993196,-0.65229,-0.74897
78,0.994516,-0.598381,-0.794357
79,0.994377,-0.674351,-0.730777
80,0.993567,-0.643698,-0.756854
81,0.993434,-0.550716,-0.826815
82,0.994052,-0.576948,-0.809488
83,0.994531,-0.533633,-0.839242
84,0.993254,-0.507634,-0.853733
85,0.993756,-0.580565,-0.806532
86,0.993285,-0.58281,-0.804331
87,0.995007,-0.650418,-0.75299
88,0.995007,-0.650418,-0.75299
89,0.993163,-0.548083,-0.828238
90,0.994455,-0.548831,-0.829292
91,0.993584,-0.576492,-0.809238
92,0.993574,-0.546887,-0.829521
93,0.993002,-0.395077,-0.911025
94,0.993002,-0.395077,-0.911025
95,0.994791,-0.297147,-0.949375
96,0.994791,-0.297147,-0.949375
97,0.994403,-0.286762,-0.952158
98,0.995493,-0.388807,-0.916425
99,0.993603,-0.328082,-0.937875
100,0.995597,-0.318581,-0.94325
101,0.994213,-0.186312,-0.9766
102,0.994213,-0.186312,-0.9766
103,0.991909,-0.167731,-0.977625
104,0.994006,-0.0945383,-0.9895
105,0.994067,-0.219522,-0.969525
