t,cost
10,5.475
20,5.4534
30,5.4138
40,5.4576
50,5.4516
60,5.4468
70,5.5014
80,5.4516
90,5.4624
100,5.4288
110,5.4216
120,5.397
130,5.466
140,5.4426
150,5.406
160,5.43
170,5.481
180,5.4414
190,5.409
200,5.4054
210,5.4474
220,5.472
230,5.4756
240,5.4456
250,5.4348
260,5.4402
270,5.454
280,5.4462
290,5.46
300,5.4486
310,5.4198
320,5.4264
330,5.4258
340,5.412
350,5.4036
360,5.4156
370,5.4174
380,5.4114
390,5.445
400,5.4342
410,5.4384
420,5.3964
430,5.4342
440,5.4342
450,5.4138
460,5.4522
470,5.4408
480,5.457
490,5.4774
500,5.4642
510,5.4246
520,5.397
530,5.4132
540,5.4564
550,5.4462
560,5.4372
570,5.463
580,5.4636
590,5.4714
600,5.4276
610,5.4156
620,5.3982
630,5.4534
640,5.4918
650,5.4612
660,5.4504
670,5.4204
680,5.4126
690,5.412
700,5.4684
710,5.4588
720,5.4708
730,5.4348
740,5.4414
750,5.454
760,5.4642
770,5.4822
780,5.4486
790,5.4066
800,5.4726
810,5.4408
820,5.4522
830,5.448
840,5.4432
850,5.4504
860,5.4534
870,5.478
880,5.4462
890,5.4054
900,5.4342
910,5.4756
920,5.4552
930,5.4522
940,5.4426
950,5.4288
960,5.4156
970,5.4348
980,5.4534
990,5.4672
1000,5.4636
1010,5.4762
1020,5.4498
1030,5.484
1040,5.433
1050,5.4294
1060,5.4696
1070,5.4276
1080,5.4696
1090,5.499
1100,5.469
1110,5.4714
1120,5.4732
1130,5.4438
1140,5.4492
1150,5.4252
1160,5.4762
1170,5.4654
1180,5.4612
1190,5.49
1200,5.4576
1210,5.4162
1220,5.4414
1230,5.4438
1240,5.4732
1250,5.4588
1260,5.499
1270,5.4636
1280,5.4384
1290,5.4804
1300,5.4594
1310,5.442
1320,5.4552
1330,5.4492
1340,5.442
1350,5.4474
1360,5.4708
1370,5.4696
1380,5.4588
1390,5.4828
1400,5.445
1410,5.451
1420,5.4738
1430,5.4912
1440,5.4912
1450,5.4222
1460,5.4768
1470,5.4636
1480,5.4834
1490,5.4732
1500,5.4786
1510,5.4432
1520,5.4612
1530,5.4594
1540,5.4876
1550,5.5038
1560,5.4966
1570,5.487
1580,5.4942
1590,5.4966
1600,5.4732
1610,5.451
1620,5.4462
1630,5.466
1640,5.4816
1650,5.5278
1660,5.4708
1670,5.4708
1680,5.4966
1690,5.4756
1700,5.484
1710,5.4564
1720,5.4834
1730,5.5134
1740,5.4834
1750,5.4534
1760,5.4672
1770,5.4786
1780,5.5008
1790,5.5092
1800,5.5062
1810,5.4756
1820,5.49
1830,5.4468
1840,5.5038
1850,5.5182
1860,5.511
1870,5.5248
1880,5.5428
1890,5.5446
1900,5.5722
1910,5.523
1920,5.5164
1930,5.5146
1940,5.5608
1950,5.5776
1960,5.5734
1970,5.5608
1980,5.601
1990,5.5644
2000,5.5668
2010,5.574
2020,5.5998
2030,5.6208
2040,5.5746
2050,5.604
2060,5.5986
2070,5.6094
2080,5.5746
2090,5.5794
2100,5.6094
2110,5.6442
2120,5.5812
2130,5.5956
2140,5.6076
2150,5.5938
2160,5.5506
2170,5.5884
2180,5.607
2190,5.67
2200,5.6142
2210,5.601
2220,5.6214
2230,5.6184
2240,5.6472
2250,5.6208
2260,5.6484
2270,5.631
2280,5.6376
2290,5.6274
2300,5.5884
2310,5.6022
2320,5.6214
2330,5.7438
2340,5.6706
2350,5.6622
2360,5.6832
2370,5.6604
2380,5.6952
2390,5.7672
2400,5.6904
2410,5.6778
2420,5.688
2430,5.6538
2440,5.6874
2450,5.8236
2460,5.7366
2470,5.7078
2480,5.6766
2490,5.6856
2500,5.793
2510,5.709
2520,5.7102
2530,5.7042
2540,5.6994
2550,5.781
2560,5.7078
2570,5.733
2580,5.6916
2590,5.6904
2600,5.8404
2610,5.7528
2620,5.7288
2630,5.7396
2640,5.724
2650,5.8692
2660,5.7156
2670,5.718
2680,5.73
2690,5.736
2700,5.832
2710,5.7456
2720,5.7384
2730,5.7426
2740,5.8896
2750,5.7552
2760,5.7978
2770,5.7642
2780,5.8314
2790,5.7588
2800,5.772
2810,5.7792
2820,5.811
2830,5.9328
2840,5.7852
2850,5.7888
2860,5.7756
2870,5.9538
2880,5.8578
2890,5.8206
2900,5.9658
2910,5.847
2920,5.8362
2930,5.784
2940,5.964
2950,5.8176
2960,5.802
2970,5.8512
2980,5.9898
2990,5.8794
3000,5.8596
3010,6.012
3020,5.8518
3030,5.865
3040,5.8344
3050,6.006
3060,5.8914
3070,5.8602
3080,6.072
3090,5.8872
3100,5.9046
3110,6.054
3120,5.9352
3130,5.9166
3140,6.042
3150,5.8614
3160,5.922
3170,6.096
3180,5.904
3190,5.9274
3200,6.024
3210,5.8866
3220,5.8782
3230,5.9352
3240,5.9568
3250,5.9118
3260,5.9064
3270,6.072
3280,5.9454
3290,5.9562
3300,6.066
3310,5.9856
3320,6.024
3330,5.9436
3340,5.946
3350,6.018
3360,5.9982
3370,5.934
3380,6.078
3390,5.9376
3400,5.9772
3410,6.192
3420,6.018
3430,6
3440,6.138
3450,5.9394
3460,6.024
3470,6.066
3480,6
3490,6.24
3500,6.018
