MDTU,plaq
1,1.00206
2,0.982695
3,0.958622
4,1.00104
5,1.00104
6,0.988893
7,0.976439
8,0.995227
9,0.995227
10,0.983117
11,0.983117
12,0.979893
13,0.966428
14,0.99141
15,0.973677
16,0.983839
17,0.983839
18,0.949974
19,0.942048
20,0.976118
21,0.976118
22,0.976118
23,0.937857
24,0.923306
25,0.913024
26,0.913024
27,0.916045
28,0.915961
29,0.908566
30,0.908566
31,0.912282
32,0.914577
33,0.911214
34,0.918966
35,0.941664
36,0.941664
37,0.948723
38,0.949999
39,0.949999
40,0.949999
41,0.935337
42,0.96398
43,0.959284
44,0.958596
45,0.966349
46,0.980958
47,0.980958
48,1.00433
49,1.02369
50,0.982947
51,0.981422
52,0.971239
53,0.973544
54,0.961218
55,0.961218
56,0.971456
57,0.972006
58,0.969468
59,0.974552
60,0.986655
61,0.982696
62,0.976182
63,0.995663
64,0.991668
65,0.964153
66,0.966902
67,0.99043
68,0.995734
69,0.995906
70,0.992154
71,0.976542
72,0.987667
73,0.983071
74,0.998845
75,0.978017
76,0.978017
77,0.992175
78,1.0033
79,0.989527
80,0.989527
81,0.963414
82,0.969283
83,0.975826
84,0.974073
85,0.971492
86,0.969904
87,0.969904
88,0.969904
89,0.969904
90,0.975489
91,0.980615
92,0.942707
93,0.925878
94,0.925878
95,0.929422
96,0.931088
97,0.931088
98,0.917375
99,0.929755
100,0.91594
101,0.916555
102,0.909201
103,0.924089
104,0.90879
105,0.90879
106,0.919558
107,0.921049
108,0.903201
109,0.903201
110,0.902896
111,0.916324
112,0.913257
113,0.913257
114,0.943464
115,0.93754
116,0.934809
117,0.934809
118,0.949254
119,0.943952
120,0.953352
121,0.928535
122,0.942043
123,0.939679
124,0.935891
125,0.939602
126,0.933985
127,0.930899
128,0.965487
129,0.976326
130,0.989403
131,1.00262
132,0.987101
133,0.97099
134,0.98135
135,0.98135
136,0.98135
137,0.978724
138,0.972789
139,0.998423
140,0.998423
141,0.998423
142,0.998423
143,0.994475
144,1.00284
145,0.986105
146,0.986105
147,0.996718
148,0.98075
149,0.99857
150,0.979308
151,0.979308
152,0.997815
153,0.959749
154,0.959749
155,0.953741
156,0.960679
157,0.929585
158,0.935948
159,0.952199
160,0.946806
161,0.921616
162,0.959465
163,0.959465
164,0.959714
165,0.960004
166,0.957408
167,0.957408
168,0.952731
169,0.952731
170,0.951883
171,0.916976
172,0.939899
173,0.939899
174,0.925972
175,0.901014
176,0.909332
177,0.942289
178,0.920476
179,0.907091
180,0.930714
181,0.918048
182,0.922522
183,0.898628
184,0.922779
185,0.944328
186,0.938712
187,0.95042
188,0.953147
189,0.923066
190,0.923066
191,0.928112
192,0.930444
193,0.948286
194,0.944685
195,0.933636
196,0.956808
197,0.93438
198,0.944462
199,0.917353
200,0.940577
201,0.920097
202,0.904964
203,0.904964
204,0.9177
205,0.926991
206,0.938475
207,0.947057
208,0.936978
209,0.936978
210,0.909764
211,0.915089
212,0.920005
213,0.914759
214,0.914759
215,0.914759
216,0.926192
217,0.926192
218,0.962352
219,0.949691
220,0.965369
221,0.973851
222,0.982191
223,0.973566
224,0.976417
225,0.965206
226,0.953677
227,0.961133
228,0.950216
229,0.943281
230,0.950999
231,0.950999
232,0.94888
233,0.95886
234,0.964748
235,0.955242
236,0.961997
237,0.949653
238,0.952157
239,0.957855
240,0.932015
241,0.942893
242,0.942893
243,0.950047
244,0.957084
245,0.948798
246,0.953128
247,0.953128
248,0.938749
249,0.948724
250,0.949773
251,0.926529
252,0.911071
253,0.919411
254,0.919411
255,0.921043
256,0.921043
257,0.935302
258,0.935302
259,0.938575
260,0.94726
261,0.944622
262,0.944622
263,0.924307
264,0.904111
265,0.904111
266,0.904111
267,0.883327
268,0.89703
269,0.928104
270,0.925998
271,0.93315
272,0.930378
273,0.939163
274,0.941016
275,0.9307
276,0.941306
277,0.938396
278,0.901093
279,0.923817
280,0.923817
281,0.953995
282,0.954893
283,0.954893
284,0.956417
285,0.952632
286,0.977907
287,0.977907
288,0.981841
289,0.972073
290,0.989376
291,0.968987
292,1.0086
293,0.969594
294,0.97897
295,0.984316
296,0.974766
297,0.964932
298,0.969504
299,0.970591
300,0.985062
301,0.965435
302,0.948656
303,0.948656
304,0.931422
305,0.931422
306,0.939295
307,0.932467
308,0.946488
309,0.939573
310,0.924531
311,0.927527
312,0.927527
313,0.94762
314,0.966447
315,0.966447
316,0.957039
317,0.956436
318,0.955438
319,0.955438
320,0.955438
321,0.938483
322,0.932676
323,0.932676
324,0.929508
325,0.913548
326,0.910332
327,0.909745
328,0.911758
329,0.917443
330,0.895918
331,0.900811
332,0.881877
333,0.881051
334,0.881051
335,0.889866
336,0.903691
337,0.913916
338,0.899737
339,0.899737
340,0.884434
341,0.901344
342,0.918469
343,0.918469
344,0.937609
345,0.939625
346,0.925141
347,0.930151
348,0.925846
349,0.922281
350,0.922281
351,0.905905
352,0.92101
353,0.914753
354,0.903476
355,0.911977
356,0.911977
357,0.933135
358,0.933135
359,0.940586
360,0.925926
361,0.928811
362,0.928811
363,0.926361
364,0.935688
365,0.935688
366,0.94549
367,0.924933
368,0.919651
369,0.919651
370,0.944213
371,0.940905
372,0.933431
373,0.941001
374,0.941001
375,0.941001
376,0.908659
377,0.92051
378,0.918951
379,0.912491
380,0.927632
381,0.899266
382,0.896479
383,0.899517
384,0.91679
385,0.934658
386,0.940294
387,0.959029
388,0.971455
389,0.938158
390,0.929787
391,0.929139
392,0.93704
393,0.911275
394,0.892856
395,0.914803
396,0.915553
397,0.90565
398,0.892837
399,0.900964
400,0.911099
401,0.917074
402,0.948115
403,0.939298
404,0.935494
405,0.938649
406,0.938649
407,0.92788
408,0.92788
409,0.925547
410,0.944028
411,0.946551
412,0.946551
413,0.895367
414,0.883894
415,0.901561
416,0.91988
417,0.914414
418,0.907481
419,0.907481
420,0.919756
421,0.893133
422,0.90647
423,0.910681
424,0.910681
425,0.920919
426,0.929524
427,0.929524
428,0.931794
429,0.931382
430,0.941897
431,0.942468
432,0.931721
433,0.959662
434,0.942148
435,0.938112
436,0.938581
437,0.923565
438,0.939745
439,0.939001
440,0.939001
441,0.928844
442,0.934911
443,0.946745
444,0.96754
445,0.982865
446,0.979972
447,0.979972
448,0.985667
449,0.9673
450,0.967674
451,0.984826
452,1.0085
453,0.975887
454,1.00161
455,0.994004
456,0.964879
457,0.951125
458,0.958809
459,0.957034
460,0.983467
461,0.991399
462,0.975371
463,0.975371
464,0.971546
465,0.970172
466,0.964555
467,0.964555
468,0.952791
469,0.952791
470,0.96973
471,0.979704
472,0.969809
473,0.971771
474,0.962635
475,0.963476
476,0.963476
477,0.963476
478,0.963476
479,0.989968
480,0.987415
481,0.987879
482,0.990018
483,0.988632
484,0.950153
485,0.955447
486,0.955447
487,0.96132
488,0.96132
489,0.948441
490,0.946624
491,0.952887
492,0.952887
493,0.971419
494,0.960471
495,0.960471
496,0.973308
497,0.949946
498,0.949946
499,0.946986
500,0.944481
501,0.936568
502,0.899496
503,0.899496
504,0.908612
505,0.88977
506,0.902201
507,0.919808
508,0.913427
509,0.913427
510,0.906701
511,0.894255
512,0.887143
513,0.887143
514,0.886874
515,0.886874
516,0.897009
517,0.910867
518,0.904913
519,0.865709
520,0.868984
521,0.868506
522,0.91007
523,0.936364
524,0.9259
525,0.937771
526,0.947877
527,0.957836
528,0.953371
529,0.953371
530,0.953371
531,0.935465
532,0.915036
533,0.908062
534,0.900742
535,0.893705
536,0.921717
537,0.915437
538,0.928933
539,0.953801
540,0.942395
541,0.952106
542,0.952106
543,0.953883
544,0.953883
545,0.960975
546,0.97411
547,0.97411
548,0.97411
549,0.97411
550,0.957343
551,0.937978
552,0.922139
553,0.922139
554,0.958108
